player_id,player_name,Latest_Year,off_poss,def_poss,possessions,box_oVPM_TS,box_oVPM_TOV,box_oVPM_SC,box_dVPM_TS,box_dVPM_TOV,box_dVPM_SC,box_off,box_def,box_net,source_box_off_gap,source_box_def_gap,source_box_net_gap
203110,Draymond Green,2026,18810,18817,37627,0.1857944235128972,-0.9443968068180294,-1.3157657740017847,2.567090511847395,0.264724979325498,1.1722916500058165,-2.074368157306917,4.00410714117871,1.9297389838717929,0.0,8.881784197001252e-16,8.881784197001252e-16
1630194,Paul Reed,2026,7930,7986,15916,-1.768346367480345,-0.6885560105048043,2.0453022421706484,0.589643035549262,1.3249750156260118,0.4161791426082884,-0.41160013581450094,2.330797193783562,1.9191970579690611,-5.551115123125783e-17,-4.440892098500626e-16,-4.440892098500626e-16
1641709,Ausar Thompson,2026,9790,9917,19707,-1.1366958959126432,-0.4735598028170753,0.8913224522891124,1.2937739723895698,1.4298111419645771,-0.1174585174042222,-0.7189332464406061,2.6061265969499248,1.8871933505093188,0.0,0.0,0.0
1630591,Jalen Suggs,2026,14689,14680,29369,0.8665888147556119,-0.4587238498578285,-0.3483541156147137,0.5420403333613816,1.4476681616497489,-0.1847017206689279,0.05951084928306971,1.8050067743422027,1.8645176236252725,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16
1630163,LaMelo Ball,2026,16551,16451,33002,2.0744863091029773,0.290913193383242,0.3433148608899108,-1.2137358481830876,0.4604565598288869,-0.0968532480919252,2.70871436337613,-0.8501325364461259,1.8585818269300043,0.0,2.220446049250313e-16,2.220446049250313e-16
1642502,Malevy Leons,2026,589,598,1187,-1.0700103812974833,-0.3691642055360023,2.626201531617355,-1.047643784127297,0.7492370537437337,0.9698149058498338,1.1870269447838695,0.6714081754662705,1.8584351202501401,0.0,0.0,2.220446049250313e-16
1627783,Pascal Siakam,2026,25233,25190,50423,0.9323703027959422,0.5881885791048351,-0.0221340122776713,-0.22439787630313268,-0.2394149779100543,0.7912240981436769,1.4984248696231062,0.3274112439304899,1.825836113553596,2.220446049250313e-16,0.0,0.0
1631114,Jalen Williams,2026,16036,16064,32100,1.2002263792891195,0.49454477632888,-0.5439483068890446,0.17747614937581022,0.9739857604821088,-0.4996655062676381,1.150822848728955,0.651796403590281,1.802619252319236,0.0,1.1102230246251565e-16,2.220446049250313e-16
1630532,Franz Wagner,2026,21036,20992,42028,0.6076709447331612,0.3837112739503187,-0.2405711970405242,0.28858726280261027,0.406659016164244,0.3172876904710697,0.7508110216429557,1.012533969437924,1.7633449910808796,1.1102230246251565e-16,0.0,0.0
1627826,Ivica Zubac,2026,19927,19912,39839,-0.5527770791521722,-0.8997159716428335,1.2571619276924415,2.5762166495030865,-1.3720274971294415,0.7036453689929264,-0.19533112310256406,1.9078345213665715,1.7125033982640074,-2.7755575615628914e-16,0.0,-2.220446049250313e-16
1627751,Jakob Poeltl,2026,16561,16586,33147,-1.1138442121255692,-0.9320348606445212,1.2521849523754631,1.385121700854239,-0.2434820168637805,1.2744380108643698,-0.7936941203946275,2.4160776948548284,1.6223835744602009,0.0,0.0,0.0
1630700,Dyson Daniels,2026,15586,15682,31268,-0.5413208275340433,-0.0836662584715352,0.254625830342834,0.6820577334433335,1.2731598398674902,0.0371036151935463,-0.3703612556627445,1.99232118850437,1.6219599328416254,0.0,0.0,-2.220446049250313e-16
1629674,Neemias Queta,2026,6343,6378,12721,-1.3698820526409152,-0.6697891912757541,1.8430351638935256,1.9722704498358052,-0.5095651451013347,0.3396047199719783,-0.1966360800231437,1.802310024706449,1.6056739446833053,1.942890293094024e-16,0.0,2.220446049250313e-16
1631106,Tari Eason,2026,10536,10631,21167,-1.657669069418093,-0.2119573929275384,2.2838718475062887,0.16860360446665607,0.7310734798558399,0.2503141064092515,0.4142453851606571,1.1499911907317475,1.5642365758924046,0.0,0.0,0.0
201572,Brook Lopez,2026,19055,19003,38058,-0.02407161192786139,-0.1669219504236389,-0.7735504917145923,3.827435025461692,-1.4365936410274158,0.1245517396262028,-0.9645440540660926,2.5153931240604788,1.5508490699943862,0.0,0.0,0.0
1642449,Tolu Smith,2026,315,315,630,-0.6646634646276504,0.1531843035741939,2.192825367390206,-0.5385621843846944,-0.7631217428749227,1.1390943141174903,1.6813462063367495,-0.16258961314212694,1.5187565931946225,-2.220446049250313e-16,-5.551115123125783e-17,2.220446049250313e-16
1631221,Collin Gillespie,2026,6062,6113,12175,0.8204998218852642,0.0820553764554067,0.652876632086364,-1.0617530441562726,0.7222427424535078,0.294014501273087,1.555431830427035,-0.04549580042967777,1.5099360299973572,2.220446049250313e-16,-6.938893903907228e-17,2.220446049250313e-16
1626172,Kevon Looney,2026,12918,13060,25978,-2.400467168047318,-0.3464282258381289,2.3633765311061135,1.6388139969468827,-0.7539817150536494,0.9916159650024384,-0.3835188627793338,1.8764482468956718,1.492929384116338,0.0,-2.220446049250313e-16,0.0
1629006,Josh Okogie,2026,9587,9686,19273,-1.5062217661723396,-0.226198651545753,1.2446740202379445,0.36633067592236446,1.52271069704643,0.0912881395462142,-0.48774639748014814,1.9803295125150084,1.4925831150348603,-5.551115123125783e-17,-4.440892098500626e-16,0.0
1641764,Brandin Podziemski,2026,12162,12170,24332,0.21529166119643262,0.3720118277790717,0.2462581597866928,-0.3467030701303352,0.7560942561839594,0.229746875699234,0.8335616487621971,0.6391380617528583,1.4726997105150552,0.0,0.0,0.0
1630202,Payton Pritchard,2026,16209,16178,32387,0.35721259275816036,0.8793138750802953,1.056064118317927,-0.11691585512002661,-0.4997228536991833,-0.2202340669633568,2.2925905861563827,-0.8368727757825667,1.455717810373816,0.0,1.1102230246251565e-16,0.0
1629655,Daniel Gafford,2026,15049,15102,30151,-0.5626060820295467,-0.7984234761929343,1.4956699355490328,1.7905325266569314,-0.4383816608157008,-0.0375088753576737,0.13464037732655187,1.314641990483557,1.4492823678101088,8.326672684688674e-17,0.0,0.0
202699,Tobias Harris,2026,22934,22837,45771,0.17380956035000322,0.5657603434077363,-0.4932352351805792,0.8762500035942203,-0.3338765941836941,0.6522376259713308,0.24633466857716024,1.194611035381857,1.4409457039590174,-5.551115123125783e-17,0.0,0.0
203991,Clint Capela,2026,15990,16054,32044,-2.6374473978341078,-0.3010104971301711,2.538244787383623,1.2298229940197003,-0.5633169702886947,1.171738991833629,-0.40021310758065587,1.8382450155646346,1.4380319079839787,-5.551115123125783e-17,2.220446049250313e-16,0.0
203994,Jusuf Nurkic,2026,14932,14917,29849,-1.2177205643750642,-1.1390080714937172,0.5709295831271629,1.3152104042600068,-0.3812439012482146,2.288976879043529,-1.785799052741618,3.222943382055321,1.437144329313703,0.0,0.0,0.0
