player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
406,Shaquille O'Neal,2004,2.94,3.64,-0.7,-0.33,-0.49,0.16,2.4,2.26,2.21,0.05,-1.34,-0.81,-0.53,0.36,2.61,0.92,5.01,1.28,6.29,0.0,12628,6360,6268
2045,Hedo Turkoglu,2004,0.85,0.84,0.01,0.6,0.31,0.28,0.42,1.99,2.29,-0.3,0.08,-0.04,0.12,0.49,1.45,2.07,1.87,2.56,4.43,0.0,8517,4267,4250
1495,Tim Duncan,2004,0.1,0.57,-0.47,-0.31,-0.28,-0.04,1.43,2.6,2.47,0.13,-0.1,-0.06,-0.04,0.64,-0.21,2.5,1.22,3.14,4.36,0.0,10545,5291,5254
1802,Brad Miller,2004,2.67,2.26,0.41,0.19,-0.23,0.42,-0.3,1.42,0.83,0.59,0.08,0.07,-0.0,0.23,2.86,1.5,2.56,1.73,4.29,0.0,11473,5756,5717
708,Kevin Garnett,2004,1.93,1.63,0.3,0.65,0.39,0.27,-0.57,2.45,1.99,0.46,-0.46,0.02,-0.48,0.2,2.58,1.99,2.01,2.19,4.2,-0.0,14723,7391,7332
1905,Andrei Kirilenko,2004,2.1,1.53,0.57,-0.46,-0.27,-0.2,0.44,0.84,1.52,-0.68,0.52,0.16,0.38,0.47,1.64,1.36,2.08,1.83,3.9,-0.01,10322,5140,5182
1884,Baron Davis,2004,-0.25,0.03,-0.28,0.84,0.23,0.61,1.6,0.91,0.73,0.18,0.66,0.38,0.28,-0.21,0.59,1.57,2.19,1.36,3.54,-0.01,10775,5400,5375
739,Rasheed Wallace,2004,1.43,1.98,-0.55,-0.03,-0.3,0.28,0.2,1.77,1.46,0.31,-0.03,-0.26,0.23,0.14,1.4,1.74,1.6,1.88,3.48,-0.0,11213,5624,5589
208,Sam Cassell,2004,1.49,1.66,-0.17,0.85,0.55,0.29,-0.37,1.13,1.15,-0.02,-0.18,-0.14,-0.03,0.28,2.34,0.95,1.97,1.23,3.2,0.0,12322,6183,6139
1112,Ben Wallace,2004,-0.6,-0.21,-0.39,0.3,0.09,0.22,0.22,2.61,1.94,0.67,0.72,0.52,0.2,-0.07,-0.3,3.33,-0.08,3.26,3.17,-0.01,14290,7161,7129
979,Jermaine O'Neal,2004,-0.22,-0.36,0.14,0.84,0.28,0.57,0.37,2.03,1.8,0.23,-0.21,-0.18,-0.02,0.12,0.62,1.82,0.99,1.94,2.93,0.0,11934,5970,5964
2403,Nene,2004,1.47,1.27,0.2,-0.56,0.06,-0.62,-0.89,0.77,-0.11,0.88,0.95,0.33,0.62,1.15,0.91,1.72,0.02,2.87,2.89,0.0,10067,5051,5016
1717,Dirk Nowitzki,2004,2.36,1.96,0.4,0.77,0.05,0.71,-0.04,-0.47,-0.64,0.17,-0.17,0.03,-0.2,0.39,3.13,-0.64,3.09,-0.25,2.84,-0.0,12008,6027,5981
1888,Richard Hamilton,2004,2.0,1.36,0.64,-0.03,0.3,-0.32,-0.37,1.0,0.91,0.09,-0.02,-0.06,0.04,0.25,1.97,0.98,1.6,1.23,2.83,0.0,13416,6757,6659
397,Reggie Miller,2004,-0.08,-0.41,0.33,0.58,0.26,0.32,0.09,1.2,0.79,0.41,0.45,0.03,0.42,0.53,0.5,1.65,0.59,2.18,2.77,-0.0,9817,4930,4887
109,Robert Horry,2004,-0.6,-0.4,-0.2,0.48,-0.02,0.5,0.93,1.22,1.44,-0.22,0.37,0.29,0.08,0.28,-0.12,1.59,0.81,1.87,2.68,-0.0,5430,2731,2699
467,Jason Kidd,2004,0.2,-0.28,0.48,0.43,0.09,0.32,-0.02,-0.06,-0.2,0.14,1.04,0.59,0.44,1.02,0.63,0.98,0.61,2.0,2.61,-0.0,10935,5497,5438
1902,Jeff Foster,2004,-0.06,0.23,-0.29,-0.17,-0.05,-0.12,0.57,1.47,0.84,0.63,0.32,0.11,0.2,0.35,-0.23,1.79,0.34,2.14,2.48,0.0,8164,4070,4094
1938,Manu Ginobili,2004,1.1,0.73,0.37,-0.28,-0.13,-0.15,0.85,-0.33,-0.01,-0.32,0.83,0.62,0.22,0.3,0.82,0.5,1.67,0.8,2.47,0.0,9317,4679,4638
2215,Jason Collins,2004,-0.46,-0.22,-0.24,0.05,0.05,-0.0,-0.01,1.49,0.58,0.91,0.66,0.17,0.49,0.64,-0.41,2.15,-0.42,2.79,2.37,0.0,9104,4562,4542
2224,Jamaal Tinsley,2004,1.27,0.99,0.28,-0.06,-0.35,0.29,0.1,-0.5,-0.12,-0.38,0.85,0.27,0.59,0.66,1.21,0.35,1.31,1.01,2.32,-0.0,6571,3282,3289
2406,Caron Butler,2004,0.13,0.04,0.09,0.86,0.11,0.75,-0.29,0.8,0.87,-0.07,0.57,0.58,-0.01,0.19,0.99,1.37,0.7,1.56,2.26,0.0,9815,4895,4920
1897,Metta World Peace,2004,0.6,0.58,0.02,0.14,0.14,-0.0,0.15,0.14,0.08,0.06,0.67,0.26,0.42,0.54,0.74,0.81,0.89,1.35,2.24,0.0,11775,5910,5865
2554,Mickael Pietrus,2004,0.62,0.61,0.01,-0.12,-0.07,-0.06,0.27,1.16,1.24,-0.08,0.34,0.05,0.29,-0.08,0.5,1.5,0.77,1.42,2.19,0.0,2786,1381,1405
2225,Tony Parker,2004,1.09,1.33,-0.24,0.57,0.3,0.27,0.13,-0.05,0.03,-0.08,0.05,0.08,-0.02,0.38,1.66,0.0,1.79,0.38,2.18,0.01,10768,5392,5376
