player_id,player_name,Latest_Year,oTS,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
1641705,Victor Wembanyama,2026,2.1,0.06,0.04,0.02,-0.05,3.1,0.12,0.37,-0.27,0.7,2.12,3.88,6.0,-0.03,0.13,1.99,0.46,3.42,0.01,0.82,6072,3054,3018
1628983,Shai Gilgeous-Alexander,2026,2.94,1.99,0.98,1.01,-1.41,1.48,0.64,0.19,0.44,-0.17,3.67,1.48,5.15,-0.32,-1.0,4.67,-0.13,1.61,0.58,0.47,7523,3753,3770
203999,Nikola Jokic,2026,3.51,0.01,-0.72,0.73,-0.01,-0.36,-0.17,-0.01,-0.15,1.1,3.99,0.69,4.69,0.61,0.28,3.71,1.21,-0.52,0.0,0.93,7106,3562,3544
1628401,Derrick White,2026,-0.18,0.61,0.35,0.26,0.42,2.84,0.34,0.06,0.28,0.42,0.97,3.67,4.64,0.19,0.3,0.67,0.39,3.28,1.03,0.76,8276,4134,4142
1628378,Donovan Mitchell,2026,2.45,0.62,0.11,0.51,-0.16,0.31,0.3,0.36,-0.06,0.54,3.24,1.01,4.25,0.19,0.34,2.9,0.23,0.78,0.46,0.84,7809,3917,3892
1642864,Hugo González,2026,0.53,0.04,0.5,-0.47,1.06,1.76,0.93,0.41,0.52,0.02,1.81,2.44,4.25,-0.09,1.58,0.23,-0.21,2.65,1.1,0.95,3538,1754,1784
1627936,Alex Caruso,2026,1.29,0.78,0.05,0.72,-0.68,0.55,1.31,0.36,0.95,0.61,1.86,2.22,4.09,0.23,0.04,1.82,0.17,2.05,0.1,1.92,3374,1679,1695
1630577,Julian Champagnie,2026,2.08,0.63,0.29,0.35,-0.09,0.94,0.15,0.27,-0.13,0.63,2.54,1.52,4.06,-0.28,0.48,2.06,0.11,1.41,0.54,0.78,7659,3854,3805
202695,Kawhi Leonard,2026,1.86,0.72,0.34,0.38,-0.04,0.89,0.15,0.15,0.0,0.24,2.62,1.32,3.94,0.12,0.15,2.47,0.41,0.91,0.68,0.39,6329,3164,3165
203935,Marcus Smart,2026,2.24,0.46,0.14,0.32,-0.59,0.01,0.71,0.04,0.67,0.95,2.05,1.87,3.92,0.14,-0.63,2.68,0.71,1.16,-0.13,1.66,6394,3195,3199
202710,Jimmy Butler,2026,1.7,0.68,0.27,0.41,-0.09,1.05,-0.1,0.09,-0.19,0.41,2.82,1.0,3.81,0.16,0.3,2.52,0.31,0.69,0.59,0.31,4987,2494,2493
1630595,Cade Cunningham,2026,1.17,0.43,0.02,0.41,0.9,0.53,0.15,-0.19,0.35,0.87,2.27,1.48,3.76,-0.29,0.43,1.84,0.72,0.76,1.33,1.02,8025,4026,3999
1642349,Ajay Mitchell,2026,1.17,0.55,0.24,0.31,-0.87,1.2,1.11,0.65,0.46,0.63,0.93,2.66,3.59,-0.2,-0.74,1.67,0.74,1.92,-0.32,1.74,4795,2409,2386
1630188,Jalen Smith,2026,1.37,0.16,0.34,-0.17,0.03,1.04,-0.5,-0.54,0.04,0.66,2.34,1.24,3.58,0.82,0.2,2.14,0.35,0.89,0.19,0.16,3980,1984,1996
1631096,Chet Holmgren,2026,0.83,-0.12,0.21,-0.34,-0.21,2.23,-0.36,-0.19,-0.17,0.74,0.4,3.13,3.53,0.42,0.16,0.24,0.48,2.65,-0.33,0.38,6881,3426,3455
1629001,De'Anthony Melton,2026,2.08,0.38,-0.0,0.38,0.24,0.38,0.66,0.76,-0.09,-0.29,2.79,0.64,3.43,-0.02,0.82,1.97,0.14,0.5,0.62,0.37,3239,1627,1612
1628978,Donte DiVincenzo,2026,1.88,-0.15,-0.16,0.0,0.03,1.38,0.05,0.23,-0.18,-0.25,1.79,1.47,3.26,0.32,0.2,1.59,-0.46,1.93,-0.12,-0.2,8499,4264,4235
1630163,LaMelo Ball,2026,1.54,0.52,-0.26,0.79,0.94,-0.55,-0.08,-0.1,0.03,0.06,3.74,-0.51,3.23,0.8,1.93,1.81,-0.4,-0.11,1.46,-0.02,6152,3097,3055
1628389,Bam Adebayo,2026,0.64,0.51,0.62,-0.11,0.12,0.04,0.28,0.0,0.27,1.67,1.33,1.82,3.16,-0.1,0.37,0.96,1.49,0.33,0.63,1.95,7736,3863,3873
1630170,Devin Vassell,2026,2.42,0.27,0.32,-0.05,-0.42,1.25,-0.36,-0.12,-0.24,-0.49,2.3,0.86,3.15,0.48,-0.45,2.75,-0.26,1.12,-0.15,-0.85,6768,3387,3381
1628374,Lauri Markkanen,2026,0.58,-0.47,-0.22,-0.25,0.83,1.39,-0.13,0.22,-0.33,0.58,1.22,1.87,3.08,0.3,0.44,0.78,0.34,1.53,0.36,0.45,6129,3086,3043
1631217,Moussa Diabate,2026,1.37,-0.16,0.0,-0.17,1.67,0.26,0.35,-0.04,0.39,-0.11,2.82,0.23,3.05,-0.33,1.89,0.93,-0.04,0.27,1.51,0.24,5681,2835,2846
1630182,Josh Green,2026,1.26,-0.37,-0.16,-0.21,1.0,0.98,0.24,0.09,0.15,0.08,1.7,1.35,3.05,-0.14,0.18,1.52,0.5,0.85,0.63,0.32,2640,1328,1312
1641708,Amen Thompson,2026,-0.38,-0.12,-0.16,0.04,1.76,1.57,0.01,0.37,-0.37,0.37,1.2,1.86,3.05,-0.16,0.43,0.77,0.41,1.45,1.64,0.38,8912,4445,4467
1630591,Jalen Suggs,2026,0.73,0.38,0.15,0.24,-0.57,0.41,1.16,0.04,1.12,0.78,0.47,2.46,2.93,0.04,-1.08,1.55,1.55,0.91,-0.19,1.94,4291,2146,2145
1626164,Devin Booker,2026,1.14,-0.61,-0.09,-0.52,0.86,0.89,0.59,0.26,0.32,-0.12,1.33,1.6,2.93,0.18,1.16,0.17,0.43,1.17,0.25,0.47,6633,3322,3311
1629674,Neemias Queta,2026,-0.49,0.34,0.32,0.01,0.45,2.36,0.12,0.36,-0.24,0.43,0.3,2.57,2.87,-0.34,0.37,-0.07,0.16,2.41,0.79,0.55,5787,2891,2896
1630700,Dyson Daniels,2026,1.01,0.77,0.36,0.41,-0.49,0.44,1.39,0.72,0.68,-0.42,1.48,1.38,2.86,0.16,0.16,1.32,0.06,1.32,0.28,0.97,8704,4335,4369
203507,Giannis Antetokounmpo,2026,2.34,-0.15,0.04,-0.19,0.12,0.42,-0.72,-0.8,0.08,-0.02,3.01,-0.18,2.83,0.84,0.19,2.82,0.14,-0.32,-0.03,-0.74,4015,2005,2010
203932,Aaron Gordon,2026,-0.13,1.1,0.47,0.63,-0.28,1.79,-0.4,-0.14,-0.26,0.23,0.82,1.86,2.68,0.37,-0.17,0.99,0.23,1.63,0.82,-0.17,2667,1335,1332
1628384,OG Anunoby,2026,0.83,-0.01,0.04,-0.06,-0.14,0.88,0.4,0.28,0.12,0.84,0.73,1.79,2.52,-0.28,-0.15,0.88,0.69,1.1,-0.15,1.24,6708,3363,3345
1641744,Zach Edey,2026,0.05,-0.32,0.06,-0.38,0.05,1.47,-0.04,-0.09,0.05,0.89,0.0,2.47,2.47,0.37,0.05,-0.05,0.72,1.75,-0.27,0.85,1160,584,576
1630558,Davion Mitchell,2026,0.88,0.66,0.24,0.42,-0.72,1.36,-0.43,-0.39,-0.04,0.35,0.88,1.55,2.43,0.33,-0.51,1.39,0.2,1.35,-0.06,-0.08,6701,3344,3357
1641706,Brandon Miller,2026,0.78,-0.6,-0.05,-0.55,0.86,1.69,-0.89,-0.26,-0.63,0.49,1.13,1.23,2.36,0.03,0.48,0.65,0.65,0.58,0.26,-0.4,5686,2866,2820
1641709,Ausar Thompson,2026,0.23,-0.62,-0.24,-0.37,1.36,0.73,0.83,0.39,0.44,0.27,0.77,1.58,2.35,-0.45,1.0,-0.23,0.5,1.08,0.74,1.1,5910,2936,2974
1642345,Oso Ighodaro,2026,-0.15,0.71,0.11,0.6,0.08,0.58,0.86,0.46,0.4,0.31,0.64,1.67,2.31,-0.08,0.27,0.37,0.44,1.23,0.79,1.17,5288,2640,2648
1626157,Karl-Anthony Towns,2026,0.83,0.24,0.17,0.07,-0.03,0.02,0.24,0.08,0.17,0.89,1.29,0.96,2.25,0.06,0.22,1.07,0.19,0.77,0.21,1.13,7525,3776,3749
203939,Dwight Powell,2026,0.77,0.3,0.37,-0.09,-0.17,0.37,0.41,0.12,0.3,0.53,0.94,1.26,2.2,-0.01,-0.13,1.07,0.32,0.94,0.13,0.94,2827,1426,1401
1630540,Miles McBride,2026,-0.1,0.89,0.7,0.21,0.94,-0.27,0.18,0.49,-0.31,0.11,2.46,-0.34,2.12,0.37,1.8,0.66,-0.01,-0.33,1.83,0.29,3782,1897,1885
1631221,Collin Gillespie,2026,0.23,0.16,0.27,-0.11,-0.12,-0.03,0.45,0.06,0.39,0.57,0.71,1.38,2.09,0.83,-0.1,0.81,0.55,0.83,0.04,1.02,7338,3672,3666
1631105,Jalen Duren,2026,-0.41,0.16,0.06,0.1,1.1,0.33,1.04,0.15,0.89,-0.01,0.46,1.57,2.03,-0.18,0.47,-0.01,-0.23,1.8,1.26,1.03,6014,3012,3002
1630567,Scottie Barnes,2026,-0.44,0.51,-0.12,0.63,0.14,1.09,0.52,-0.03,0.54,-0.04,0.52,1.49,2.01,0.23,0.84,-0.32,-0.29,1.78,0.65,0.48,8659,4339,4320
1629731,Dean Wade,2026,0.23,0.25,0.27,-0.02,0.29,0.72,-0.09,0.04,-0.12,0.52,0.78,1.22,2.0,0.08,0.04,0.74,0.41,0.81,0.54,0.43,4566,2270,2296
203954,Joel Embiid,2026,2.36,0.57,0.51,0.05,-0.66,0.05,-0.43,0.32,-0.76,-0.19,2.31,-0.36,1.95,0.25,0.05,2.26,-0.27,-0.09,-0.09,-0.62,4214,2120,2094
201950,Jrue Holiday,2026,0.73,-0.01,-0.36,0.34,0.24,0.05,0.99,0.12,0.88,0.04,0.75,1.17,1.92,-0.12,0.08,0.67,0.09,1.08,0.23,1.03,4385,2190,2195
1628969,Mikal Bridges,2026,0.72,-0.01,0.12,-0.14,0.04,1.14,0.14,0.09,0.05,-0.08,1.03,0.86,1.89,-0.06,-0.32,1.35,-0.06,0.92,0.03,0.06,8667,4325,4342
1641717,Cason Wallace,2026,-0.47,0.38,-0.06,0.45,-0.41,0.65,1.53,0.71,0.81,0.39,-0.55,2.42,1.87,-0.2,-1.04,0.49,1.17,1.25,-0.03,1.92,7207,3589,3618
203500,Steven Adams,2026,-0.73,-0.74,-0.2,-0.56,1.67,1.64,-0.63,-0.08,-0.55,0.63,0.04,1.82,1.86,0.02,0.58,-0.54,0.48,1.34,0.93,0.0,2870,1443,1427
203991,Clint Capela,2026,-0.73,0.11,-0.0,0.11,0.67,1.63,0.06,-0.19,0.26,0.24,-0.1,1.97,1.86,-0.12,0.87,-0.97,0.05,1.92,0.78,0.3,2785,1398,1387
1629661,Cameron Johnson,2026,1.62,-0.02,-0.2,0.17,0.47,-0.49,-0.31,-0.25,-0.08,0.44,2.26,-0.42,1.85,0.14,0.47,1.79,0.14,-0.56,0.45,0.13,4943,2472,2471
203497,Rudy Gobert,2026,-1.94,-0.46,-0.66,0.2,0.34,2.96,0.3,0.22,0.08,0.62,-2.09,3.87,1.78,-0.04,0.56,-2.65,0.75,3.12,-0.12,0.92,8140,4059,4081
1630596,Evan Mobley,2026,0.01,0.36,0.19,0.17,-0.26,1.09,-0.15,-0.08,-0.08,0.48,0.19,1.58,1.76,0.23,-0.57,0.76,0.89,0.69,0.1,0.33,6591,3297,3294
1630241,Sam Merrill,2026,0.77,0.17,-0.12,0.3,0.12,1.17,0.04,-0.49,0.53,-0.67,0.99,0.72,1.71,0.11,0.45,0.54,-0.27,0.99,0.29,-0.63,4398,2212,2186
1629684,Grant Williams,2026,0.96,-1.06,-0.48,-0.57,0.9,0.37,-0.13,0.06,-0.18,0.21,1.07,0.61,1.69,0.44,0.27,0.8,0.31,0.3,-0.16,0.08,1680,845,835
1630217,Desmond Bane,2026,0.33,0.45,0.07,0.36,-0.22,0.11,0.24,-0.06,0.31,0.67,0.79,0.83,1.62,0.04,0.11,0.68,0.67,0.16,0.23,0.91,8698,4344,4354
1631128,Christian Braun,2026,-0.32,0.1,-0.2,0.3,0.01,1.29,-0.09,0.37,-0.45,0.5,0.04,1.57,1.61,0.12,0.35,-0.31,0.29,1.28,0.11,0.41,3649,1829,1820
1641989,ID_1641989,2026,0.48,0.29,0.22,0.07,0.1,0.43,0.84,0.06,0.77,-0.27,0.6,0.99,1.59,-0.28,-0.1,0.7,-0.14,1.13,0.39,0.57,862,435,427
1642907,Cedric Coward,2026,1.06,-0.32,-0.17,-0.15,0.07,1.47,-0.5,-0.05,-0.46,0.05,0.82,0.76,1.58,-0.25,-0.14,0.96,-0.22,0.98,-0.25,-0.45,5583,2792,2791
1630194,Paul Reed,2026,-0.24,-0.56,-0.29,-0.27,0.88,0.52,0.92,0.4,0.52,-0.0,0.11,1.43,1.54,0.02,0.8,-0.69,0.02,1.41,0.32,0.92,2562,1284,1278
1631111,Wendell Moore Jr.,2026,0.77,0.37,0.16,0.21,-0.2,0.18,0.32,0.27,0.05,-0.02,0.89,0.62,1.52,0.1,-0.37,1.26,-0.03,0.65,0.17,0.3,287,144,143
203468,CJ McCollum,2026,-0.33,0.37,0.25,0.14,0.13,2.12,-0.92,-0.49,-0.41,-0.49,0.6,0.9,1.49,0.61,-0.27,0.87,-0.53,1.43,0.5,-1.41,7292,3660,3632
1630193,Immanuel Quickley,2026,0.18,0.81,0.25,0.57,-0.12,0.38,0.14,0.32,-0.19,-0.26,1.09,0.38,1.48,0.35,0.12,0.97,-0.07,0.45,0.69,-0.12,8060,4020,4040
1642844,Dylan Harper,2026,-0.03,0.1,0.35,-0.25,0.65,0.48,-0.06,0.13,-0.19,0.56,0.33,1.14,1.48,-0.22,0.98,-0.65,1.31,-0.17,0.75,0.5,4790,2398,2392
1630573,Sam Hauser,2026,0.72,0.84,0.41,0.43,-0.15,0.03,-0.45,-0.55,0.09,0.48,1.73,-0.25,1.48,0.01,0.04,1.69,0.15,-0.4,0.69,0.03,5868,2938,2930
1629008,Michael Porter Jr.,2026,1.35,0.17,-0.27,0.45,0.18,-0.54,-0.13,0.01,-0.14,-0.05,1.77,-0.3,1.47,0.49,0.19,1.58,-0.15,-0.15,0.35,-0.18,6922,3480,3442
1630611,Gui Santos,2026,-0.44,-0.43,-0.57,0.14,0.65,0.58,0.73,0.72,0.01,0.1,-0.2,1.65,1.45,0.26,0.56,-0.76,-0.02,1.67,0.22,0.83,3582,1793,1789
1627750,Jamal Murray,2026,3.07,0.82,0.16,0.66,-0.46,-1.58,-1.33,-0.55,-0.77,0.45,3.83,-2.38,1.45,0.48,-0.24,4.07,-0.26,-2.12,0.36,-0.88,8539,4266,4273
1628392,Isaiah Hartenstein,2026,-0.72,-0.42,-0.25,-0.17,1.05,0.29,0.89,0.37,0.53,0.33,0.04,1.36,1.4,-0.02,0.81,-0.77,0.19,1.17,0.63,1.22,3939,1967,1972
1631159,Leonard Miller,2026,1.26,-0.4,-0.12,-0.27,-0.26,0.82,0.09,0.01,0.08,0.01,0.46,0.94,1.39,-0.13,-0.61,1.07,-0.12,1.06,-0.66,0.1,849,425,424
1629004,Svi Mykhailiuk,2026,0.63,0.01,-0.02,0.04,0.56,-0.13,-0.44,-0.17,-0.27,0.44,1.56,-0.18,1.38,0.31,0.92,0.64,-0.02,-0.16,0.57,0.0,4731,2370,2361
1642928,Dylan Cardwell,2026,-0.82,-0.41,-0.15,-0.26,0.95,0.92,0.36,0.25,0.12,-0.08,0.0,1.37,1.37,0.45,0.8,-0.8,0.61,0.76,0.54,0.28,2375,1190,1185
1641783,Tristan da Silva,2026,-0.58,0.11,0.2,-0.09,0.31,1.85,0.17,0.09,0.08,-0.0,-0.51,1.87,1.36,-0.5,0.44,-0.95,0.42,1.45,0.42,0.17,5469,2733,2736
1630572,Sandro Mamukelashvili,2026,-0.29,0.74,0.48,0.26,-0.07,0.56,0.77,0.14,0.63,-0.19,0.18,1.14,1.32,-0.2,0.08,0.1,0.1,1.04,0.67,0.58,5544,2794,2750
1630178,Tyrese Maxey,2026,-0.48,0.97,0.7,0.27,0.29,0.31,0.64,0.49,0.15,-0.86,0.93,0.36,1.29,0.42,0.39,0.54,-0.65,1.01,1.26,-0.22,9998,5014,4984
201142,Kevin Durant,2026,1.29,-0.77,-0.6,-0.17,1.47,0.08,-0.53,-0.41,-0.13,0.56,0.93,0.36,1.29,-0.81,-0.05,0.98,0.38,-0.02,0.7,0.03,8731,4377,4354
1642419,Jamison Battle,2026,0.59,0.0,-0.0,0.0,-0.05,1.03,-0.18,-0.5,0.32,0.05,0.34,0.92,1.26,-0.18,0.01,0.33,0.09,0.83,-0.05,-0.13,1576,792,784
1630692,Jordan Goodwin,2026,-0.77,-0.31,0.24,-0.55,1.46,-0.54,1.28,0.25,1.03,0.16,0.68,0.58,1.26,-0.02,1.6,-0.92,0.37,0.21,1.15,1.44,4820,2418,2402
1631250,Pete Nance,2026,0.33,0.12,-0.16,0.29,-0.08,0.65,0.21,0.08,0.13,-0.04,0.49,0.76,1.26,0.07,-0.1,0.59,0.18,0.58,0.04,0.17,1358,680,678
1642066,ID_1642066,2026,-0.77,0.47,0.29,0.19,0.3,0.24,0.03,0.17,-0.14,0.55,0.23,1.01,1.24,0.42,1.18,-0.95,0.29,0.72,0.77,0.58,1304,652,652
1631119,Jaylin Williams,2026,0.31,-0.05,0.2,-0.25,-1.25,1.91,0.12,0.26,-0.14,0.3,-0.79,2.03,1.24,-0.1,-0.79,0.0,0.14,1.89,-1.3,0.42,4220,2105,2115
1642347,Jamal Shead,2026,0.07,-0.01,-0.42,0.41,0.4,-0.04,1.38,0.17,1.21,-0.44,0.29,0.92,1.21,-0.15,0.34,-0.05,-0.13,1.05,0.39,0.94,5700,2866,2834
1629011,Mitchell Robinson,2026,-0.88,-0.5,-0.21,-0.27,1.88,-0.01,0.1,-0.14,0.24,-0.09,1.21,-0.0,1.2,0.7,1.82,-0.61,0.14,-0.14,1.38,0.01,3556,1768,1788
1641842,Ronald Holland II,2026,-0.93,-0.52,-0.05,-0.47,0.06,1.66,1.8,0.72,1.08,-0.47,-1.73,2.87,1.14,-0.46,-0.42,-1.31,0.03,2.84,-0.46,1.33,4915,2461,2454
1630619,Moussa Cisse,2026,-0.42,-0.2,-0.04,-0.16,0.38,0.68,0.26,0.35,-0.08,-0.2,0.15,1.0,1.14,0.64,0.13,0.02,-0.52,1.52,0.18,0.06,1809,900,909
1627884,Derrick Jones Jr.,2026,0.73,0.3,0.19,0.11,-0.31,0.2,0.35,0.01,0.33,-0.16,0.69,0.42,1.11,0.0,0.14,0.55,-0.35,0.77,-0.01,0.19,3302,1659,1643
1628973,Jalen Brunson,2026,1.27,1.07,0.47,0.6,0.14,-1.18,-0.4,-0.59,0.19,0.08,2.31,-1.22,1.09,0.11,0.07,2.24,0.34,-1.56,1.21,-0.32,8293,4162,4131
1642274,Yves Missi,2026,-1.57,0.14,0.05,0.09,2.02,-0.43,0.27,0.43,-0.14,-0.08,0.58,0.5,1.08,0.73,1.54,-0.96,1.45,-0.95,2.16,0.19,4310,2169,2141
1641740,Jaylen Clark,2026,-1.31,0.41,0.3,0.11,0.26,1.19,0.21,0.05,0.15,-0.2,-0.1,1.16,1.06,0.5,0.62,-0.72,-0.53,1.69,0.67,0.01,2941,1452,1489
1631170,Jaime Jaquez Jr.,2026,0.35,0.11,0.52,-0.4,0.05,0.91,-0.0,-0.04,0.03,-0.06,0.56,0.49,1.05,-0.31,-0.17,0.73,-0.2,0.69,0.16,-0.06,7450,3716,3734
1630559,Austin Reaves,2026,0.73,-0.29,0.0,-0.3,-0.73,0.05,0.35,0.04,0.31,0.42,0.18,0.86,1.04,0.51,-0.81,0.99,0.5,0.36,-1.02,0.77,5349,2664,2685
1642851,Kon Knueppel,2026,1.03,-0.4,0.11,-0.51,0.3,-0.15,-0.64,-0.65,0.0,0.93,1.08,-0.06,1.03,-0.04,-0.15,1.23,0.26,-0.32,-0.1,0.29,8161,4090,4071
1631214,Alondes Williams,2026,0.78,0.05,-0.22,0.27,-0.08,-0.08,0.23,-0.04,0.26,0.1,0.77,0.26,1.03,0.03,0.16,0.61,0.17,0.09,-0.03,0.33,420,208,212
1629057,Robert Williams III,2026,0.35,-0.87,-0.51,-0.36,0.36,1.14,0.46,0.36,0.09,-0.5,-0.14,1.13,0.99,0.05,0.78,-0.92,-0.3,1.43,-0.51,-0.04,3177,1585,1592
1631212,Peyton Watson,2026,2.66,0.27,0.21,0.06,-0.26,-0.68,0.0,0.04,-0.04,-0.99,2.78,-1.81,0.97,-0.03,-0.23,3.01,-0.44,-1.37,0.01,-0.99,6253,3115,3138
201939,Stephen Curry,2026,2.86,-0.53,-0.78,0.25,0.07,-1.61,0.18,0.18,0.01,-0.35,2.76,-1.81,0.95,0.33,-0.29,3.05,-0.24,-1.57,-0.46,-0.17,5181,2592,2589
1628404,Josh Hart,2026,0.67,-0.01,0.09,-0.1,-0.0,-0.42,0.23,0.31,-0.08,0.64,0.44,0.49,0.94,-0.17,0.71,-0.27,0.46,0.03,-0.01,0.87,6264,3140,3124
1629029,Luka Doncic,2026,1.49,0.36,-0.36,0.72,-0.75,-0.23,-1.01,-0.03,-0.98,0.96,1.16,-0.23,0.93,0.11,-0.73,1.89,0.93,-1.16,-0.39,-0.05,7984,3974,4010
1630183,Jaden McDaniels,2026,1.61,-0.48,-0.07,-0.41,-0.49,0.83,-0.27,-0.21,-0.06,-0.08,0.33,0.59,0.92,-0.2,-0.69,1.02,-0.08,0.67,-0.97,-0.35,8455,4232,4223
1642346,Ryan Dunn,2026,-0.08,-0.57,0.02,-0.6,0.74,0.81,0.46,0.01,0.45,-0.12,0.22,0.7,0.92,-0.32,0.11,0.11,-0.06,0.76,0.17,0.34,4456,2212,2244
1642949,Yanic Konan Niederhäuser,2026,0.35,0.07,-0.15,0.22,0.1,0.49,0.23,0.17,0.06,-0.16,0.48,0.43,0.91,-0.17,-0.44,0.92,0.31,0.12,0.17,0.07,1673,834,839
1628379,Luke Kennard,2026,1.89,-0.29,0.48,-0.77,-0.59,0.1,-0.58,0.12,-0.7,0.57,1.14,-0.23,0.91,-0.19,-0.68,1.82,0.31,-0.54,-0.88,-0.01,5354,2679,2675
1631248,Baylor Scheierman,2026,-0.31,-0.04,0.2,-0.24,0.24,1.55,-0.63,-0.77,0.14,0.11,-0.11,1.01,0.9,-0.02,0.62,-0.73,0.19,0.82,0.2,-0.52,3761,1887,1874
1642278,Tyler Kolek,2026,-0.69,-0.84,-0.41,-0.43,0.61,1.31,-0.05,-0.21,0.15,0.42,-0.7,1.6,0.9,0.14,-0.04,-0.66,0.03,1.57,-0.23,0.37,2575,1288,1287
1628989,Kevin Huerter,2026,0.2,-0.04,0.09,-0.12,-0.12,0.87,-0.81,-0.35,-0.46,0.56,0.23,0.66,0.89,0.23,0.05,0.18,0.18,0.48,-0.16,-0.25,4768,2401,2367
1628368,De'Aaron Fox,2026,0.66,1.5,0.51,0.99,-0.47,0.22,-1.17,-0.67,-0.52,0.72,1.73,-0.86,0.87,-0.59,-0.42,2.15,0.42,-1.28,1.03,-0.45,7361,3682,3679
1629632,Coby White,2026,1.12,0.77,0.53,0.24,-0.56,-0.39,-0.15,-0.32,0.15,-0.27,1.8,-0.95,0.86,0.34,-0.13,1.93,-0.15,-0.8,0.21,-0.42,3965,1972,1993
1629675,Naz Reid,2026,0.04,0.17,0.42,-0.25,-0.3,-0.15,0.5,0.19,0.31,0.46,0.16,0.7,0.86,0.14,-0.62,0.78,0.51,0.19,-0.13,0.96,6971,3507,3464
1631117,Walker Kessler,2026,0.51,-0.24,-0.07,-0.16,0.29,0.53,0.04,0.1,-0.06,-0.27,0.59,0.26,0.85,-0.01,0.42,0.17,-0.3,0.56,0.05,-0.23,629,323,306
1642277,Johnny Furphy,2026,0.68,0.06,-0.04,0.11,-0.22,-0.19,0.03,-0.06,0.09,0.64,0.44,0.41,0.85,-0.15,-0.59,1.03,0.04,0.37,-0.16,0.67,2587,1289,1298
1629750,Javonte Green,2026,0.16,-1.54,-0.76,-0.77,0.67,0.43,2.15,0.9,1.25,-0.91,-0.63,1.46,0.83,-0.13,-0.45,-0.18,-0.7,2.16,-0.87,1.24,4748,2374,2374
1626181,Norman Powell,2026,0.59,0.04,0.21,-0.17,-0.13,-0.39,0.34,-0.03,0.36,0.06,0.62,0.16,0.78,0.27,0.18,0.44,0.39,-0.23,-0.09,0.4,6382,3186,3196
1628386,Jarrett Allen,2026,1.53,-0.58,-0.4,-0.19,0.56,-0.18,-0.19,0.48,-0.67,-0.24,1.18,-0.41,0.77,-0.13,0.34,0.84,-0.63,0.22,-0.02,-0.43,5827,2908,2919
1628976,Wendell Carter Jr.,2026,-0.3,0.15,0.02,0.12,-0.38,1.13,-0.0,-0.3,0.3,0.4,-0.71,1.45,0.74,-0.26,-0.59,-0.12,-0.0,1.45,-0.23,0.4,7120,3565,3555
1629628,RJ Barrett,2026,2.03,0.53,0.14,0.4,-0.65,-0.19,-0.22,-0.18,-0.04,-0.3,1.5,-0.76,0.74,-0.46,-0.66,2.16,-0.1,-0.66,-0.12,-0.52,4921,2455,2466
202699,Tobias Harris,2026,-1.28,0.45,0.4,0.04,0.97,0.56,-0.43,-0.32,-0.1,0.47,0.24,0.48,0.72,-0.02,0.72,-0.48,-0.08,0.56,1.42,0.04,5431,2736,2695
1631245,Quenton Jackson,2026,-0.14,-0.04,0.11,-0.15,-0.29,0.03,0.68,0.15,0.53,0.43,-0.52,1.22,0.7,0.03,-0.49,-0.03,0.92,0.3,-0.33,1.11,2503,1252,1251
204001,Kristaps Porzingis,2026,-0.02,0.5,0.04,0.47,0.05,0.06,0.01,0.17,-0.15,0.04,0.58,0.11,0.69,0.05,0.06,0.52,0.34,-0.23,0.55,0.05,1994,998,996
1642272,Jared McCain,2026,0.16,0.22,0.44,-0.21,0.08,0.19,-0.1,0.28,-0.39,-0.2,0.56,0.11,0.67,0.32,0.28,0.28,0.15,-0.04,0.3,-0.3,3801,1898,1903
1642357,David Jones Garcia,2026,0.5,-0.09,-0.11,0.02,0.08,-0.43,0.39,0.3,0.09,0.09,0.55,0.1,0.65,0.11,0.19,0.36,0.33,-0.23,-0.01,0.48,293,149,144
1630228,Jonathan Kuminga,2026,-0.05,-0.37,-0.29,-0.1,-0.18,-0.08,0.49,0.19,0.28,0.42,-0.49,1.14,0.65,0.42,-0.36,-0.13,1.03,0.11,-0.55,0.91,2401,1191,1210
1629013,Landry Shamet,2026,-0.84,0.79,0.75,0.05,-0.19,-0.08,0.52,0.01,0.5,0.67,-0.34,0.98,0.64,-0.23,-0.16,-0.18,0.41,0.57,0.6,1.19,3609,1813,1796
1631260,A.J. Green,2026,0.81,0.05,0.26,-0.21,-0.62,-0.41,0.26,-0.04,0.3,0.44,0.3,0.34,0.64,0.11,-0.67,0.97,0.39,-0.05,-0.57,0.7,7286,3649,3637
1627752,Taurean Prince,2026,-0.03,0.09,-0.04,0.12,-0.12,0.43,0.3,0.27,0.03,-0.14,0.23,0.4,0.63,0.1,-0.08,0.31,0.12,0.28,-0.03,0.16,801,401,400
1631157,Ryan Rollins,2026,1.2,0.06,0.39,-0.34,-1.1,0.98,-0.23,-0.15,-0.08,-0.26,0.26,0.36,0.62,-0.03,-1.17,1.43,-0.46,0.82,-1.04,-0.49,8158,4079,4079
1628960,Grayson Allen,2026,-0.19,0.96,0.2,0.76,0.14,-0.26,0.71,0.34,0.37,-1.14,1.11,-0.51,0.6,0.38,0.58,0.53,-0.6,0.09,1.1,-0.43,4960,2484,2476
