player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
406,Shaquille O'Neal,2000,5.39,4.81,0.58,-0.44,-0.64,0.2,0.11,3.69,2.83,0.86,-0.63,-0.26,-0.37,-0.68,4.95,3.06,5.06,2.38,7.44,0.0,33423,16774,16649
1713,Vince Carter,2000,3.23,2.96,0.27,1.67,0.76,0.91,0.92,0.87,1.22,-0.35,-0.23,0.14,-0.37,-0.01,4.9,0.64,5.82,0.63,6.45,0.0,18837,9427,9410
893,Michael Jordan,2000,2.22,1.96,0.26,1.25,0.52,0.73,1.64,0.78,0.93,-0.15,-0.01,-0.03,0.02,0.52,3.47,0.77,5.11,1.29,6.4,0.0,14414,7209,7205
56,Gary Payton,2000,2.24,2.47,-0.23,2.4,1.23,1.17,0.77,-0.22,-0.37,0.15,0.86,0.71,0.15,0.0,4.64,0.64,5.41,0.64,6.05,-0.0,34236,17162,17074
304,John Stockton,2000,2.02,1.62,0.4,0.93,0.1,0.82,0.19,0.84,0.76,0.08,0.67,-0.01,0.68,0.96,2.95,1.51,3.14,2.47,5.61,0.0,25380,12687,12693
87,Dikembe Mutombo,2000,0.28,0.66,-0.38,-0.07,0.7,-0.77,0.95,4.75,3.44,1.31,-1.07,-0.58,-0.49,0.15,0.21,3.68,1.16,3.83,4.99,0.0,29402,14712,14690
252,Karl Malone,2000,6.4,4.49,1.91,0.14,-0.32,0.47,-1.6,-0.47,-0.18,-0.29,-0.01,-0.42,0.41,0.51,6.54,-0.48,4.94,0.03,4.97,0.0,34407,17209,17198
764,David Robinson,2000,0.39,-0.25,0.64,0.05,-0.35,0.4,0.44,3.34,2.52,0.82,-0.21,-0.15,-0.07,0.8,0.44,3.13,0.88,3.93,4.8,-0.01,27689,13865,13824
739,Rasheed Wallace,2000,1.88,1.87,0.01,-0.47,-0.38,-0.09,-0.53,2.33,2.4,-0.07,0.39,-0.18,0.57,0.99,1.41,2.72,0.88,3.71,4.6,0.01,30494,15284,15210
397,Reggie Miller,2000,2.42,1.5,0.92,1.4,0.79,0.61,1.41,0.34,0.28,0.06,-0.39,-0.3,-0.09,-0.59,3.82,-0.05,5.23,-0.64,4.59,0.0,35255,17657,17598
