nba_id,player_name,Latest_Year,Pos2,Defensive_Role,current_OffPoss,current_Minutes,current_GamesPlayed,window_OffPoss,window_Minutes,factor_off_poss,factor_def_poss,factor_possessions,pure_off,pure_def,pure_net,hybrid_off,hybrid_def,hybrid_net,hybrid_delta_off,hybrid_delta_def,hybrid_delta_net,off_resid,def_resid,actual_oTS,actual_oTOV,actual_oREB,actual_dTS,actual_dTOV,actual_dREB,box_oTS,box_oTOV,box_oREB,box_dTS,box_dTOV,box_dREB,hybrid_oTS,hybrid_oTOV,hybrid_oREB,hybrid_dTS,hybrid_dTOV,hybrid_dREB,prior_weight_oTS,prior_weight_oTOV,prior_weight_oREB,prior_weight_dTS,prior_weight_dTOV,prior_weight_dREB,hybrid_shift_oTS,hybrid_shift_oTOV,hybrid_shift_oREB,hybrid_shift_dTS,hybrid_shift_dTOV,hybrid_shift_dREB
1627936,Alex Caruso,2026,SG,Helper,1669.0,794.0,43.0,15919.0,7813.0,17347,17316,34663,-2.38738,3.54579,5.42,-2.390441658766771,3.4065557406868434,1.0161140819200725,-0.0030616587667711137,-0.1392342593131568,-4.4038859180799275,-2.0573799999999998,-2.2542099999999996,0.16,0.08,-0.57,2.17,3.62,0.01,0.18573348080973417,-0.0944254475501265,0.004391135374826043,1.1068997330215502,2.083000418116419,-0.2633791614651201,0.162660203732851,0.06611778153949224,-0.5618396440391142,2.0852502975941927,3.5768646278097336,-0.0013491847170840293,0.10337520028945056,0.07958826338409296,0.014206967096664204,0.07971938775510204,0.028064660978895376,0.04151444702756559,0.002660203732851002,-0.013882218460507759,0.008160355960885712,-0.08474970240580726,-0.04313537219026653,-0.01134918471708403
1642259,Alex Sarr,2026,C,Anchor Big,2434.0,1156.0,41.0,6283.0,2970.0,6116,6134,12250,-2.28067,-1.7894299999999999,-1.88,-2.0512475148954854,-1.9233147795831678,-3.974562294478653,0.2294224851045148,-0.1338847795831679,-2.0945622944786533,0.14932999999999996,-1.50943,-1.78,-0.0,-0.65,0.66,-0.06,-0.88,-0.9696550285133282,-0.02141718677791321,0.21450162112724214,-0.10987532722662981,-0.7214299739378982,-0.2628349527176338,-1.580309272674551,-0.0042181959252717725,-0.6160500462956628,0.5087276669059544,-0.10985152049577164,-0.8127609259933506,0.2464268112370626,0.19695378151260504,0.039271127866792335,0.19648938957296305,0.0753693096171239,0.10894828588030216,0.19969072732544912,-0.0042181959252717725,0.03394995370433718,-0.15127233309404564,-0.04985152049577164,0.06723907400664941
1642918,Alijah Martin,2026,PG,Unknown,183.0,98.0,14.0,183.0,98.0,180,176,356,,,-1.35,,,,,,,,,-1.13,0.09,0.32,-0.23,-0.1,-0.28,-3.489194438230622,0.12935166233686396,1.046464126226095,0.3147123556291408,1.1788389989167105,-0.33916515466712216,-3.2943985671840568,0.1251354128007714,0.742362864084939,0.2575110581406391,0.845886833518277,-0.32791994168503413,0.9174311926605505,0.8928571428571429,0.5813953488372093,0.8949880668257757,0.7396449704142012,0.8099352051835853,-2.164398567184057,0.0351354128007714,0.422362864084939,0.4875110581406391,0.945886833518277,-0.047919941685034106
1631214,Alondes Williams,2026,SG,Unknown,209.0,101.0,4.0,209.0,101.0,262,263,525,,,-0.73,,,,,,,,,0.6,-0.24,-0.01,-0.48,0.06,-0.06,2.495665872452774,-0.4730509212712636,-0.81045336164676,-0.2601207290084062,-0.41997112703411626,-0.44164082084812606,2.2760971462889246,-0.4383974925691801,-0.400846367991582,-0.2929217773752747,-0.2545289167982413,-0.3425573698283263,0.8841732979664014,0.8513053348467651,0.48828125,0.8508224617129893,0.6553079947575361,0.7403751233958539,1.6760971462889245,-0.1983974925691801,-0.390846367991582,0.1870782226247253,-0.3145289167982413,-0.2825573698283263
1630578,Alperen Sengun,2026,C,Mobile Big,3689.0,1856.0,55.0,20282.0,9956.0,20610,20490,41100,1.61716,1.4255799999999998,1.24,1.5856576362256933,1.4835315053347184,3.069189141560412,-0.031502363774306597,0.0579515053347186,1.829189141560412,0.02715999999999985,2.35558,0.39,-0.38,1.58,-0.72,-0.1,-0.11,-0.02909843254356148,-0.19480610991462072,0.9963833929183492,-0.10953685407450174,0.2817225059832233,0.09438909668548148,0.3529280466569163,-0.36743596403762696,1.5730055536064043,-0.678358584861835,-0.09090703892369643,-0.10278287087974995,0.08845643520566121,0.06784260515603799,0.011984659635666348,0.06821282401091405,0.023820867079561697,0.03531073446327684,-0.03707195334308372,0.012564035962373044,-0.00699444639359581,0.041641415138164994,0.009092961076303571,0.007217129120250049
1642873,Amari Williams,2026,C,Unknown,232.0,118.0,17.0,232.0,118.0,231,232,463,,,-2.09,,,,,,,,,-1.25,-0.48,0.18,-0.19,-0.36,0.17,-2.1203650866244868,-0.335179046448558,-0.9085072735738189,0.3375955436142921,-1.0057428126451189,-0.5360974623424507,-2.030246603876725,-0.3545052395568094,-0.38575222119221353,0.26692454701006824,-0.8010811561783598,-0.3692801392635825,0.8964589870013447,0.8665511265164645,0.5197505197505198,0.8660508083140878,0.6830601092896175,0.7637474541751528,-0.7802466038767251,0.12549476044319058,-0.5657522211922135,0.45692454701006824,-0.44108115617835986,-0.5392801392635825
1641708,Amen Thompson,2026,SG,Point of Attack,4425.0,2226.0,60.0,11821.0,5839.0,12139,12184,24323,0.1522,2.68682,3.19,0.18772219259053258,2.55668156614441,2.7444037587349426,0.035522192590532575,-0.1301384338555902,-0.44559624126505737,-1.2378,-0.02317999999999998,-1.44,0.45,2.38,2.06,0.78,-0.13,-0.38712171195179146,-0.43498121971020687,1.5830806833664042,1.065851309276596,0.18552963282362808,-0.09083409001784279,-1.2910675029283247,0.352670882794537,2.3639188127243203,1.95102433235274,0.7565661318520825,-0.12772889806041304,0.14145271942853102,0.10997873744409414,0.020179191218015983,0.10961707103186202,0.03941974140649637,0.05798670171640637,0.14893249707167522,-0.097329117205463,-0.016081187275679643,-0.10897566764725997,-0.02343386814791748,0.0022711019395869614
1629599,Amir Coffey,2026,SG,Chaser,807.0,410.0,39.0,12611.0,6204.0,12607,12650,25257,-1.38539,-0.236539,-3.51,-1.2108394651890946,-0.286475294976138,-1.4973147601652326,0.17455053481090532,-0.049936294976137996,2.0126852398347674,0.7146100000000002,0.583461,-0.98,-0.46,-0.66,0.31,-0.62,-0.51,-0.22593527679303843,0.11119514580646755,-0.11649806442186862,-0.4417175154774037,-0.35957344401823144,-0.15536589587776917,-0.8767529645776736,-0.39926471122778046,-0.6494317893836407,0.23031263086811973,-0.6100978495824423,-0.4901510762618154,0.1369206544807284,0.10633019068547529,0.019444660496227735,0.10600706713780919,0.03802281368821293,0.055970149253731345,0.10324703542232638,0.060735288772219564,0.010568210616359375,-0.07968736913188026,0.009902150417557709,0.019848923738184587
203083,Andre Drummond,2026,C,Mobile Big,1898.0,937.0,48.0,13153.0,6567.0,13481,13590,27071,-3.53675,1.66999,-0.46,-3.1824470372914746,1.7524180022181115,-1.430029035073363,0.35430296270852546,0.08242800221811142,-0.9700290350733631,-1.4267500000000006,1.9899900000000001,-3.85,-1.42,3.16,-1.26,0.78,0.16,-1.3651857252923678,-0.9950874702375445,2.6515751553997093,-0.5422163562559694,0.45893988837614264,0.5896441823418516,-3.528985301374894,-1.3774548565086655,3.1507431205920855,-1.1886497372023828,0.7686068093816942,0.18247093003879977,0.12919062076093277,0.10012682731459849,0.018206976913553274,0.09940357852882704,0.035486160397444996,0.05230125523012552,0.3210146986251061,0.042545143491334425,-0.009256879407914642,0.07135026279761725,-0.011393190618305793,0.02247093003879977
1641748,Andre Jackson Jr.,2026,SG,Point of Attack,389.0,193.0,32.0,3594.0,1745.0,3669,3680,7349,-2.76274,0.749838,-3.57,-2.5422389370428236,0.9654275008144231,-1.5768114362284005,0.22050106295717642,0.21558950081442307,1.9931885637715994,-0.9527399999999999,2.039838,-1.07,-0.79,0.05,-1.92,0.76,-0.13,-0.6479338489976318,-0.6937386452324924,0.7344709492375888,-0.9419851535014422,0.04963956309354366,-0.027508036489344787,-0.9210967892036098,-0.76206577052597,0.09366362268675611,-1.6367910676162478,0.6750286558724335,-0.11264808744176266,0.3527959075674722,0.2901915264074289,0.06379178361826997,0.28957528957528955,0.11961722488038277,0.16930022573363432,0.14890321079639024,0.027934229474030015,0.04366362268675611,0.2832089323837521,-0.08497134412756646,0.017351912558237342
