player_id,player_name,Latest_Year,oTS,oFT,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
708,Kevin Garnett,2006,4.21,0.94,-0.32,1.94,-3.56,-0.07,3.87,3.0,5.64,1.18,0.26,0.91,-0.35,2.86,0.35,1.12,1.38,-0.19,0.15,-0.94,0.88,2.49,-0.35,0.08,-0.43,0.48,4.5,3.2,7.7,-0.33,-0.48,4.99,0.24,2.96,0.83,0.13,50175,25202,24973
1495,Tim Duncan,2006,2.37,-0.2,0.55,1.68,-1.7,0.09,1.14,1.05,1.36,0.0,-0.26,0.26,0.7,4.33,0.78,0.84,2.22,1.33,0.07,-2.16,1.25,1.5,-0.43,-0.33,-0.1,0.55,2.95,4.63,7.58,0.06,1.48,1.47,0.32,4.31,0.7,0.12,48774,24503,24271
406,Shaquille O'Neal,2006,7.85,-1.58,5.9,4.67,-2.67,1.7,-3.24,0.72,5.14,-1.59,-1.13,-0.46,0.1,1.55,0.67,3.74,-0.08,0.38,-0.56,-4.12,0.33,-0.03,-1.96,-0.93,-1.03,1.12,6.11,1.32,7.43,0.36,-0.1,6.21,0.99,0.34,-1.49,-0.84,44098,22172,21926
1938,Manu Ginobili,2006,2.85,1.36,2.66,0.1,2.33,0.37,-4.99,0.11,1.34,0.22,0.16,0.05,0.68,0.66,0.14,-0.69,0.55,0.34,-0.05,0.35,-0.06,1.8,1.55,0.73,0.81,0.41,4.03,2.24,6.27,-0.1,0.8,3.22,0.1,2.14,0.9,1.96,36143,18111,18032
1905,Andrei Kirilenko,2006,2.84,1.6,3.79,0.56,-0.76,-0.25,-3.02,-0.19,1.27,-0.28,-0.49,0.21,1.76,1.3,-0.67,-0.79,2.29,-0.22,0.07,1.0,0.14,3.1,0.85,0.0,0.84,-0.12,4.14,1.92,6.06,-0.29,1.04,3.09,-0.01,1.93,1.48,0.73,33148,16530,16618
1884,Baron Davis,2006,2.21,0.11,1.96,0.7,6.79,0.03,-8.76,-0.63,1.53,2.05,0.49,1.57,0.01,0.76,-0.4,-0.1,0.36,-0.55,0.29,0.65,0.54,0.82,1.19,0.14,1.05,-0.71,4.5,1.2,5.7,0.19,-0.15,4.65,-0.36,1.56,2.06,0.48,31800,15912,15888
1717,Dirk Nowitzki,2006,2.9,1.73,-1.16,0.96,-0.14,0.93,1.31,1.91,0.42,1.86,0.43,1.42,-0.17,1.03,0.1,0.09,0.81,-0.47,0.07,0.38,0.23,-0.62,-0.02,0.18,-0.21,-0.18,3.95,1.18,5.13,-0.29,-0.02,3.97,0.48,0.7,1.69,-0.2,54966,27580,27386
739,Rasheed Wallace,2006,2.13,-1.03,-1.4,1.4,1.87,0.34,-0.47,1.96,6.42,0.09,-0.96,1.04,0.35,1.87,0.9,0.47,0.71,0.16,0.37,-0.64,0.47,0.9,0.02,-0.35,0.37,0.49,2.36,2.72,5.07,0.12,0.09,2.26,0.41,2.31,0.44,0.51,45876,22996,22880
1897,Metta World Peace,2006,1.55,0.1,0.69,0.71,1.64,0.92,-2.33,-0.17,0.6,-0.01,0.27,-0.29,0.15,1.6,0.46,0.75,0.26,0.09,0.26,-0.84,0.69,1.37,1.12,0.63,0.49,0.18,1.86,3.11,4.98,0.39,0.12,1.74,-0.12,3.23,0.14,1.3,31471,15753,15718
2544,LeBron James,2006,1.94,0.75,2.62,1.66,0.94,-0.65,-3.57,-0.48,-0.68,1.84,0.89,0.95,-0.03,0.5,-0.27,-0.83,0.8,0.17,0.03,0.67,-0.27,2.11,-0.03,0.25,-0.29,0.36,4.61,0.34,4.95,0.37,1.16,3.45,-0.06,0.4,1.81,0.33,38495,19260,19235
