player_id,player_name,Latest_Year,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
2548,Dwyane Wade,2006,1.710,2.170,-0.560,-0.200,-1.140,0.120,0.440,2.640,2.040,0.600,0.279,0.437,-0.158,1.501,0.300,0.760,0.240,0.030,-0.530,0.040,1.210,0.890,1.110,-0.220,0.160,0.098,0.062,0.520,2.919,1.050,4.420,1.570,5.990,0.000,14505,7273,7232
1897,Metta World Peace,2006,0.280,0.580,1.690,0.420,-1.960,-0.100,0.300,1.600,1.600,0.000,0.444,0.193,0.251,0.576,0.990,0.220,0.550,0.000,-1.540,0.200,1.160,2.030,1.550,0.480,0.715,0.363,0.352,-0.035,2.044,2.745,2.620,2.710,5.330,0.000,8905,4457,4448
977,Kobe Bryant,2006,-0.680,0.350,1.850,0.330,-1.170,1.060,2.640,4.090,3.310,0.780,0.948,0.343,0.605,0.072,-0.770,-0.240,0.430,0.060,0.340,0.170,0.540,-0.510,-0.090,-0.420,-0.092,0.111,-0.203,-0.128,5.038,-0.602,5.110,-0.730,4.380,-0.000,13349,6687,6662
1938,Manu Ginobili,2006,1.350,-0.260,1.420,0.500,-2.770,0.390,1.050,2.950,2.040,0.910,0.541,0.104,0.437,-0.161,-0.300,0.360,0.830,0.100,-0.530,-0.290,1.690,0.040,-0.040,0.080,0.943,0.280,0.663,0.057,3.491,0.983,3.330,1.040,4.370,0.000,8185,4100,4085
739,Rasheed Wallace,2006,-0.640,0.400,2.200,0.230,-1.570,0.920,4.800,1.220,2.090,-0.870,1.277,0.262,1.015,0.223,-0.680,0.530,0.990,0.250,-0.310,0.530,1.510,2.070,1.440,0.630,-0.077,-0.147,0.070,-0.343,2.497,1.993,2.720,1.650,4.360,-0.010,11760,5897,5863
297,Alonzo Mourning,2006,-0.600,-0.070,0.650,-0.180,-0.060,0.420,-0.480,1.330,0.960,0.370,0.425,0.093,0.332,0.905,-0.340,1.350,0.320,0.090,0.020,0.130,0.120,2.090,2.110,-0.020,-0.481,-0.057,-0.424,-0.109,1.755,1.609,2.660,1.500,4.160,0.000,5631,2807,2824
2544,LeBron James,2006,1.410,1.370,1.550,-0.220,-2.960,-0.460,0.170,2.010,1.720,0.290,1.472,0.578,0.894,0.558,-0.300,0.380,0.310,0.230,-0.010,-0.400,0.510,0.060,0.080,-0.020,-0.253,0.116,-0.369,0.273,3.482,-0.193,4.040,0.080,4.120,0.000,14434,7223,7211
406,Shaquille O'Neal,2006,3.040,2.540,-0.770,0.400,-2.260,0.170,3.360,1.620,2.880,-1.260,-0.533,-0.379,-0.154,2.103,1.920,-0.320,-0.340,-0.210,-1.590,-0.160,0.460,-0.410,-0.630,0.220,-0.176,-0.122,-0.054,0.946,1.087,-0.586,3.190,0.360,3.550,0.000,9571,4809,4762
1495,Tim Duncan,2006,0.950,1.390,-2.260,0.110,1.320,-0.400,-0.660,-1.000,-0.780,-0.220,0.681,0.318,0.363,1.909,0.160,0.680,1.570,-0.150,-1.720,0.880,0.990,2.050,1.540,0.510,-0.364,-0.284,-0.080,0.264,-0.319,1.686,1.590,1.950,3.540,0.000,11744,5914,5830
1112,Ben Wallace,2006,0.060,0.060,-1.010,0.400,0.950,-0.230,0.850,-0.430,-0.170,-0.260,0.312,0.117,0.195,1.028,-0.520,0.450,0.720,0.670,-0.200,0.130,1.100,1.830,1.280,0.550,0.432,0.203,0.229,0.248,-0.118,2.262,0.910,2.510,3.410,-0.010,12518,6259,6259
2202,Jason Richardson,2006,-0.100,0.740,2.480,0.600,-2.380,-0.430,2.740,2.030,2.390,-0.360,0.259,0.187,0.072,0.921,-0.200,-0.520,-0.410,0.150,0.610,0.590,-0.200,0.350,0.310,0.040,0.064,-0.144,0.208,-0.244,2.289,0.414,3.210,0.170,3.380,0.000,11047,5525,5522
1905,Andrei Kirilenko,2006,2.760,-0.230,-1.420,-0.310,-1.340,-0.360,0.500,0.240,-0.060,0.300,0.122,-0.199,0.321,1.488,-0.250,1.060,-0.230,-0.120,0.480,0.170,1.020,1.410,1.410,0.000,0.338,-0.162,0.500,-0.258,0.362,1.748,1.850,1.490,3.340,0.000,9302,4638,4664
2564,Boris Diaw,2006,-0.420,1.270,1.480,1.060,-1.050,0.820,3.400,1.910,2.690,-0.780,0.506,-0.058,0.564,-0.356,0.370,-0.100,0.590,0.000,-0.960,0.200,1.480,1.130,0.640,0.490,-0.151,0.128,-0.279,0.261,2.416,0.979,2.060,1.240,3.300,-0.000,14234,7132,7102
959,Steve Nash,2006,-1.120,1.700,3.240,0.780,-2.110,0.620,3.850,3.710,3.510,0.200,0.988,0.245,0.743,-1.398,0.720,-0.300,-0.470,-0.360,-0.240,-0.130,0.060,-0.380,-0.430,0.050,0.381,0.225,0.156,-0.111,4.698,0.001,3.300,-0.110,3.180,-0.010,13873,6941,6932
