player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
406,Shaquille O'Neal,2006,3.37,5.12,-1.75,-0.77,-0.71,-0.07,3.24,2.09,1.73,0.36,-1.35,-0.76,-0.59,0.84,2.6,0.74,5.84,1.58,7.42,0.0,32577,16385,16192
1495,Tim Duncan,2006,0.43,0.76,-0.33,-0.11,-0.09,-0.02,2.34,4.0,3.37,0.63,-0.32,-0.18,-0.14,0.69,0.32,3.68,2.66,4.37,7.03,0.0,33283,16723,16560
1905,Andrei Kirilenko,2006,3.09,2.04,1.05,-0.17,-0.27,0.1,0.87,1.88,2.17,-0.29,0.63,-0.0,0.63,0.11,2.92,2.51,3.79,2.62,6.41,0.0,24503,12220,12283
1938,Manu Ginobili,2006,3.86,2.53,1.33,0.21,-0.04,0.25,0.41,0.4,0.23,0.17,1.26,0.65,0.61,0.05,4.07,1.66,4.48,1.71,6.2,0.01,28322,14209,14113
1884,Baron Davis,2006,2.58,2.4,0.18,1.67,0.57,1.1,0.72,0.32,0.76,-0.44,0.62,-0.01,0.64,-0.27,4.25,0.94,4.97,0.67,5.65,0.01,24219,12128,12091
1897,Metta World Peace,2006,1.36,1.37,-0.01,0.34,0.2,0.14,0.31,1.96,1.42,0.54,0.98,0.38,0.6,0.27,1.7,2.94,2.01,3.21,5.21,-0.01,21753,10903,10850
951,Ray Allen,2006,4.27,3.9,0.37,0.52,0.38,0.14,0.76,0.25,0.42,-0.17,-0.42,-0.14,-0.27,-0.6,4.79,-0.17,5.55,-0.77,4.78,0.0,31686,15851,15835
708,Kevin Garnett,2006,3.05,2.51,0.54,0.62,-0.08,0.7,-1.09,2.14,1.79,0.35,-0.53,0.1,-0.63,0.35,3.67,1.61,2.58,1.96,4.54,0.0,36707,18426,18281
977,Kobe Bryant,2006,4.1,2.93,1.17,1.21,0.59,0.62,0.33,-0.94,-0.69,-0.25,-0.07,0.07,-0.13,-0.15,5.31,-1.01,5.64,-1.16,4.48,0.0,35865,17979,17886
959,Steve Nash,2006,5.78,5.83,-0.05,1.51,0.0,1.51,-1.26,-1.11,-1.93,0.82,-0.08,0.28,-0.36,-0.41,7.29,-1.19,6.03,-1.6,4.42,-0.01,37096,18574,18522
1112,Ben Wallace,2006,-1.59,-0.74,-0.85,0.66,0.33,0.32,1.6,2.97,2.28,0.69,0.47,0.13,0.34,0.28,-0.93,3.44,0.67,3.72,4.39,-0.0,39845,19931,19914
1717,Dirk Nowitzki,2006,3.04,1.62,1.42,1.16,0.15,1.0,-0.69,0.31,0.23,0.08,-0.19,0.14,-0.33,0.69,4.2,0.12,3.51,0.81,4.33,0.01,40333,20230,20103
