player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
406,Shaquille O'Neal,2004,5.53,6.36,-0.83,-0.33,-0.39,0.06,1.79,3.54,2.61,0.93,-1.66,-0.79,-0.87,-0.33,5.2,1.88,6.99,1.55,8.55,0.01,49767,25014,24753
708,Kevin Garnett,2004,4.47,4.12,0.35,0.48,0.3,0.18,-0.6,4.04,3.35,0.69,0.15,0.27,-0.12,-0.05,4.95,4.19,4.35,4.14,8.49,0.0,52939,26607,26332
1495,Tim Duncan,2004,2.11,2.12,-0.01,0.1,-0.2,0.3,0.7,5.36,4.55,0.81,-0.7,-0.31,-0.38,0.75,2.21,4.66,2.91,5.41,8.31,-0.01,53148,26671,26477
1717,Dirk Nowitzki,2004,4.67,3.45,1.22,0.82,0.04,0.79,-1.12,1.82,1.11,0.71,0.24,0.26,-0.02,-0.2,5.49,2.06,4.37,1.86,6.23,0.0,52530,26347,26183
739,Rasheed Wallace,2004,3.61,3.79,-0.18,-0.63,-0.81,0.18,-1.01,3.39,2.93,0.46,0.3,-0.06,0.36,0.0,2.98,3.69,1.97,3.69,5.66,0.0,44222,22131,22091
1905,Andrei Kirilenko,2004,3.14,1.94,1.2,-0.37,-0.34,-0.03,0.43,1.08,2.14,-1.06,1.16,0.35,0.81,0.12,2.77,2.24,3.2,2.36,5.56,-0.0,27394,13664,13730
1884,Baron Davis,2004,1.81,1.56,0.25,0.78,0.22,0.56,0.73,1.93,2.01,-0.08,1.11,0.52,0.58,-0.98,2.59,3.04,3.32,2.06,5.38,-0.0,44147,21993,22154
1112,Ben Wallace,2004,-1.03,-0.31,-0.72,0.18,0.07,0.11,1.35,3.55,2.69,0.86,0.63,0.23,0.39,0.63,-0.85,4.18,0.5,4.81,5.31,0.0,50493,25220,25273
304,John Stockton,2004,3.42,2.83,0.59,0.16,-0.01,0.16,-0.65,0.3,0.41,-0.11,1.36,0.44,0.92,0.71,3.58,1.66,2.93,2.37,5.3,0.0,28500,14226,14274
1713,Vince Carter,2004,1.55,1.89,-0.34,1.1,0.52,0.57,0.86,1.93,1.75,0.18,-0.34,0.01,-0.35,-0.65,2.65,1.59,3.51,0.94,4.45,0.0,37298,18673,18625
1503,Tracy McGrady,2004,3.9,3.05,0.85,1.58,0.55,1.04,-0.34,0.22,0.36,-0.14,0.28,0.31,-0.03,-1.34,5.48,0.5,5.14,-0.84,4.31,0.01,46699,23419,23280
