player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
101108,Chris Paul,2013,4.55,3.58,0.97,1.36,0.77,0.59,0.24,-2.22,-1.56,-0.66,1.55,0.6,0.94,1.52,5.91,-0.67,6.15,0.85,7.01,0.01,30139,15096,15043
2544,LeBron James,2013,5.29,4.16,1.13,1.15,0.55,0.59,-0.28,0.22,0.37,-0.15,0.43,0.57,-0.13,0.04,6.44,0.65,6.16,0.69,6.85,0.0,41072,20605,20467
1717,Dirk Nowitzki,2013,6.07,4.91,1.16,0.89,0.18,0.7,-2.55,1.38,0.97,0.41,-0.42,-0.12,-0.3,1.17,6.96,0.96,4.41,2.13,6.54,0.0,26827,13480,13347
201144,Mike Conley,2013,2.19,1.83,0.36,1.26,0.7,0.56,0.39,1.32,1.47,-0.15,0.6,0.43,0.16,-0.05,3.45,1.92,3.84,1.87,5.7,-0.01,33512,16793,16719
201565,Derrick Rose,2013,3.62,2.56,1.06,0.72,0.51,0.22,0.54,0.95,0.92,0.03,-0.61,-0.32,-0.29,-0.13,4.34,0.34,4.88,0.21,5.09,0.0,18561,9300,9261
708,Kevin Garnett,2013,0.5,0.45,0.05,-0.15,-0.19,0.04,-1.45,4.06,3.53,0.53,0.97,0.57,0.4,0.69,0.35,5.03,-1.1,5.72,4.62,0.0,26830,13457,13373
201939,Stephen Curry,2013,2.65,2.72,-0.07,0.29,-0.1,0.39,0.11,0.42,0.58,-0.16,0.76,0.22,0.54,0.18,2.94,1.18,3.05,1.36,4.41,0.0,26083,13084,12999
2548,Dwyane Wade,2013,2.45,1.84,0.61,0.47,-0.09,0.56,0.5,1.23,1.04,0.19,0.07,0.39,-0.3,-0.36,2.92,1.3,3.42,0.94,4.36,0.0,34606,17356,17250
201600,Omer Asik,2013,0.18,0.96,-0.78,-1.07,-0.21,-0.85,0.86,3.36,2.57,0.79,0.13,0.13,0.0,0.73,-0.89,3.49,-0.03,4.22,4.2,0.01,18414,9182,9232
200794,Paul Millsap,2013,0.79,0.74,0.05,0.51,0.12,0.4,0.42,0.42,0.55,-0.13,0.63,-0.08,0.72,1.42,1.3,1.05,1.72,2.47,4.19,0.0,26930,13467,13463
2730,Dwight Howard,2013,0.97,1.75,-0.78,-1.76,-0.31,-1.45,1.89,2.73,2.51,0.22,-0.55,-0.08,-0.47,0.83,-0.79,2.18,1.1,3.01,4.11,0.0,29979,15049,14930
101161,Amir Johnson,2013,0.36,0.29,0.07,0.71,0.48,0.22,0.86,2.22,2.02,0.2,-0.05,-0.18,0.13,-0.05,1.07,2.17,1.93,2.12,4.05,-0.0,21795,10930,10865
1495,Tim Duncan,2013,-0.31,-0.67,0.36,0.36,-0.13,0.5,-0.02,3.85,3.04,0.81,-0.56,-0.19,-0.38,0.71,0.05,3.29,0.03,4.0,4.02,-0.01,27590,13894,13696
1938,Manu Ginobili,2013,4.3,3.4,0.9,0.04,-0.55,0.58,-0.43,0.5,0.47,0.03,0.56,0.21,0.35,-0.98,4.34,1.06,3.91,0.08,3.99,-0.0,22175,11124,11051
201152,Thaddeus Young,2013,1.97,1.95,0.02,1.04,0.4,0.65,0.05,0.63,0.42,0.21,0.22,0.13,0.09,-0.15,3.01,0.85,3.06,0.7,3.76,0.0,26235,13107,13128
2555,Nick Collison,2013,1.14,0.6,0.54,-0.4,0.05,-0.46,0.58,1.4,1.17,0.23,1.01,0.27,0.74,-0.08,0.74,2.41,1.32,2.33,3.65,0.0,20072,10042,10030
2738,Andre Iguodala,2013,0.38,0.69,-0.31,0.29,0.31,-0.03,0.21,1.9,1.78,0.12,0.59,0.46,0.13,0.17,0.67,2.49,0.88,2.66,3.54,0.0,30899,15483,15416
1713,Vince Carter,2013,1.48,1.34,0.14,0.92,0.45,0.47,-0.35,0.79,1.28,-0.49,0.15,-0.09,0.25,0.54,2.4,0.94,2.05,1.48,3.53,0.0,22080,11078,11002
201142,Kevin Durant,2013,2.21,0.85,1.36,0.58,0.68,-0.09,0.59,1.4,1.41,-0.01,-0.89,-0.33,-0.55,-0.39,2.79,0.51,3.38,0.12,3.5,0.0,41113,20645,20468
200746,LaMarcus Aldridge,2013,0.61,0.26,0.35,0.22,0.22,-0.0,0.24,1.66,1.38,0.28,0.63,0.08,0.55,0.1,0.83,2.29,1.07,2.39,3.46,0.0,30132,15088,15044
2749,Jameer Nelson,2013,1.74,1.97,-0.23,0.3,0.03,0.26,1.05,0.23,0.62,-0.39,-0.39,-0.13,-0.26,0.51,2.04,-0.16,3.09,0.35,3.44,0.0,23075,11559,11516
201933,Blake Griffin,2013,1.04,1.29,-0.25,0.14,0.07,0.07,2.53,-0.92,-0.51,-0.41,0.32,0.06,0.26,0.32,1.18,-0.6,3.71,-0.28,3.43,0.0,31996,15985,16011
202331,Paul George,2013,1.93,1.48,0.45,-0.5,-0.36,-0.14,-0.41,1.66,1.91,-0.25,0.49,0.42,0.07,0.25,1.43,2.15,1.02,2.4,3.42,0.0,27636,13770,13866
2199,Tyson Chandler,2013,0.1,-0.12,0.22,-0.86,-0.58,-0.28,0.7,3.03,2.17,0.86,0.2,-0.08,0.29,0.24,-0.76,3.23,-0.06,3.47,3.41,0.0,27806,13935,13871
2222,Gerald Wallace,2013,0.36,-0.09,0.45,-0.1,-0.16,0.06,0.65,2.07,1.44,0.63,0.7,0.25,0.46,-0.28,0.26,2.77,0.91,2.49,3.4,0.0,26345,13161,13184
2225,Tony Parker,2013,2.39,2.13,0.26,0.59,0.46,0.13,-1.71,1.69,1.25,0.44,-0.09,0.07,-0.15,0.37,2.98,1.6,1.27,1.97,3.24,0.0,30505,15315,15190
2207,Joe Johnson,2013,1.68,2.11,-0.43,0.85,0.27,0.58,0.58,0.76,0.34,0.42,-0.63,-0.27,-0.38,-0.01,2.53,0.13,3.11,0.12,3.23,-0.0,30705,15393,15312
959,Steve Nash,2013,3.65,3.35,0.3,0.14,-0.57,0.72,-0.87,0.12,-0.28,0.4,-0.16,-0.11,-0.06,0.32,3.79,-0.04,2.92,0.28,3.2,0.0,23503,11791,11712
201588,George Hill,2013,1.43,0.51,0.92,0.57,0.28,0.29,0.07,2.02,2.1,-0.08,-0.0,-0.0,-0.01,-0.93,2.0,2.02,2.07,1.09,3.16,0.0,26631,13292,13339
2403,Nene,2013,2.14,1.55,0.59,-0.84,-0.85,0.01,-1.64,2.2,1.72,0.48,-0.49,-0.32,-0.18,1.71,1.3,1.71,-0.34,3.42,3.08,-0.0,19952,10015,9937
2736,Luol Deng,2013,-0.78,-1.09,0.31,0.57,0.25,0.31,1.21,1.82,1.79,0.03,0.35,0.37,-0.02,-0.1,-0.21,2.17,1.0,2.07,3.07,0.0,33645,16801,16844
1718,Paul Pierce,2013,2.69,1.7,0.99,-0.09,-0.05,-0.04,-1.54,1.7,1.7,0.0,-0.18,0.08,-0.26,0.28,2.6,1.52,1.06,1.8,2.86,0.0,32753,16400,16353
203143,Pablo Prigioni,2013,2.34,3.15,-0.81,0.51,0.16,0.35,-0.92,-0.15,-0.1,-0.05,0.63,0.51,0.13,0.43,2.85,0.48,1.93,0.91,2.84,0.0,5385,2684,2701
101141,Ersan Ilyasova,2013,0.75,0.47,0.28,0.81,0.33,0.48,1.17,-0.61,-0.76,0.15,0.88,-0.13,1.01,-0.32,1.56,0.27,2.73,-0.05,2.68,0.0,20289,10149,10140
2561,David West,2013,-0.2,-0.44,0.24,0.57,0.35,0.22,0.23,1.36,0.86,0.5,-0.04,0.09,-0.13,0.74,0.37,1.32,0.6,2.06,2.66,0.0,28637,14319,14318
2746,Josh Smith,2013,0.37,0.8,-0.43,0.26,-0.51,0.78,-0.59,1.33,1.11,0.22,0.93,0.15,0.77,0.28,0.63,2.26,0.04,2.54,2.59,0.01,31260,15661,15599
965,Derek Fisher,2013,1.08,0.73,0.35,0.19,0.05,0.13,-0.78,0.39,0.5,-0.11,0.8,0.32,0.49,0.92,1.27,1.19,0.49,2.11,2.59,-0.01,20053,10033,10020
201959,Taj Gibson,2013,-1.51,-1.18,-0.33,-0.45,0.07,-0.52,2.27,2.33,2.92,-0.59,-0.07,0.11,-0.18,0.01,-1.96,2.26,0.31,2.27,2.58,0.0,18363,9134,9229
203081,Damian Lillard,2013,1.93,2.19,-0.26,0.4,0.27,0.13,0.6,0.34,0.19,0.15,-0.92,-0.11,-0.81,0.22,2.33,-0.58,2.93,-0.36,2.57,-0.0,11785,5910,5875
200768,Kyle Lowry,2013,0.71,0.29,0.42,0.13,0.11,0.03,0.62,0.86,1.0,-0.14,0.53,-0.07,0.6,-0.28,0.84,1.39,1.46,1.11,2.57,0.0,23292,11655,11637
1889,Andre Miller,2013,2.18,1.64,0.54,0.36,-0.04,0.41,0.22,0.18,-0.2,0.38,0.36,0.01,0.35,-0.75,2.54,0.54,2.76,-0.21,2.55,-0.0,26490,13280,13210
201568,Danilo Gallinari,2013,1.33,0.18,1.15,-0.02,0.16,-0.18,-0.53,0.79,0.32,0.47,0.19,0.02,0.16,0.73,1.31,0.98,0.78,1.71,2.49,0.0,23755,11909,11846
101106,Andrew Bogut,2013,-0.26,0.7,-0.96,-0.66,-0.78,0.13,-0.43,3.72,3.34,0.38,-0.5,-0.27,-0.25,0.55,-0.92,3.22,-1.35,3.77,2.42,0.0,14008,6983,7025
2588,Matt Bonner,2013,2.75,3.14,-0.39,1.05,0.39,0.67,-0.76,-0.6,-0.67,0.07,-0.19,-0.6,0.41,0.14,3.8,-0.79,3.04,-0.65,2.39,0.0,15739,7931,7808
978,Peja Stojakovic,2013,3.4,3.83,-0.43,0.05,-0.26,0.31,-0.65,-0.74,-0.8,0.06,0.07,0.08,-0.01,0.23,3.45,-0.67,2.8,-0.44,2.36,0.0,3566,1781,1785
2203,Shane Battier,2013,0.09,-0.25,0.34,0.57,-0.01,0.58,1.4,0.57,0.44,0.13,0.11,-0.05,0.15,-0.41,0.66,0.68,2.06,0.27,2.33,0.0,26509,13268,13241
201960,DeMarre Carroll,2013,0.38,0.53,-0.15,-0.02,-0.1,0.08,1.51,-0.93,-0.87,-0.06,0.69,0.6,0.11,0.64,0.36,-0.24,1.87,0.4,2.28,0.01,5801,2886,2915
406,Shaquille O'Neal,2013,1.91,2.41,-0.5,-1.41,-0.85,-0.56,0.66,1.03,1.11,-0.08,-0.11,-0.05,-0.06,0.13,0.5,0.92,1.16,1.05,2.21,-0.0,3186,1583,1603
2200,Pau Gasol,2013,0.27,0.32,-0.05,0.07,-0.23,0.31,0.52,1.55,0.83,0.72,-0.57,-0.37,-0.2,0.37,0.34,0.98,0.86,1.35,2.21,-0.0,30060,15036,15024
2399,Mike Dunleavy,2013,1.84,1.65,0.19,0.04,-0.36,0.4,-0.59,1.17,1.23,-0.06,-0.27,-0.63,0.36,0.02,1.88,0.9,1.29,0.92,2.2,-0.01,20063,10066,9997
2594,Kyle Korver,2013,1.77,2.18,-0.41,0.03,-0.2,0.22,0.31,-0.61,-0.08,-0.53,-0.01,0.14,-0.14,0.66,1.8,-0.62,2.11,0.04,2.15,0.0,21930,11068,10862
201935,James Harden,2013,5.31,3.09,2.22,0.61,0.53,0.07,-1.58,-1.42,-0.75,-0.67,-0.07,-0.18,0.11,-0.77,5.92,-1.49,4.34,-2.26,2.08,0.0,32632,16350,16282
1902,Jeff Foster,2013,-2.58,-2.16,-0.42,0.92,0.58,0.32,2.58,0.66,1.08,-0.42,-0.01,-0.02,0.01,0.51,-1.66,0.65,0.92,1.16,2.08,0.0,4362,2163,2199
2747,JR Smith,2013,1.02,0.93,0.09,0.08,0.23,-0.14,1.42,-0.66,0.32,-0.98,0.72,0.53,0.19,-0.5,1.1,0.06,2.52,-0.44,2.08,0.0,23202,11618,11584
201980,Danny Green,2013,0.67,0.58,0.09,0.55,-0.02,0.57,-0.29,1.34,1.13,0.21,-0.39,-0.4,0.02,0.17,1.22,0.95,0.93,1.12,2.05,-0.0,18013,9028,8985
201978,Chase Budinger,2013,0.38,0.64,-0.26,0.6,0.24,0.36,-0.62,1.72,1.47,0.25,-0.18,-0.12,-0.07,0.15,0.98,1.54,0.36,1.69,2.05,-0.0,13471,6729,6742
2407,Jared Jeffries,2013,-1.29,-1.12,-0.17,0.27,0.13,0.13,1.89,0.36,0.6,-0.24,1.0,-0.2,1.18,-0.2,-1.02,1.36,0.87,1.16,2.04,0.01,6627,3295,3332
1897,Metta World Peace,2013,-0.75,-0.27,-0.48,0.19,0.2,-0.01,1.73,1.44,0.89,0.55,0.12,-0.01,0.13,-0.71,-0.56,1.56,1.17,0.85,2.02,0.0,27032,13516,13516
201566,Russell Westbrook,2013,1.97,1.04,0.93,0.19,0.15,0.04,-0.61,0.26,0.34,-0.08,0.31,0.26,0.06,-0.13,2.16,0.57,1.55,0.44,2.0,0.01,36619,18380,18239
201583,Ryan Anderson,2013,0.5,0.71,-0.21,0.83,0.6,0.22,1.44,-1.09,-0.97,-0.12,0.02,-0.23,0.26,0.25,1.33,-1.07,2.77,-0.82,1.96,0.01,22584,11321,11263
201951,Ty Lawson,2013,1.39,1.11,0.28,0.75,0.66,0.1,0.8,-1.17,-1.16,-0.01,0.39,0.19,0.2,-0.22,2.14,-0.78,2.94,-1.0,1.95,0.01,28700,14405,14295
201567,Kevin Love,2013,-0.17,-0.89,0.72,-0.22,-0.09,-0.13,2.04,0.64,0.39,0.25,-0.99,-0.65,-0.33,0.62,-0.39,-0.35,1.65,0.27,1.92,0.0,20856,10437,10419
201569,Eric Gordon,2013,2.81,1.72,1.09,-0.06,0.12,-0.19,0.0,-0.85,-0.6,-0.25,-0.43,-0.25,-0.19,0.45,2.75,-1.28,2.75,-0.83,1.92,0.0,13786,6897,6889
203083,Andre Drummond,2013,0.13,1.22,-1.09,-0.03,0.17,-0.2,2.1,0.72,0.81,-0.09,-0.13,-0.28,0.15,-0.89,0.1,0.59,2.2,-0.3,1.9,0.0,4562,2273,2289
201188,Marc Gasol,2013,0.13,0.18,-0.05,0.03,-0.19,0.22,-1.3,1.87,1.4,0.47,0.56,-0.0,0.56,0.59,0.16,2.43,-1.14,3.02,1.89,0.01,33372,16746,16626
1884,Baron Davis,2013,1.86,2.22,-0.36,-0.04,-0.4,0.35,0.14,-0.97,-0.49,-0.48,0.81,0.23,0.59,0.06,1.82,-0.16,1.96,-0.1,1.85,-0.01,8775,4389,4386
101122,Danny Granger,2013,0.23,-0.05,0.28,-0.03,0.28,-0.31,1.14,0.66,0.72,-0.06,0.08,0.54,-0.45,-0.25,0.2,0.74,1.34,0.49,1.83,0.0,20759,10356,10403
2734,Devin Harris,2013,1.23,0.9,0.33,0.43,0.11,0.32,-0.1,-0.05,0.13,-0.18,0.29,-0.11,0.4,-0.01,1.66,0.24,1.56,0.23,1.78,-0.01,21365,10667,10698
202970,Gustavo Ayon,2013,1.14,1.65,-0.51,-0.22,0.01,-0.23,-0.11,0.96,1.24,-0.28,0.46,0.56,-0.11,-0.51,0.92,1.42,0.81,0.91,1.73,0.01,6738,3352,3386
