player_id,player_name,Latest_Year,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
2544,LeBron James,2008,1.330,1.030,1.820,0.080,-3.160,-0.530,0.680,1.920,1.840,0.080,0.590,-0.330,0.920,2.310,-0.420,0.360,-0.300,0.250,0.730,-0.110,0.860,-0.050,0.210,-0.260,0.111,0.072,0.039,0.519,2.510,0.061,4.820,0.580,5.400,0.000,13090,6538,6552
959,Steve Nash,2008,0.810,2.590,2.280,0.900,-3.100,1.450,5.460,5.410,5.020,0.390,-0.007,-0.542,0.535,-0.353,0.110,0.060,1.300,-0.150,-1.400,-0.140,0.830,0.190,0.130,0.060,0.020,0.214,-0.194,-0.130,5.403,0.210,5.050,0.080,5.130,-0.000,11725,5865,5860
708,Kevin Garnett,2008,-0.690,1.050,-0.950,0.740,1.640,0.710,2.100,1.600,1.150,0.450,0.391,-0.269,0.660,0.019,0.770,0.400,-0.070,0.390,-0.710,0.860,2.260,2.070,2.150,-0.080,0.061,0.316,-0.255,0.849,1.991,2.131,2.010,2.980,5.000,0.010,12079,6062,6017
1717,Dirk Nowitzki,2008,-0.110,0.600,0.400,0.320,-0.290,0.720,1.220,3.310,2.100,1.210,1.271,0.363,0.908,-1.231,0.360,-0.030,0.980,0.200,-1.340,0.500,1.280,0.880,0.880,0.000,-0.502,-0.149,-0.353,0.822,4.581,0.378,3.350,1.200,4.550,0.000,11000,5499,5501
1938,Manu Ginobili,2008,-0.060,1.070,3.970,0.140,-3.900,0.050,1.200,2.370,1.700,0.670,-0.133,0.103,-0.236,-0.457,0.680,0.450,-0.460,0.350,-0.220,0.200,2.450,1.280,1.270,0.010,0.299,0.311,-0.012,0.771,2.237,1.579,1.780,2.350,4.120,-0.010,10747,5400,5347
1718,Paul Pierce,2008,1.170,0.020,0.100,0.050,-1.270,0.680,-1.060,1.220,-0.140,1.360,-0.007,0.237,-0.244,0.777,0.790,-0.120,-0.420,0.770,-0.370,0.370,1.690,0.850,1.220,-0.370,0.879,0.149,0.730,0.341,1.213,1.729,1.990,2.070,4.060,-0.000,14241,7133,7108
977,Kobe Bryant,2008,0.360,0.980,1.410,-0.160,-1.760,0.440,0.290,2.780,1.780,1.000,1.297,0.454,0.843,-0.997,-0.210,0.770,-0.030,0.150,0.240,0.050,1.080,0.460,0.620,-0.160,0.036,-0.114,0.150,0.114,4.077,0.496,3.080,0.610,3.700,0.010,15770,7910,7860
2730,Dwight Howard,2008,1.180,1.800,2.530,0.440,-3.700,0.150,1.290,2.590,2.080,0.510,-0.255,-0.277,0.022,1.105,1.280,-0.050,-0.500,0.090,-0.780,0.110,-0.140,0.770,0.870,-0.100,-0.668,-0.290,-0.378,-0.022,2.335,0.102,3.440,0.080,3.520,0.000,13332,6688,6644
201152,Thaddeus Young,2008,0.640,1.420,-1.750,0.140,1.110,0.540,0.710,1.970,2.190,-0.220,0.621,0.408,0.213,0.469,-1.200,0.080,-0.130,0.190,1.330,0.480,-0.850,-0.160,-0.510,0.350,0.448,0.494,-0.046,0.162,2.591,0.288,3.060,0.450,3.510,0.000,6322,3154,3168
101108,Chris Paul,2008,-0.320,0.360,1.720,0.620,-1.400,0.530,2.200,2.740,2.170,0.570,1.167,0.732,0.435,0.473,-0.200,-0.230,-0.480,-0.060,0.670,-0.150,-0.800,-0.870,-1.150,0.280,-0.059,0.090,-0.149,0.009,3.907,-0.929,4.380,-0.920,3.460,0.000,12883,6459,6424
