player_id,player_name,off,def,net_rapm,oRIM_FREQ,dRIM_FREQ,oRIM_FG,dRIM_FG,oMID_FG,dMID_FG,oTHREE_FREQ,dTHREE_FREQ,oTHREE_FG,dTHREE_FG,oFT,dFT,oTOV_VALUE,dTOV_VALUE,oSC,dSC,vanilla_off,vanilla_def,vanilla_net,delta_net,possessions
203999,Nikola Jokic,8.202,-2.335,10.537,0.722,0.827,2.493,-0.653,2.656,-0.342,-0.201,-0.134,0.985,0.032,1.345,0.48,-0.548,-0.093,0.75,2.218,7.228,-0.533,7.761,2.776,70614
1641705,Victor Wembanyama,2.851,-7.011,9.862,0.638,1.717,2.352,2.548,-0.772,1.011,0.223,-0.401,-0.145,0.325,0.232,1.054,-0.63,-0.242,0.953,0.999,1.771,-4.935,6.706,3.156,25876
1628983,Shai Gilgeous-Alexander,7.255,-0.769,8.024,-0.211,-0.254,1.199,0.813,2.011,0.739,-0.126,-0.008,0.473,0.065,2.192,-0.668,2.218,0.753,-0.501,-0.671,6.325,-1.483,7.808,0.216,61266
203507,Giannis Antetokounmpo,5.271,-2.202,7.473,2.023,0.386,2.688,1.064,-0.468,-0.012,-0.309,-0.107,0.491,0.07,-0.075,0.347,0.518,-0.863,0.403,1.317,4.493,-1.62,6.113,1.36,56929
202695,Kawhi Leonard,5.818,-1.186,7.004,-0.664,-0.258,0.86,-0.069,1.993,0.206,-0.002,0.017,1.252,-0.008,0.591,0.302,1.674,0.73,0.114,0.266,5.35,-1.204,6.554,0.45,39760
203954,Joel Embiid,3.296,-2.457,5.753,-0.078,0.804,1.575,0.838,1.318,0.31,-0.259,0.055,0.366,0.077,1.693,0.517,-0.263,-0.825,-1.056,0.681,1.977,-1.334,3.311,2.442,43369
1631096,Chet Holmgren,1.423,-3.953,5.376,0.465,0.722,0.621,2.429,0.514,0.295,-0.428,-0.117,0.454,0.171,-0.291,0.925,-0.521,-0.804,0.609,0.332,1.528,-3.013,4.541,0.835,28321
1629674,Neemias Queta,1.648,-3.613,5.261,0.038,1.216,1.255,1.579,0.564,0.244,-0.405,-0.253,-0.818,0.114,-0.693,0.61,-0.194,-0.133,1.901,0.236,0.619,-2.087,2.706,2.555,13503
1628389,Bam Adebayo,1.197,-4.033,5.23,-0.489,0.861,1.174,0.236,-0.506,0.064,-0.226,-0.056,0.437,0.173,0.289,0.673,0.315,0.464,0.203,1.618,0.614,-2.876,3.49,1.74,63972
1630532,Franz Wagner,2.441,-2.532,4.973,1.021,-0.137,0.523,0.964,0.319,0.008,-0.32,0.036,-0.647,0.014,0.859,-0.144,0.602,0.894,0.084,0.897,1.504,-2.257,3.761,1.212,44858
1628386,Jarrett Allen,1.925,-2.574,4.499,0.044,0.067,0.76,0.885,1.285,-0.036,-0.468,-0.076,0.331,-0.208,-0.476,1.474,-0.886,0.313,1.335,0.155,1.735,-1.027,2.762,1.737,53118
203076,Anthony Davis,1.376,-3.067,4.443,0.407,0.614,1.2,0.622,0.42,0.156,-0.71,-0.031,-0.428,0.045,0.038,0.644,-0.011,-0.175,0.46,1.192,0.372,-1.477,1.849,2.594,43231
203500,Steven Adams,1.515,-2.917,4.432,-0.099,0.934,0.052,0.991,-0.26,0.299,-0.516,-0.073,-0.247,0.108,-0.759,0.998,-0.835,-0.958,4.179,0.618,1.763,-1.49,3.253,1.179,26689
1629029,Luka Doncic,4.677,0.252,4.425,-0.759,-0.077,2.134,-0.691,1.701,-0.175,0.566,-0.037,0.73,0.047,0.215,0.163,1.114,-0.132,-1.024,0.65,4.119,0.303,3.816,0.609,62625
1628378,Donovan Mitchell,4.012,-0.363,4.375,-0.098,0.462,0.702,-0.224,0.564,-0.049,0.257,0.026,0.213,-0.153,0.675,-0.483,1.403,0.623,0.296,0.161,3.587,-0.59,4.177,0.198,60953
1641726,Dereck Lively II,0.86,-3.483,4.343,-0.004,0.796,0.569,1.693,-0.336,0.016,-0.372,-0.03,0.072,0.037,-0.498,0.47,-0.639,0.015,2.068,0.486,0.998,-1.381,2.379,1.964,11066
1626157,Karl-Anthony Towns,2.754,-1.511,4.265,0.888,0.408,0.507,0.287,0.061,0.514,-0.212,-0.086,0.331,-0.143,0.397,0.191,-0.53,-0.272,1.312,0.612,2.288,-0.697,2.985,1.28,57391
1642349,Ajay Mitchell,2.098,-2.147,4.245,0.54,0.448,0.732,0.133,0.718,0.194,-0.183,0.028,-0.11,-0.125,0.654,-0.379,0.971,1.265,-1.224,0.583,1.422,-1.645,3.067,1.178,10129
1628392,Isaiah Hartenstein,0.928,-3.284,4.212,-0.032,0.912,0.391,1.483,0.503,0.054,-0.589,-0.145,-0.743,-0.051,-0.696,0.755,-0.859,-0.232,2.953,0.508,0.634,-1.9,2.534,1.678,38539
1631217,Moussa Diabate,3.049,-1.058,4.107,-0.542,-0.347,-0.142,0.012,-0.167,0.241,-0.261,0.161,-0.086,0.009,-0.287,0.142,-0.228,0.557,4.762,0.283,2.827,-0.55,3.377,0.73,13348
1626164,Devin Booker,4.364,0.33,4.034,-0.615,-0.024,0.52,0.811,1.445,-0.041,-0.017,-0.02,0.438,0.004,1.534,-0.46,0.47,0.014,0.589,-0.614,3.781,0.1,3.681,0.353,64427
201939,Stephen Curry,5.606,1.576,4.03,0.75,-0.002,1.437,-1.119,0.983,-0.068,0.517,-0.049,1.686,-0.112,0.468,-0.447,-0.093,0.002,-0.142,0.219,5.546,0.656,4.89,-0.86,58002
1642270,Donovan Clingan,0.804,-3.138,3.942,0.038,1.514,-0.951,0.699,-0.168,-0.083,0.089,-0.049,-0.967,-0.298,-1.193,1.08,-0.279,-0.629,4.235,0.904,-0.168,-0.463,0.295,3.647,14839
1627936,Alex Caruso,-0.179,-4.066,3.887,0.114,0.511,-0.611,0.599,-0.755,0.778,0.178,-0.305,0.07,0.153,0.698,-0.463,0.169,2.639,-0.042,0.154,0.208,-3.925,4.133,-0.246,37238
203497,Rudy Gobert,-1.45,-5.311,3.861,-0.001,1.093,0.527,1.831,-1.141,0.645,-0.289,0.027,-0.192,0.295,-1.086,0.938,-1.301,-0.216,2.033,0.698,-1.293,-4.503,3.21,0.651,63900
1641709,Ausar Thompson,0.227,-3.598,3.825,0.818,-0.041,0.638,1.52,-0.491,-0.079,-0.492,-0.044,-0.622,0.093,-0.623,0.404,-0.301,1.732,1.3,0.013,0.263,-2.28,2.543,1.282,22027
1628374,Lauri Markkanen,2.895,-0.905,3.8,0.129,0.123,0.405,0.668,-0.135,0.122,0.205,0.023,0.441,-0.003,0.756,-0.016,0.075,-0.556,1.019,0.544,2.424,-1.025,3.449,0.351,42096
1641744,Zach Edey,0.69,-3.103,3.793,-0.654,1.041,0.191,0.871,0.876,0.216,-0.468,-0.112,-0.219,0.03,-1.024,0.907,-1.212,-0.89,3.2,1.04,0.512,-1.326,1.838,1.955,7639
202710,Jimmy Butler III,3.238,-0.503,3.741,0.014,-0.424,-0.162,-0.26,-0.041,-0.407,-0.235,0.033,0.4,0.177,1.696,0.199,0.988,0.991,0.578,0.194,2.788,-0.989,3.777,-0.036,51049
202681,Kyrie Irving,3.74,0.092,3.648,-0.38,0.159,0.12,0.237,1.116,0.017,0.016,0.112,0.867,0.071,0.242,-0.011,1.12,0.129,0.639,-0.806,3.675,-0.29,3.965,-0.317,42436
1630700,Dyson Daniels,1.416,-2.159,3.575,0.268,0.025,0.422,-0.188,0.879,0.015,-0.188,0.054,0.592,0.013,-0.401,0.169,0.234,1.618,-0.39,0.453,1.729,-1.812,3.541,0.034,32383
1628369,Jayson Tatum,2.78,-0.646,3.426,0.15,-0.218,0.469,-0.344,-0.156,0.194,0.414,0.124,0.658,0.174,0.735,0.344,0.667,-0.359,-0.157,0.731,2.61,-0.8,3.41,0.016,67300
1630188,Jalen Smith,2.271,-1.08,3.351,0.252,-0.067,0.134,1.585,-0.436,0.05,0.25,0.039,0.566,-0.113,-0.36,0.105,-0.092,-0.787,1.957,0.268,2.339,0.054,2.285,1.066,23224
1629057,Robert Williams III,0.229,-3.048,3.277,0.416,0.411,0.067,1.891,-0.205,0.169,-0.261,0.132,-0.502,0.264,-0.713,0.336,-1.028,-0.285,2.455,0.13,-0.514,-1.825,1.311,1.966,24280
1628436,Luke Kornet,0.219,-3.014,3.233,-0.442,1.022,0.194,2.08,0.142,-0.399,-0.099,0.096,-0.483,-0.012,-0.956,0.709,-0.203,-0.658,2.066,0.176,-0.241,-0.911,0.67,2.563,22896
1630549,Day'Ron Sharpe,0.992,-2.237,3.229,0.306,0.14,-0.51,0.916,0.121,-0.122,-0.286,0.019,-0.528,0.067,-0.38,-0.163,-1.6,0.635,3.869,0.745,0.585,-1.012,1.597,1.632,15867
1630194,Paul Reed,0.74,-2.43,3.17,0.624,0.133,-0.572,0.466,0.05,0.256,-0.514,-0.067,-0.549,0.176,-0.909,0.095,-0.357,1.034,2.967,0.337,-0.146,-1.403,1.257,1.913,18742
202699,Tobias Harris,1.242,-1.924,3.166,0.084,0.113,-0.268,0.668,-0.067,0.359,-0.439,0.076,0.298,0.254,0.369,0.323,0.574,-0.455,0.691,0.586,1.281,-2.116,3.397,-0.231,62977
201950,Jrue Holiday,0.947,-2.162,3.109,-0.258,0.177,0.567,0.254,0.371,0.528,0.394,-0.079,0.153,0.014,-0.21,0.507,0.251,0.52,-0.321,0.241,1.092,-2.375,3.467,-0.358,60622
1628401,Derrick White,0.531,-2.564,3.095,-0.607,0.219,0.639,1.441,-0.353,0.091,0.328,0.052,0.223,0.376,0.01,0.376,0.913,0.048,-0.622,-0.039,0.695,-2.857,3.552,-0.457,63027
1630567,Scottie Barnes,1.285,-1.81,3.095,0.394,0.054,1.207,0.88,0.188,-0.168,-0.432,0.051,-0.987,0.041,0.007,0.135,0.125,0.68,0.783,0.137,0.508,-1.083,1.591,1.504,51072
1627783,Pascal Siakam,2.168,-0.858,3.026,0.074,0.089,1.304,-0.114,0.035,0.176,-0.355,-0.0,0.142,0.17,-0.114,0.359,1.343,-0.105,-0.261,0.283,1.821,-1.148,2.969,0.057,65525
203991,Clint Capela,-0.879,-3.796,2.917,-0.31,0.681,-1.081,2.227,0.052,0.042,-0.408,-0.035,-0.258,0.087,-1.691,1.157,-0.13,-0.498,2.947,0.135,-0.367,-1.734,1.367,1.55,43010
1642844,Dylan Harper,1.246,-1.663,2.909,0.764,-0.089,-0.426,0.609,-0.437,0.319,-0.302,0.23,0.256,0.156,0.213,-0.574,0.494,-0.069,0.684,1.081,1.551,-2.194,3.745,-0.836,8876
203935,Marcus Smart,0.507,-2.394,2.901,0.187,0.319,0.078,0.291,0.277,-0.054,0.025,-0.014,0.076,0.239,0.572,-0.39,0.161,1.486,-0.869,0.517,0.614,-2.344,2.958,-0.057,44361
1630163,LaMelo Ball,4.308,1.448,2.86,-0.07,-0.136,-0.342,-0.148,0.578,-0.379,0.64,-0.054,1.139,-0.14,-0.26,-0.537,0.626,0.065,1.997,-0.119,4.304,1.544,2.76,0.1,38931
1641708,Amen Thompson,1.66,-1.188,2.848,0.434,-0.202,0.318,0.26,-0.125,-0.027,-0.388,0.213,-0.611,0.315,-0.042,-0.025,0.61,0.377,1.464,0.277,1.134,-1.512,2.646,0.202,28345
1642864,Hugo Gonzalez,1.054,-1.689,2.743,0.399,0.206,0.176,1.004,0.028,0.454,-0.067,-0.132,0.009,-0.015,-0.633,0.099,-0.398,0.342,1.54,-0.269,1.932,-0.98,2.912,-0.169,4330
1628973,Jalen Brunson,3.896,1.156,2.74,-0.898,0.024,0.761,0.119,1.271,-0.478,-0.076,-0.068,0.641,-0.291,0.617,-0.488,1.871,-0.084,-0.291,0.11,3.63,1.293,2.337,0.403,68407
1630595,Cade Cunningham,1.696,-1.039,2.735,0.805,0.109,0.038,0.551,0.541,-0.126,-0.154,-0.035,0.3,0.023,0.871,-0.457,-0.312,0.51,-0.393,0.464,1.692,-1.059,2.751,-0.016,41161
1628368,De'Aaron Fox,2.655,-0.059,2.714,-0.199,0.469,1.009,-0.14,1.203,0.453,-0.166,-0.036,-0.287,-0.262,0.097,-0.246,1.446,-0.346,-0.448,0.167,2.301,-0.159,2.46,0.254,60884
1626167,Myles Turner,0.058,-2.65,2.708,0.065,0.469,0.442,1.94,0.36,-0.205,0.131,0.038,0.458,-0.2,-0.042,0.631,-0.517,-0.541,-0.839,0.518,-0.25,-0.757,0.507,2.201,48870
1630572,Sandro Mamukelashvili,2.363,-0.337,2.7,0.64,-0.308,0.426,-0.116,0.032,-0.03,-0.019,0.054,-0.361,0.175,-0.162,-0.026,0.465,0.639,1.342,-0.051,1.457,-0.345,1.802,0.898,16648
1630529,Herbert Jones,0.116,-2.552,2.668,0.628,0.173,0.087,0.618,-0.003,-0.011,-0.034,-0.06,0.231,0.176,0.19,0.049,0.261,1.296,-1.244,0.311,0.381,-1.988,2.369,0.299,37591
1627751,Jakob Poeltl,0.287,-2.369,2.656,0.173,-0.072,0.776,0.834,0.474,-0.131,-0.669,0.01,0.24,-0.282,-0.966,0.886,-1.054,0.363,1.313,0.761,0.36,-0.414,0.774,1.882,41099
1628384,O.G. Anunoby,0.038,-2.48,2.518,0.294,0.348,0.125,0.529,-0.87,0.279,0.004,-0.131,0.757,-0.184,0.02,0.203,-0.391,0.875,0.099,0.561,0.387,-1.758,2.145,0.373,56258
203081,Damian Lillard,3.814,1.31,2.504,0.092,-0.356,0.051,-0.781,0.398,0.053,0.483,0.053,0.362,0.085,1.976,0.106,0.919,-0.683,-0.467,0.213,3.405,0.177,3.228,-0.724,44072
201142,Kevin Durant,3.535,1.051,2.484,-0.414,-0.217,1.928,-0.103,2.408,0.139,-0.495,0.003,1.592,0.063,1.173,0.127,-0.922,-1.093,-1.735,0.03,3.242,0.455,2.787,-0.303,57457
1642907,Cedric Coward,1.82,-0.639,2.459,0.054,0.245,0.284,1.353,1.034,-0.009,-0.067,-0.065,0.53,-0.032,1.01,0.078,-0.553,-0.541,-0.472,-0.39,1.885,0.097,1.788,0.671,6755
1628371,Jonathan Isaac,-0.703,-3.117,2.414,-0.196,0.084,-0.3,1.969,-0.883,0.09,-0.079,0.136,-1.619,-0.053,-0.214,-0.42,-0.126,1.32,2.714,-0.009,-1.465,-1.421,-0.044,2.458,11375
204001,Kristaps Porzingis,1.366,-0.966,2.332,-0.22,0.259,0.636,1.34,0.122,-0.108,-0.007,-0.219,-0.147,-0.014,0.584,0.527,0.497,-1.052,-0.099,0.233,0.439,0.039,0.4,1.932,37388
1630596,Evan Mobley,-0.841,-3.126,2.285,0.264,0.775,1.111,0.998,-0.682,0.458,-0.324,-0.08,-0.203,-0.191,-0.573,0.444,-0.037,-0.207,-0.397,0.929,-1.025,-1.973,0.948,1.337,49421
1628991,Jaren Jackson Jr.,-0.648,-2.853,2.205,-0.277,0.654,-0.314,2.036,0.294,0.361,-0.072,-0.314,-0.749,0.152,0.596,0.181,0.051,-0.189,-0.177,-0.028,-1.247,-2.134,0.887,1.318,45102
1629655,Daniel Gafford,0.057,-2.126,2.183,0.339,0.556,0.604,2.125,0.383,-0.092,-0.639,-0.014,-0.733,-0.147,-0.688,0.763,-0.941,-0.746,1.732,-0.319,-0.209,0.044,-0.253,2.436,35606
1629634,Brandon Clarke,0.531,-1.618,2.149,0.123,-0.016,0.41,1.503,0.539,0.474,-0.421,-0.099,-0.332,0.028,-0.659,-0.302,0.007,0.195,0.864,-0.165,0.17,-0.853,1.023,1.126,22799
1630568,Luka Garza,2.784,0.645,2.139,-0.376,0.555,0.38,-1.246,0.1,-0.089,-0.08,-0.128,-0.061,-0.176,-0.366,-0.091,0.066,-0.152,3.121,0.682,1.534,0.95,0.584,1.555,8932
1630559,Austin Reaves,2.353,0.254,2.099,0.261,-0.062,0.81,-0.383,0.427,0.028,-0.026,0.053,0.118,0.074,1.414,0.142,0.241,-0.192,-0.892,0.086,2.188,-0.048,2.236,-0.137,46790
1630169,Tyrese Haliburton,3.235,1.144,2.091,-0.353,-0.766,0.835,-1.119,1.235,0.44,0.35,0.159,0.926,0.024,-0.226,-0.164,1.075,0.459,-0.607,-0.177,3.508,0.035,3.473,-1.382,50679
1627832,Fred VanVleet,0.395,-1.666,2.061,-0.597,0.079,-0.982,0.332,0.168,-0.081,0.409,-0.065,0.2,-0.017,0.469,-0.33,1.129,0.928,-0.401,0.82,1.032,-1.435,2.467,-0.406,48553
1627826,Ivica Zubac,-1.162,-3.22,2.058,-0.556,1.377,0.405,1.31,1.237,-0.209,-0.671,-0.041,0.166,-0.093,-1.25,1.205,-1.529,-1.21,1.036,0.881,-1.123,-1.285,0.162,1.896,49665
202331,Paul George,-0.187,-2.222,2.035,-0.273,0.296,-0.154,0.669,0.211,0.178,0.248,-0.147,0.804,-0.048,-0.261,0.298,0.351,0.824,-1.113,0.152,0.323,-1.584,1.907,0.128,45033
1642866,Joan Beringer,1.174,-0.842,2.016,0.863,-0.022,0.78,1.432,-1.3,-0.248,-0.51,0.046,-0.278,-0.039,-0.119,0.325,-0.178,-0.354,1.916,-0.298,0.315,0.659,-0.344,2.36,1461
203932,Aaron Gordon,0.943,-1.062,2.005,0.287,0.005,0.205,-0.172,-0.286,0.316,-0.193,0.099,-0.027,0.407,0.001,0.596,0.5,-0.674,0.456,0.485,0.752,-1.854,2.606,-0.601,51623
1642928,Dylan Cardwell,-0.368,-2.35,1.982,-0.456,0.56,-0.664,1.163,0.048,-0.019,-0.227,-0.006,-0.605,-0.097,-0.758,-0.209,-0.85,0.221,3.144,0.737,-0.987,-0.736,-0.251,2.233,3587
1642867,Collin Murray-Boyles,-0.477,-2.431,1.954,0.372,0.354,-0.291,0.544,-0.557,0.213,-0.465,-0.102,0.079,-0.02,-0.255,0.379,-0.14,0.405,0.78,0.658,-0.199,-0.924,0.725,1.229,5758
1629750,Javonte Green,0.001,-1.945,1.946,0.259,-0.244,-0.052,0.487,-0.088,-0.035,-0.009,-0.043,0.478,0.074,0.351,-0.035,-0.609,1.827,-0.329,-0.086,0.267,-1.415,1.682,0.264,23211
1629661,Cameron Johnson,1.857,-0.089,1.946,-0.054,-0.051,-0.053,0.334,0.43,-0.143,0.303,-0.013,0.312,-0.076,0.36,-0.269,0.46,-0.173,0.099,0.48,1.881,-0.016,1.897,0.049,42409
201567,Kevin Love,0.997,-0.942,1.939,-0.171,0.339,-0.194,-0.894,0.254,-0.125,0.268,-0.106,-0.136,-0.182,0.324,0.667,0.105,-0.132,0.547,1.375,0.673,0.118,0.555,1.384,23163
203994,Jusuf Nurkic,-1.854,-3.784,1.93,0.315,0.905,0.144,1.206,-0.131,0.058,-0.171,-0.114,0.151,-0.049,-1.024,0.534,-1.3,-0.738,0.162,1.982,-1.438,-1.738,0.3,1.63,34537
1642352,Keshad Johnson,1.26,-0.662,1.922,0.3,-0.125,-0.259,0.549,0.28,0.1,-0.085,0.036,-0.183,-0.15,-0.08,-0.325,-0.301,0.162,1.588,0.415,1.16,0.258,0.902,1.02,1700
1631243,Mouhamed Gueye,-0.215,-2.117,1.902,-0.606,0.272,0.298,0.762,-0.208,-0.56,0.066,-0.065,-0.284,-0.077,-0.925,0.154,0.335,1.121,1.109,0.51,-0.19,-0.417,0.227,1.675,7606
1642949,Yanic Konan Niederhauser,0.585,-1.276,1.861,0.395,0.221,1.058,1.185,0.628,0.036,-0.383,0.052,-0.398,-0.047,-0.153,-0.245,-0.735,-0.567,0.173,0.641,-0.098,-0.122,0.024,1.837,1705
1630166,Deni Avdija,2.358,0.515,1.843,0.779,-0.15,0.312,0.674,0.185,-0.042,0.024,0.158,-0.068,-0.237,0.95,-0.358,-0.064,-0.321,0.24,-0.239,2.342,0.751,1.591,0.252,50157
203110,Draymond Green,-1.936,-3.779,1.843,0.319,1.208,0.428,1.229,-0.299,-0.0,0.201,-0.288,-0.523,-0.131,-0.032,0.837,-1.3,0.153,-0.73,0.771,-1.675,-1.827,0.152,1.691,51814
1629660,Ty Jerome,3.18,1.346,1.834,-0.678,0.29,-0.487,-0.926,1.155,0.063,0.289,-0.049,0.527,0.048,0.449,-0.35,1.335,0.199,0.59,-0.621,2.559,0.674,1.885,-0.051,17687
1628449,Chris Boucher,1.928,0.102,1.826,-0.108,-0.003,-0.064,0.41,-0.266,0.077,0.158,-0.12,-0.502,0.094,0.239,-0.437,0.646,0.26,1.825,-0.383,0.937,-0.14,1.077,0.749,25806
1626172,Kevon Looney,-0.129,-1.89,1.761,-0.621,0.631,-0.64,0.768,-1.094,0.005,-0.168,-0.087,-0.281,0.186,-0.517,0.24,-0.042,-0.753,3.234,0.9,0.368,-0.989,1.357,0.404,34447
1631117,Walker Kessler,-0.458,-2.208,1.75,-0.264,0.746,0.765,2.027,-0.411,-0.073,-0.045,-0.121,-0.625,-0.008,-0.496,1.231,-1.483,-1.246,2.101,-0.348,-0.685,-0.265,-0.42,2.17,21020
1630540,Miles McBride,1.292,-0.407,1.699,-0.615,0.14,-0.865,0.212,-0.837,0.226,0.508,0.098,0.246,0.118,-0.196,-0.246,1.394,0.229,1.657,-0.37,1.711,-0.948,2.659,-0.96,24328
1642851,Kon Knueppel,1.956,0.33,1.626,-0.476,-0.064,0.149,0.497,0.912,-0.579,0.334,0.249,1.444,0.088,-0.01,0.364,-0.047,-0.872,-0.35,-0.013,2.837,0.088,2.749,-1.123,10278
1629011,Mitchell Robinson,-0.012,-1.636,1.624,-0.744,0.453,-0.508,-0.137,-0.159,0.224,-0.407,-0.176,-0.268,0.183,-1.423,0.222,-1.06,0.306,4.557,0.561,0.097,-1.0,1.097,0.527,29725
1630577,Julian Champagnie,1.0,-0.61,1.61,-0.205,-0.209,-0.172,0.141,-0.098,-0.034,0.344,0.045,0.897,0.139,0.085,0.615,0.413,-0.256,-0.264,0.169,1.724,-0.828,2.552,-0.942,27891
1630217,Desmond Bane,2.025,0.417,1.608,0.348,0.061,-0.685,-0.227,0.403,0.436,-0.077,0.034,0.691,-0.059,0.661,-0.547,0.648,-0.228,0.036,0.113,2.188,-0.058,2.246,-0.638,54704
201572,Brook Lopez,-1.617,-3.207,1.59,-0.456,0.963,0.52,2.145,0.101,-0.167,0.015,0.006,0.081,-0.012,-0.395,1.087,-0.173,-1.096,-1.31,0.281,-1.793,-1.466,-0.327,1.917,52294
203939,Dwight Powell,-0.174,-1.756,1.582,-0.147,0.572,0.175,0.29,0.211,-0.11,-0.235,0.126,-0.645,0.012,0.119,0.333,-0.459,0.38,0.807,0.153,-0.465,-0.509,0.044,1.538,27460
1630168,Onyeka Okongwu,0.191,-1.378,1.569,-0.12,0.205,0.244,0.043,-0.203,0.134,-0.089,-0.105,0.417,-0.212,-0.009,0.268,-0.433,0.298,0.384,0.747,0.162,-0.232,0.394,1.175,41171
1629638,Nickeil Alexander-Walker,1.195,-0.334,1.529,-0.184,-0.161,-0.278,0.493,0.085,-0.01,0.355,0.163,0.525,-0.085,0.257,-0.011,0.508,0.352,-0.073,-0.407,1.464,-0.401,1.865,-0.336,45376
2544,LeBron James,1.011,-0.501,1.512,1.15,0.255,2.064,0.122,-1.165,0.127,-0.166,-0.119,0.03,0.082,-0.182,0.397,-0.381,-0.057,-0.339,-0.306,0.798,-0.168,0.966,0.546,57902
1630611,Gui Santos,1.006,-0.498,1.504,0.205,-0.177,0.238,0.256,-0.164,0.268,0.17,0.059,-0.606,0.029,0.051,-0.158,-0.468,0.236,1.58,-0.015,0.579,-0.663,1.242,0.262,9797
1630578,Alperen Sengun,0.849,-0.622,1.471,0.448,0.361,0.941,0.03,-0.108,0.121,-0.426,-0.104,-0.26,-0.147,-0.711,0.523,-0.03,0.137,0.995,-0.299,0.634,0.697,-0.063,1.534,44535
1630193,Immanuel Quickley,0.589,-0.877,1.466,-0.75,0.367,-0.261,0.3,0.46,0.452,0.188,-0.067,-0.522,0.014,0.429,0.207,1.284,0.015,-0.239,-0.411,0.285,-0.802,1.087,0.379,43129
1627734,Domantas Sabonis,0.482,-0.964,1.446,0.653,0.24,1.226,-1.091,-0.196,-0.234,-0.084,-0.025,-0.437,-0.352,-0.339,0.228,-1.208,0.008,0.867,2.19,-0.062,-0.008,-0.054,1.5,54565
1630167,Obi Toppin,2.73,1.286,1.444,0.748,-0.306,1.633,-0.839,-0.369,-0.052,0.042,0.125,-0.013,-0.07,0.069,-0.442,0.2,-0.19,0.42,0.488,1.977,1.043,0.934,0.51,31687
1631106,Tari Eason,0.577,-0.857,1.434,0.557,-0.268,-0.517,-0.099,-0.706,0.51,-0.202,0.008,-0.117,0.141,0.075,-0.434,-0.491,0.406,1.978,0.593,0.645,-1.07,1.715,-0.281,22587
1629048,Goga Bitadze,-0.155,-1.586,1.431,0.334,-0.081,0.462,1.028,-0.968,-0.05,-0.374,-0.051,-0.754,-0.029,-0.292,0.052,-1.074,0.367,2.511,0.35,-0.683,-0.693,0.01,1.421,21066
1627780,Gary Payton II,1.295,-0.034,1.329,0.598,-0.328,0.748,-0.389,-0.001,0.072,-0.058,0.047,-0.508,-0.184,-0.063,-0.193,0.062,1.514,0.517,-0.505,0.605,0.538,0.067,1.262,20404
1630573,Sam Hauser,1.944,0.635,1.309,-0.722,0.104,0.105,-0.201,0.521,0.018,0.652,0.025,0.724,0.166,-0.373,0.188,0.614,-1.136,0.423,0.201,2.294,-0.153,2.447,-1.138,29169
1628969,Mikal Bridges,0.946,-0.358,1.304,-0.149,0.063,0.752,-0.21,0.217,0.272,-0.15,0.045,0.354,0.212,0.043,0.454,0.482,0.08,-0.603,-0.558,0.919,-1.088,2.007,-0.703,78211
1642853,Rasheer Fleming,0.873,-0.374,1.247,0.11,-0.518,0.918,0.433,-0.416,0.065,0.144,0.034,-0.161,0.052,-0.587,0.083,-0.622,-0.056,1.487,0.281,0.66,-0.863,1.523,-0.276,2724
202685,Jonas Valanciunas,0.368,-0.876,1.244,-0.526,1.186,-0.337,-0.17,0.254,-0.053,-0.479,-0.298,0.167,-0.192,-0.431,0.844,-1.06,-1.487,2.78,1.046,0.103,0.816,-0.713,1.957,43726
1629675,Naz Reid,-0.346,-1.583,1.237,0.329,-0.079,-0.481,0.961,-0.05,0.132,0.087,0.068,-0.097,-0.016,-0.583,-0.72,0.029,0.308,0.42,0.929,-0.551,-1.104,0.553,0.684,45601
1641775,Jordan Walsh,0.358,-0.79,1.148,-0.08,-0.249,-0.021,1.189,0.337,0.09,0.124,-0.018,-0.009,-0.266,-0.327,-0.096,-0.606,0.352,0.94,-0.212,0.835,0.497,0.338,0.81,7067
1630162,Anthony Edwards,2.482,1.339,1.143,0.083,-0.25,1.319,-1.13,0.423,-0.103,0.12,-0.016,0.613,-0.148,0.92,-0.415,0.389,0.02,-1.385,0.703,2.207,1.024,1.183,-0.04,70664
1627884,Derrick Jones Jr.,0.187,-0.91,1.097,0.272,-0.257,0.329,-0.232,0.008,0.46,-0.179,0.133,0.054,0.155,-0.081,-0.059,0.045,0.557,-0.261,0.153,0.246,-1.655,1.901,-0.804,36375
1642845,VJ Edgecombe,0.735,-0.349,1.084,-0.141,-0.045,0.018,-0.311,-0.818,0.465,-0.028,0.039,0.082,0.048,-0.122,0.232,0.132,0.388,1.612,-0.467,1.276,-0.693,1.969,-0.885,12384
1631105,Jalen Duren,1.511,0.428,1.083,0.905,0.161,0.743,-0.295,-0.29,-0.255,-0.61,-0.115,-0.824,-0.028,0.076,0.055,-0.505,-0.325,2.016,0.374,0.675,0.857,-0.182,1.265,33343
1641783,Tristan da Silva,0.444,-0.638,1.082,0.065,0.082,0.573,0.188,-0.015,-0.221,0.005,0.094,-0.865,-0.096,0.331,0.412,0.202,-0.59,0.148,0.769,-0.126,-0.115,-0.011,1.093,14615
1630631,Jose Alvarado,-0.238,-1.313,1.075,-0.041,0.031,-0.972,0.251,0.359,0.4,0.19,-0.156,0.086,0.275,-0.316,-0.21,0.524,0.954,-0.068,-0.232,0.128,-1.613,1.741,-0.666,25439
