player_id,player_name,Latest_Year,box_prior_source,prior_total_off,factor_off_poss,factor_def_poss,factor_possessions,prior_oTS,prior_dTS,prior_oTOV,prior_dTOV,prior_oSC,prior_dSC,prior_off,prior_def,prior_net,prior_total_def,prior_total_net,pure_oTS,pure_dTS,pure_oTOV,pure_dTOV,pure_oSC,pure_dSC,pure_off,pure_def,pure_net,box_oTS,box_dTS,box_oTOV,box_dTOV,box_oSC,box_dSC,box_off,box_def,box_net,pure_RESID,prior_RESID,shift_oTS,shift_oTOV,shift_oSC,shift_dTS,shift_dTOV,shift_dSC,shift_off,shift_def,shift_net
1628983,Shai Gilgeous-Alexander,2026,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",9.191,4696,4740,9436,6.833,1.998,3.617,0.377,-1.255,0.036,9.195,2.411,11.606,2.41,11.601,4.636,1.669,1.746,0.515,-1.014,-0.271,5.368,1.913,7.281,3.23,1.185,0.885,0.133,-0.612,-0.114,3.503,1.204,4.707,0.0,-0.005,2.197,1.871,-0.241,0.329,-0.138,0.307,3.827,0.498,4.325
203999,Nikola Jokić,2026,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",8.313,4760,4735,9495,7.849,-1.004,-0.069,0.308,0.534,1.435,8.314,0.739,9.053,0.738,9.051,5.462,-0.708,-0.325,-0.105,0.091,1.187,5.228,0.374,5.602,3.897,-0.605,0.027,0.115,0.203,0.498,4.128,0.008,4.136,0.0,-0.002,2.387,0.256,0.443,-0.296,0.413,0.248,3.086,0.365,3.451
1641705,Victor Wembanyama,2026,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",2.28,3904,3860,7764,2.53,4.8,-0.048,0.46,-0.209,1.056,2.273,6.316,8.589,6.315,8.595,1.513,3.035,-0.074,-0.005,0.988,0.808,2.427,3.838,6.265,1.168,2.269,-0.028,0.143,-0.247,0.372,0.894,2.784,3.678,0.0,0.006,1.017,0.026,-1.197,1.765,0.465,0.248,-0.154,2.478,2.324
1629029,Luka Doncic,2026,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",6.57,4742,4762,9504,6.446,-0.66,1.182,0.804,-1.058,0.52,6.57,0.664,7.234,0.664,7.234,3.172,-0.677,0.73,-0.38,-0.684,0.38,3.218,-0.677,2.541,3.358,-0.427,0.241,0.27,-0.511,0.129,3.089,-0.029,3.059,0.0,0.0,3.274,0.452,-0.374,0.017,1.184,0.14,3.352,1.341,4.693
1628378,Donovan Mitchell,2026,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",6.039,4853,4846,9699,5.063,-0.407,1.365,0.395,-0.394,0.3,6.034,0.288,6.322,0.288,6.327,3.237,-0.295,1.019,0.226,0.142,0.186,4.398,0.117,4.515,2.49,-0.022,0.294,0.125,-0.203,0.016,2.581,0.119,2.7,0.0,0.005,1.826,0.346,-0.536,-0.112,0.169,0.114,1.636,0.171,1.807
1630595,Cade Cunningham,2026,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",3.749,4458,4456,8914,2.434,1.626,0.94,0.401,0.377,0.438,3.751,2.465,6.216,2.466,6.215,1.691,0.513,0.328,0.492,0.689,0.25,2.708,1.255,3.963,1.091,0.949,0.194,0.135,0.217,0.118,1.502,1.202,2.704,0.0,-0.001,0.743,0.612,-0.312,1.113,-0.091,0.188,1.043,1.21,2.253
202695,Kawhi Leonard,2026,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.16,4174,4187,8361,3.255,-0.553,2.171,1.257,-0.262,0.23,5.164,0.934,6.098,0.934,6.094,3.27,1.049,1.025,0.323,0.846,0.145,5.141,1.517,6.658,1.401,-0.384,0.516,0.348,-0.348,-0.015,1.568,-0.052,1.516,0.0,-0.004,-0.015,1.146,-1.108,-1.602,0.934,0.085,0.023,-0.583,-0.56
1630178,Tyrese Maxey,2026,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.999,5477,5449,10926,3.364,0.404,2.222,0.654,-0.588,-0.194,4.998,0.864,5.862,0.864,5.863,-0.035,0.587,0.745,0.394,0.1,-0.55,0.81,0.431,1.241,1.848,0.077,0.534,0.192,-0.255,-0.169,2.126,0.1,2.226,0.0,0.001,3.399,1.477,-0.688,-0.183,0.26,0.356,4.188,0.433,4.621
202710,Jimmy Butler III,2026,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.272,2426,2419,4845,2.658,-0.174,1.713,0.562,0.901,0.2,5.272,0.588,5.86,0.587,5.859,2.768,0.759,0.446,0.117,0.449,0.269,3.663,1.145,4.808,1.157,-0.22,0.439,0.17,0.459,-0.013,2.055,-0.063,1.992,0.0,-0.001,-0.11,1.267,0.452,-0.933,0.445,-0.069,1.609,-0.557,1.052
201142,Kevin Durant,2026,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.572,5721,5677,11398,5.037,1.681,-0.165,-1.012,-0.302,0.183,4.57,0.852,5.422,0.852,5.424,2.831,0.188,-0.445,-0.447,-1.327,0.236,1.059,-0.023,1.036,2.342,0.881,-0.073,-0.19,0.208,0.005,2.477,0.695,3.172,0.0,0.002,2.206,0.28,1.025,1.493,-0.565,-0.053,3.511,0.875,4.386
1628973,Jalen Brunson,2026,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.599,5197,5185,10382,3.062,-0.821,2.442,-0.017,0.1,0.177,5.604,-0.661,4.943,-0.661,4.938,1.427,-1.268,1.327,0.023,-0.275,0.472,2.479,-0.773,1.706,1.614,-0.223,0.567,0.041,0.191,-0.08,2.373,-0.261,2.112,0.0,-0.005,1.635,1.115,0.375,0.447,-0.04,-0.295,3.125,0.112,3.237
