nba_id,player_name,Latest_Year,box_prior_source,Pos2,Defensive_Role,current_OffPoss,current_Minutes,current_GamesPlayed,window_OffPoss,window_Minutes,factor_off_poss,factor_def_poss,factor_possessions,box_off,box_def,box_net,pure_off,pure_def,pure_net,prior_off,prior_def,prior_net,pure_RESID,prior_RESID,shift_off,shift_def,shift_net,box_oTS,pure_oTS,prior_oTS,shift_oTS,box_oTOV,pure_oTOV,prior_oTOV,shift_oTOV,box_oREB,pure_oREB,prior_oREB,shift_oREB,box_dTS,pure_dTS,prior_dTS,shift_dTS,box_dTOV,pure_dTOV,prior_dTOV,shift_dTOV,box_dREB,pure_dREB,prior_dREB,shift_dREB
1628467,Maxi Kleber,2026,current_single_season,PF,Helper,777.0,383.0,35.0,777.0,383.0,811,811,1622,-1.5353151425892464,-0.5013946275921729,-2.036709770181419,0.14,0.25,0.38,-1.2,-0.25,-1.45,0.13,0.08,-1.3399999999999999,-0.5,-1.83,-1.5913513926208034,0.69,-0.6,-1.29,-0.3006248397600202,-0.44,-0.62,-0.18,0.3566610897915772,-0.01,0.1,0.11,-0.387168518122338,-0.03,-0.29,-0.26,-0.008787056006835556,-0.05,-0.09,-0.039999999999999994,-0.10543905346299938,0.09,-0.03,-0.12
1642355,Bronny James,2026,current_single_season,PG,Chaser,450.0,224.0,32.0,450.0,224.0,467,462,929,-0.21487878098120297,-1.009912899502067,-1.22479168048327,-0.14,-0.65,-0.8,-0.17,-1.29,-1.45,-0.41,-0.31,-0.03,-0.64,-0.6499999999999999,0.2944256703196766,0.36,0.91,0.55,-0.24618437230927467,-0.07,-0.24,-0.16999999999999998,-0.2631200789916049,-0.2,-0.63,-0.43,-1.2359656874434697,-0.58,-1.43,-0.85,0.44399187415306113,0.36,0.64,0.28,-0.21793908621165844,-0.26,-0.39,-0.13
1642273,Kyshawn George,2026,current_single_season,SF,Helper,2937.0,1391.0,48.0,2937.0,1391.0,2911,2908,5819,0.11588995211055332,0.17552068737010218,0.2914106394806555,-1.32,-0.89,-2.2,-1.07,-0.38,-1.45,0.44,0.43,0.25,0.51,0.7500000000000002,0.633913198920403,-0.86,-0.1,0.76,-0.5893595650393498,-0.16,-0.46,-0.30000000000000004,0.07133631822950016,-0.59,-0.81,-0.22000000000000008,0.2885088144970575,-0.15,0.12,0.27,0.30450554990175516,-0.24,0.05,0.29,-0.41749367702871043,-0.64,-0.68,-0.040000000000000036
203648,Thanasis Antetokounmpo,2026,current_single_season,C,Helper,175.0,85.0,26.0,175.0,85.0,178,170,348,-1.7469558655739685,0.8765056287845595,-0.870450236789409,-1.1,0.73,-0.38,-2.78,1.32,-1.46,-0.02,0.06,-1.6799999999999997,0.5900000000000001,-1.08,-2.309279011890064,-0.75,-2.82,-2.07,0.24662170099314348,-0.31,-0.03,0.28,0.31570144532295225,-0.05,0.01,0.060000000000000005,-0.41398477168565173,0.09,-0.29,-0.38,2.078817833103018,0.93,2.55,1.6199999999999997,-0.7883274326328068,-0.27,-0.94,-0.6699999999999999
1627747,Caris LeVert,2026,current_single_season,SG,Point of Attack,1835.0,892.0,46.0,1835.0,892.0,1830,1799,3629,-0.40756136062367887,0.34932628306266167,-0.0582350775610172,-1.08,-0.21,-1.29,-1.46,-0.0,-1.46,-0.57,-0.43,-0.3799999999999999,0.21,-0.16999999999999993,-0.4186635964006524,-1.35,-1.42,-0.06999999999999984,-0.41676948768622346,-0.37,-0.5,-0.13,0.427871723463197,0.67,0.49,-0.18000000000000005,0.11814202809368907,1.23,0.81,-0.41999999999999993,0.3770873434275653,-0.35,0.0,0.35,-0.14590308845859265,-0.55,-0.41,0.14000000000000007
1630623,Tyson Etienne,2026,current_single_season,PG,Unknown,200.0,97.0,12.0,200.0,97.0,149,146,295,-0.24548400188693253,-1.1780245192131809,-1.4235085211001133,-0.01,-0.22,-0.23,-0.2,-1.25,-1.46,0.01,0.05,-0.19,-1.03,-1.23,-0.49592733106106845,0.05,-0.27,-0.32,0.21376391139447523,-0.17,0.11,0.28,0.03667941777966067,0.05,-0.14,-0.19,-0.9109877749356263,0.14,-0.75,-0.89,-0.23099153745379467,-0.08,-0.28,-0.2,-0.036045206823759696,-0.23,-0.18,0.05000000000000002
202685,Jonas Valančiūnas,2026,current_single_season,C,Anchor Big,1477.0,748.0,56.0,1477.0,748.0,1495,1506,3001,-0.10212696468499594,-1.2760133221023642,-1.3781402867873602,-0.4,-0.61,-1.01,-0.1,-1.35,-1.46,0.18,0.14,0.30000000000000004,-0.7400000000000001,-0.44999999999999996,-0.11917055715973413,-0.28,0.12,0.4,-0.8667576021524007,-0.47,-1.21,-0.74,0.8838011946271389,0.39,0.97,0.58,-0.6447322843884729,-0.14,-0.58,-0.43999999999999995,-0.9941396188205691,-1.24,-1.68,-0.43999999999999995,0.3628585811066778,0.55,0.78,0.22999999999999998
1630311,Pat Spencer,2026,current_single_season,PG,Chaser,1734.0,861.0,50.0,1734.0,861.0,1788,1798,3586,0.1278901159559538,-1.2109258161107959,-1.083035700154842,-0.36,-0.47,-0.83,-0.23,-1.24,-1.47,0.26,0.11,0.12999999999999998,-0.77,-0.64,-0.7323796882466227,-0.7,-0.88,-0.18000000000000005,0.19356779303600877,-0.13,0.17,0.30000000000000004,0.6667020111665677,0.56,0.61,0.04999999999999993,-0.9870405097479031,-0.91,-1.34,-0.43000000000000005,-0.0018240933089328764,0.48,0.28,-0.19999999999999996,-0.22206121305395987,-0.39,-0.42,-0.02999999999999997
1630228,Jonathan Kuminga,2026,current_single_season,SF,Chaser,1199.0,575.0,24.0,1199.0,575.0,1227,1249,2476,-0.9900229805284106,-0.8080183943778504,-1.7980413749062611,-0.64,1.22,0.58,-1.61,0.14,-1.47,0.51,0.4,-0.9700000000000001,-1.08,-2.05,-0.3875084055036093,-0.23,-0.58,-0.35,-0.9214580014110166,-0.52,-1.18,-0.6599999999999999,0.3189434263862152,-0.02,0.0,0.02,-0.6036185312351663,-0.15,-0.58,-0.42999999999999994,-0.28217498072959807,0.48,0.07,-0.41,0.07777511758691401,0.51,0.4,-0.10999999999999999
1630598,Aaron Wiggins,2026,current_single_season,SG,Helper,2501.0,1213.0,52.0,2501.0,1213.0,2440,2447,4887,-1.1345342817714237,-0.08290803290567772,-1.2174423146771014,-0.92,0.58,-0.33,-1.7,0.21,-1.49,-0.6,-0.39,-0.7799999999999999,-0.37,-1.16,-0.7188311516617948,-0.49,-0.94,-0.44999999999999996,-0.23704643335605216,-0.01,-0.16,-0.15,-0.1786566967535767,-0.52,-0.75,-0.22999999999999998,0.0917911148898009,1.43,0.96,-0.47,0.1624098184282028,0.63,0.47,-0.16000000000000003,-0.3371089662236814,-0.77,-0.68,0.08999999999999997
