player_id,player_name,Latest_Year,box_prior_source,prior_total_off,factor_off_poss,factor_def_poss,factor_possessions,prior_oTS,prior_dTS,prior_oTOV,prior_dTOV,prior_oSC,prior_dSC,prior_off,prior_def,prior_net,prior_total_def,prior_total_net,pure_oTS,pure_dTS,pure_oTOV,pure_dTOV,pure_oSC,pure_dSC,pure_off,pure_def,pure_net,box_oTS,box_dTS,box_oTOV,box_dTOV,box_oSC,box_dSC,box_off,box_def,box_net,pure_RESID,prior_RESID,shift_oTS,shift_oTOV,shift_oSC,shift_dTS,shift_dTOV,shift_dSC,shift_off,shift_def,shift_net
201939,Stephen Curry,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",9.403,1230,1242,2472,9.042,1.058,0.11,1.107,0.254,0.195,9.406,2.36,11.766,2.362,11.765,1.305,0.339,-0.559,0.279,0.14,-0.298,0.886,0.32,1.206,10.285,1.366,0.413,0.977,0.195,0.46,10.893,2.803,13.696,0.0,-0.001,7.737,0.669,0.114,0.719,0.828,0.493,8.52,2.04,10.56
2544,LeBron James,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",7.059,1530,1528,3058,5.925,1.807,0.84,0.757,0.29,0.47,7.055,3.034,10.089,3.033,10.092,1.064,0.288,0.422,0.129,0.779,0.314,2.265,0.731,2.996,6.391,1.899,0.935,0.631,0.079,0.415,7.405,2.945,10.35,0.0,0.003,4.861,0.418,-0.489,1.519,0.628,0.156,4.79,2.303,7.093
202695,Kawhi Leonard,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",3.968,639,639,1278,3.11,1.916,1.451,1.243,-0.594,0.638,3.967,3.797,7.764,3.797,7.765,-0.074,0.062,0.52,0.189,0.26,0.136,0.706,0.387,1.093,3.679,2.599,1.458,1.22,-0.577,0.542,4.56,4.361,8.921,0.0,0.001,3.184,0.931,-0.854,1.854,1.054,0.502,3.261,3.41,6.671
101108,Chris Paul,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",6.347,244,250,494,4.347,-0.376,2.598,1.058,-0.598,0.362,6.347,1.044,7.391,1.045,7.392,0.06,0.423,0.176,0.043,-0.187,0.108,0.049,0.574,0.623,5.218,-0.165,2.747,1.089,-0.529,0.313,7.436,1.237,8.673,0.0,0.001,4.287,2.422,-0.411,-0.799,1.015,0.254,6.298,0.47,6.768
201142,Kevin Durant,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",6.346,1427,1413,2840,7.054,1.354,-0.061,-0.389,-0.646,-0.017,6.347,0.948,7.295,0.946,7.292,0.481,-0.013,-0.051,-0.113,0.788,0.237,1.218,0.111,1.329,7.822,2.079,-0.078,-0.493,-0.795,-0.204,6.949,1.382,8.331,-0.0,-0.003,6.573,-0.01,-1.434,1.367,-0.276,-0.254,5.129,0.837,5.966
201566,Russell Westbrook,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",5.362,1337,1323,2660,3.934,-0.881,0.844,1.03,0.585,0.351,5.363,0.5,5.863,0.499,5.861,2.016,-0.523,0.299,-0.164,0.313,0.391,2.628,-0.296,2.332,4.087,0.038,0.767,1.009,0.576,0.067,5.43,1.114,6.544,0.0,-0.002,1.918,0.545,0.272,-0.358,1.194,-0.04,2.735,0.796,3.531
200768,Kyle Lowry,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",4.003,1433,1421,2854,3.277,-0.165,0.325,1.353,0.401,0.544,4.003,1.732,5.735,1.734,5.737,0.475,0.111,0.012,0.315,0.139,0.366,0.626,0.792,1.418,4.09,0.347,0.479,1.242,0.503,0.446,5.072,2.035,7.107,0.0,0.002,2.802,0.313,0.262,-0.276,1.038,0.178,3.377,0.94,4.317
203110,Draymond Green,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",0.894,1759,1762,3521,2.736,3.037,-1.19,0.703,-0.649,0.398,0.897,4.138,5.035,4.14,5.034,2.965,1.037,-0.185,0.086,-0.706,-0.221,2.074,0.902,2.976,3.305,2.825,-1.151,0.641,-0.461,0.61,1.693,4.076,5.769,0.0,-0.001,-0.229,-1.005,0.057,2.0,0.617,0.619,-1.177,3.236,2.059
202331,Paul George,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",2.01,504,509,1013,3.18,0.622,-0.551,1.514,-0.619,0.177,2.01,2.313,4.323,2.313,4.323,1.018,0.382,-0.319,0.177,-0.024,-0.18,0.675,0.379,1.054,3.432,0.738,-0.357,1.515,-0.616,0.283,2.459,2.536,4.995,0.0,0.0,2.162,-0.232,-0.595,0.24,1.337,0.357,1.335,1.934,3.269
203081,Damian Lillard,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",5.532,888,874,1762,4.546,-1.116,1.368,-0.3,-0.382,0.118,5.532,-1.298,4.234,-1.298,4.234,0.405,-0.793,0.024,-0.239,-0.231,0.243,0.198,-0.789,-0.591,5.145,-0.573,1.529,-0.204,-0.178,0.132,6.496,-0.645,5.851,-0.0,0.0,4.141,1.344,-0.151,-0.323,-0.061,-0.125,5.334,-0.509,4.825
202689,Kemba Walker,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",3.932,480,486,966,1.809,-0.605,2.157,0.697,-0.033,-0.009,3.933,0.083,4.016,0.083,4.015,-0.746,-0.741,0.35,-0.135,-0.353,-0.136,-0.749,-1.012,-1.761,2.689,0.324,2.309,0.818,0.071,0.104,5.069,1.246,6.315,-0.0,-0.001,2.555,1.807,0.32,0.136,0.832,0.127,4.682,1.095,5.777
202738,Isaiah Thomas,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",4.216,453,452,905,3.472,-0.314,1.096,-0.08,-0.352,-0.067,4.216,-0.461,3.755,-0.459,3.757,-1.38,-0.225,-0.206,0.117,-0.479,0.394,-2.065,0.286,-1.779,4.455,0.221,1.277,-0.005,-0.041,-0.238,5.691,-0.022,5.669,0.0,0.002,4.852,1.302,0.127,-0.089,-0.197,-0.461,6.281,-0.747,5.534
201935,James Harden,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",4.82,391,397,788,5.801,-1.717,-0.38,0.26,-0.6,-0.087,4.821,-1.544,3.277,-1.543,3.277,-0.762,-0.607,-0.463,0.021,-0.154,0.138,-1.379,-0.448,-1.827,6.866,-1.056,-0.149,0.407,-0.496,-0.163,6.221,-0.812,5.409,0.0,-0.0,6.563,0.083,-0.446,-1.11,0.239,-0.225,6.2,-1.096,5.104
201599,DeAndre Jordan,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",1.591,383,389,772,1.358,1.883,-0.648,-1.139,0.881,0.659,1.591,1.403,2.994,1.403,2.994,-1.036,0.282,0.008,-0.173,0.022,0.281,-1.006,0.39,-0.616,2.575,2.185,-0.452,-1.013,0.856,0.475,2.979,1.647,4.626,0.0,-0.0,2.394,-0.656,0.859,1.601,-0.966,0.378,2.597,1.013,3.61
1938,Manu Ginobili,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",-0.487,362,361,723,1.19,0.994,-1.415,1.854,-0.262,-0.042,-0.487,2.806,2.319,2.806,2.319,0.929,0.446,0.197,0.126,-0.251,0.054,0.875,0.626,1.501,1.561,1.337,-1.39,1.923,-0.122,-0.125,0.049,3.135,3.184,0.0,0.0,0.261,-1.612,-0.011,0.548,1.728,-0.096,-1.362,2.18,0.818
201588,George Hill,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",1.195,429,437,866,0.038,0.605,0.967,0.009,0.19,0.151,1.195,0.765,1.96,0.764,1.959,1.068,0.388,-0.18,0.069,-0.267,-0.197,0.621,0.26,0.881,0.305,0.725,1.123,0.053,0.284,0.264,1.712,1.042,2.754,0.0,-0.001,-1.03,1.147,0.457,0.217,-0.06,0.348,0.574,0.505,1.079
200755,JJ Redick,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",1.509,323,323,646,2.511,0.824,0.183,-0.584,-1.184,-0.026,1.51,0.214,1.724,0.213,1.722,-0.623,-0.298,0.143,-0.159,-0.018,0.164,-0.498,-0.293,-0.791,3.607,1.46,0.322,-0.466,-1.195,-0.123,2.734,0.871,3.605,0.0,-0.002,3.134,0.04,-1.166,1.122,-0.425,-0.19,2.008,0.507,2.515
203468,CJ McCollum,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",2.037,888,876,1764,1.159,0.066,1.357,-0.431,-0.478,-0.028,2.038,-0.393,1.645,-0.393,1.644,0.105,0.212,0.439,-0.382,0.133,0.036,0.677,-0.134,0.543,1.814,0.112,1.4,-0.229,-0.368,0.115,2.846,-0.002,2.844,0.0,-0.001,1.054,0.918,-0.611,-0.146,-0.049,-0.064,1.361,-0.259,1.102
202704,Reggie Jackson,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",3.47,261,260,521,2.298,-1.391,1.256,-0.595,-0.085,0.068,3.469,-1.918,1.551,-1.916,1.554,0.112,0.036,0.36,-0.085,-0.365,-0.042,0.107,-0.091,0.016,2.758,-1.067,1.287,-0.543,0.168,0.144,4.213,-1.466,2.747,-0.0,0.003,2.186,0.896,0.28,-1.427,-0.51,0.11,3.362,-1.827,1.535
202355,Hassan Whiteside,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",0.434,542,537,1079,-0.171,2.157,-1.823,-1.065,2.427,-0.022,0.433,1.07,1.503,1.068,1.502,0.428,0.336,-0.458,-0.307,0.172,0.221,0.142,0.25,0.392,0.33,2.398,-1.602,-0.999,2.499,-0.11,1.227,1.289,2.516,-0.0,-0.001,-0.599,-1.365,2.255,1.821,-0.758,-0.243,0.291,0.82,1.111
200746,LaMarcus Aldridge,2016,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",0.666,632,640,1272,-0.481,1.096,0.815,-0.889,0.329,0.522,0.663,0.729,1.392,0.728,1.394,0.99,0.682,0.035,0.021,-0.607,0.114,0.418,0.817,1.235,-0.299,1.4,0.964,-0.83,0.622,0.442,1.287,1.012,2.299,-0.0,0.002,-1.471,0.78,0.936,0.414,-0.91,0.408,0.245,-0.088,0.157
