player_id,player_name,Latest_Year,oTS,oFT,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
1495,Tim Duncan,2008,2.46,-0.1,0.14,-0.11,0.26,0.88,3.86,1.04,-0.78,-0.36,-0.42,0.89,3.08,4.61,7.69,0.24,1.31,1.77,0.97,3.64,1.02,0.11,57967,29142,28825
406,Shaquille O'Neal,2008,5.74,-2.08,-1.14,-0.92,-0.22,0.42,2.37,0.81,-1.64,-0.9,-0.73,0.89,4.62,2.44,7.06,0.42,0.88,3.74,1.15,1.29,-0.72,-0.75,44192,22193,21999
708,Kevin Garnett,2008,2.86,0.93,0.72,-0.09,0.8,-0.4,3.37,0.48,-0.16,0.2,-0.37,0.77,2.49,4.34,6.83,-0.33,-0.49,2.98,0.7,3.64,0.32,0.61,59885,30047,29838
1884,Baron Davis,2008,2.53,0.12,2.23,0.64,1.6,0.05,0.6,-0.15,1.13,0.14,1.01,-0.89,5.09,1.13,6.23,0.58,0.24,4.85,-0.42,1.55,2.28,0.24,47925,24024,23901
1938,Manu Ginobili,2008,3.24,1.49,0.13,-0.08,0.22,0.04,0.62,0.01,1.76,0.81,0.95,0.52,3.8,2.39,6.18,-0.13,0.7,3.1,0.1,2.29,0.17,2.28,49041,24622,24419
1897,Metta World Peace,2008,1.63,0.02,0.69,0.7,-0.01,-0.17,1.29,0.4,1.17,0.55,0.61,0.36,2.35,3.32,5.67,0.7,0.02,2.33,0.93,2.39,0.52,1.53,40364,20223,20141
2544,LeBron James,2008,2.34,0.61,1.35,0.31,1.03,0.33,1.15,-0.42,0.12,0.18,-0.06,0.54,4.63,1.01,5.65,-0.18,1.19,3.44,0.2,0.81,1.68,0.66,66495,33245,33250
977,Kobe Bryant,2008,3.69,1.68,1.49,0.61,0.88,0.37,0.4,-0.18,-0.03,0.05,-0.07,-0.38,5.87,-0.65,5.22,-0.32,0.12,5.75,0.1,-0.75,1.86,-0.41,64475,32325,32150
959,Steve Nash,2008,5.58,0.27,1.42,-0.19,1.61,-0.22,-0.62,0.62,-0.03,0.47,-0.51,-0.39,6.71,-1.53,5.18,-0.56,-0.72,7.43,-0.77,-0.76,1.2,-0.42,60836,30460,30376
1718,Paul Pierce,2008,3.79,1.67,0.3,0.17,0.13,0.05,0.56,-0.59,0.85,0.33,0.53,-0.31,3.21,1.88,5.09,-0.15,-0.51,3.72,0.09,1.79,0.35,0.54,57572,28831,28741
1905,Andrei Kirilenko,2008,2.31,1.16,-0.2,-0.42,0.22,1.0,1.73,-0.37,0.58,0.12,0.46,-0.08,2.63,2.23,4.86,-0.48,0.4,2.23,-0.04,2.27,0.8,0.5,44231,22078,22153
