player_id,player_name,Latest_Year,oTS,oFT,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
406,Shaquille O'Neal,2004,5.32,-1.01,3.87,1.85,-0.62,0.06,-3.25,0.15,3.57,-1.01,-1.08,0.06,0.95,1.61,0.06,1.35,-0.13,0.29,0.2,-1.64,0.52,1.01,-1.26,-0.74,-0.52,0.27,5.93,1.1,7.03,1.15,0.95,4.98,0.49,0.61,-0.06,-0.99,12628,6360,6268
2045,Hedo Turkoglu,2004,0.92,-0.01,-0.35,0.47,0.72,0.57,-0.37,0.03,0.74,0.69,0.24,0.45,-0.12,1.46,-0.23,0.47,0.92,0.98,0.12,-1.45,0.5,3.16,0.12,-0.11,0.23,0.71,2.28,2.31,4.59,0.81,0.31,1.97,0.48,1.83,0.57,0.83,8517,4267,4250
708,Kevin Garnett,2004,2.1,0.45,-1.48,0.7,-0.81,0.16,2.28,1.89,2.87,1.21,0.54,0.68,-0.51,1.86,0.36,0.83,0.78,0.19,0.21,-1.02,0.43,0.92,-0.49,-0.05,-0.44,0.19,2.53,1.94,4.48,0.12,-0.59,3.13,0.18,1.76,0.7,-0.3,14723,7391,7332
1802,Brad Miller,2004,3.07,0.51,0.5,1.64,-0.09,0.91,-0.4,0.37,4.44,0.04,-0.49,0.54,-0.06,0.93,0.37,1.16,-0.29,-0.15,-0.0,-1.02,0.26,0.87,-0.03,0.04,-0.07,0.46,2.94,1.42,4.37,-0.04,0.04,2.9,0.13,1.29,-0.02,0.43,11473,5756,5717
1495,Tim Duncan,2004,1.38,-0.68,-0.13,1.05,-0.78,0.09,0.91,0.29,0.55,-0.55,-0.47,-0.08,0.33,1.92,0.18,0.69,0.92,0.78,0.02,-1.47,0.74,1.67,0.01,-0.04,0.04,1.02,1.4,2.87,4.27,0.16,1.05,0.35,0.44,2.42,-0.22,1.03,10545,5291,5254
1905,Andrei Kirilenko,2004,2.14,0.8,3.35,-0.75,-0.9,0.13,-2.45,0.52,1.73,-0.7,-0.43,-0.26,1.44,0.49,-0.64,-0.2,0.94,-0.14,0.08,0.34,-0.14,2.2,0.68,0.11,0.56,0.27,2.66,1.57,4.23,-0.09,0.5,2.16,0.25,1.31,0.74,0.95,10322,5140,5182
1884,Baron Davis,2004,0.59,-0.24,1.24,-0.47,3.34,-0.25,-4.57,-0.12,-0.14,1.17,0.37,0.8,1.29,0.49,0.21,-0.18,0.61,-0.56,0.1,0.73,-0.3,-0.1,0.56,0.36,0.21,-0.15,2.89,1.13,4.01,0.06,1.55,1.33,-0.18,1.31,2.46,0.41,10775,5400,5375
208,Sam Cassell,2004,1.34,-0.21,-2.31,0.59,-1.54,0.58,3.84,1.66,1.28,1.36,0.83,0.54,0.52,0.87,0.02,0.52,0.41,0.08,0.02,-0.59,0.53,-0.09,-0.28,-0.17,-0.11,0.23,2.37,1.17,3.54,-0.5,-0.11,2.49,0.11,1.06,1.88,-0.05,12322,6183,6139
739,Rasheed Wallace,2004,1.82,-0.64,-0.72,0.47,1.11,0.53,-0.39,0.94,4.34,0.02,-0.69,0.71,0.14,1.1,0.42,0.31,0.2,-0.31,-0.01,0.01,0.39,0.44,-0.05,-0.24,0.18,0.6,1.88,1.56,3.44,-0.19,-0.12,2.0,0.26,1.3,0.16,0.55,11213,5624,5589
1888,Richard Hamilton,2004,1.84,0.88,1.5,-0.16,-2.2,0.47,0.69,-0.12,0.15,-0.21,0.3,-0.51,0.78,0.63,0.16,-0.64,0.39,0.31,0.3,0.33,0.24,0.46,-0.02,-0.09,0.07,0.05,2.12,1.26,3.38,0.31,-0.68,2.8,0.25,1.0,0.57,0.03,13416,6757,6659
1717,Dirk Nowitzki,2004,2.78,0.78,-0.92,1.58,0.63,0.54,0.28,0.95,3.19,1.29,0.23,1.06,-0.14,-0.3,0.23,0.14,-0.5,-0.66,-0.18,0.52,-0.07,-1.56,-0.24,0.01,-0.24,0.1,3.48,-0.34,3.14,-0.35,0.47,3.01,0.52,-0.86,1.15,-0.14,12008,6027,5981
979,Jermaine O'Neal,2004,0.4,0.35,-1.53,0.34,-1.21,0.16,2.74,-0.02,1.87,1.29,0.31,0.99,0.36,1.31,0.17,-0.16,0.4,1.01,0.27,-0.85,-0.07,0.37,-0.11,-0.23,0.12,0.11,1.16,1.84,3.01,-0.35,0.38,0.78,0.18,1.66,1.65,0.0,11934,5970,5964
1938,Manu Ginobili,2004,1.77,0.64,1.42,0.46,1.45,0.02,-2.86,-0.14,0.39,-0.54,-0.31,-0.22,0.46,-0.13,-0.32,-0.05,0.42,-0.0,-0.07,0.04,0.39,1.32,0.9,0.64,0.27,0.39,2.05,0.86,2.91,0.06,0.54,1.5,0.23,0.64,-0.08,1.29,9317,4679,4638
2225,Tony Parker,2004,1.69,-0.3,0.36,1.13,0.13,0.42,-0.49,-0.3,0.25,1.08,0.64,0.44,-0.53,-0.0,-0.08,0.06,0.36,1.12,0.02,-1.18,0.13,1.04,-0.02,-0.01,-0.01,0.63,2.19,0.63,2.82,-0.03,-0.33,2.52,0.13,0.5,0.55,0.61,10768,5392,5376
1112,Ben Wallace,2004,-1.3,-0.74,1.58,-1.12,-0.72,-0.04,-0.86,-0.36,0.0,0.37,0.11,0.26,1.45,2.32,0.64,0.21,0.84,-0.28,0.56,0.07,0.17,0.25,0.88,0.57,0.3,-0.56,-0.14,2.93,2.79,-0.37,-0.33,0.19,0.24,2.69,1.82,0.32,14290,7161,7129
467,Jason Kidd,2004,0.78,0.65,1.49,0.29,0.25,-0.26,-1.74,-0.03,2.38,0.88,0.23,0.65,-0.29,0.81,0.22,0.47,0.37,-0.57,-0.05,0.1,0.14,0.37,0.79,0.45,0.35,0.19,0.88,1.81,2.69,-0.47,0.21,0.67,1.05,0.76,0.59,0.98,10935,5497,5438
2073,Brian Cardinal,2004,1.29,1.06,0.51,0.18,0.14,0.06,-0.65,0.18,0.77,0.77,0.42,0.35,0.08,-0.32,-0.29,1.7,-0.43,-0.43,0.06,-1.27,-0.31,0.12,0.09,-0.08,0.17,0.06,2.95,-0.3,2.66,0.69,0.26,2.7,-0.11,-0.18,0.85,0.15,5939,2968,2971
397,Reggie Miller,2004,-0.3,0.48,-0.5,-0.26,1.61,0.11,-1.11,-0.31,1.8,0.84,0.45,0.4,-0.3,1.09,0.39,-0.34,0.17,1.09,0.56,-0.74,-0.03,0.96,0.43,0.07,0.36,0.28,0.64,2.0,2.65,0.61,0.08,0.56,0.49,1.51,0.54,0.71,9817,4930,4887
109,Robert Horry,2004,-0.79,-0.28,0.47,-0.53,0.96,-0.27,-1.42,-0.71,0.58,0.79,-0.0,0.8,0.37,0.94,-0.32,0.02,0.53,0.28,0.2,-0.31,0.31,2.17,0.38,0.31,0.07,0.28,0.94,1.62,2.56,0.59,0.37,0.57,0.08,1.54,1.16,0.66,5430,2731,2699
2224,Jamaal Tinsley,2004,1.41,0.4,0.12,0.24,1.8,0.36,-1.93,0.09,1.84,0.22,-0.37,0.59,-0.19,-0.06,-0.44,0.65,-0.04,0.07,0.44,-0.72,-0.15,0.7,0.83,0.26,0.57,0.16,1.51,1.0,2.51,0.14,0.02,1.48,0.33,0.67,0.03,0.99,6571,3282,3289
1713,Vince Carter,2004,0.18,-0.45,-1.89,-0.06,1.1,0.64,0.8,-0.0,1.91,1.17,0.62,0.55,-0.09,1.26,-0.04,0.31,0.6,0.4,0.46,-0.72,0.06,1.65,-0.08,-0.05,-0.03,-0.45,1.47,0.91,2.38,0.39,0.86,0.62,-0.73,1.64,1.08,-0.53,10008,5006,5002
1897,Metta World Peace,2004,1.04,-0.02,0.84,0.05,0.4,0.34,-1.23,0.08,0.2,0.06,0.06,0.0,0.03,0.39,0.15,0.31,-0.06,0.21,0.23,-0.52,0.16,0.52,0.79,0.31,0.48,0.29,1.06,1.3,2.35,-0.25,0.24,0.82,0.38,0.91,0.09,1.08,11775,5910,5865
977,Kobe Bryant,2004,1.58,0.82,1.5,0.76,-0.38,0.0,-1.13,-0.17,0.66,0.79,0.74,0.05,0.42,-0.52,-0.1,-0.8,-0.38,-0.06,0.24,0.87,-0.02,0.03,0.36,0.18,0.18,0.0,2.61,-0.29,2.32,-0.31,0.61,2.0,0.14,-0.42,1.21,0.36,12618,6333,6285
2572,Josh Howard,2004,0.76,0.09,0.3,0.81,-1.15,0.35,0.84,0.36,1.02,0.22,-0.01,0.23,1.61,-0.45,0.11,-0.68,-0.45,-0.53,-0.04,1.21,0.03,0.44,0.11,0.49,-0.38,0.03,2.8,-0.53,2.27,-0.01,1.39,1.4,-0.5,-0.03,1.83,0.14,6383,3183,3200
2554,Mickael Pietrus,2004,0.24,-0.05,0.7,0.42,1.45,0.36,-2.14,-1.13,0.19,-0.11,-0.02,-0.1,-0.16,0.65,-0.1,-0.27,-0.28,0.57,0.08,-0.3,0.61,1.75,0.2,-0.09,0.29,0.07,1.16,1.1,2.26,1.37,0.07,1.09,-0.03,1.14,-0.27,0.27,2786,1381,1405
1902,Jeff Foster,2004,0.29,-0.38,0.24,0.28,-1.11,0.47,0.87,0.34,2.04,-0.47,-0.03,-0.44,0.81,0.72,0.48,0.58,0.07,0.71,0.23,-1.29,0.15,0.96,0.44,0.16,0.28,0.78,0.31,1.94,2.25,-0.32,0.65,-0.34,0.54,1.4,0.34,1.22,8164,4070,4094
951,Ray Allen,2004,2.05,0.1,-0.78,1.31,2.89,0.51,-2.11,0.53,4.2,0.85,0.5,0.34,0.46,-0.3,-0.2,0.78,-0.6,-0.35,0.15,-0.43,-0.24,0.21,-0.32,0.06,-0.38,-0.22,2.56,-0.32,2.24,-0.28,0.1,2.47,-0.19,-0.14,1.31,-0.54,7914,3967,3947
2406,Caron Butler,2004,-0.11,0.04,-0.01,-0.54,-0.82,0.09,0.82,0.14,0.01,1.46,0.16,1.3,-0.35,0.56,-0.02,-0.01,-0.07,0.23,-0.03,-0.22,0.3,0.96,0.42,0.5,-0.08,0.09,0.91,1.31,2.22,0.15,0.06,0.85,0.25,1.06,1.11,0.51,9815,4895,4920
2203,Shane Battier,2004,0.15,1.11,-0.08,0.35,0.18,-0.44,-0.11,-0.51,-0.6,0.87,0.57,0.3,-0.02,1.24,-0.8,-0.11,1.05,-0.44,0.18,0.55,0.66,2.23,0.19,0.2,-0.01,-0.56,1.56,0.65,2.21,0.34,0.25,1.3,-0.21,0.86,0.85,-0.37,7611,3822,3789
56,Gary Payton,2004,0.27,0.11,1.22,0.58,-1.05,0.1,-0.17,-0.39,0.95,1.87,1.18,0.7,-1.22,0.79,0.01,0.79,-0.47,-0.54,0.27,-0.25,0.34,0.4,-0.61,-0.28,-0.34,0.47,1.97,0.23,2.2,0.63,-0.5,2.47,-0.05,0.28,0.65,-0.14,13545,6795,6750
2397,Yao Ming,2004,2.2,0.35,-1.16,0.88,0.55,0.66,0.62,0.66,1.53,-0.7,-0.2,-0.49,0.03,1.46,0.4,0.75,0.86,0.18,-0.27,-0.92,0.44,-0.14,-0.73,-0.43,-0.3,0.24,0.84,1.34,2.18,-0.32,0.23,0.61,0.14,1.21,-0.67,-0.49,10328,5175,5153
2403,Nene,2004,2.42,0.31,1.83,0.82,-1.86,0.5,0.03,0.22,0.48,-1.05,0.13,-1.18,-0.83,0.74,0.76,-0.5,-0.18,0.63,0.1,-0.14,-0.07,0.4,0.79,0.3,0.49,0.18,-0.19,2.29,2.1,-0.15,-1.25,1.06,1.06,1.23,-1.88,0.97,10067,5051,5016
