player_id,player_name,Latest_Year,oTS,oFT,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
2544,LeBron James,2012,3.91,1.04,0.23,0.75,0.02,0.16,-0.25,1.14,-0.08,0.86,0.16,0.71,-0.2,0.44,0.04,-0.06,0.47,-0.9,0.08,0.95,0.09,1.03,0.96,0.63,0.33,-0.24,4.78,1.05,5.83,0.1,-0.74,5.52,-0.16,1.21,0.66,0.72,12306,6177,6129
201933,Blake Griffin,2012,3.36,-0.47,1.31,1.06,0.99,0.34,-2.3,0.27,3.46,0.98,0.39,0.6,0.24,0.21,-0.16,0.54,-0.09,-0.47,-0.2,-0.07,0.39,0.19,0.5,0.27,0.23,-0.12,5.08,0.51,5.58,0.41,1.21,3.87,-0.11,0.62,1.22,0.38,10059,5019,5040
2225,Tony Parker,2012,2.67,0.54,-0.57,0.36,-0.42,0.58,0.99,1.26,1.23,0.85,0.34,0.51,-0.64,1.71,0.4,0.64,0.33,0.97,0.34,-1.6,-0.23,1.92,-0.05,-0.14,0.09,0.86,2.64,2.6,5.23,-0.17,-1.0,3.64,0.48,2.11,0.21,0.81,9086,4577,4509
201935,James Harden,2012,4.96,1.73,0.83,0.89,2.94,0.56,-3.78,0.61,1.48,0.51,0.39,0.12,0.31,-0.36,-0.39,-0.3,0.1,-0.48,0.16,0.78,0.08,0.43,0.25,-0.22,0.47,-0.41,5.86,-0.67,5.18,-0.08,-0.38,6.23,-0.92,0.25,0.82,-0.16,9747,4894,4853
708,Kevin Garnett,2012,1.74,0.34,-0.05,0.44,-1.47,0.31,1.52,0.77,4.33,1.12,0.59,0.52,-1.16,1.92,0.28,0.25,0.59,-0.42,0.39,0.17,0.15,1.02,0.41,0.25,0.16,0.09,1.67,2.61,4.28,0.16,-1.47,3.14,-0.32,2.93,-0.04,0.5,9352,4690,4662
1717,Dirk Nowitzki,2012,2.94,0.91,-1.48,0.83,0.27,0.28,1.21,1.35,2.05,0.3,0.13,0.17,-0.62,0.26,0.57,0.52,-0.32,-0.54,0.14,0.02,0.14,-0.46,-0.21,0.1,-0.31,0.98,2.84,1.21,4.06,0.41,-0.8,3.65,0.93,0.28,-0.32,0.77,8311,4169,4142
201959,Taj Gibson,2012,-0.99,-0.27,-0.13,-0.79,0.56,0.32,-0.43,-0.58,-0.24,-0.26,0.09,-0.36,1.8,2.81,-0.3,0.66,1.04,0.6,0.53,-1.26,0.66,1.85,0.28,0.33,-0.05,-0.22,1.28,2.74,4.02,0.6,1.57,-0.28,-0.21,2.94,1.54,0.06,5063,2510,2553
2548,Dwyane Wade,2012,2.3,0.68,2.12,0.68,-2.65,0.14,0.52,0.51,-0.26,0.61,-0.3,0.91,0.42,1.28,0.27,-0.23,0.94,0.07,-0.34,0.16,0.39,0.29,-0.07,0.06,-0.13,-0.46,2.92,1.05,3.97,-0.11,0.02,2.9,0.05,1.01,1.03,-0.53,9374,4708,4666
101108,Chris Paul,2012,2.01,0.28,-0.92,0.74,1.71,0.34,-0.79,0.61,0.76,1.24,0.71,0.53,0.18,-0.92,-0.78,0.36,-0.33,-0.78,0.03,0.42,-0.08,0.25,0.83,0.28,0.54,0.09,3.8,0.04,3.84,0.41,0.61,3.19,0.35,-0.31,1.42,0.92,9427,4715,4712
101122,Danny Granger,2012,0.77,0.44,-0.5,-0.7,-0.1,0.58,0.6,0.66,0.24,0.23,0.33,-0.1,1.15,1.25,-0.13,0.03,0.68,-0.04,0.3,0.01,0.02,1.01,-0.11,0.13,-0.24,-0.14,2.34,1.31,3.66,0.51,1.58,0.76,0.15,1.16,1.38,-0.25,9184,4578,4606
2757,Beno Udrih,2012,1.3,-0.26,0.6,-0.16,-0.67,0.91,0.07,-0.15,3.22,0.44,-0.09,0.53,-0.24,1.63,-0.13,0.53,0.52,-0.64,0.46,0.11,0.34,0.81,0.24,0.06,0.17,0.11,1.82,1.74,3.56,0.08,0.24,1.58,-0.07,1.81,0.2,0.35,4006,2008,1998
201583,Ryan Anderson,2012,1.19,-0.01,1.35,-0.04,4.92,0.37,-6.27,-0.63,3.71,0.76,0.42,0.34,0.73,-0.35,0.2,0.16,-0.09,-0.17,0.28,0.01,-0.62,0.75,0.6,0.25,0.35,0.09,3.04,0.4,3.44,0.42,1.83,1.2,0.28,0.12,1.49,0.69,7787,3911,3876
2588,Matt Bonner,2012,2.51,-0.26,0.32,1.0,3.13,1.08,-3.44,0.36,2.63,1.65,0.6,1.05,-1.41,0.73,0.25,1.6,0.32,-0.02,-0.06,-1.58,-0.38,0.91,-0.42,-0.51,0.1,0.38,3.05,0.33,3.37,-0.07,-0.62,3.66,0.14,0.19,0.24,-0.04,5551,2803,2748
201566,Russell Westbrook,2012,2.4,0.98,0.73,0.66,-0.8,0.31,0.07,0.27,-2.19,-0.01,0.22,-0.23,0.44,0.41,-0.11,-0.64,0.35,0.48,-0.03,0.16,0.78,1.17,0.06,-0.03,0.09,0.08,2.56,0.71,3.27,-0.11,0.46,2.1,-0.11,0.82,0.43,0.14,11916,5996,5920
201565,Derrick Rose,2012,1.62,0.47,1.09,-0.17,0.14,0.41,-1.24,0.48,0.47,0.26,0.27,-0.01,0.65,1.01,0.23,-0.42,0.47,0.72,0.09,-0.3,0.21,0.12,-0.51,-0.12,-0.39,0.26,2.52,0.74,3.26,-0.03,0.68,1.84,0.03,0.71,0.91,-0.25,5185,2599,2586
2730,Dwight Howard,2012,2.32,-0.71,-0.12,0.52,1.87,0.92,-1.75,-0.61,-0.3,-1.75,-0.8,-0.95,-0.17,1.87,0.21,1.5,0.42,-0.35,-0.06,-1.16,0.34,0.21,-0.65,-0.13,-0.52,0.73,1.29,1.82,3.11,0.76,-0.9,2.19,0.29,1.53,-1.92,0.08,7386,3702,3684
201939,Stephen Curry,2012,1.87,-0.37,-1.32,0.17,1.46,0.72,-0.14,0.7,2.48,0.12,-0.06,0.18,-0.2,0.82,0.09,0.67,0.29,-0.59,-0.14,-0.08,0.24,0.04,0.51,0.26,0.25,-0.17,1.79,1.28,3.07,0.12,-0.31,2.09,-0.65,1.93,-0.08,0.34,2819,1418,1401
1495,Tim Duncan,2012,0.24,0.03,-0.2,0.49,-2.1,0.29,2.3,0.14,0.34,1.01,0.06,0.95,-0.52,1.74,0.55,0.62,0.75,0.67,-0.16,-1.29,0.05,1.32,-0.27,-0.22,-0.04,0.87,0.49,2.54,3.03,-0.04,0.3,0.18,0.73,1.82,0.49,0.6,7910,3996,3914
2746,Josh Smith,2012,1.8,-0.34,0.77,0.73,0.02,0.56,-0.79,0.03,1.99,0.24,-0.3,0.55,-0.35,0.49,0.2,-0.35,0.13,0.33,-0.15,0.01,0.35,0.44,0.5,0.19,0.3,0.2,1.65,1.36,3.01,0.13,0.19,1.46,0.63,0.73,-0.11,0.7,9203,4611,4592
1938,Manu Ginobili,2012,3.96,0.44,2.37,1.25,2.28,0.4,-4.65,0.58,3.98,0.08,-0.41,0.49,-0.5,-0.3,0.2,-0.1,0.03,-0.56,0.06,0.66,-0.32,0.15,-0.21,-0.15,-0.05,0.05,3.86,-0.95,2.91,-0.17,-0.06,3.92,-0.1,-0.85,-0.42,-0.16,4618,2320,2298
201152,Thaddeus Young,2012,1.76,0.09,-0.83,0.73,-1.21,0.9,2.04,0.41,1.61,1.64,0.92,0.72,-0.72,-0.0,-0.13,0.09,0.06,0.41,0.33,-0.5,-0.3,1.12,-0.04,0.02,-0.07,0.4,2.9,-0.09,2.81,-0.23,0.22,2.68,-0.07,-0.02,0.92,0.36,7512,3762,3750
201188,Marc Gasol,2012,0.56,-0.02,-0.16,0.41,-1.54,0.19,1.7,0.09,1.16,0.27,0.11,0.17,-0.11,0.99,0.03,0.33,0.09,-0.16,0.02,-0.16,0.62,0.73,0.87,0.35,0.52,0.21,0.56,2.19,2.75,-0.04,-1.07,1.63,-0.06,2.25,0.16,1.08,9685,4864,4821
201980,Danny Green,2012,0.71,0.17,0.45,-0.1,0.61,0.83,-1.06,-0.8,0.03,0.43,-0.04,0.47,-0.16,1.01,0.28,0.16,0.43,-0.54,-0.12,0.37,0.09,0.86,-0.43,-0.47,0.05,0.82,1.39,1.27,2.66,0.28,-0.19,1.58,0.92,0.35,0.27,0.39,6839,3435,3404
2736,Luol Deng,2012,0.1,-0.32,0.36,-0.35,-0.22,0.7,-0.14,-0.2,-0.18,-0.24,-0.25,0.01,0.56,1.25,0.19,0.09,1.17,0.87,0.11,-0.96,-0.18,1.5,-0.1,0.25,-0.35,0.78,0.8,1.84,2.64,0.29,1.12,-0.32,0.12,1.71,0.32,0.68,8444,4215,4229
202327,Ekpe Udoh,2012,-0.14,-0.47,-1.59,-0.26,-0.31,0.93,1.9,0.25,1.08,0.82,0.79,0.03,0.05,1.12,-0.25,0.57,0.53,-0.28,0.16,-0.29,0.33,0.9,0.2,-0.22,0.42,0.07,0.82,1.79,2.6,0.48,-0.34,1.16,0.03,1.76,0.87,0.27,4893,2453,2440
202339,Eric Bledsoe,2012,2.19,-0.78,0.01,0.12,0.34,0.06,-0.35,0.15,0.12,-0.38,-0.06,-0.32,-0.36,0.54,0.23,0.4,-0.11,-0.5,0.11,0.1,0.09,0.17,0.66,0.54,0.13,0.21,1.32,1.27,2.6,-0.26,-0.36,1.68,0.4,0.87,-0.74,0.87,2340,1162,1178
202391,Jeremy Lin,2012,1.55,0.56,3.12,0.1,-1.7,-0.52,-1.42,0.44,-0.1,-0.33,-0.62,0.29,0.67,0.73,-0.05,-0.56,0.39,0.15,0.18,0.41,-0.01,0.81,-0.09,-0.0,-0.08,0.07,1.69,0.9,2.59,-0.01,-0.03,1.72,-0.21,1.11,0.34,-0.02,3636,1835,1801
2034,Mike Miller,2012,1.84,-0.12,0.34,0.11,1.0,0.58,-1.34,0.38,0.69,0.12,0.51,-0.39,0.38,-0.18,-0.13,0.68,0.13,-0.78,-0.03,0.1,0.01,-0.16,-0.04,-0.2,0.16,-0.29,3.04,-0.53,2.52,0.69,0.12,2.92,0.01,-0.54,0.5,-0.33,4030,2022,2008
2754,Tony Allen,2012,-0.04,0.54,1.6,-0.74,-2.57,-0.2,0.97,0.4,-1.95,-0.51,-0.08,-0.43,1.15,0.94,0.12,0.15,0.1,0.08,-0.15,-0.22,0.59,1.2,1.11,0.83,0.28,0.15,0.18,2.3,2.49,-0.31,-0.12,0.3,0.01,2.29,0.64,1.26,6246,3107,3139
2216,Zach Randolph,2012,1.07,-0.06,0.23,-0.36,-0.32,0.32,0.09,0.42,0.17,-0.43,-0.38,-0.04,1.61,-0.21,-0.07,-0.57,-0.02,-0.22,0.2,0.79,-0.07,0.08,0.09,-0.05,0.14,0.52,1.99,0.45,2.44,-0.21,1.37,0.63,0.22,0.22,1.18,0.61,3566,1793,1773
101150,Lou Williams,2012,0.74,0.65,-1.28,0.09,-0.24,-0.27,1.52,1.1,-1.5,1.3,0.4,0.9,-0.83,1.0,-0.09,0.23,-0.03,0.95,-0.04,-1.18,0.68,1.54,-0.5,-0.29,-0.21,0.6,1.95,0.44,2.4,0.09,-0.36,2.31,-0.3,0.75,0.47,0.1,7500,3784,3716
2749,Jameer Nelson,2012,1.97,-0.44,0.63,0.5,2.35,0.49,-2.97,0.04,2.35,0.82,0.37,0.46,0.44,-0.83,-0.2,0.66,-0.21,-0.33,-0.15,-0.33,-0.19,-0.12,-0.5,-0.09,-0.41,0.42,3.1,-0.72,2.38,0.06,0.94,2.16,0.35,-1.07,1.26,-0.08,6599,3310,3289
200765,Rajon Rondo,2012,0.58,-0.22,0.23,0.26,-0.72,0.27,0.48,0.27,2.84,1.29,-0.23,1.51,-0.45,0.51,0.01,-0.32,0.43,-0.18,0.55,0.5,0.18,0.74,0.51,0.58,-0.07,-0.28,1.4,0.97,2.37,0.21,-0.57,1.97,-0.35,1.32,0.84,0.23,10266,5137,5129
