player_id,player_name,Latest_Year,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
2544,LeBron James,2012,0.230,0.750,0.020,0.160,-0.250,1.140,-0.080,4.430,3.530,0.900,0.604,0.012,0.592,-0.254,-0.060,0.470,-0.900,0.080,0.950,0.090,1.030,0.540,0.450,0.090,0.771,0.521,0.250,-0.261,5.034,1.311,4.780,1.050,5.830,0.000,12306,6177,6129
201933,Blake Griffin,2012,1.310,1.060,0.990,0.340,-2.300,0.270,3.460,2.170,2.540,-0.370,0.963,0.487,0.476,1.947,0.540,-0.090,-0.470,-0.200,-0.070,0.390,0.190,0.110,0.210,-0.100,0.310,0.092,0.218,0.090,3.133,0.420,5.080,0.510,5.580,-0.010,10059,5019,5040
2225,Tony Parker,2012,-0.570,0.360,-0.420,0.580,0.990,1.260,1.230,3.090,2.670,0.420,0.649,0.214,0.435,-1.099,0.640,0.330,0.970,0.340,-1.600,-0.230,1.920,2.260,1.940,0.320,-0.033,-0.076,0.043,0.373,3.739,2.227,2.640,2.600,5.230,-0.010,9086,4577,4509
201935,James Harden,2012,0.830,0.890,2.940,0.560,-3.780,0.610,1.480,5.990,4.380,1.610,0.746,0.394,0.352,-0.876,-0.300,0.100,-0.480,0.160,0.780,0.080,0.430,0.060,0.390,-0.330,0.184,-0.174,0.358,-0.914,6.736,0.244,5.860,-0.670,5.180,-0.010,9747,4894,4853
708,Kevin Garnett,2012,-0.050,0.440,-1.470,0.310,1.520,0.770,4.330,2.320,1.930,0.390,0.839,0.476,0.363,-1.489,0.250,0.590,-0.420,0.390,0.170,0.150,1.020,2.440,2.200,0.240,0.287,0.168,0.119,-0.117,3.159,2.727,1.670,2.610,4.280,0.000,9352,4690,4662
1717,Dirk Nowitzki,2012,-1.480,0.830,0.270,0.280,1.210,1.350,2.050,3.670,2.910,0.760,0.423,0.178,0.245,-1.253,0.520,-0.320,-0.540,0.140,0.020,0.140,-0.460,0.470,-0.240,0.710,-0.215,0.029,-0.244,0.955,4.093,0.255,2.840,1.210,4.060,0.010,8311,4169,4142
201959,Taj Gibson,2012,-0.130,-0.790,0.560,0.320,-0.430,-0.580,-0.240,-0.840,-0.820,-0.020,-0.089,0.053,-0.142,2.209,0.660,1.040,0.600,0.530,-1.260,0.660,1.850,3.040,3.340,-0.300,0.078,0.183,-0.105,-0.378,-0.929,3.118,1.280,2.740,4.020,-0.000,5063,2510,2553
2548,Dwyane Wade,2012,2.120,0.680,-2.650,0.140,0.520,0.510,-0.260,2.110,1.670,0.440,0.706,-0.147,0.853,0.104,-0.230,0.940,0.070,-0.340,0.160,0.390,0.290,1.480,1.200,0.280,-0.265,-0.045,-0.220,-0.165,2.816,1.215,2.920,1.050,3.970,-0.000,9374,4708,4666
101108,Chris Paul,2012,-0.920,0.740,1.710,0.340,-0.790,0.610,0.760,2.220,1.860,0.360,0.848,0.495,0.353,0.732,0.360,-0.330,-0.780,0.030,0.420,-0.080,0.250,-1.210,-0.460,-0.750,0.718,0.243,0.475,0.532,3.068,-0.492,3.800,0.040,3.840,0.000,9427,4715,4712
101122,Danny Granger,2012,-0.500,-0.700,-0.100,0.580,0.600,0.660,0.240,0.780,0.570,0.210,0.149,0.219,-0.070,1.411,0.030,0.680,-0.040,0.300,0.010,0.020,1.010,1.620,1.610,0.010,-0.160,0.046,-0.206,-0.150,0.929,1.460,2.340,1.310,3.660,0.010,9184,4578,4606
