player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_BASELINE,oALT_EFG_ATOMS_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_FT_FREQ,oALT_FT_SEVERITY,oALT_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_TOV_VALUE_bp,oALT_TOV_VALUE_sc,oALT_TOV_VALUE_split,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dALT_EFG_VALUE,dALT_EFG_BASELINE,dALT_EFG_ATOMS_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_FT_FREQ,dALT_FT_SEVERITY,dALT_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_TOV_VALUE_bp,dALT_TOV_VALUE_sc,dALT_TOV_VALUE_split,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nALT_EFG_VALUE,nALT_EFG_BASELINE,nALT_EFG_ATOMS_VALUE,nALT_EFG_RIM,nALT_EFG_RIM_FREQ,nALT_EFG_RIM_FG,nALT_EFG_MID,nALT_EFG_MID_FREQ,nALT_EFG_MID_FG,nALT_EFG_THREE,nALT_EFG_THREE_FREQ,nALT_EFG_THREE_FG,nALT_FT,nALT_FT_FREQ,nALT_FT_SEVERITY,nALT_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nALT_TOV_LOSS_VALUE,nALT_TOV_VALUE_bp,nALT_TOV_VALUE_sc,nALT_TOV_VALUE_split,nALT_BADPASS_TOV_VALUE,nALT_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
708,Kevin Garnett,2004,4.022,0.155,3.867,0.665,-0.269,0.934,3.275,-0.421,3.696,-0.073,-0.168,0.095,0.344,0.022,0.323,0.534,0.672,0.672,4.9,5.572,0.0,0.534,0.25,0.284,0.534,0.25,0.284,6.848,0.644,2.447,-0.093,2.54,1.514,0.266,1.248,0.691,0.259,0.432,0.335,-0.007,0.342,0.473,0.477,-0.006,0.333,0.582,0.582,3.253,3.835,0.0,0.333,0.299,0.034,0.333,0.299,0.034,1.788,0.989,6.469,0.062,6.407,2.179,-0.003,2.182,3.966,-0.162,4.128,0.262,-0.176,0.438,0.816,0.499,0.316,0.867,1.253,1.253,9.407,0.001,0.867,0.55,0.317,0.867,0.55,0.317,8.635,1.633,5.572,3.835,9.408,66624,33403,33221
1495,Tim Duncan,2004,2.355,0.468,1.887,0.842,-0.116,0.958,0.9,-0.133,1.033,0.145,-0.044,0.189,-0.111,0.568,-0.682,-0.054,0.918,0.918,2.19,3.108,0.0,-0.054,-0.297,0.243,-0.054,-0.297,0.243,2.379,0.36,3.586,-0.153,3.739,1.824,0.202,1.622,1.67,0.403,1.267,0.245,0.074,0.171,0.693,0.707,-0.018,-0.663,1.061,1.061,3.616,4.677,0.0,-0.663,-0.248,-0.415,-0.663,-0.248,-0.415,3.251,1.193,5.94,0.315,5.625,2.665,0.086,2.579,2.57,0.27,2.3,0.39,0.03,0.36,0.582,1.275,-0.7,-0.717,1.979,1.979,7.785,0.0,-0.717,-0.545,-0.172,-0.717,-0.545,-0.172,5.63,1.553,3.108,4.677,7.785,64709,32446,32263
304,John Stockton,2004,3.004,-0.089,3.093,1.752,0.909,0.843,1.374,0.3,1.074,-0.033,-0.17,0.137,0.756,0.21,0.543,0.494,0.36,0.36,4.254,4.614,0.0,0.494,0.131,0.363,0.494,0.131,0.363,4.896,2.149,0.67,-0.005,0.675,0.064,0.203,-0.139,0.426,-0.006,0.432,0.185,-0.072,0.257,-0.094,0.031,-0.133,1.355,0.903,0.903,1.931,2.834,0.0,1.355,0.358,0.997,1.355,0.358,0.997,1.329,0.533,3.675,-0.094,3.769,1.816,1.112,0.704,1.801,0.295,1.506,0.152,-0.242,0.394,0.661,0.241,0.411,1.849,1.263,1.263,7.448,0.0,1.849,0.489,1.36,1.849,0.489,1.36,6.225,2.682,4.614,2.834,7.448,39290,19644,19646
406,Shaquille O'Neal,2004,6.733,0.641,6.092,3.914,1.007,2.907,0.836,0.294,0.542,1.342,-0.212,1.554,-1.273,1.323,-2.594,-0.432,0.42,0.42,5.028,5.448,0.0,-0.432,-0.663,0.231,-0.432,-0.663,0.231,6.587,3.546,2.109,-0.38,2.489,0.898,0.725,0.173,1.543,0.718,0.825,0.048,-0.002,0.05,1.037,1.179,-0.139,-1.463,-0.141,-0.141,1.683,1.542,0.0,-1.463,-0.642,-0.821,-1.463,-0.642,-0.821,0.006,1.165,8.842,0.261,8.581,4.812,1.732,3.08,2.379,1.012,1.367,1.39,-0.214,1.604,-0.236,2.502,-2.733,-1.895,0.28,0.28,6.99,0.0,-1.895,-1.305,-0.59,-1.895,-1.305,-0.59,6.592,4.711,5.448,1.542,6.99,66209,33253,32956
1717,Dirk Nowitzki,2004,3.445,0.412,3.033,1.072,0.092,0.98,0.943,0.189,0.754,1.018,0.108,0.91,1.095,0.294,0.791,1.04,-0.17,-0.17,5.58,5.41,0.0,1.04,0.118,0.922,1.04,0.118,0.922,2.233,0.338,0.259,-0.128,0.387,-0.138,-0.149,0.011,0.311,0.007,0.304,0.214,-0.052,0.266,0.526,0.584,-0.067,0.182,0.247,0.247,0.967,1.214,0.0,0.182,0.259,-0.077,0.182,0.259,-0.077,-0.91,-0.588,3.705,0.284,3.421,0.934,-0.057,0.991,1.255,0.196,1.059,1.232,0.056,1.176,1.62,0.878,0.724,1.222,0.077,0.077,6.624,-0.0,1.222,0.377,0.845,1.222,0.377,0.845,1.323,-0.25,5.41,1.214,6.624,64712,32404,32308
1713,Vince Carter,2004,2.429,0.1,2.329,0.877,-0.316,1.193,0.443,-0.072,0.515,1.009,0.135,0.874,-0.177,-0.339,0.167,1.432,1.562,1.562,3.684,5.246,0.0,1.432,0.736,0.696,1.432,0.736,0.696,4.049,0.218,1.194,-0.116,1.31,0.624,0.049,0.575,0.272,0.026,0.246,0.414,-0.002,0.416,-0.021,-0.041,0.017,-0.054,-0.111,-0.111,1.119,1.008,0.0,-0.054,0.034,-0.088,-0.054,0.034,-0.088,1.828,0.458,3.624,-0.016,3.64,1.501,-0.267,1.768,0.716,-0.045,0.761,1.423,0.133,1.29,-0.198,-0.38,0.184,1.378,1.451,1.451,6.254,0.0,1.378,0.769,0.609,1.378,0.769,0.609,5.878,0.676,5.246,1.008,6.254,50418,25211,25207
739,Rasheed Wallace,2004,3.662,0.246,3.416,1.286,0.139,1.147,1.88,0.045,1.835,0.25,0.05,0.2,-0.29,-0.208,-0.091,-0.622,-0.406,-0.406,2.75,2.344,0.0,-0.622,-0.813,0.191,-0.622,-0.813,0.191,5.873,1.157,2.467,-0.137,2.604,0.935,0.159,0.776,1.589,0.055,1.534,0.08,-0.096,0.176,0.338,0.375,-0.034,0.421,0.324,0.324,3.226,3.55,0.0,0.421,-0.147,0.568,0.421,-0.147,0.568,0.871,0.496,6.13,0.109,6.021,2.222,0.299,1.923,3.47,0.1,3.37,0.329,-0.047,0.376,0.048,0.167,-0.126,-0.202,-0.082,-0.082,5.894,0.0,-0.202,-0.96,0.758,-0.202,-0.96,0.758,6.744,1.653,2.344,3.55,5.894,57599,28820,28779
1718,Paul Pierce,2004,3.446,0.173,3.273,0.407,0.206,0.201,1.669,0.848,0.821,1.197,0.339,0.858,1.494,1.21,0.277,0.367,-1.533,-1.533,5.307,3.774,-0.0,0.367,0.239,0.128,0.367,0.239,0.128,0.852,0.154,-0.288,-0.231,-0.057,0.666,0.247,0.419,-0.279,0.02,-0.299,-0.444,-0.15,-0.294,0.125,0.243,-0.119,0.941,0.871,0.871,0.778,1.649,0.0,0.941,0.619,0.322,0.941,0.619,0.322,-0.396,0.77,3.159,-0.058,3.217,1.073,0.453,0.62,1.391,0.868,0.523,0.753,0.189,0.564,1.619,1.453,0.159,1.308,-0.662,-0.662,5.423,0.0,1.308,0.858,0.45,1.308,0.858,0.45,0.455,0.924,3.774,1.649,5.423,63659,31870,31789
1905,Andrei Kirilenko,2004,1.256,-0.159,1.415,1.041,0.534,0.507,0.33,0.565,-0.235,0.044,-0.045,0.089,1.008,1.16,-0.159,-0.221,1.271,1.271,2.043,3.314,0.0,-0.221,-0.332,0.111,-0.221,-0.332,0.111,0.018,1.113,1.6,-0.066,1.666,1.393,-0.192,1.585,0.14,-0.187,0.327,0.133,0.091,0.042,-1.015,-0.933,-0.079,1.086,0.008,0.008,1.671,1.679,-0.0,1.086,0.329,0.757,1.086,0.329,0.757,3.838,0.474,2.855,-0.225,3.08,2.433,0.341,2.092,0.47,0.378,0.092,0.177,0.046,0.131,-0.007,0.227,-0.238,0.865,1.279,1.279,4.993,0.0,0.865,-0.003,0.868,0.865,-0.003,0.868,3.856,1.587,3.314,1.679,4.993,27900,13965,13935
467,Jason Kidd,2004,-0.078,0.123,-0.201,0.279,0.267,0.012,-0.338,0.464,-0.802,-0.142,0.091,-0.233,1.072,0.972,0.099,0.848,0.914,0.914,1.842,2.756,-0.0,0.848,-0.112,0.96,0.848,-0.112,0.96,3.36,1.352,1.29,-0.046,1.336,0.683,0.118,0.565,0.693,-0.004,0.697,-0.04,-0.015,-0.025,-0.2,-0.317,0.116,0.875,0.272,0.272,1.965,2.237,0.0,0.875,0.444,0.431,0.875,0.444,0.431,2.306,0.315,1.211,0.077,1.134,0.961,0.384,0.577,0.355,0.46,-0.105,-0.182,0.076,-0.258,0.872,0.654,0.214,1.723,1.187,1.187,4.993,0.0,1.723,0.332,1.391,1.723,0.332,1.391,5.666,1.668,2.756,2.237,4.993,64352,32277,32075
