player_id,player_name,Latest_Year,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
406,Shaquille O'Neal,2001,2.060,2.410,0.010,0.360,-2.060,1.120,4.790,3.940,4.630,-0.690,0.180,-0.118,0.298,1.750,1.800,0.260,0.190,-0.220,-1.990,-0.370,-0.320,0.910,0.580,0.330,-0.519,-0.176,-0.343,-0.321,4.120,0.391,5.870,0.070,5.940,0.000,13552,6806,6746
304,John Stockton,2001,2.820,1.200,-0.890,0.410,-1.930,0.660,4.230,2.870,2.350,0.520,0.127,-0.367,0.494,0.453,0.290,-0.370,-0.210,0.380,-0.080,0.520,2.020,1.030,1.250,-0.220,0.751,0.405,0.346,0.239,2.997,1.781,3.450,2.020,5.470,0.000,9530,4768,4762
1495,Tim Duncan,2001,-0.640,1.130,0.030,0.980,0.600,0.150,0.540,1.420,1.740,-0.320,0.201,-0.125,0.326,0.569,0.890,1.250,0.360,0.210,-1.250,0.490,2.170,2.640,2.360,0.280,-0.029,-0.005,-0.024,0.479,1.621,2.611,2.190,3.090,5.280,0.000,13563,6788,6775
1717,Dirk Nowitzki,2001,0.220,0.520,1.990,0.820,-2.210,0.180,-0.120,2.580,1.790,0.790,0.734,0.010,0.724,-0.934,-0.600,0.370,-0.100,0.460,0.710,0.270,0.860,1.460,1.150,0.310,0.396,0.389,0.007,-0.126,3.314,1.856,2.380,1.730,4.110,0.000,13390,6708,6682
977,Kobe Bryant,2001,-0.130,0.820,-0.330,-0.350,0.460,0.890,-1.180,1.480,0.980,0.500,0.480,0.307,0.173,0.580,0.540,0.100,-0.220,-0.090,-0.310,0.490,2.100,1.400,1.420,-0.020,-0.327,0.091,-0.418,0.327,1.960,1.073,2.540,1.400,3.940,0.000,12956,6501,6455
951,Ray Allen,2001,-0.790,0.320,2.490,0.940,-1.700,0.640,2.760,3.680,3.170,0.510,0.437,0.233,0.204,0.003,-0.800,0.620,-0.260,-0.200,1.060,0.260,-0.300,0.030,0.230,-0.200,-0.027,0.101,-0.128,-0.303,4.117,0.003,4.120,-0.300,3.830,0.010,14074,7055,7019
1890,Shawn Marion,2001,-0.440,0.260,-1.280,-0.660,1.720,0.540,0.320,0.860,0.430,0.430,0.177,-0.116,0.293,-0.097,-0.190,0.560,0.690,0.080,-0.510,0.330,2.160,1.900,1.840,0.060,0.762,0.603,0.159,0.158,1.037,2.662,0.940,2.820,3.760,0.000,11435,5714,5721
1713,Vince Carter,2001,0.050,0.270,0.880,0.620,-0.930,-0.330,2.400,0.810,0.930,-0.120,0.830,0.169,0.661,1.820,0.000,0.670,0.240,-0.160,-0.240,-0.380,-0.050,-0.120,-0.310,0.190,-0.151,-0.030,-0.121,0.521,1.640,-0.271,3.460,0.250,3.710,0.000,13062,6554,6508
947,Allen Iverson,2001,0.800,2.130,-0.390,-0.360,-0.410,-1.150,-2.020,1.330,0.490,0.840,1.069,0.429,0.640,0.281,0.480,-0.680,0.010,0.280,-0.490,0.780,0.590,0.300,0.050,0.250,0.342,0.008,0.334,0.318,2.399,0.642,2.680,0.960,3.640,0.000,14692,7372,7320
1503,Tracy McGrady,2001,-0.320,-0.070,0.280,0.120,0.040,0.480,0.500,0.970,0.980,-0.010,1.442,0.181,1.261,0.038,-0.060,0.180,0.050,0.110,0.000,0.440,1.310,0.680,1.170,-0.490,0.768,0.532,0.236,-0.578,2.412,1.448,2.450,0.870,3.320,0.000,12483,6252,6231
1740,Rashard Lewis,2001,0.600,0.700,0.700,1.250,-1.310,-0.270,3.300,2.890,2.760,0.130,0.509,0.387,0.122,0.621,1.000,-0.470,-1.290,0.050,0.300,-0.460,-0.580,-0.380,-0.650,0.270,-0.229,-0.065,-0.164,-0.101,3.399,-0.609,4.020,-0.710,3.310,0.000,10299,5179,5120
896,Tim Hardaway,2001,-1.060,-0.550,3.150,0.300,-2.090,0.820,1.470,1.340,1.450,-0.110,0.798,0.730,0.068,0.002,1.260,0.160,-0.610,0.220,-0.650,-0.170,1.920,0.820,0.970,-0.150,0.303,0.090,0.213,0.047,2.138,1.123,2.140,1.170,3.310,0.000,9436,4730,4706
1889,Andre Miller,2001,1.140,-0.150,-1.600,-0.220,0.460,0.920,0.940,2.560,2.130,0.430,0.129,0.053,0.076,0.031,0.330,0.160,-0.250,-0.040,-0.080,0.200,-0.680,0.640,0.620,0.020,-0.202,0.036,-0.238,0.132,2.689,0.438,2.720,0.570,3.280,-0.010,10639,5325,5314
1507,Derek Anderson,2001,0.300,0.360,0.720,1.200,-1.020,0.220,1.080,1.750,1.010,0.740,0.707,0.228,0.479,-0.287,0.720,0.760,0.560,0.380,-1.270,-0.100,0.850,1.050,0.710,0.340,-0.405,-0.019,-0.386,0.455,2.457,0.645,2.170,1.100,3.270,0.000,11247,5652,5595
198,Danny Ferry,2001,-1.270,0.650,0.430,0.870,0.840,0.710,2.520,2.240,2.550,-0.310,-0.323,0.011,-0.334,-0.127,0.620,0.690,0.130,0.160,-0.750,0.130,1.710,1.320,1.140,0.180,-0.343,-0.117,-0.226,0.263,1.917,0.977,1.790,1.240,3.020,-0.010,7418,3703,3715
965,Derek Fisher,2001,0.500,-0.650,0.150,0.700,-0.650,-0.200,1.820,0.330,0.270,0.060,0.429,0.187,0.242,0.741,0.920,0.020,-0.680,-0.030,-0.240,-0.300,0.140,0.210,0.320,-0.110,0.416,0.165,0.251,0.874,0.759,0.626,1.500,1.500,3.000,0.000,4832,2427,2405
252,Karl Malone,2001,1.740,0.300,-0.260,0.380,-1.480,0.340,2.800,3.300,1.410,1.890,0.501,0.210,0.291,-0.901,-0.000,-0.080,-0.810,0.160,0.810,-0.490,0.680,-0.960,-0.420,-0.540,0.434,-0.043,0.477,0.596,3.801,-0.526,2.900,0.070,2.970,0.000,11461,5729,5732
389,Toni Kukoc,2001,0.980,1.440,1.620,0.750,-2.600,0.280,1.500,3.230,3.130,0.100,-0.644,-0.300,-0.344,0.524,-0.090,-0.630,-0.020,0.220,0.110,0.170,-0.000,0.500,0.500,-0.000,0.187,0.188,-0.001,-0.947,2.586,0.687,3.110,-0.260,2.850,0.000,6018,3029,2989
281,Scott Williams,2001,-1.100,0.030,-1.260,0.660,2.350,0.380,1.880,0.110,0.310,-0.200,0.648,0.321,0.327,0.262,-0.430,0.300,0.200,0.240,0.230,-0.180,-0.150,1.150,0.800,0.350,0.937,0.665,0.272,-0.267,0.758,2.087,1.020,1.820,2.850,0.010,5971,2999,2972
1749,Cuttino Mobley,2001,0.720,0.580,1.700,0.450,-2.430,-0.310,-0.660,2.160,1.440,0.720,1.230,0.690,0.540,-0.070,0.820,0.150,0.380,0.020,-1.200,-0.290,0.580,0.360,0.280,0.080,-0.446,-0.375,-0.071,-0.414,3.390,-0.086,3.320,-0.500,2.810,-0.010,11101,5555,5546
243,Aaron McKie,2001,0.460,1.210,0.050,-0.390,-0.510,0.520,-0.450,1.660,1.190,0.470,0.037,0.084,-0.047,0.423,1.020,-0.270,-1.270,0.280,0.250,0.200,0.430,-0.430,-0.430,-0.000,0.129,0.336,-0.207,0.961,1.697,-0.301,2.120,0.660,2.790,0.010,12099,6072,6027
2032,Darius Miles,2001,3.030,0.830,-0.410,-0.130,-2.610,-0.090,-0.740,1.770,1.860,-0.090,-0.195,-0.490,0.295,-0.295,-0.120,0.480,0.080,0.510,0.030,0.460,0.700,2.040,1.790,0.250,-0.145,-0.001,-0.144,-0.505,1.575,1.895,1.280,1.390,2.670,-0.000,7959,3968,3991
1884,Baron Davis,2001,0.650,-0.200,0.690,0.250,-1.340,-0.700,1.310,-1.010,-0.900,-0.110,0.816,0.553,0.263,1.664,-0.240,0.480,0.170,0.020,0.080,0.480,0.050,0.840,0.630,0.210,0.524,0.439,0.085,-0.334,-0.194,1.364,1.470,1.030,2.500,0.000,12474,6234,6240
1112,Ben Wallace,2001,1.490,-1.000,-0.870,0.280,-0.620,0.360,-0.240,-1.170,-0.310,-0.860,0.098,-0.028,0.126,1.732,-0.300,0.930,0.010,0.100,0.290,0.250,0.040,1.060,0.660,0.400,0.110,-0.087,0.197,0.610,-1.072,1.170,0.660,1.780,2.430,-0.010,11349,5675,5674
