player_id,player_name,Latest_Year,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
708,Kevin Garnett,2005,4.406,4.401,4.397,0.004,0.009,0.951,-0.242,1.193,3.898,-0.452,-0.486,0.034,0.495,0.191,0.305,0.722,-0.082,-0.082,5.623,5.541,0.0,0.722,0.51,0.212,0.722,0.51,0.212,6.971,0.638,2.039,2.048,2.061,-0.013,-0.022,1.559,0.437,1.122,0.35,0.152,-0.096,0.248,0.418,0.347,0.07,-0.125,0.818,0.818,2.332,3.15,-0.0,-0.125,0.079,-0.204,-0.125,0.079,-0.204,1.629,0.95,6.445,6.449,6.458,-0.009,-0.013,2.51,0.195,2.315,4.248,-0.3,-0.582,0.282,0.913,0.538,0.375,0.597,0.736,0.736,8.691,0.001,0.597,0.589,0.008,0.597,0.589,0.008,8.6,1.588,5.541,3.15,8.692,52489,26350,26139
1495,Tim Duncan,2005,2.75,2.729,2.737,-0.008,0.013,0.959,0.039,0.92,1.781,-0.003,-0.088,0.085,0.168,0.716,-0.547,-0.169,0.676,0.676,2.749,3.425,-0.0,-0.169,-0.44,0.271,-0.169,-0.44,0.271,2.592,0.84,3.897,3.892,3.898,-0.006,-0.001,2.045,0.254,1.791,1.119,0.734,0.207,0.527,0.719,0.673,0.049,-0.435,0.767,0.767,4.181,4.948,0.0,-0.435,-0.193,-0.242,-0.435,-0.193,-0.242,2.84,0.962,6.647,6.621,6.635,-0.014,0.012,3.004,0.293,2.711,2.9,0.731,0.119,0.612,0.887,1.389,-0.498,-0.604,1.443,1.443,8.373,-0.001,-0.604,-0.633,0.029,-0.604,-0.633,0.029,5.432,1.802,3.425,4.948,8.372,51223,25708,25515
406,Shaquille O'Neal,2005,6.931,6.937,6.934,0.003,-0.003,4.924,1.868,3.056,1.015,0.995,-0.416,1.411,-1.126,1.411,-2.541,-0.523,-0.25,-0.25,5.282,5.032,0.0,-0.523,-0.636,0.113,-0.523,-0.636,0.113,5.655,3.688,2.073,2.074,2.083,-0.009,-0.01,1.381,1.173,0.208,0.792,-0.09,0.163,-0.253,0.539,0.703,-0.162,-1.454,0.66,0.66,1.158,1.818,0.0,-1.454,-0.668,-0.786,-1.454,-0.668,-0.786,0.321,1.027,9.004,9.011,9.017,-0.006,-0.013,6.305,3.041,3.264,1.807,0.905,-0.253,1.158,-0.587,2.114,-2.703,-1.977,0.41,0.41,6.85,0.0,-1.977,-1.304,-0.673,-1.977,-1.304,-0.673,5.976,4.715,5.032,1.818,6.85,47198,23709,23489
1905,Andrei Kirilenko,2005,2.095,2.073,2.07,0.003,0.025,1.838,1.033,0.805,0.135,0.097,0.034,0.063,1.607,1.462,0.139,-0.18,0.823,0.823,3.522,4.345,0.0,-0.18,-0.391,0.211,-0.18,-0.391,0.211,0.826,1.46,1.905,1.905,1.899,0.006,0.006,1.683,-0.246,1.929,0.021,0.195,0.092,0.103,-0.9,-0.855,-0.038,1.113,0.186,0.186,2.118,2.304,0.0,1.113,0.27,0.843,1.113,0.27,0.843,4.048,0.851,4.0,3.979,3.969,0.01,0.031,3.521,0.787,2.734,0.156,0.292,0.126,0.166,0.707,0.607,0.101,0.933,1.009,1.009,6.649,0.0,0.933,-0.121,1.054,0.933,-0.121,1.054,4.874,2.311,4.345,2.304,6.649,32856,16449,16407
1884,Baron Davis,2005,3.135,3.116,3.131,-0.015,0.004,1.903,1.21,0.693,-0.37,1.598,1.179,0.419,0.385,0.563,-0.178,1.41,0.367,0.367,4.93,5.297,0.0,1.41,0.383,1.027,1.41,0.383,1.027,1.502,1.473,2.383,2.38,2.358,0.022,0.025,1.082,-0.248,1.33,0.592,0.684,-0.024,0.708,-0.289,-0.198,-0.096,0.675,-1.565,-1.565,2.769,1.204,-0.0,0.675,0.177,0.498,0.675,0.177,0.498,1.491,0.076,5.518,5.496,5.489,0.007,0.029,2.985,0.962,2.023,0.222,2.282,1.155,1.127,0.096,0.365,-0.274,2.085,-1.198,-1.198,6.501,0.0,2.085,0.56,1.525,2.085,0.56,1.525,2.993,1.549,5.297,1.204,6.501,38262,18973,19289
467,Jason Kidd,2005,1.535,1.567,1.561,0.006,-0.026,0.506,0.415,0.091,-0.055,1.11,0.645,0.465,0.88,0.842,0.037,1.59,0.504,0.504,4.005,4.509,0.0,1.59,0.2,1.39,1.59,0.2,1.39,4.734,1.258,0.373,0.374,0.352,0.022,0.021,0.597,0.055,0.542,0.082,-0.327,-0.192,-0.135,0.015,-0.144,0.153,0.972,0.474,0.474,1.36,1.834,0.0,0.972,0.529,0.443,0.972,0.529,0.443,0.785,0.096,1.908,1.942,1.913,0.029,-0.005,1.103,0.47,0.633,0.027,0.783,0.453,0.33,0.895,0.698,0.19,2.562,0.978,0.978,6.343,0.0,2.562,0.729,1.833,2.562,0.729,1.833,5.519,1.354,4.509,1.834,6.343,50705,25461,25244
1718,Paul Pierce,2005,3.538,3.543,3.542,0.001,-0.004,0.524,0.393,0.131,1.115,1.903,0.997,0.906,1.669,0.932,0.733,0.582,-1.466,-1.466,5.789,4.323,0.0,0.582,0.232,0.35,0.582,0.232,0.35,2.135,0.32,-0.137,-0.135,-0.128,-0.007,-0.009,0.565,0.356,0.209,0.03,-0.723,-0.398,-0.325,-0.158,-0.127,-0.031,0.887,1.207,1.207,0.592,1.799,0.0,0.887,0.454,0.433,0.887,0.454,0.433,-0.446,0.645,3.401,3.408,3.414,-0.006,-0.013,1.089,0.749,0.34,1.145,1.18,0.599,0.581,1.511,0.805,0.702,1.469,-0.259,-0.259,6.122,0.0,1.469,0.686,0.783,1.469,0.686,0.783,1.689,0.965,4.323,1.799,6.122,53889,26973,26916
1717,Dirk Nowitzki,2005,2.825,2.835,2.822,0.013,0.003,0.431,0.018,0.413,1.663,0.728,0.13,0.598,1.522,0.725,0.796,1.085,-0.273,-0.273,5.432,5.159,-0.0,1.085,0.263,0.822,1.085,0.263,0.822,0.454,-0.221,0.412,0.417,0.417,0.0,-0.005,0.445,-0.179,0.624,0.192,-0.22,-0.145,-0.075,0.212,0.218,-0.005,0.064,0.229,0.229,0.688,0.917,0.0,0.064,0.17,-0.106,0.064,0.17,-0.106,-0.711,-0.247,3.237,3.252,3.239,0.013,-0.002,0.876,-0.161,1.037,1.855,0.508,-0.015,0.523,1.734,0.943,0.791,1.149,-0.044,-0.044,6.076,-0.001,1.149,0.433,0.716,1.149,0.433,0.716,-0.257,-0.468,5.159,0.917,6.075,53348,26719,26629
1938,Manu Ginobili,2005,1.244,1.213,1.219,-0.006,0.025,1.148,0.929,0.219,-0.514,0.585,0.46,0.125,0.942,1.052,-0.11,0.187,1.23,1.23,2.373,3.603,0.0,0.187,0.333,-0.146,0.187,0.333,-0.146,1.108,0.863,0.803,0.808,0.809,-0.001,-0.006,0.029,-0.22,0.249,0.361,0.419,-0.01,0.429,0.048,0.082,-0.032,1.04,0.39,0.39,1.891,2.281,0.0,1.04,0.592,0.448,1.04,0.592,0.448,2.256,0.384,2.047,2.021,2.028,-0.007,0.019,1.177,0.709,0.468,-0.153,1.004,0.45,0.554,0.99,1.134,-0.142,1.227,1.62,1.62,5.884,0.0,1.227,0.925,0.302,1.227,0.925,0.302,3.364,1.247,3.603,2.281,5.884,28405,14243,14162
739,Rasheed Wallace,2005,2.999,3.001,3.004,-0.003,-0.005,0.911,-0.079,0.99,2.26,-0.167,0.162,-0.329,-0.567,-0.675,0.103,-0.379,0.301,0.301,2.053,2.354,-0.0,-0.379,-0.955,0.576,-0.379,-0.955,0.576,5.384,0.927,1.538,1.542,1.535,0.007,0.003,0.982,0.353,0.629,0.408,0.145,-0.104,0.249,0.498,0.448,0.05,0.167,0.574,0.574,2.203,2.777,0.0,0.167,-0.217,0.384,0.167,-0.217,0.384,0.208,0.403,4.537,4.543,4.539,0.004,-0.002,1.893,0.274,1.619,2.668,-0.022,0.058,-0.08,-0.069,-0.227,0.153,-0.212,0.875,0.875,5.131,0.0,-0.212,-1.172,0.96,-0.212,-1.172,0.96,5.592,1.33,2.354,2.777,5.131,46041,23054,22987
