player_id,player_name,Latest_Year,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
764,David Robinson,1999,0.890,0.470,-0.700,0.190,-0.190,-0.420,0.970,0.920,0.450,0.470,0.201,-0.184,0.385,0.939,0.840,0.880,0.610,0.080,-1.460,0.170,0.780,2.000,1.630,0.370,-0.028,0.103,-0.131,1.048,1.121,1.972,2.060,3.020,5.080,-0.000,7638,3831,3807
739,Rasheed Wallace,1999,-1.400,0.460,0.210,0.330,1.190,0.800,0.470,1.450,1.310,0.140,-0.186,-0.317,0.131,0.626,0.250,0.860,-0.430,0.380,0.180,0.160,2.810,1.570,1.760,-0.190,0.472,-0.006,0.478,0.148,1.264,2.042,1.890,2.190,4.070,-0.010,6861,3441,3420
406,Shaquille O'Neal,1999,2.830,1.410,-0.950,0.460,-1.880,1.000,4.430,4.180,3.720,0.460,-0.186,-0.335,0.149,-0.144,0.850,-0.250,0.270,0.060,-1.120,-0.100,0.760,1.270,1.100,0.170,-0.429,-0.449,0.020,-0.781,3.994,0.841,3.850,0.060,3.910,0.000,7673,3848,3825
252,Karl Malone,1999,2.980,0.580,-1.470,0.360,-1.510,0.540,2.570,3.620,2.410,1.210,-0.055,-0.328,0.273,-0.175,0.260,0.420,0.100,0.030,-0.360,0.100,1.190,0.140,0.340,-0.200,-0.283,-0.491,0.208,0.453,3.565,-0.143,3.390,0.310,3.700,0.000,8178,4098,4080
299,Glenn Robinson,1999,0.190,-0.050,-0.480,1.050,0.290,1.410,2.520,2.400,2.820,-0.420,0.301,0.181,0.120,1.239,-1.130,0.290,-0.620,0.120,1.750,0.140,-0.440,-0.030,-0.050,0.020,0.317,0.254,0.063,-0.547,2.701,0.287,3.940,-0.260,3.680,0.000,6046,3023,3023
297,Alonzo Mourning,1999,0.240,0.420,0.720,0.280,-0.970,0.530,1.410,1.390,1.110,0.280,0.052,0.055,-0.003,-0.312,0.920,1.420,0.430,0.050,-1.350,0.160,2.370,2.460,2.210,0.250,-0.065,-0.078,0.013,-0.295,1.442,2.395,1.130,2.100,3.230,0.000,6727,3371,3356
120,Steven Smith,1999,0.190,0.370,0.890,-0.180,-1.070,0.850,-0.270,2.940,2.340,0.600,-0.132,-0.046,-0.086,-0.318,-0.010,0.640,0.220,0.240,-0.210,0.610,1.840,1.660,1.530,0.130,-0.476,-0.224,-0.252,-0.484,2.808,1.184,2.490,0.700,3.200,0.010,5779,2893,2886
762,Shawn Bradley,1999,0.600,-0.190,-1.020,0.460,0.410,-0.340,0.360,0.290,0.200,0.090,0.741,-0.004,0.745,0.549,0.520,1.160,0.120,-0.070,-0.640,-0.300,0.250,1.610,1.010,0.600,-0.500,-0.103,-0.397,0.430,1.031,1.110,1.580,1.540,3.130,0.010,4592,2295,2297
965,Derek Fisher,1999,1.270,0.280,-0.130,-0.000,-1.140,0.420,-0.490,0.760,0.240,0.520,-0.166,-0.440,0.274,0.986,0.530,-0.360,0.140,0.320,-0.660,-0.190,1.480,0.180,0.300,-0.120,0.469,0.023,0.446,0.891,0.594,0.649,1.580,1.540,3.110,-0.010,5133,2576,2557
258,Brian Grant,1999,0.660,-0.060,-0.310,0.220,-0.360,-0.290,0.400,-0.330,-0.590,0.260,0.377,-0.036,0.413,2.543,-0.210,0.300,-0.250,-0.010,0.460,0.270,-0.550,0.510,0.090,0.420,0.047,-0.229,0.276,-0.097,0.047,0.557,2.590,0.460,3.060,0.010,7122,3565,3557
