player_id,player_name,Latest_Year,oTS,oFT,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
708,Kevin Garnett,2008,2.99,0.78,0.38,0.09,0.3,0.0,2.99,0.37,0.48,0.38,0.1,0.52,2.64,4.33,6.97,-0.39,-0.02,2.66,0.56,3.77,0.38,1.0,23178,11621,11557
2544,LeBron James,2008,3.05,0.11,0.92,-0.08,1.0,0.42,1.57,-0.2,0.21,-0.14,0.37,0.64,4.73,1.76,6.49,-0.32,1.06,3.67,0.48,1.28,1.34,0.85,28000,13985,14015
959,Steve Nash,2008,6.39,0.41,0.28,-0.64,0.92,-0.42,0.17,0.27,-0.11,0.19,-0.3,-0.19,5.88,-0.08,5.8,-0.32,-0.85,6.73,-0.97,0.89,-0.14,-0.3,23740,11886,11854
1495,Tim Duncan,2008,2.7,0.34,0.19,-0.06,0.24,0.44,2.37,0.8,-0.8,-0.41,-0.39,0.47,2.78,2.79,5.57,0.2,0.37,2.41,0.98,1.81,0.63,-0.33,24684,12419,12265
1884,Baron Davis,2008,2.06,-0.16,1.43,0.35,1.08,0.03,0.23,0.1,0.96,0.18,0.78,-0.45,3.56,1.26,4.82,0.56,0.16,3.4,-0.25,1.51,1.46,0.51,23706,11896,11810
1938,Manu Ginobili,2008,2.08,1.19,0.14,-0.0,0.15,-0.59,0.63,-0.28,1.32,0.47,0.87,1.0,2.05,2.53,4.58,0.0,0.47,1.58,0.47,2.06,-0.45,2.32,20719,10413,10306
1718,Paul Pierce,2008,2.5,1.65,0.22,0.12,0.1,0.56,0.41,-0.57,-0.02,-0.33,0.3,0.38,2.78,1.34,4.12,0.07,0.57,2.21,0.39,0.95,0.78,0.36,20883,10454,10429
1717,Dirk Nowitzki,2008,2.24,1.57,1.42,0.41,1.01,0.45,0.1,0.3,-0.87,-0.33,-0.54,0.93,3.63,0.49,4.11,-0.16,-0.4,4.03,0.98,-0.49,1.87,0.06,22255,11122,11133
977,Kobe Bryant,2008,2.23,1.24,1.64,0.59,1.04,-0.2,1.35,-0.04,-0.2,-0.1,-0.11,-0.15,3.78,0.14,3.92,-0.75,-0.14,3.92,0.17,-0.03,1.44,-0.35,28610,14346,14264
2734,Devin Harris,2008,2.67,0.93,0.41,0.41,-0.0,-0.72,1.26,0.02,1.05,0.35,0.7,-0.62,2.07,1.47,3.54,-0.51,-0.28,2.35,-0.19,1.66,-0.31,0.43,15439,7724,7715
1897,Metta World Peace,2008,0.66,0.08,0.98,1.06,-0.08,-0.65,0.8,0.12,0.49,0.2,0.29,0.21,1.2,2.26,3.46,0.97,-0.36,1.56,1.19,1.07,0.33,0.7,18611,9320,9291
2760,Anderson Varejao,2008,-1.0,-0.58,0.26,0.06,0.2,1.07,0.83,-0.16,1.64,0.29,1.36,0.81,0.31,3.13,3.44,-0.17,0.73,-0.42,0.27,2.86,1.33,2.45,14301,7105,7196
978,Peja Stojakovic,2008,1.75,0.05,1.36,0.77,0.59,-0.6,0.64,-0.19,0.2,-0.02,0.23,0.08,2.49,0.94,3.43,-0.0,-0.63,3.12,0.64,0.3,0.76,0.28,13285,6640,6645
1497,Chauncey Billups,2008,2.17,1.17,1.31,0.48,0.84,0.01,0.5,-0.19,-0.31,0.1,-0.4,-0.26,3.55,-0.3,3.25,-0.17,1.19,2.36,0.17,-0.47,1.32,-0.57,21997,11050,10947
2199,Tyson Chandler,2008,0.87,-0.55,-0.12,-0.15,0.03,0.86,1.54,0.93,-0.4,-0.45,0.05,0.17,1.37,1.87,3.24,0.32,0.54,0.83,0.33,1.54,0.74,-0.23,21035,10523,10512
200764,Renaldo Balkman,2008,-0.98,-0.65,-0.53,-0.24,-0.29,1.14,1.79,-0.81,1.19,0.72,0.48,-0.33,0.56,2.56,3.13,0.85,2.21,-1.65,-1.23,3.79,0.61,0.86,7632,3754,3878
