player_id,player_name,Latest_Year,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
406,Shaquille O'Neal,2000,1.700,1.560,-1.470,0.200,-0.230,0.300,2.300,2.220,2.190,0.030,0.241,-0.253,0.494,0.809,2.000,0.480,0.420,0.110,-2.420,0.490,0.900,2.870,2.180,0.690,-0.488,-0.398,-0.090,-0.202,2.461,2.382,3.270,2.180,5.450,-0.000,15709,7883,7826
1713,Vince Carter,2000,-0.180,0.030,-0.170,0.940,0.350,0.600,3.880,2.800,2.450,0.350,1.363,0.704,0.659,1.017,0.200,0.200,0.000,0.190,-0.200,-0.220,1.530,0.290,0.580,-0.290,0.007,0.027,-0.020,-0.137,4.163,0.297,5.180,0.160,5.340,0.000,12410,6207,6203
960,Tony Delk,2000,-0.210,0.420,-0.780,0.120,0.980,0.290,0.330,1.990,1.730,0.260,0.728,0.400,0.328,1.042,0.020,-0.390,-0.170,0.520,0.160,-0.050,1.180,0.040,0.460,-0.420,0.699,0.219,0.480,0.391,2.718,0.739,3.760,1.130,4.890,0.000,3037,1519,1518
448,Bo Outlaw,2000,0.630,0.140,-1.070,-0.100,0.430,0.600,-0.140,1.120,0.890,0.230,-0.276,-0.172,-0.104,0.806,0.460,0.830,-0.720,0.310,0.250,0.090,0.360,2.080,1.380,0.700,0.881,0.598,0.283,-0.021,0.844,2.961,1.650,2.940,4.600,0.010,9085,4562,4523
304,John Stockton,2000,1.220,0.610,-1.040,0.140,-0.180,0.430,1.980,1.550,0.810,0.740,0.234,-0.142,0.376,0.816,0.660,0.440,-0.480,0.080,-0.180,-0.360,0.940,0.580,0.690,-0.110,0.887,0.113,0.774,0.323,1.784,1.467,2.600,1.790,4.390,-0.000,10279,5135,5144
935,Bryon Russell,2000,0.840,0.120,-0.710,0.410,-0.140,0.810,2.380,2.400,1.690,0.710,0.467,-0.006,0.473,0.443,0.620,0.470,0.230,0.120,-0.850,-0.530,1.360,0.510,0.480,0.030,0.150,-0.148,0.298,0.330,2.867,0.660,3.310,0.990,4.300,0.000,11922,5959,5963
915,Rodney Rogers,2000,1.970,-0.260,3.020,0.560,-5.010,-0.460,1.840,2.230,1.810,0.420,-0.588,-0.180,-0.408,0.448,0.220,0.650,-0.610,0.270,0.390,1.190,2.630,1.700,1.950,-0.250,0.459,0.305,0.154,-0.059,1.642,2.159,2.090,2.100,4.180,-0.010,9753,4879,4874
56,Gary Payton,2000,-0.060,1.810,3.780,-0.430,-3.740,-0.540,2.340,1.240,1.400,-0.160,1.214,0.640,0.574,0.796,0.700,-0.510,-0.510,0.400,-0.180,-0.180,-0.450,0.410,0.050,0.360,0.334,0.303,0.031,0.136,2.454,0.744,3.250,0.880,4.130,0.000,13900,6963,6937
224,Eddie Jones,2000,0.460,0.500,0.690,-0.210,-1.140,-0.020,2.410,0.620,0.380,0.240,0.603,0.056,0.547,0.507,-0.720,0.870,0.680,0.020,0.040,0.050,1.240,1.130,0.950,0.180,0.297,0.404,-0.107,0.883,1.223,1.427,1.730,2.310,4.040,0.000,11338,5685,5653
345,Terry Porter,2000,0.540,0.590,1.700,0.490,-2.240,-0.110,-0.290,2.700,2.170,0.530,0.029,-0.299,0.328,-1.219,0.740,0.610,-0.480,0.210,-0.260,0.530,2.550,2.090,1.930,0.160,0.212,0.030,0.182,0.188,2.729,2.302,1.510,2.490,4.000,0.000,6357,3189,3168
907,Malik Sealy,2000,-0.470,-0.270,-2.660,0.400,3.140,1.890,3.430,2.140,2.180,-0.040,0.163,-0.035,0.198,0.697,-0.130,0.300,-0.080,0.240,0.200,0.060,0.710,0.550,0.620,-0.070,-0.082,-0.165,0.083,0.132,2.303,0.468,3.000,0.600,3.600,0.000,9370,4691,4679
469,Jamal Mashburn,2000,-0.940,0.830,0.550,0.860,0.390,0.680,1.890,1.530,1.960,-0.430,0.750,0.048,0.702,0.480,-0.080,0.560,0.330,0.170,-0.250,-0.070,0.270,0.550,0.360,0.190,-0.223,0.316,-0.539,0.493,2.280,0.327,2.760,0.820,3.580,-0.000,11852,5940,5912
1630,Mikki Moore,2000,-0.010,0.280,-0.140,0.480,0.150,1.260,1.310,3.200,2.870,0.330,-0.245,-0.087,-0.158,0.305,0.160,0.280,-0.660,0.160,0.500,0.240,0.470,0.390,0.810,-0.420,-0.108,-0.139,0.031,-0.302,2.955,0.282,3.260,-0.020,3.230,-0.010,1965,985,980
109,Robert Horry,2000,-0.190,0.480,-0.070,-0.430,0.270,0.060,0.560,0.610,0.010,0.600,-0.508,-0.382,-0.126,1.148,0.140,0.230,-0.260,0.580,0.130,0.730,1.870,1.670,1.900,-0.230,0.209,-0.049,0.258,-0.009,0.102,1.879,1.250,1.870,3.120,0.000,8836,4427,4409
89,Nick Van Exel,2000,0.300,0.070,1.470,-0.060,-1.780,0.340,2.780,0.880,1.090,-0.210,1.238,0.561,0.677,1.282,-0.410,-0.110,-0.180,-0.180,0.600,0.220,-2.160,0.210,0.020,0.190,-0.728,-0.378,-0.350,0.158,2.118,-0.518,3.400,-0.360,3.040,0.000,11424,5705,5719
397,Reggie Miller,2000,-1.560,0.860,2.330,0.740,-0.770,0.440,1.730,1.550,1.350,0.200,0.574,0.409,0.165,1.296,0.050,-0.320,0.660,0.160,-0.700,-0.080,0.960,-0.230,-0.380,0.150,-0.244,-0.217,-0.027,0.084,2.124,-0.474,3.420,-0.390,3.030,0.000,14693,7353,7340
255,Grant Hill,2000,2.130,0.470,-1.040,0.910,-1.080,-0.230,-0.230,2.630,2.230,0.400,0.794,0.381,0.413,-0.044,0.140,-0.340,-0.620,-0.370,0.480,-0.070,0.050,-0.410,-0.300,-0.110,0.539,0.009,0.530,-0.559,3.424,0.129,3.380,-0.430,2.950,0.000,11167,5606,5561
905,Dale Davis,2000,-0.980,0.740,-0.000,0.890,0.990,0.320,1.940,1.570,1.630,-0.060,-0.176,-0.223,0.047,0.716,0.970,-0.030,0.410,0.300,-1.380,-0.040,0.320,1.510,1.100,0.410,-0.364,-0.114,-0.250,-0.326,1.394,1.146,2.110,0.820,2.930,0.000,10672,5338,5334
764,David Robinson,2000,0.600,0.740,-0.920,0.260,0.320,0.230,2.060,0.540,0.190,0.350,0.921,0.076,0.845,-0.281,1.170,0.480,0.710,-0.140,-1.880,-0.160,0.520,1.640,0.910,0.730,0.004,-0.106,0.110,0.066,1.461,1.644,1.180,1.710,2.890,0.000,9986,5004,4982
120,Steven Smith,2000,-0.280,0.040,0.680,0.120,-0.410,0.830,0.810,1.330,1.110,0.220,0.585,0.378,0.207,0.465,-0.480,0.680,0.350,0.260,0.140,0.390,1.180,1.430,1.470,-0.040,-0.441,-0.487,0.046,-0.489,1.915,0.989,2.380,0.500,2.870,-0.010,12070,6060,6010
136,P.J. Brown,2000,-1.240,1.520,0.160,0.850,1.080,0.580,3.040,1.540,2.020,-0.480,0.099,0.117,-0.018,0.261,0.300,0.520,0.330,-0.230,-0.640,0.420,0.870,1.300,0.880,0.420,-0.448,-0.346,-0.102,0.098,1.639,0.852,1.900,0.950,2.850,0.000,9550,4788,4762
