player_id,player_name,Latest_Year,oTS,oFT,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
2548,Dwyane Wade,2006,2.86,0.59,0.23,0.41,-0.2,0.88,0.78,-0.24,0.12,0.14,-0.01,0.33,3.77,1.73,5.5,0.3,1.2,2.57,0.26,1.47,1.11,0.45,14505,7273,7232
1897,Metta World Peace,2006,1.4,0.03,0.11,0.11,-0.01,0.52,1.53,0.46,0.92,0.54,0.38,0.3,2.12,3.15,5.28,0.5,0.1,2.02,-0.0,3.15,0.63,1.22,8905,4457,4448
739,Rasheed Wallace,2006,0.94,-0.81,1.32,0.26,1.05,0.6,1.6,0.71,-0.06,-0.23,0.17,-0.56,2.31,1.87,4.18,0.34,0.29,2.02,-0.24,2.11,1.92,-0.62,11760,5897,5863
297,Alonzo Mourning,2006,0.84,0.35,0.46,0.08,0.39,0.42,2.56,-0.03,-0.49,0.04,-0.53,-0.39,2.06,1.8,3.86,0.46,0.42,1.64,-0.12,1.92,0.88,-0.88,5631,2807,2824
1938,Manu Ginobili,2006,1.97,0.71,0.5,0.05,0.45,-0.02,0.12,0.1,1.46,0.52,0.94,-0.14,2.72,1.1,3.82,-0.07,0.19,2.53,0.01,1.09,0.48,1.32,8185,4100,4085
1112,Ben Wallace,2006,0.02,-0.31,0.25,0.1,0.15,0.49,2.27,0.63,0.79,0.32,0.48,-0.4,0.89,2.93,3.82,0.4,0.23,0.66,0.27,2.66,0.74,0.39,12518,6259,6259
1495,Tim Duncan,2006,0.64,-0.25,0.68,0.24,0.43,0.08,1.75,0.54,-0.41,-0.29,-0.11,0.25,1.43,2.14,3.57,0.58,1.16,0.27,-0.0,2.14,0.76,-0.16,11744,5914,5830
2564,Boris Diaw,2006,2.01,-0.79,0.84,-0.01,0.84,-1.26,1.36,0.64,-0.34,0.11,-0.45,0.57,1.84,1.5,3.35,0.17,-0.61,2.45,0.71,0.79,-0.42,0.23,14234,7132,7102
2203,Shane Battier,2006,0.62,-0.18,-0.55,-0.53,-0.03,0.22,2.57,0.33,0.41,0.28,0.11,-0.21,0.36,2.98,3.34,0.28,0.51,-0.15,0.16,2.82,-0.33,0.2,10380,5197,5183
1905,Andrei Kirilenko,2006,0.39,0.34,0.08,-0.29,0.38,1.08,1.5,-0.05,0.42,-0.25,0.66,0.01,1.46,1.81,3.27,-0.21,1.05,0.41,-0.32,2.13,1.16,0.43,9302,4638,4664
2544,LeBron James,2006,1.55,0.19,1.45,0.6,0.85,-0.48,0.19,-0.15,-0.64,0.02,-0.66,0.62,3.12,-0.04,3.09,0.4,0.17,2.95,0.43,-0.47,0.97,-0.02,14434,7223,7211
