player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
1495,Tim Duncan,2006,1.35,1.39,-0.04,0.04,-0.15,0.18,1.47,5.16,4.25,0.91,-0.51,-0.37,-0.13,0.33,1.39,4.65,2.86,4.98,7.84,0.0,48774,24503,24271
708,Kevin Garnett,2006,4.54,3.81,0.73,0.63,0.17,0.45,-1.15,3.99,3.45,0.54,-0.34,0.13,-0.46,-0.14,5.17,3.65,4.02,3.51,7.53,0.0,50175,25202,24973
406,Shaquille O'Neal,2006,4.68,5.78,-1.1,-0.81,-0.64,-0.16,1.91,2.69,1.96,0.73,-1.77,-0.91,-0.86,0.56,3.87,0.92,5.78,1.48,7.26,0.0,44098,22172,21926
1938,Manu Ginobili,2006,3.06,1.94,1.12,0.21,0.14,0.06,0.34,0.98,0.7,0.28,1.47,0.75,0.73,-0.18,3.27,2.45,3.61,2.27,5.88,0.0,36143,18111,18032
1905,Andrei Kirilenko,2006,3.24,1.85,1.39,-0.35,-0.36,0.02,0.72,1.88,2.41,-0.53,0.68,0.01,0.67,-0.49,2.89,2.56,3.61,2.07,5.69,0.01,33148,16530,16618
739,Rasheed Wallace,2006,2.36,3.1,-0.74,0.04,-0.56,0.6,-0.05,3.49,2.42,1.07,-0.12,-0.43,0.3,-0.41,2.4,3.37,2.35,2.96,5.31,0.0,45876,22996,22880
1112,Ben Wallace,2006,-1.32,-0.64,-0.68,0.49,0.25,0.25,1.35,4.04,3.24,0.8,0.42,0.05,0.36,0.29,-0.83,4.46,0.52,4.75,5.27,-0.0,52634,26302,26332
1884,Baron Davis,2006,2.48,2.37,0.11,1.35,0.35,1.02,0.11,1.0,1.35,-0.35,1.11,0.17,0.94,-0.83,3.83,2.11,3.94,1.28,5.22,0.0,31800,15912,15888
1717,Dirk Nowitzki,2006,3.6,2.02,1.58,1.22,0.29,0.93,-1.02,1.38,1.19,0.19,-0.11,0.06,-0.17,0.03,4.82,1.27,3.8,1.3,5.1,0.0,54966,27580,27386
1897,Metta World Peace,2006,1.76,1.6,0.16,0.15,0.27,-0.12,-0.18,2.76,2.16,0.6,1.09,0.58,0.51,-0.55,1.91,3.85,1.73,3.3,5.04,0.01,31471,15753,15718
2544,LeBron James,2006,1.74,1.11,0.63,1.22,0.59,0.63,1.02,0.75,1.0,-0.25,0.03,0.28,-0.24,-0.46,2.96,0.78,3.98,0.32,4.3,-0.0,38495,19260,19235
1718,Paul Pierce,2006,4.38,3.1,1.28,0.44,0.27,0.16,-2.16,0.15,0.13,0.02,0.77,0.37,0.39,0.48,4.82,0.92,2.66,1.4,4.06,-0.0,49987,25040,24947
951,Ray Allen,2006,4.41,3.74,0.67,0.42,0.2,0.21,-0.12,0.45,0.39,0.06,-0.49,-0.1,-0.4,-0.68,4.83,-0.04,4.71,-0.72,3.99,0.0,42102,21073,21029
467,Jason Kidd,2006,1.98,1.06,0.92,0.83,0.15,0.67,-0.03,-0.22,-0.21,-0.01,1.17,0.83,0.34,0.24,2.81,0.95,2.78,1.19,3.97,0.0,47979,24053,23926
1890,Shawn Marion,2006,2.04,2.2,-0.16,0.45,-0.03,0.48,-0.35,1.96,1.09,0.87,0.47,0.61,-0.15,-0.66,2.49,2.43,2.14,1.77,3.91,0.0,56683,28375,28308
1503,Tracy McGrady,2006,3.33,2.44,0.89,1.47,0.45,1.03,-0.33,0.16,-0.06,0.22,0.01,0.22,-0.2,-0.8,4.8,0.17,4.47,-0.63,3.85,0.01,41621,20835,20786
2548,Dwyane Wade,2006,2.4,1.57,0.83,0.45,0.46,-0.01,0.32,0.04,-0.08,0.12,0.7,0.2,0.5,-0.08,2.85,0.74,3.17,0.66,3.82,-0.01,37260,18671,18589
224,Eddie Jones,2006,0.66,0.58,0.08,0.57,0.33,0.25,0.21,1.18,1.14,0.04,0.63,0.53,0.1,0.55,1.23,1.81,1.44,2.36,3.8,0.0,41614,20794,20820
1902,Jeff Foster,2006,-0.74,-0.34,-0.4,-0.02,0.04,-0.05,1.69,1.43,0.82,0.61,0.14,0.05,0.09,1.29,-0.76,1.57,0.93,2.86,3.79,0.0,23905,11899,12006
