player_id,player_name,Latest_Year,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
1495,Tim Duncan,2007,1.140,1.320,-1.030,0.560,-0.120,0.720,1.360,2.090,2.000,0.090,0.413,0.234,0.179,0.437,-0.150,1.430,1.130,0.200,-0.980,0.160,1.980,2.600,2.260,0.340,-0.201,-0.123,-0.078,0.201,2.503,2.399,2.940,2.600,5.530,-0.010,12633,6369,6264
2544,LeBron James,2007,-0.320,1.520,0.670,-0.260,-0.350,-0.390,0.010,1.240,1.520,-0.280,1.071,0.325,0.746,0.749,0.420,-0.090,0.000,0.540,-0.410,0.210,0.030,0.820,0.850,-0.030,0.096,-0.158,0.254,0.804,2.311,0.916,3.060,1.720,4.790,0.010,14910,7447,7463
959,Steve Nash,2007,1.780,1.800,1.660,1.250,-3.450,1.470,6.750,5.430,5.330,0.100,0.294,-0.528,0.822,-1.004,-0.450,-0.090,0.370,-0.280,0.080,0.340,0.550,1.290,0.770,0.520,-0.098,0.080,-0.178,-1.142,5.724,1.192,4.720,0.050,4.770,0.000,12015,6021,5994
1884,Baron Davis,2007,2.160,1.300,2.850,-0.310,-5.020,-0.070,1.650,1.950,2.080,-0.130,1.031,0.138,0.893,0.239,0.140,-0.540,-0.890,0.340,0.740,0.450,0.220,1.200,1.090,0.110,0.903,0.328,0.575,-0.843,2.981,2.103,3.220,1.260,4.490,0.010,10704,5387,5317
1938,Manu Ginobili,2007,1.210,0.550,2.010,-0.230,-3.220,0.110,0.910,2.070,1.020,1.050,0.478,-0.099,0.577,-0.408,-0.280,0.670,0.110,0.500,0.180,-0.310,1.590,0.470,0.610,-0.140,0.912,0.046,0.866,0.468,2.548,1.382,2.140,1.850,3.990,0.000,9972,5013,4959
1477,Bruce Bowen,2007,0.050,0.710,-0.420,0.450,0.370,0.360,-0.520,0.230,0.450,-0.220,-0.097,0.318,-0.415,0.367,-0.490,1.110,1.160,0.460,-0.670,0.510,3.310,3.150,2.820,0.330,0.312,0.004,0.308,-0.032,0.133,3.462,0.500,3.430,3.930,0.000,11207,5602,5605
1891,Jason Terry,2007,-2.550,0.590,1.860,0.900,0.680,0.880,2.880,2.160,2.680,-0.520,0.560,0.207,0.353,0.640,-0.140,0.170,1.290,0.070,-1.150,0.190,1.150,0.110,0.320,-0.210,-0.189,0.151,-0.340,0.609,2.720,-0.079,3.360,0.530,3.890,0.000,11165,5578,5587
2760,Anderson Varejao,2007,0.420,0.480,0.810,-0.300,-1.240,-0.680,-0.040,-0.160,0.180,-0.340,0.759,0.502,0.257,0.961,1.250,-0.340,-0.610,0.380,-0.640,0.320,0.630,0.970,1.380,-0.410,0.969,0.182,0.787,0.381,0.599,1.939,1.560,2.320,3.880,0.000,8838,4388,4450
708,Kevin Garnett,2007,-0.230,0.340,-1.500,-0.200,1.730,1.300,2.430,1.840,1.250,0.590,0.706,0.534,0.172,-0.466,0.610,0.140,-0.580,0.230,-0.030,0.070,1.280,1.300,1.060,0.240,0.302,0.011,0.291,0.108,2.546,1.602,2.080,1.710,3.790,0.000,11099,5559,5540
101135,David Lee,2007,3.520,0.840,-1.470,-0.370,-2.050,-0.580,0.720,2.440,1.650,0.790,-0.266,-0.046,-0.220,1.326,-0.560,-0.060,-0.180,0.050,0.750,0.290,1.380,0.150,0.280,-0.130,0.085,0.139,-0.054,-0.065,2.174,0.235,3.500,0.170,3.670,0.000,6563,3254,3309
1515,Anthony Parker,2007,-1.640,0.360,0.250,0.910,1.390,0.750,2.400,2.890,2.470,0.420,0.812,-0.186,0.998,-1.512,0.660,0.280,-0.360,0.020,-0.300,-0.200,0.560,0.480,0.250,0.230,0.679,0.090,0.589,0.121,3.702,1.159,2.190,1.280,3.480,0.010,10102,5062,5040
1718,Paul Pierce,2007,1.220,-0.560,1.160,0.200,-2.380,0.740,0.840,2.390,1.400,0.990,0.652,0.024,0.628,0.228,-0.680,0.190,0.300,0.010,0.380,0.070,0.770,0.170,0.470,-0.300,-0.371,-0.379,0.008,0.301,3.042,-0.201,3.270,0.100,3.370,-0.000,6642,3321,3321
1503,Tracy McGrady,2007,-1.530,-0.200,2.400,0.210,-0.870,1.000,2.850,2.060,2.140,-0.080,0.993,0.289,0.704,-0.513,0.960,0.960,0.010,0.210,-0.970,-0.010,1.690,1.250,1.030,0.220,-0.456,-0.291,-0.165,0.016,3.053,0.794,2.540,0.810,3.350,0.000,10513,5263,5250
2734,Devin Harris,2007,1.930,0.210,-1.480,0.340,-0.460,0.860,-0.290,2.060,1.520,0.540,-0.205,0.404,-0.609,-0.845,0.610,0.590,0.580,0.460,-1.190,0.380,2.390,2.400,2.350,0.050,0.355,-0.059,0.414,-0.435,1.855,2.755,1.010,2.320,3.320,-0.010,8232,4116,4116
1747,Rafer Alston,2007,-0.070,-0.860,1.800,0.400,-1.720,0.370,1.610,-0.230,-0.100,-0.130,1.174,0.423,0.751,0.236,1.400,1.020,-0.020,0.420,-1.380,0.100,1.840,1.990,1.880,0.110,-0.206,-0.046,-0.160,0.336,0.944,1.784,1.180,2.120,3.300,0.000,12483,6236,6247
1717,Dirk Nowitzki,2007,-0.020,0.010,-1.550,1.090,1.570,0.920,-0.480,3.000,1.770,1.230,1.124,0.209,0.915,-0.744,0.390,0.130,0.560,-0.090,-0.940,0.010,0.730,-0.180,-0.340,0.160,-0.519,-0.277,-0.242,0.599,4.124,-0.699,3.380,-0.100,3.280,-0.000,11255,5623,5632
1890,Shawn Marion,2007,1.250,1.240,0.290,0.870,-1.540,0.560,2.000,2.890,2.570,0.320,0.373,-0.000,0.373,-0.723,0.090,-0.420,0.900,-0.290,-1.000,0.450,1.690,0.290,0.160,0.130,0.348,0.349,-0.001,-0.058,3.263,0.638,2.540,0.580,3.120,0.000,13541,6788,6753
1497,Chauncey Billups,2007,-1.360,0.470,1.340,0.090,0.010,0.810,0.370,1.770,0.890,0.880,1.008,0.740,0.268,0.252,-0.980,0.370,0.300,0.440,0.680,0.110,0.530,0.630,0.850,-0.220,-0.242,0.192,-0.434,-0.318,2.778,0.388,3.030,0.070,3.100,0.000,11348,5699,5649
2240,Gilbert Arenas,2007,0.900,0.270,1.300,-0.280,-2.200,0.160,-1.460,2.410,1.090,1.320,1.167,0.322,0.845,-0.397,0.720,-0.800,-0.940,-0.160,0.210,0.110,-0.470,-0.100,-0.160,0.060,-0.113,-0.055,-0.058,0.073,3.577,-0.213,3.180,-0.140,3.040,0.000,11584,5818,5766
2732,Ben Gordon,2007,-1.430,-0.470,-0.230,0.390,1.650,0.770,-0.150,0.960,0.490,0.470,0.550,0.091,0.459,0.710,0.050,0.920,-0.360,-0.110,0.310,0.340,0.270,0.770,1.010,-0.240,-0.203,-0.263,0.060,0.213,1.510,0.567,2.220,0.780,3.000,0.000,11816,5941,5875
1501,Tim Thomas,2007,-0.700,1.060,1.960,0.230,-1.250,-0.140,2.960,1.710,1.480,0.230,0.095,0.503,-0.408,-0.685,0.410,0.640,-0.620,0.830,0.220,-0.050,1.250,2.140,1.980,0.160,-0.373,-0.007,-0.366,-0.057,1.805,1.767,1.120,1.710,2.820,-0.010,7549,3774,3775
2198,Kwame Brown,2007,1.490,0.860,0.190,-0.230,-1.670,1.230,0.190,2.970,3.050,-0.080,-0.608,0.051,-0.659,0.428,-0.000,-0.350,0.340,-0.480,-0.340,-0.030,-1.100,-0.500,-0.840,0.340,0.265,0.127,0.138,0.135,2.362,-0.235,2.790,-0.100,2.690,-0.000,4781,2388,2393
200764,Renaldo Balkman,2007,2.630,-0.680,0.270,-0.440,-2.900,-0.840,-1.070,-1.980,-1.920,-0.060,-0.183,-0.313,0.130,2.653,0.000,0.610,-0.200,-0.140,0.200,0.810,2.400,1.970,2.510,-0.540,0.813,0.494,0.319,-0.643,-2.163,2.783,0.490,2.140,2.630,0.000,4138,2033,2105
2072,Michael Redd,2007,1.300,1.140,0.910,0.000,-2.210,0.080,2.600,2.470,2.050,0.420,0.515,0.434,0.081,0.105,0.020,-0.380,-0.700,-0.180,0.670,-0.500,-1.080,-1.140,-1.080,-0.060,0.480,0.257,0.223,0.150,2.985,-0.660,3.090,-0.510,2.580,-0.000,7666,3841,3825
1897,Metta World Peace,2007,-0.260,0.380,1.150,-0.040,-0.900,-0.120,0.450,0.310,0.300,0.010,1.095,0.972,0.123,0.085,1.580,-0.310,-0.750,-0.130,-0.830,-0.310,0.630,-0.120,-0.390,0.270,0.227,0.117,0.110,0.973,1.405,0.107,1.490,1.080,2.560,-0.010,10156,5087,5069
2736,Luol Deng,2007,0.440,-0.720,-1.660,0.520,1.220,1.150,0.960,0.580,0.750,-0.170,0.098,0.545,-0.447,0.402,-0.200,0.640,-0.450,0.370,0.650,0.180,0.700,1.070,1.120,-0.050,0.379,-0.136,0.515,0.031,0.678,1.449,1.080,1.480,2.560,-0.000,13150,6588,6562
