player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
1495,Tim Duncan,2005,2.44,2.29,0.15,-0.14,-0.07,-0.08,0.55,3.24,2.65,0.59,-0.02,0.08,-0.09,0.54,2.3,3.22,2.85,3.76,6.61,0.0,10994,5518,5476
1938,Manu Ginobili,2005,2.77,2.04,0.73,0.21,-0.01,0.22,0.56,1.95,1.28,0.67,0.87,0.4,0.47,0.04,2.98,2.82,3.54,2.86,6.4,0.0,10820,5430,5390
2217,Brendan Haywood,2005,-0.28,-0.01,-0.27,-0.03,-0.0,-0.02,0.71,2.89,1.99,0.9,0.35,0.11,0.24,0.16,-0.31,3.24,0.4,3.4,3.8,-0.0,8325,4177,4148
467,Jason Kidd,2005,1.67,1.57,0.1,0.79,0.13,0.65,-0.4,0.7,0.63,0.07,0.61,0.36,0.25,0.22,2.46,1.31,2.06,1.53,3.59,0.0,9786,4891,4895
406,Shaquille O'Neal,2005,2.1,2.81,-0.71,-0.25,-0.04,-0.21,1.38,0.55,0.64,-0.09,-0.85,-0.43,-0.43,0.65,1.85,-0.3,3.23,0.35,3.58,0.0,10378,5216,5162
224,Eddie Jones,2005,0.88,1.2,-0.32,-0.03,-0.0,-0.03,0.57,2.13,2.13,0.0,-0.46,-0.1,-0.36,0.45,0.85,1.67,1.42,2.12,3.54,0.0,13151,6581,6570
2203,Shane Battier,2005,0.27,0.12,0.15,0.1,0.03,0.07,0.38,2.14,2.15,-0.01,0.72,0.3,0.41,-0.19,0.37,2.86,0.75,2.67,3.42,-0.0,9530,4778,4752
2572,Josh Howard,2005,1.17,1.11,0.06,-0.05,-0.08,0.03,0.44,1.27,0.97,0.3,0.18,0.31,-0.13,0.27,1.12,1.45,1.56,1.72,3.27,-0.01,10940,5453,5487
959,Steve Nash,2005,3.44,3.44,0.0,1.05,0.07,0.98,-0.06,-1.49,-2.13,0.64,0.33,0.48,-0.15,-0.07,4.49,-1.16,4.43,-1.23,3.2,-0.0,12409,6221,6188
2209,Vladimir Radmanovic,2005,2.33,2.14,0.19,0.45,0.22,0.22,0.71,-0.81,-0.44,-0.37,0.2,0.16,0.04,0.27,2.78,-0.61,3.49,-0.34,3.15,-0.0,7321,3640,3681
2419,Tayshaun Prince,2005,-0.91,-0.64,-0.27,1.04,0.35,0.69,1.22,1.12,0.65,0.47,0.12,0.22,-0.09,0.45,0.13,1.24,1.35,1.69,3.04,-0.0,14430,7230,7200
1717,Dirk Nowitzki,2005,2.1,1.14,0.96,0.89,0.37,0.52,-0.92,0.74,0.67,0.07,0.1,0.31,-0.21,0.09,2.99,0.84,2.07,0.93,3.0,-0.0,13627,6834,6793
1902,Jeff Foster,2005,-0.72,-0.96,0.24,0.48,0.28,0.2,0.75,1.07,1.2,-0.13,0.09,0.09,-0.0,1.28,-0.24,1.16,0.51,2.44,2.96,0.01,6572,3279,3293
1890,Shawn Marion,2005,2.7,2.79,-0.09,0.27,0.07,0.2,0.4,0.03,-0.2,0.23,-0.22,0.27,-0.49,-0.25,2.97,-0.19,3.37,-0.44,2.93,0.0,14878,7456,7422
1884,Baron Davis,2005,2.18,2.01,0.17,0.81,0.38,0.43,0.71,0.44,0.78,-0.34,-0.08,-0.33,0.25,-1.18,2.99,0.36,3.7,-0.82,2.88,-0.0,5882,2942,2940
1800,Damon Jones,2005,2.46,2.81,-0.35,0.16,-0.3,0.46,0.08,0.85,0.64,0.21,-0.48,-0.24,-0.24,-0.22,2.62,0.37,2.7,0.15,2.85,0.0,12052,6050,6002
1718,Paul Pierce,2005,2.16,1.6,0.56,0.22,0.13,0.09,-0.58,0.63,0.86,-0.23,-0.08,-0.06,-0.02,0.49,2.38,0.55,1.8,1.04,2.84,0.0,12405,6215,6190
1882,Elton Brand,2005,0.76,0.27,0.49,0.34,0.33,0.01,0.74,0.26,-0.07,0.33,-0.26,0.07,-0.33,0.96,1.1,0.0,1.84,0.96,2.81,0.01,10979,5508,5471
2215,Jason Collins,2005,-2.58,-2.15,-0.43,-0.09,0.22,-0.31,0.83,1.38,1.14,0.24,1.04,0.26,0.78,2.1,-2.67,2.42,-1.84,4.52,2.69,0.01,9818,4899,4919
2736,Luol Deng,2005,1.94,1.88,0.06,-0.23,-0.41,0.19,-0.39,1.1,1.02,0.08,0.07,0.09,-0.02,0.06,1.71,1.17,1.32,1.23,2.55,0.0,6297,3152,3145
2034,Mike Miller,2005,2.18,2.42,-0.24,-0.06,-0.0,-0.06,-0.12,0.69,0.86,-0.17,0.03,-0.12,0.16,-0.19,2.12,0.72,2.0,0.53,2.53,0.0,8656,4332,4324
1740,Rashard Lewis,2005,1.59,1.09,0.5,0.77,0.44,0.33,-0.38,0.92,0.54,0.38,-0.2,0.3,-0.5,-0.18,2.36,0.72,1.98,0.54,2.51,-0.01,10948,5473,5475
87,Dikembe Mutombo,2005,-0.99,-0.79,-0.2,-0.05,0.01,-0.05,0.13,3.04,2.61,0.43,-0.46,-0.3,-0.16,0.74,-1.04,2.58,-0.91,3.32,2.41,0.0,4567,2272,2295
1905,Andrei Kirilenko,2005,1.42,0.61,0.81,-0.11,-0.26,0.15,-0.61,0.91,0.9,0.01,0.52,-0.07,0.59,0.27,1.31,1.43,0.7,1.7,2.4,0.0,4879,2442,2437
2224,Jamaal Tinsley,2005,1.67,1.61,0.06,-0.17,-0.36,0.19,-0.05,-0.04,0.11,-0.15,0.32,0.24,0.09,0.64,1.5,0.28,1.45,0.92,2.36,-0.01,5720,2859,2861
1888,Richard Hamilton,2005,0.51,0.17,0.34,0.31,0.09,0.22,-0.28,1.05,0.78,0.27,0.68,0.34,0.34,0.09,0.82,1.73,0.54,1.82,2.36,0.0,14324,7189,7135
951,Ray Allen,2005,2.56,1.93,0.63,0.21,0.4,-0.19,0.41,-0.24,0.09,-0.33,-0.23,-0.45,0.22,-0.41,2.77,-0.47,3.18,-0.88,2.3,-0.0,12553,6274,6279
1725,Rasho Nesterovic,2005,-0.73,0.02,-0.75,0.09,-0.03,0.12,0.46,2.78,2.43,0.35,-0.0,-0.19,0.18,-0.34,-0.64,2.78,-0.18,2.44,2.26,0.0,6863,3422,3441
1112,Ben Wallace,2005,-1.48,-1.27,-0.21,0.88,0.5,0.38,1.32,1.28,1.09,0.19,-0.34,-0.48,0.15,0.57,-0.6,0.94,0.72,1.51,2.23,0.0,13037,6511,6526
468,Jon Barry,2005,1.83,1.77,0.06,0.13,0.15,-0.02,-0.58,0.52,0.83,-0.31,0.2,0.28,-0.08,0.12,1.96,0.72,1.38,0.84,2.22,0.0,6192,3103,3089
2754,Tony Allen,2005,0.39,0.49,-0.1,-0.46,0.16,-0.62,0.46,-0.1,0.16,-0.26,0.95,0.68,0.27,0.86,-0.07,0.85,0.39,1.71,2.1,0.0,5130,2554,2576
1503,Tracy McGrady,2005,1.15,1.07,0.08,0.41,-0.06,0.47,0.1,0.42,0.31,0.11,-0.41,-0.18,-0.23,0.41,1.56,0.01,1.66,0.42,2.09,0.01,12748,6396,6352
2617,Udonis Haslem,2005,1.33,1.54,-0.21,-0.07,-0.04,-0.02,0.36,0.04,-0.07,0.11,0.09,-0.03,0.12,0.32,1.26,0.13,1.62,0.45,2.07,-0.0,11759,5879,5880
762,Shawn Bradley,2005,0.59,0.8,-0.21,0.13,0.11,0.02,0.39,0.21,0.05,0.16,0.54,0.59,-0.06,0.19,0.72,0.75,1.11,0.94,2.05,0.0,3430,1707,1723
2250,Bobby Simmons,2005,-0.13,-0.27,0.14,0.31,0.21,0.1,0.16,1.3,0.97,0.33,-0.08,-0.18,0.09,0.45,0.18,1.22,0.34,1.67,2.0,-0.01,10212,5129,5083
2229,Mike James,2005,0.64,0.68,-0.04,0.25,0.27,-0.02,0.06,0.84,1.13,-0.29,-0.11,0.07,-0.19,0.26,0.89,0.73,0.95,0.99,1.94,0.0,7438,3732,3706
