player_id,player_name,Latest_Year,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
1717,Dirk Nowitzki,2011,-0.760,0.670,-0.310,0.680,1.070,2.260,2.000,5.560,4.300,1.260,0.411,-0.095,0.506,-1.651,0.300,0.160,0.330,0.530,-0.630,0.340,1.320,2.580,2.540,0.040,-0.264,-0.262,-0.002,0.164,5.971,2.316,4.320,2.480,6.810,0.010,12258,6158,6100
1938,Manu Ginobili,2011,0.800,-0.020,2.320,0.890,-3.120,0.910,3.560,3.310,3.070,0.240,0.682,-0.428,1.110,-0.332,0.420,0.510,0.500,-0.240,-0.920,0.020,1.130,1.070,0.850,0.220,0.495,0.085,0.410,-0.225,3.992,1.565,3.660,1.340,5.000,-0.000,9971,4984,4987
101108,Chris Paul,2011,-0.860,-0.250,0.920,0.120,-0.060,1.480,3.100,2.990,2.200,0.790,1.035,0.594,0.441,-0.535,0.640,-0.440,-0.560,-0.170,-0.090,0.330,-0.180,-0.490,-0.550,0.060,0.607,0.126,0.481,1.073,4.025,0.117,3.490,1.190,4.680,0.000,11293,5668,5625
2730,Dwight Howard,2011,1.030,1.040,1.560,0.130,-2.580,0.730,0.190,1.970,2.400,-0.430,-1.170,-0.110,-1.060,1.770,2.180,0.440,0.100,-0.070,-2.280,0.600,0.850,2.120,1.940,0.180,-0.434,-0.227,-0.207,0.244,0.800,1.686,2.570,1.930,4.500,0.000,11717,5890,5827
959,Steve Nash,2011,-0.940,0.890,1.360,1.420,-0.410,0.740,5.030,3.820,3.550,0.270,0.407,-0.499,0.906,0.103,1.290,-0.550,-0.210,0.020,-1.080,-0.270,0.480,0.310,0.150,0.160,0.011,-0.040,0.051,-0.151,4.227,0.321,4.330,0.170,4.500,0.000,9457,4752,4705
1718,Paul Pierce,2011,0.520,0.750,-0.130,0.180,-0.390,1.270,0.870,2.110,1.300,0.810,0.412,-0.116,0.528,-0.452,0.490,0.660,0.130,0.280,-0.620,0.790,1.480,1.570,1.620,-0.050,-0.172,0.306,-0.478,0.402,2.522,1.398,2.070,1.800,3.880,0.010,11484,5749,5735
201565,Derrick Rose,2011,1.740,-0.230,0.200,-0.050,-1.920,0.440,0.270,1.970,1.260,0.710,0.590,0.198,0.392,0.560,0.300,0.120,0.350,0.480,-0.660,0.450,1.040,1.240,1.300,-0.060,-0.521,-0.202,-0.319,-0.069,2.560,0.719,3.120,0.650,3.770,-0.000,13376,6701,6675
708,Kevin Garnett,2011,0.820,1.120,-0.830,0.120,0.000,0.500,1.280,1.350,1.000,0.350,-0.071,-0.454,0.383,-0.679,-0.040,0.860,-0.020,0.140,0.070,0.750,1.630,1.530,1.440,0.090,0.770,0.759,0.011,0.850,1.279,2.300,0.600,3.150,3.760,0.010,9426,4726,4700
2548,Dwyane Wade,2011,2.820,1.300,-1.470,0.130,-1.350,0.800,-0.790,3.080,2.280,0.800,0.072,-0.233,0.305,0.148,0.070,1.150,-0.380,-0.000,0.310,-0.280,0.070,0.440,0.410,0.030,-0.518,0.332,-0.850,0.458,3.152,-0.078,3.300,0.380,3.670,-0.010,13522,6778,6744
201142,Kevin Durant,2011,0.740,1.180,-0.170,-1.010,-0.570,0.520,0.240,2.190,0.970,1.220,0.542,0.477,0.065,0.608,-0.780,0.070,0.300,0.160,0.500,0.430,1.430,0.760,0.770,-0.010,-0.358,-0.013,-0.345,-0.272,2.732,0.402,3.340,0.130,3.470,-0.000,14333,7190,7143
201144,Mike Conley,2011,1.460,0.540,-2.290,0.070,0.830,0.250,-0.250,1.160,0.950,0.210,0.654,0.447,0.207,0.706,-0.260,0.010,0.280,-0.050,-0.020,0.250,0.110,0.140,0.340,-0.200,0.488,0.413,0.075,0.282,1.814,0.628,2.520,0.910,3.420,-0.010,12552,6292,6260
2222,Gerald Wallace,2011,1.660,-0.220,0.780,-0.180,-2.450,-0.060,1.000,0.370,0.030,0.340,0.737,0.159,0.578,1.163,0.260,0.480,-1.060,-0.220,0.800,0.350,0.550,0.410,0.290,0.120,0.532,0.330,0.202,0.208,1.107,0.942,2.270,1.150,3.420,-0.000,10431,5216,5215
201600,Omer Asik,2011,0.270,-0.460,-0.190,-0.200,-0.050,0.350,-1.230,-0.840,-0.530,-0.310,0.095,0.317,-0.222,1.635,0.640,0.640,0.340,0.200,-0.980,0.260,1.740,1.320,1.330,-0.010,0.776,0.356,0.420,0.424,-0.745,2.096,0.890,2.520,3.410,0.000,4186,2081,2105
2555,Nick Collison,2011,0.410,0.430,0.360,0.550,-0.770,-0.450,1.240,1.250,0.530,0.720,-0.289,0.221,-0.510,0.799,1.480,-0.170,-0.270,0.000,-1.210,0.320,1.130,1.060,0.870,0.190,0.462,0.006,0.456,0.078,0.961,1.522,1.760,1.600,3.360,-0.000,7111,3559,3552
