player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_SQ,oALT_MAKE,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_SQ,dALT_MAKE,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
1641772,Nae'Qwan Tomlin,2026,-0.66,-0.41,-0.08,-0.33,-0.25,-0.31,-0.55,0.23,0.4,0.65,0.66,-0.16,0.82,-0.01,0.28,0.16,0.13,-0.14,-0.97,0.93,-0.57,0.79,0.21,-0.01,4428,2205,2223
1628976,Wendell Carter Jr.,2026,-0.83,-0.93,-0.63,-0.3,0.1,-0.12,-0.14,0.03,-0.31,0.94,1.19,0.38,0.81,-0.25,0.2,0.2,-0.0,0.33,-0.95,1.14,-1.26,1.47,0.21,0.0,17139,8563,8576
1629622,Max Strus,2026,0.65,0.22,0.36,-0.14,0.43,0.15,0.14,0.01,-0.14,0.76,0.68,0.26,0.42,0.08,-0.95,-0.63,-0.33,-0.26,0.8,-0.19,0.66,-0.45,0.2,-0.01,7898,3950,3948
1630568,Luka Garza,2026,0.14,0.24,0.11,0.13,-0.1,-0.14,0.14,-0.28,1.36,-1.48,-1.43,-0.34,-1.09,-0.05,0.01,-0.2,0.2,0.29,0.0,-1.47,1.36,-1.18,0.18,-0.0,5354,2681,2673
1630561,David Duke Jr.,2026,0.31,0.34,-0.1,0.44,-0.03,0.07,-0.01,0.08,-0.29,0.27,0.28,-0.04,0.32,-0.01,-0.05,-0.06,0.02,-0.13,0.38,0.22,0.09,0.09,0.18,-0.0,141,73,68
1642857,Kasparas Jakučionis,2026,-0.06,-0.45,0.01,-0.46,0.39,0.67,0.13,0.55,0.23,-1.09,-0.89,-0.12,-0.77,-0.2,0.3,0.63,-0.33,0.12,0.61,-0.79,0.84,-0.67,0.17,0.0,4090,2044,2046
201567,Kevin Love,2026,0.49,0.21,0.6,-0.39,0.28,0.29,0.24,0.05,0.0,-1.17,-1.49,-0.42,-1.07,0.32,0.22,0.06,0.16,0.34,0.78,-0.95,0.78,-0.61,0.17,-0.0,3629,1817,1812
1628379,Luke Kennard,2026,2.68,2.66,-0.14,2.8,0.02,-0.17,0.38,-0.55,-0.33,-0.63,-0.5,-0.08,-0.42,-0.13,-0.58,0.2,-0.78,-0.8,2.51,-1.21,2.18,-2.01,0.16,-0.01,13562,6788,6774
1631323,Simone Fontecchio,2026,0.13,0.01,-0.33,0.34,0.12,-0.38,0.07,-0.45,0.62,-0.27,-0.01,-0.06,0.05,-0.26,-0.54,0.05,-0.58,0.59,-0.25,-0.81,0.37,-0.22,0.15,0.0,10064,5039,5025
1642363,Nique Clifford,2026,0.39,0.37,-0.47,0.84,0.02,-0.39,-0.24,-0.15,0.01,0.05,0.17,0.06,0.11,-0.12,0.42,0.08,0.34,-0.34,0.0,0.47,0.01,0.13,0.15,0.01,7617,3794,3823
1631159,Leonard Miller,2026,1.19,1.24,0.43,0.81,-0.05,-0.05,0.05,-0.09,-0.79,0.52,0.6,-0.17,0.77,-0.08,0.07,-0.08,0.15,-0.79,1.14,0.59,0.35,-0.2,0.15,0.0,3237,1617,1620
1631209,Isaiah Wong,2026,-0.31,-0.4,-0.37,-0.03,0.09,-0.08,0.09,-0.17,-0.88,0.1,0.13,0.09,0.04,-0.03,0.73,0.31,0.42,0.59,-0.39,0.83,-1.27,1.42,0.15,-0.0,1039,520,519
1642938,Jones,2026,0.2,0.21,0.13,0.08,-0.01,0.08,0.06,0.02,-0.15,0.46,0.43,-0.03,0.46,0.03,-0.16,0.03,-0.21,-0.28,0.28,0.3,0.13,0.02,0.15,-0.0,351,177,174
1628467,Maxi Kleber,2026,1.5,1.22,0.05,1.17,0.28,-0.29,-0.23,-0.05,-1.55,0.38,0.29,0.45,-0.16,0.09,-0.2,0.21,-0.4,0.31,1.21,0.18,-0.34,0.49,0.14,-0.01,4718,2353,2365
1642271,Kyle Filipowski,2026,1.07,1.03,0.28,0.75,0.04,-0.07,0.07,-0.14,-0.13,-1.35,-1.45,-0.58,-0.87,0.1,0.42,0.21,0.22,0.19,1.0,-0.93,0.87,-0.74,0.14,0.01,13780,6889,6891
1641740,Jaylen Clark,2026,-0.44,-0.57,-0.49,-0.08,0.13,0.68,0.36,0.32,-0.09,0.2,0.27,0.32,-0.05,-0.07,0.64,0.36,0.28,-0.88,0.24,0.84,0.15,-0.04,0.11,-0.0,5720,2833,2887
1628381,John Collins,2026,0.34,-0.25,0.2,-0.45,0.59,-1.6,-0.89,-0.72,0.98,1.32,1.18,-0.39,1.57,0.14,-0.76,-0.37,-0.38,-0.18,-1.26,0.56,-0.28,0.38,0.11,0.01,12372,6183,6189
1630162,Anthony Edwards,2026,2.14,1.38,-0.26,1.64,0.76,0.46,0.27,0.21,-0.77,-2.2,-1.95,0.17,-2.12,-0.25,-0.35,-0.28,-0.07,0.82,2.6,-2.55,1.83,-1.73,0.1,0.0,22361,11182,11179
1629659,Talen Horton-Tucker,2026,0.41,0.22,-0.19,0.41,0.19,-0.08,-0.05,-0.03,-0.38,1.27,1.14,0.09,1.05,0.13,-0.5,-0.06,-0.44,-0.63,0.33,0.77,-0.05,0.14,0.09,0.0,3096,1541,1555
1630846,Olivier Sarr,2026,0.64,0.54,0.1,0.44,0.1,-0.15,-0.12,-0.03,-0.27,0.02,0.04,0.01,0.03,-0.02,-0.13,0.0,-0.13,-0.02,0.49,-0.11,0.22,-0.13,0.09,0.0,173,86,87
1630541,Moses Moody,2026,-0.77,-0.67,-0.15,-0.52,-0.1,0.01,-0.48,0.49,-0.29,0.43,0.39,-0.15,0.54,0.04,0.8,0.08,0.73,-0.09,-0.76,1.23,-1.05,1.14,0.09,0.0,13682,6834,6848
