player_id,player_name,Latest_Year,box_prior_source,prior_total_off,factor_off_poss,factor_def_poss,factor_possessions,prior_oTS,prior_dTS,prior_oTOV,prior_dTOV,prior_oSC,prior_dSC,prior_off,prior_def,prior_net,prior_total_def,prior_total_net,pure_oTS,pure_dTS,pure_oTOV,pure_dTOV,pure_oSC,pure_dSC,pure_off,pure_def,pure_net,box_oTS,box_dTS,box_oTOV,box_dTOV,box_oSC,box_dSC,box_off,box_def,box_net,pure_RESID,prior_RESID,shift_oTS,shift_oTOV,shift_oSC,shift_dTS,shift_dTOV,shift_dSC,shift_off,shift_def,shift_net
201142,Kevin Durant,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",7.804,1565,1572,3137,7.508,1.261,0.695,-0.473,-0.398,0.22,7.805,1.008,8.813,1.007,8.811,1.635,0.581,-0.425,-0.337,-0.332,-0.238,0.878,0.006,0.884,8.084,1.48,0.74,-0.168,-0.413,0.427,8.411,1.739,10.15,0.0,-0.002,5.873,1.12,-0.066,0.68,-0.136,0.458,6.927,1.002,7.929
101108,Chris Paul,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",7.339,927,933,1860,4.601,-0.509,2.656,1.563,0.081,0.331,7.338,1.385,8.723,1.385,8.724,1.34,-0.78,0.058,0.391,0.628,0.281,2.026,-0.108,1.918,5.161,0.339,2.853,1.524,-0.304,0.179,7.71,2.042,9.752,0.0,0.001,3.261,2.598,-0.547,0.271,1.172,0.05,5.312,1.493,6.805
2544,LeBron James,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",7.498,1363,1360,2723,8.009,-0.817,0.711,0.563,-1.223,0.158,7.497,-0.096,7.401,-0.095,7.403,1.527,-0.51,0.432,0.395,-0.522,0.287,1.437,0.172,1.609,8.844,-0.05,0.556,0.518,-1.673,0.091,7.727,0.559,8.286,0.0,0.002,6.482,0.279,-0.701,-0.307,0.168,-0.129,6.06,-0.268,5.792
201939,Stephen Curry,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",5.722,589,587,1176,6.411,0.222,0.213,0.535,-0.903,0.193,5.721,0.95,6.671,0.95,6.672,0.45,-0.229,-0.197,0.178,0.239,0.012,0.492,-0.039,0.453,7.166,0.889,0.352,0.478,-1.166,0.217,6.352,1.584,7.936,0.0,0.001,5.961,0.41,-1.142,0.451,0.357,0.181,5.229,0.989,6.218
201935,James Harden,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",5.974,507,495,1002,5.576,0.169,0.132,0.217,0.267,-0.113,5.975,0.273,6.248,0.273,6.247,0.238,-0.224,-0.103,-0.157,0.689,-0.24,0.824,-0.621,0.203,6.604,0.805,0.217,0.278,-0.153,-0.047,6.668,1.036,7.704,0.0,-0.001,5.338,0.235,-0.422,0.393,0.374,0.127,5.151,0.894,6.045
200768,Kyle Lowry,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",4.99,508,506,1014,3.565,-0.777,1.16,1.474,0.265,0.27,4.99,0.967,5.957,0.966,5.956,-0.054,-0.148,-0.403,0.045,0.036,0.153,-0.421,0.05,-0.371,4.42,-0.335,1.386,1.54,0.255,0.348,6.061,1.553,7.614,-0.0,-0.001,3.619,1.563,0.229,-0.629,1.429,0.117,5.411,0.917,6.328
202695,Kawhi Leonard,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",1.111,1425,1404,2829,1.14,2.098,0.521,1.352,-0.548,0.387,1.113,3.837,4.95,3.836,4.947,0.701,0.662,0.221,0.383,-0.449,0.112,0.473,1.157,1.63,1.726,2.301,0.514,1.189,-0.722,0.446,1.518,3.936,5.454,-0.0,-0.003,0.439,0.3,-0.099,1.436,0.969,0.275,0.64,2.68,3.32
202331,Paul George,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",1.503,1425,1425,2850,1.965,1.045,0.205,1.595,-0.666,0.074,1.504,2.714,4.218,2.716,4.219,-0.412,0.445,0.131,0.33,-0.111,-0.101,-0.392,0.674,0.282,3.193,1.688,0.082,1.505,-0.837,0.442,2.438,3.635,6.073,0.0,0.001,2.377,0.074,-0.555,0.6,1.265,0.175,1.896,2.04,3.936
201144,Mike Conley,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",3.502,491,496,987,0.948,-0.191,2.026,0.771,0.528,-0.049,3.502,0.531,4.033,0.531,4.033,-1.362,0.171,0.309,0.102,-0.082,-0.128,-1.135,0.145,-0.99,2.012,0.085,2.036,0.877,0.47,0.063,4.518,1.025,5.543,0.0,0.0,2.31,1.717,0.61,-0.362,0.669,0.079,4.637,0.386,5.023
201988,Patty Mills,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",3.096,686,676,1362,1.194,0.433,1.776,0.557,0.126,-0.155,3.096,0.835,3.931,0.835,3.931,1.456,0.123,0.283,0.314,-0.125,-0.181,1.614,0.256,1.87,1.621,0.992,1.718,0.485,0.032,-0.076,3.371,1.401,4.772,0.0,0.0,-0.262,1.493,0.251,0.31,0.243,0.026,1.482,0.579,2.061
1938,Manu Ginobili,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",2.246,1144,1133,2277,3.161,-0.489,-0.598,1.638,-0.317,0.348,2.246,1.497,3.743,1.496,3.742,3.38,0.316,0.121,0.12,-0.725,0.396,2.776,0.832,3.608,3.106,-0.17,-0.658,1.698,-0.292,0.153,2.156,1.681,3.837,0.0,-0.001,-0.219,-0.719,0.408,-0.805,1.518,-0.048,-0.53,0.665,0.135
203081,Damian Lillard,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",4.218,890,895,1785,2.691,0.129,1.594,-0.735,-0.069,-0.457,4.216,-1.063,3.153,-1.062,3.156,0.137,0.321,0.43,-0.302,0.559,-0.42,1.126,-0.401,0.725,3.378,0.285,1.764,-0.556,-0.214,-0.053,4.928,-0.324,4.604,0.0,0.003,2.554,1.164,-0.628,-0.192,-0.433,-0.037,3.09,-0.662,2.428
1717,Dirk Nowitzki,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",3.706,489,503,992,2.249,-0.705,1.896,-0.389,-0.439,0.299,3.706,-0.795,2.911,-0.796,2.91,0.024,0.025,0.477,-0.136,0.172,-0.235,0.673,-0.346,0.327,2.98,-0.399,1.891,-0.169,-0.691,0.444,4.18,-0.124,4.056,0.0,-0.001,2.225,1.419,-0.611,-0.73,-0.253,0.534,3.033,-0.449,2.584
101114,Deron Williams,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",2.425,772,775,1547,2.55,-0.29,0.995,0.763,-1.12,-0.027,2.425,0.446,2.871,0.444,2.869,0.091,-0.042,0.191,0.288,0.008,0.358,0.29,0.604,0.894,3.549,-0.052,0.965,0.722,-1.518,-0.273,2.996,0.397,3.393,0.0,-0.002,2.459,0.804,-1.128,-0.248,0.475,-0.385,2.135,-0.158,1.977
202689,Kemba Walker,2014,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",1.296,286,288,574,-0.093,0.858,1.631,0.321,-0.242,-0.04,1.296,1.139,2.435,1.139,2.435,-0.325,-0.19,0.015,-0.034,-0.423,0.069,-0.733,-0.155,-0.888,0.581,1.397,1.789,0.421,-0.269,0.033,2.101,1.851,3.952,0.0,0.0,0.232,1.616,0.181,1.048,0.355,-0.109,2.029,1.294,3.323
