player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_TOV_VALUE,oSC,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oALT_TOV_VALUE_split,dALT_EFG_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_TOV_VALUE,dSC,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dALT_TOV_VALUE_split,nALT_EFG_VALUE,nALT_FT,nALT_TOV_VALUE,nSC,nDISPLAY_SUM,RESID,off,def,net_rapm,possessions,off_poss,def_poss
204330,Isabelle Harrison,2025,0.685,0.028,-0.012,0.04,-0.184,-0.078,-0.106,0.841,-0.046,0.887,0.033,-0.72,-0.962,-0.001,-0.963,0.0,-0.308,0.145,-0.453,-0.308,-0.481,-0.625,-0.073,-0.552,-0.261,-0.141,-0.12,0.404,0.002,0.403,-0.009,-0.003,-0.33,-0.494,-0.824,0.0,0.138,0.306,-0.167,0.138,0.204,0.024,-0.723,-1.292,-1.787,0.0,-0.963,-0.824,-1.787,6957,3452,3505
201911,Kristi Toliver,2025,-0.736,-0.389,-0.004,-0.385,-0.095,-0.049,-0.045,-0.252,0.058,-0.31,-0.335,-0.542,-0.109,-1.613,-1.722,-0.0,-0.19,-0.002,-0.188,-0.19,-0.302,0.082,-0.017,0.099,-0.03,0.022,-0.052,-0.354,-0.021,-0.333,0.032,0.171,0.023,-0.099,-0.076,-0.0,0.17,-0.073,0.244,0.17,-1.038,-0.303,-0.371,-0.086,-1.798,-0.0,-1.722,-0.076,-1.798,3184,1584,1600
1630119,Jazmine Jones,2025,-0.727,-0.541,0.017,-0.558,0.151,0.021,0.131,-0.338,0.03,-0.367,-0.01,-0.554,-0.072,-1.291,-1.363,0.0,-0.454,-0.041,-0.413,-0.454,-0.15,0.047,-0.022,0.069,0.051,-0.004,0.055,-0.248,-0.01,-0.238,-0.068,-0.098,-0.13,-0.317,-0.447,-0.0,-0.05,-0.055,0.005,-0.05,-0.878,-0.078,-0.652,-0.202,-1.81,0.0,-1.363,-0.447,-1.81,1828,908,920
1628242,Emma Cannon,2025,-0.152,-0.013,-0.046,0.033,0.169,0.087,0.082,-0.308,0.028,-0.336,0.196,-1.376,0.118,-1.332,-1.215,-0.0,-1.058,-0.299,-0.759,-1.058,-0.004,0.226,0.016,0.21,-0.139,-0.066,-0.074,-0.091,-0.023,-0.068,-0.008,-0.245,-0.339,-0.257,-0.596,-0.0,-0.096,-0.084,-0.011,-0.096,-0.156,0.188,-1.622,-0.221,-1.811,-0.0,-1.215,-0.596,-1.811,4141,2056,2085
1630389,Dana Evans,2025,-1.387,-0.961,-0.235,-0.725,-0.012,-0.08,0.068,-0.414,-0.052,-0.361,0.1,0.202,-0.241,-1.085,-1.326,0.0,0.442,0.247,0.195,0.442,-0.199,-0.971,-0.188,-0.783,-0.25,-0.035,-0.216,1.023,0.091,0.932,-0.258,0.388,-0.437,-0.069,-0.505,-0.0,0.364,0.03,0.333,0.364,-1.586,-0.157,0.589,-0.678,-1.831,0.0,-1.326,-0.505,-1.831,10982,5492,5490
204329,Kiah Stokes,2025,-0.843,-0.991,-0.278,-0.712,0.448,-0.07,0.518,-0.301,0.097,-0.398,-0.055,-0.224,-1.02,-1.123,-2.143,0.0,-0.19,-0.061,-0.128,-0.19,0.796,0.237,0.175,0.062,0.547,0.17,0.377,0.012,-0.04,0.052,0.298,-0.693,-0.128,0.401,0.273,0.0,-0.684,-0.323,-0.362,-0.684,-0.047,0.243,-0.918,-1.148,-1.87,0.0,-2.143,0.273,-1.87,14999,7538,7461
1629484,Megan Gustafson,2025,-1.015,-0.676,-0.046,-0.63,-0.145,0.017,-0.163,-0.194,-0.028,-0.166,-0.04,-0.057,0.653,-1.112,-0.459,0.0,0.077,-0.028,0.105,0.077,-0.409,-0.072,-0.029,-0.043,-0.262,-0.062,-0.2,-0.074,0.014,-0.089,-0.281,-0.377,-0.348,-1.067,-1.416,0.0,-0.052,-0.273,0.221,-0.052,-1.424,-0.322,-0.434,0.304,-1.875,0.0,-0.459,-1.416,-1.875,5700,2838,2862
202650,Jantel Lavender,2025,-1.186,-0.039,-0.036,-0.003,-0.661,-0.254,-0.407,-0.486,0.017,-0.503,-0.288,0.004,0.049,-1.47,-1.421,-0.0,0.031,-0.115,0.145,0.031,-0.687,-0.348,0.017,-0.364,-0.167,0.029,-0.196,-0.173,-0.02,-0.154,0.009,0.236,-0.014,-0.442,-0.456,0.0,0.098,0.121,-0.023,0.098,-1.873,-0.279,0.24,0.035,-1.877,-0.0,-1.421,-0.456,-1.877,3206,1605,1601
1631090,Christyn Williams,2025,-0.756,-0.063,0.003,-0.066,-0.269,-0.009,-0.26,-0.423,-0.021,-0.403,-0.137,-0.014,-0.141,-0.907,-1.048,0.0,-0.012,0.019,-0.031,-0.012,-0.538,0.02,-0.009,0.028,-0.118,-0.054,-0.064,-0.44,0.006,-0.445,0.009,-0.259,-0.041,-0.789,-0.83,0.0,-0.145,-0.043,-0.101,-0.145,-1.294,-0.129,-0.274,-0.181,-1.878,0.0,-1.048,-0.83,-1.878,169,81,88
1631135,Olivia Nelson-Ododa,2025,-2.016,-0.252,0.076,-0.329,-1.007,-0.389,-0.618,-0.756,-0.037,-0.719,-0.212,-0.088,0.339,-2.315,-1.976,0.0,-0.786,-0.629,-0.157,-0.786,-0.236,0.427,0.028,0.399,0.06,-0.101,0.161,-0.723,-0.013,-0.709,-0.242,0.617,-0.043,0.139,0.097,0.0,0.615,0.255,0.361,0.615,-2.251,-0.454,0.53,0.296,-1.879,0.0,-1.976,0.097,-1.879,6980,3483,3497
203403,Tianna Hawkins,2025,-0.869,0.405,-0.017,0.422,-0.705,-0.109,-0.596,-0.569,0.109,-0.678,-0.046,-0.326,-0.057,-1.241,-1.298,0.0,0.088,0.254,-0.166,0.088,-0.857,-0.122,0.051,-0.173,-0.018,-0.009,-0.01,-0.717,-0.075,-0.641,-0.271,0.386,0.138,-0.742,-0.604,-0.0,0.269,0.154,0.114,0.269,-1.726,-0.317,0.06,0.081,-1.902,-0.0,-1.298,-0.604,-1.902,6151,3067,3084
1627669,Moriah Jefferson,2025,0.377,-0.436,-0.049,-0.387,0.348,-0.415,0.763,0.465,0.086,0.38,-0.365,-0.921,0.189,-0.909,-0.72,-0.0,-0.521,-0.295,-0.226,-0.521,-0.62,-0.401,-0.036,-0.365,-0.004,0.084,-0.088,-0.215,-0.065,-0.15,-0.008,-0.195,-0.362,-0.823,-1.185,-0.0,-0.303,-0.16,-0.142,-0.303,-0.244,-0.373,-1.116,-0.173,-1.904,-0.0,-0.72,-1.185,-1.904,8579,4264,4315
1630444,Jasmine Walker,2025,-0.932,0.051,-0.008,0.059,-0.339,-0.02,-0.319,-0.644,0.011,-0.656,-0.031,-0.147,-0.076,-1.11,-1.186,-0.0,-0.135,0.074,-0.21,-0.135,-0.347,-0.122,-0.017,-0.105,-0.11,-0.029,-0.081,-0.114,-0.003,-0.111,-0.087,-0.24,-0.059,-0.673,-0.732,0.0,-0.163,-0.054,-0.109,-0.163,-1.279,-0.118,-0.387,-0.134,-1.918,-0.0,-1.186,-0.732,-1.918,1087,541,546
1641657,Dorka Juhász,2025,-1.186,-0.405,0.003,-0.408,0.224,0.009,0.215,-1.005,0.104,-1.109,0.184,-0.433,0.311,-1.435,-1.124,-0.0,-0.008,0.045,-0.053,-0.008,-0.432,-0.082,-0.046,-0.036,-0.28,0.037,-0.317,-0.069,-0.068,-0.001,0.08,-0.257,-0.193,-0.608,-0.801,0.0,-0.079,0.045,-0.123,-0.079,-1.618,0.264,-0.69,0.118,-1.926,-0.0,-1.124,-0.801,-1.926,4706,2331,2375
1642802,Lucy Olsen,2025,-0.469,-0.532,-0.061,-0.47,-0.017,-0.078,0.062,0.08,-0.066,0.146,-0.067,0.051,0.479,-0.485,-0.006,0.0,0.119,0.45,-0.331,0.119,-1.389,-0.363,0.049,-0.412,-0.66,-0.033,-0.628,-0.366,0.022,-0.388,-0.063,-0.272,-0.211,-1.724,-1.934,-0.0,-0.22,-0.061,-0.159,-0.22,-1.857,-0.13,-0.222,0.268,-1.941,0.0,-0.006,-1.934,-1.941,1727,871,856
1642244,Sevgi Uzun,2025,-0.84,-0.23,-0.039,-0.191,-0.209,-0.076,-0.133,-0.401,-0.088,-0.313,-0.165,-0.704,0.568,-1.71,-1.142,-0.0,-1.246,-0.801,-0.445,-1.246,-0.543,-0.491,-0.03,-0.461,-0.273,-0.041,-0.232,0.221,0.063,0.158,-0.037,0.072,-0.321,-0.508,-0.829,-0.0,0.006,0.052,-0.046,0.006,-1.383,-0.202,-0.632,0.247,-1.971,-0.0,-1.142,-0.829,-1.971,4306,2156,2150
1629476,Asia (AD) Durr,2025,-0.958,-0.236,-0.008,-0.228,-0.669,-0.285,-0.384,-0.052,0.031,-0.083,-0.087,-0.498,0.029,-1.542,-1.513,-0.0,-0.437,-0.042,-0.394,-0.437,-0.034,0.126,-0.033,0.158,-0.031,-0.021,-0.01,-0.129,-0.024,-0.105,-0.171,-0.177,-0.1,-0.382,-0.482,-0.0,-0.109,-0.172,0.063,-0.109,-0.992,-0.257,-0.675,-0.072,-1.996,-0.0,-1.513,-0.482,-1.996,2917,1462,1455
1630461,Kiana Williams,2025,-1.371,-0.615,0.018,-0.633,-0.162,0.01,-0.172,-0.594,-0.012,-0.582,-0.118,-0.13,-0.118,-1.619,-1.737,-0.0,-0.321,-0.287,-0.034,-0.321,0.133,0.022,0.01,0.012,0.181,-0.005,0.186,-0.07,0.013,-0.083,0.001,-0.111,-0.292,0.023,-0.269,0.0,-0.183,-0.027,-0.155,-0.183,-1.239,-0.116,-0.241,-0.41,-2.006,-0.0,-1.737,-0.269,-2.006,615,308,307
1641658,Grace Berger,2025,-0.402,0.816,0.009,0.807,-0.073,-0.087,0.014,-1.145,-0.016,-1.129,-0.017,-0.408,-0.276,-0.827,-1.103,-0.0,-0.338,-0.094,-0.244,-0.338,-0.59,-0.047,0.032,-0.079,0.067,-0.049,0.117,-0.611,-0.015,-0.596,-0.16,-0.682,0.52,-1.432,-0.912,0.0,-0.45,-0.227,-0.223,-0.45,-0.993,-0.177,-1.09,0.244,-2.015,-0.0,-1.103,-0.912,-2.015,3419,1705,1714
1642818,Maddy Westbeld,2025,-1.074,-0.681,-0.098,-0.582,-0.137,0.003,-0.141,-0.256,-0.051,-0.205,-0.259,0.168,0.087,-1.165,-1.078,0.0,-0.107,-0.212,0.105,-0.107,-1.0,-0.804,-0.024,-0.78,-0.282,-0.099,-0.183,0.086,0.029,0.057,0.013,-0.15,0.147,-1.138,-0.991,-0.0,-0.104,-0.106,0.001,-0.104,-2.074,-0.246,0.018,0.234,-2.069,0.0,-1.078,-0.991,-2.069,1202,601,601
204323,Cheyenne Parker-Tyus,2025,-1.412,-0.849,-0.009,-0.841,-0.515,-0.335,-0.179,-0.048,0.066,-0.114,0.068,-0.467,0.215,-1.811,-1.596,0.0,-0.356,-0.328,-0.028,-0.356,-0.117,-0.153,-0.018,-0.135,0.101,0.046,0.055,-0.065,-0.066,0.001,-0.196,-0.067,-0.096,-0.38,-0.476,-0.0,0.024,0.038,-0.015,0.024,-1.528,-0.129,-0.534,0.119,-2.072,0.0,-1.596,-0.476,-2.072,10634,5285,5349
1631141,Jade Melbourne,2025,-1.456,0.197,0.109,0.088,-0.856,0.079,-0.935,-0.797,-0.058,-0.739,0.38,-0.0,-0.477,-1.077,-1.554,0.0,-0.39,-0.083,-0.307,-0.39,-0.145,-0.068,0.04,-0.108,-0.033,-0.07,0.036,-0.043,0.029,-0.072,-0.16,-0.068,-0.149,-0.373,-0.522,-0.0,0.029,0.268,-0.239,0.029,-1.601,0.22,-0.068,-0.626,-2.075,0.0,-1.554,-0.522,-2.075,4607,2311,2296
1631118,Lexi Held,2025,-1.411,-0.145,-0.051,-0.093,-0.12,0.121,-0.24,-1.146,-0.04,-1.106,0.183,0.257,-0.262,-0.971,-1.232,-0.0,-0.211,-0.158,-0.053,-0.211,-0.929,-0.451,-0.002,-0.449,-0.136,-0.076,-0.06,-0.342,0.027,-0.369,-0.063,-0.022,0.159,-1.013,-0.854,0.0,0.196,0.017,0.179,0.196,-2.339,0.12,0.236,-0.102,-2.086,0.0,-1.232,-0.854,-2.086,1623,815,808
1629488,Brianna Turner,2025,-0.247,-0.158,-0.023,-0.135,0.067,-0.152,0.219,-0.155,0.098,-0.254,-0.071,-0.42,-0.605,-0.737,-1.342,0.0,-0.261,-0.121,-0.141,-0.261,-0.124,0.209,-0.044,0.253,0.14,0.143,-0.003,-0.473,-0.036,-0.437,0.039,0.022,-0.685,-0.062,-0.747,0.0,-0.176,-0.34,0.164,-0.176,-0.371,-0.032,-0.397,-1.29,-2.089,0.0,-1.342,-0.747,-2.089,14283,7158,7125
1642801,Aaliyah Nye,2025,-0.944,0.01,-0.202,0.212,-0.087,0.209,-0.296,-0.867,-0.061,-0.805,0.012,-0.201,-0.357,-1.133,-1.491,0.0,-0.242,-0.031,-0.211,-0.242,-0.259,-0.586,0.005,-0.591,-0.338,-0.102,-0.236,0.665,0.05,0.614,-0.094,-0.587,0.327,-0.94,-0.613,0.0,-0.374,-0.266,-0.109,-0.374,-1.203,-0.082,-0.788,-0.03,-2.104,0.0,-1.491,-0.613,-2.104,2481,1234,1247
1642793,Aziaha James,2025,-0.795,0.311,-0.061,0.372,-0.246,-0.057,-0.189,-0.86,-0.075,-0.785,-0.191,0.0,0.42,-0.986,-0.566,0.0,0.313,0.161,0.152,0.313,-1.448,0.032,0.132,-0.1,-0.322,-0.079,-0.243,-1.157,0.028,-1.185,-0.38,-0.396,0.657,-2.224,-1.566,0.0,-0.149,0.115,-0.264,-0.149,-2.243,-0.571,-0.396,1.077,-2.133,0.0,-0.566,-1.566,-2.133,2471,1230,1241
1628922,Azurá Stevens,2025,0.805,0.647,0.131,0.516,-0.268,0.278,-0.546,0.427,0.015,0.412,-0.037,-0.948,-0.468,-0.179,-0.647,-0.0,-0.618,-0.686,0.068,-0.618,-0.885,-0.896,-0.187,-0.709,-0.1,-0.137,0.038,0.111,0.009,0.102,0.101,-0.688,-0.071,-1.471,-1.542,0.0,-0.455,-0.017,-0.438,-0.455,-0.079,0.064,-1.635,-0.539,-2.189,-0.0,-0.647,-1.542,-2.189,17014,8486,8528
1630139,Jocelyn Willoughby,2025,-0.704,0.122,-0.062,0.184,-0.699,-0.047,-0.652,-0.127,0.036,-0.163,-0.072,-0.773,-0.324,-1.549,-1.873,0.0,-0.663,-0.49,-0.173,-0.663,-0.065,-0.044,-0.03,-0.014,0.018,-0.025,0.043,-0.039,-0.013,-0.026,0.017,-0.254,-0.09,-0.301,-0.39,-0.0,-0.2,-0.131,-0.069,-0.2,-0.768,-0.054,-1.027,-0.414,-2.263,0.0,-1.873,-0.39,-2.263,1228,608,620
1631031,Queen Egbo,2025,-0.655,-0.099,0.026,-0.125,-0.547,-0.207,-0.34,-0.009,0.019,-0.028,-0.016,-0.656,-0.338,-1.327,-1.665,-0.0,-0.56,-0.375,-0.185,-0.56,-0.492,-0.111,-0.019,-0.093,-0.191,0.015,-0.207,-0.189,-0.032,-0.157,-0.114,-0.041,0.034,-0.647,-0.613,-0.0,0.01,0.009,0.001,0.01,-1.147,-0.13,-0.697,-0.304,-2.279,-0.0,-1.665,-0.613,-2.279,4330,2166,2164
204320,Amanda Zahui B,2025,-1.599,-0.67,0.001,-0.671,-0.387,-0.083,-0.304,-0.542,0.078,-0.62,-0.124,-0.5,-0.404,-2.223,-2.627,0.0,-0.47,-0.219,-0.251,-0.47,0.279,-0.16,0.023,-0.182,0.065,0.001,0.064,0.373,-0.035,0.409,-0.08,0.267,-0.204,0.465,0.261,-0.0,0.153,-0.044,0.197,0.153,-1.32,-0.204,-0.233,-0.608,-2.366,0.0,-2.627,0.261,-2.366,3609,1816,1793
1631006,Kierstan Bell,2025,-1.183,-0.636,-0.082,-0.554,0.72,-0.022,0.743,-1.267,0.014,-1.282,-0.59,0.145,-0.392,-1.628,-2.02,0.0,0.219,0.111,0.108,0.219,0.39,0.043,-0.046,0.088,-0.116,-0.073,-0.043,0.463,0.008,0.455,-0.087,-0.521,-0.22,-0.218,-0.438,0.0,-0.417,-0.073,-0.344,-0.417,-0.792,-0.677,-0.376,-0.613,-2.458,0.0,-2.02,-0.438,-2.458,4457,2248,2209
1629496,Ezi Magbegor,2025,-2.45,-0.662,0.017,-0.679,-1.092,-0.224,-0.868,-0.695,0.003,-0.699,-0.08,0.384,-0.821,-2.146,-2.968,-0.0,-0.263,-0.055,-0.208,-0.263,-0.238,0.001,-0.062,0.063,0.102,0.011,0.091,-0.342,0.005,-0.347,-0.054,0.493,0.278,0.201,0.479,-0.0,0.447,0.486,-0.039,0.447,-2.688,-0.134,0.876,-0.543,-2.488,-0.0,-2.968,0.479,-2.488,19955,10080,9875
1628263,Lindsay Allen,2025,-0.964,-0.312,-0.078,-0.233,-0.057,-0.378,0.321,-0.595,-0.003,-0.592,-0.075,0.054,-0.697,-0.985,-1.682,-0.0,0.44,0.215,0.225,0.44,-0.227,-0.177,0.021,-0.198,-0.193,0.055,-0.249,0.143,-0.024,0.167,-0.138,-0.634,0.174,-0.999,-0.826,-0.0,-0.72,-0.355,-0.365,-0.72,-1.191,-0.213,-0.58,-0.524,-2.508,-0.0,-1.682,-0.826,-2.508,10788,5355,5433
1642210,Julie Vanloo,2025,0.089,-0.065,-0.007,-0.058,0.043,0.498,-0.455,0.111,-0.042,0.153,-0.567,-0.935,-0.612,-1.413,-2.026,-0.0,-0.829,-0.956,0.128,-0.829,-1.044,-0.083,0.048,-0.131,-0.375,-0.134,-0.241,-0.585,0.048,-0.633,-0.039,0.64,-0.051,-0.443,-0.494,-0.0,0.471,0.076,0.395,0.471,-0.955,-0.606,-0.294,-0.664,-2.52,-0.0,-2.026,-0.494,-2.52,6736,3368,3368
1628920,Mercedes Russell,2025,-1.279,-0.223,-0.272,0.049,-0.675,-0.284,-0.391,-0.381,0.091,-0.472,0.207,-1.511,-0.102,-2.584,-2.686,-0.0,-0.974,-0.323,-0.65,-0.974,0.313,-0.253,-0.002,-0.25,0.239,0.08,0.159,0.326,-0.035,0.362,-0.067,-0.218,0.126,0.028,0.154,-0.0,-0.355,-0.158,-0.198,-0.355,-0.967,0.14,-1.729,0.024,-2.532,-0.0,-2.686,0.154,-2.532,7324,3667,3657
1642287,Cameron Brink,2025,-2.255,-0.922,-0.011,-0.911,-0.17,0.141,-0.311,-1.164,-0.03,-1.134,-0.191,-0.673,0.763,-3.119,-2.356,0.0,-0.877,-0.094,-0.783,-0.877,0.13,0.383,0.047,0.337,0.494,-0.017,0.511,-0.748,0.026,-0.774,0.11,0.008,-0.441,0.248,-0.192,-0.0,0.027,-0.165,0.192,0.027,-2.125,-0.08,-0.665,0.322,-2.549,-0.0,-2.356,-0.192,-2.549,3122,1550,1572
1628927,Victoria Vivians,2025,-1.386,-0.077,0.003,-0.08,-0.305,-0.258,-0.047,-1.004,0.063,-1.067,-0.108,-1.22,0.37,-2.714,-2.345,0.0,-0.745,-0.118,-0.627,-0.745,0.313,0.177,-0.019,0.196,-0.116,0.068,-0.184,0.252,-0.048,0.299,-0.251,-0.175,-0.102,-0.113,-0.215,-0.0,0.032,0.232,-0.2,0.032,-1.073,-0.359,-1.395,0.268,-2.559,0.0,-2.345,-0.215,-2.559,10594,5277,5317
1629490,Kitija Laksa,2025,-1.646,-0.736,-0.183,-0.553,-0.147,0.067,-0.214,-0.763,-0.036,-0.727,-0.135,-0.02,-0.046,-1.801,-1.847,0.0,-0.375,-0.314,-0.061,-0.375,0.151,0.196,0.024,0.172,-0.037,-0.042,0.005,-0.008,0.035,-0.043,-0.13,-0.361,-0.476,-0.341,-0.817,0.0,-0.167,-0.104,-0.063,-0.167,-1.495,-0.265,-0.381,-0.522,-2.664,0.0,-1.847,-0.817,-2.664,2287,1144,1143
1642288,Rickea Jackson,2025,-0.66,0.346,0.004,0.342,-0.053,0.405,-0.458,-0.953,-0.128,-0.825,0.078,-0.571,0.325,-1.154,-0.828,-0.0,-0.575,-0.184,-0.391,-0.575,-1.011,-0.049,-0.059,0.01,-0.59,-0.192,-0.398,-0.373,0.09,-0.463,0.06,-0.095,-0.85,-1.046,-1.895,0.0,-0.134,-0.282,0.148,-0.134,-1.671,0.138,-0.666,-0.524,-2.724,0.0,-0.828,-1.895,-2.724,9447,4699,4748
1642295,Elizabeth Kitley,2025,-0.847,-0.498,-0.041,-0.457,-0.65,-0.011,-0.638,0.301,-0.02,0.32,-0.049,-0.576,-0.314,-1.473,-1.786,-0.0,-0.513,-0.253,-0.261,-0.513,-0.498,-0.074,0.028,-0.102,-0.215,0.037,-0.252,-0.209,0.015,-0.225,-0.048,-0.235,-0.171,-0.781,-0.952,0.0,-0.135,0.021,-0.156,-0.135,-1.345,-0.097,-0.811,-0.484,-2.738,0.0,-1.786,-0.952,-2.738,373,185,188
1642289,Kamilla Cardoso,2025,-1.829,-0.597,0.235,-0.832,0.059,-0.086,0.145,-1.29,-0.181,-1.109,-0.253,-0.208,1.132,-2.29,-1.157,-0.0,-0.55,-0.688,0.138,-0.55,-1.266,-0.489,0.041,-0.53,-0.24,-0.119,-0.121,-0.537,0.064,-0.601,0.116,-1.045,0.582,-2.195,-1.613,0.0,-0.684,-0.336,-0.349,-0.684,-3.095,-0.137,-1.252,1.715,-2.77,-0.0,-1.157,-1.613,-2.77,8131,4035,4096
1641650,Haley Jones,2025,-0.761,0.345,0.04,0.304,0.074,-0.25,0.325,-1.18,-0.089,-1.091,0.164,-0.376,-1.296,-0.973,-2.268,0.0,-0.332,-0.02,-0.312,-0.332,-0.454,0.061,0.03,0.032,0.132,-0.114,0.246,-0.648,0.012,-0.659,-0.224,-0.411,0.422,-1.089,-0.668,-0.0,-0.538,-0.371,-0.167,-0.538,-1.215,-0.06,-0.787,-0.874,-2.936,0.0,-2.268,-0.668,-2.936,7989,3984,4005
202641,Sydney Colson,2025,-2.092,-1.011,-0.142,-0.869,0.179,0.116,0.063,-1.26,0.037,-1.297,-0.352,0.128,-0.236,-2.316,-2.552,-0.0,-0.339,-0.019,-0.32,-0.339,-0.044,-0.659,-0.05,-0.609,0.206,-0.082,0.288,0.408,0.026,0.382,-0.26,-0.354,0.211,-0.658,-0.447,0.0,-0.241,-0.302,0.06,-0.241,-2.136,-0.611,-0.227,-0.025,-3.0,0.0,-2.552,-0.447,-3.0,2859,1410,1449
204296,Rebecca Allen,2025,-0.257,-0.624,0.025,-0.649,-0.375,0.148,-0.524,0.742,0.065,0.677,-0.164,-0.946,-0.101,-1.367,-1.468,0.0,-0.995,-0.785,-0.21,-0.995,-1.136,-0.599,-0.021,-0.578,-0.042,-0.156,0.114,-0.495,-0.017,-0.478,-0.292,-0.094,-0.064,-1.522,-1.586,0.0,-0.204,0.01,-0.215,-0.204,-1.393,-0.456,-1.04,-0.165,-3.054,0.0,-1.468,-1.586,-3.054,13946,6969,6977
1629482,Sophie Cunningham,2025,-1.438,-0.639,-0.121,-0.518,-0.02,0.068,-0.088,-0.779,0.058,-0.837,-0.12,-0.306,0.012,-1.864,-1.852,-0.0,-0.529,0.388,-0.917,-0.529,-0.213,0.201,0.057,0.143,-0.109,-0.026,-0.083,-0.305,-0.029,-0.276,-0.072,-0.391,-0.634,-0.677,-1.31,0.0,-0.334,-0.061,-0.274,-0.334,-1.652,-0.193,-0.697,-0.621,-3.162,0.0,-1.852,-1.31,-3.162,14702,7367,7335
1627676,Tiffany Mitchell,2025,-2.47,-0.631,0.042,-0.673,-1.06,-0.16,-0.9,-0.779,0.005,-0.784,0.3,-0.354,-0.154,-2.524,-2.677,0.0,-0.273,0.043,-0.317,-0.273,0.014,-0.265,-0.061,-0.204,0.109,0.094,0.016,0.169,-0.041,0.211,0.191,-0.276,-0.513,-0.071,-0.584,0.0,-0.099,-0.147,0.048,-0.099,-2.456,0.491,-0.63,-0.667,-3.262,0.0,-2.677,-0.584,-3.262,9636,4799,4837
1629480,Kalani Brown,2025,-1.484,-0.53,0.188,-0.718,0.111,0.099,0.011,-1.065,-0.005,-1.06,-0.003,-0.24,-0.116,-1.727,-1.844,0.0,-0.564,-0.325,-0.24,-0.564,-0.608,0.156,0.088,0.068,-0.111,0.005,-0.116,-0.653,-0.019,-0.634,-0.013,-0.714,-0.086,-1.335,-1.421,-0.0,-0.573,-0.341,-0.232,-0.573,-2.093,-0.016,-0.954,-0.202,-3.265,0.0,-1.844,-1.421,-3.265,3752,1876,1876
1641649,Diamond Miller,2025,-2.025,0.431,0.036,0.395,-0.274,0.001,-0.275,-2.182,0.013,-2.195,0.028,-0.938,0.725,-2.935,-2.21,-0.0,-0.914,-0.216,-0.698,-0.914,-0.893,0.133,0.041,0.092,-0.209,0.038,-0.247,-0.817,-0.025,-0.792,0.189,-0.563,0.099,-1.268,-1.169,0.0,-0.273,-0.111,-0.162,-0.273,-2.918,0.216,-1.501,0.824,-3.379,-0.0,-2.21,-1.169,-3.379,5617,2785,2832
1627671,Rachel Banham,2025,-0.186,0.464,-0.008,0.472,-0.275,0.033,-0.309,-0.375,0.003,-0.377,-0.105,-1.336,-0.117,-1.628,-1.745,-0.0,-1.39,-0.968,-0.422,-1.39,-0.031,0.157,0.052,0.105,-0.004,0.028,-0.032,-0.184,0.005,-0.189,-0.075,-1.372,-0.247,-1.478,-1.725,-0.0,-1.016,-0.668,-0.348,-1.016,-0.217,-0.18,-2.708,-0.364,-3.47,-0.0,-1.745,-1.725,-3.47,10567,5259,5308
203829,Bria Hartley,2025,-1.302,-0.819,-0.149,-0.671,-0.754,-0.137,-0.617,0.271,-0.07,0.341,-0.498,-0.087,0.021,-1.887,-1.865,0.0,-0.121,0.286,-0.407,-0.121,-1.489,-0.652,-0.007,-0.645,-0.332,-0.165,-0.167,-0.505,0.034,-0.539,-0.003,-0.07,-0.301,-1.562,-1.864,-0.0,-0.26,-0.081,-0.179,-0.26,-2.791,-0.501,-0.157,-0.28,-3.729,0.0,-1.865,-1.864,-3.729,4067,2015,2052
1642292,Jacy Sheldon,2025,-0.879,0.022,-0.218,0.24,-0.348,-0.09,-0.258,-0.552,-0.111,-0.442,0.127,-0.697,-0.444,-1.449,-1.893,0.0,-0.394,-0.598,0.204,-0.394,-1.767,-0.603,0.037,-0.639,-0.445,-0.189,-0.256,-0.72,0.057,-0.777,-0.374,-0.37,0.211,-2.511,-2.299,-0.0,-0.263,-0.319,0.055,-0.263,-2.646,-0.247,-1.067,-0.233,-4.192,-0.0,-1.893,-2.299,-4.192,6512,3237,3275
202250,Tina Charles,2025,-2.307,0.089,-0.433,0.522,-0.868,-0.471,-0.397,-1.529,-0.038,-1.491,-0.062,-0.815,-0.078,-3.185,-3.262,-0.0,-0.17,0.14,-0.31,-0.17,-0.969,-0.567,0.042,-0.609,0.242,-0.107,0.348,-0.643,0.022,-0.666,0.025,-0.163,0.132,-1.107,-0.975,-0.0,-0.422,-0.46,0.038,-0.422,-3.276,-0.037,-0.979,0.054,-4.237,-0.0,-3.262,-0.975,-4.237,17646,8806,8840
