player_id,player_name,Latest_Year,oTS,oFT,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
2548,Dwyane Wade,2006,3.16,0.83,1.71,2.17,-0.56,-0.19,-1.14,0.13,0.44,0.32,0.53,-0.21,1.1,0.75,-0.17,0.3,0.76,0.24,0.03,-0.53,0.04,1.21,0.06,0.1,-0.04,0.35,4.42,1.57,5.99,0.25,1.52,2.9,0.26,1.31,1.42,0.41,14505,7273,7232
1897,Metta World Peace,2006,1.64,-0.01,0.27,0.58,1.69,0.42,-1.96,-0.1,0.3,0.17,0.17,-0.01,0.67,1.28,0.4,0.99,0.22,0.55,0.0,-1.54,0.2,1.16,0.83,0.48,0.34,0.28,2.62,2.71,5.33,0.46,0.2,2.42,0.03,2.68,0.84,1.11,8905,4457,4448
977,Kobe Bryant,2006,3.12,0.99,-0.68,0.35,1.85,0.33,-1.17,1.07,2.64,1.05,0.36,0.69,0.62,-0.45,-0.38,-0.77,-0.24,0.43,0.07,0.34,0.17,0.54,-0.0,0.15,-0.17,-0.03,5.11,-0.73,4.38,0.07,0.3,4.81,-0.18,-0.55,1.67,-0.03,13349,6687,6662
1938,Manu Ginobili,2006,2.38,0.94,1.35,-0.26,1.42,0.5,-2.77,0.39,1.05,0.61,0.07,0.53,0.02,0.19,0.11,-0.3,0.36,0.83,0.1,-0.53,-0.29,1.69,1.28,0.45,0.83,-0.08,3.33,1.04,4.37,-0.03,0.22,3.11,0.01,1.03,0.63,1.2,8185,4100,4085
739,Rasheed Wallace,2006,1.17,-1.01,-0.64,0.4,2.2,0.23,-1.57,0.92,4.8,1.49,0.31,1.18,0.65,1.4,0.63,-0.68,0.53,0.99,0.25,-0.31,0.53,1.51,-0.05,-0.18,0.13,-0.52,2.72,1.65,4.36,0.22,0.31,2.41,-0.18,1.83,2.14,-0.57,11760,5897,5863
297,Alonzo Mourning,2006,1.18,0.37,-0.6,-0.07,0.65,-0.18,-0.06,0.42,-0.48,0.53,0.02,0.52,0.54,2.13,-0.04,-0.34,1.35,0.32,0.09,0.02,0.13,0.12,-0.45,0.03,-0.48,-0.33,2.66,1.5,4.16,0.56,0.55,2.11,-0.12,1.62,1.07,-0.78,5631,2807,2824
2544,LeBron James,2006,2.04,0.23,1.41,1.37,1.55,-0.22,-2.96,-0.46,0.17,1.91,0.77,1.13,-0.58,0.23,-0.07,-0.3,0.38,0.31,0.23,-0.01,-0.4,0.51,-0.58,-0.01,-0.55,0.6,4.04,0.08,4.12,0.5,0.24,3.8,0.4,-0.32,1.33,0.02,14434,7223,7211
406,Shaquille O'Neal,2006,4.49,-1.51,3.04,2.54,-0.77,0.4,-2.26,0.17,3.36,-0.78,-0.47,-0.31,0.09,-0.63,0.24,1.92,-0.33,-0.33,-0.21,-1.59,-0.16,0.46,-0.32,-0.21,-0.12,0.91,3.19,0.36,3.55,-0.21,0.48,2.71,1.09,-0.73,-0.69,0.59,9571,4809,4762
1495,Tim Duncan,2006,0.49,-0.28,0.95,1.39,-2.26,0.11,1.31,-0.4,-0.66,0.85,0.3,0.56,0.26,1.6,0.47,0.16,0.68,1.57,-0.15,-1.72,0.88,0.99,-0.36,-0.26,-0.12,0.28,1.59,1.95,3.54,0.42,1.55,0.04,0.03,1.92,1.11,-0.08,11744,5914,5830
1112,Ben Wallace,2006,-0.02,-0.41,0.05,0.06,-1.01,0.4,0.95,-0.23,0.85,0.11,0.1,0.01,0.54,1.94,0.57,-0.52,0.45,0.72,0.67,-0.2,0.13,1.1,0.67,0.3,0.37,-0.39,0.91,2.51,3.41,0.56,0.27,0.64,0.22,2.29,0.65,0.28,12518,6259,6259
2202,Jason Richardson,2006,2.02,-0.51,-0.1,0.74,2.48,0.6,-2.38,-0.43,2.75,0.59,0.3,0.3,-0.1,0.51,-0.0,-0.2,-0.52,-0.41,0.15,0.61,0.59,-0.2,0.17,-0.17,0.34,-0.52,3.21,0.17,3.38,0.71,0.53,2.68,-0.3,0.47,0.49,-0.35,11047,5525,5522
1905,Andrei Kirilenko,2006,0.53,0.39,2.76,-0.23,-1.42,-0.31,-1.34,-0.36,0.5,0.2,-0.32,0.52,1.2,1.18,-0.09,-0.25,1.07,-0.23,-0.12,0.48,0.17,1.02,0.39,-0.25,0.63,0.03,1.85,1.49,3.34,-0.19,1.24,0.61,-0.24,1.73,1.4,0.42,9302,4638,4664
2564,Boris Diaw,2006,2.25,-0.88,-0.42,1.27,1.48,1.06,-1.05,0.82,3.4,0.87,-0.01,0.88,-1.27,1.13,0.58,0.37,-0.1,0.59,0.0,-0.96,0.2,1.49,-0.32,0.12,-0.43,0.47,2.06,1.24,3.29,0.16,-0.64,2.7,0.58,0.66,-0.4,0.15,14234,7132,7102
959,Steve Nash,2006,3.05,0.25,-1.12,1.7,3.24,0.78,-2.11,0.62,3.85,1.24,0.3,0.94,-0.88,-0.23,0.01,0.72,-0.3,-0.47,-0.36,-0.24,-0.13,0.06,0.36,0.19,0.15,0.03,3.3,-0.11,3.18,-0.39,-0.57,3.87,-0.17,0.06,0.36,0.39,13873,6941,6932
2225,Tony Parker,2006,1.87,0.32,1.38,1.25,-1.42,0.39,0.04,0.18,-1.77,0.38,0.01,0.37,-0.91,1.42,0.18,-0.78,0.56,1.5,0.23,-0.72,0.69,3.23,0.04,0.14,-0.1,0.28,1.56,1.59,3.14,0.06,-0.71,2.27,-0.07,1.66,-0.53,0.32,11640,5833,5807
2730,Dwight Howard,2006,2.04,-0.11,2.05,0.68,-1.97,0.65,-0.07,-0.1,-0.58,-0.02,0.15,-0.17,0.33,-0.11,0.08,0.06,-0.19,0.4,0.24,-0.46,-0.41,0.76,-0.35,-0.12,-0.23,0.46,2.58,0.43,3.01,0.66,0.74,1.84,0.5,-0.07,0.31,0.11,10812,5397,5415
1717,Dirk Nowitzki,2006,1.8,1.32,-1.15,-0.24,-0.85,0.48,2.0,1.5,-0.03,1.31,-0.05,1.36,0.4,0.53,-0.05,-0.03,0.31,0.22,-0.12,-0.19,0.3,0.68,-0.18,0.23,-0.4,-0.12,2.55,0.45,3.0,-0.74,0.28,2.27,0.25,0.2,1.71,-0.3,14698,7369,7329
2203,Shane Battier,2006,0.69,-0.19,0.82,-0.19,0.87,0.49,-1.68,-0.47,0.71,-0.72,-0.62,-0.1,0.32,2.2,0.3,-0.36,1.07,0.09,0.53,0.27,0.35,0.89,0.37,0.26,0.12,-0.21,0.33,2.57,2.89,0.24,0.67,-0.34,0.1,2.47,-0.4,0.16,10380,5197,5183
1713,Vince Carter,2006,0.91,0.83,-0.35,-0.22,1.31,-0.17,-0.96,-0.13,0.01,0.62,0.33,0.28,-0.35,1.58,0.17,0.62,0.66,-0.07,0.08,-0.54,0.46,0.68,-0.14,0.06,-0.21,0.25,1.0,1.8,2.79,-0.08,-0.07,1.07,0.35,1.45,0.27,0.11,12454,6253,6201
2866,Jackie Butler,2006,2.83,0.3,1.03,0.34,-0.98,0.32,-0.05,1.12,1.27,-0.79,0.04,-0.83,0.64,0.77,-0.04,0.24,0.17,-0.45,0.03,0.21,0.38,0.16,-0.04,0.03,-0.06,-0.04,2.01,0.68,2.7,-0.67,0.08,1.93,-0.29,0.97,-0.15,-0.08,2693,1359,1334
2222,Gerald Wallace,2006,1.15,-0.16,3.13,0.48,-1.39,-0.11,-1.74,-0.48,-0.72,0.47,0.41,0.06,0.42,-0.33,0.04,-1.24,0.0,0.54,-0.02,0.69,-0.33,0.52,0.84,0.72,0.13,-0.2,2.17,0.46,2.63,0.28,1.04,1.13,-0.16,0.62,0.89,0.64,7299,3646,3653
2072,Michael Redd,2006,1.82,1.09,1.55,0.27,0.39,-0.02,-1.95,0.64,1.12,0.83,0.02,0.82,0.12,-0.38,-0.16,-0.55,-0.31,-0.73,0.15,1.28,0.07,-1.07,0.22,0.25,-0.03,-0.1,2.91,-0.29,2.62,0.11,0.14,2.77,-0.49,0.2,0.95,0.12,12376,6201,6175
