player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
1495,Tim Duncan,2003,2.26,2.08,0.18,0.21,-0.02,0.23,0.84,4.97,4.24,0.73,-0.76,-0.28,-0.49,0.72,2.47,4.21,3.31,4.93,8.24,0.0,53314,26741,26573
406,Shaquille O'Neal,2003,4.65,5.3,-0.65,-0.06,-0.29,0.21,1.51,3.05,1.86,1.19,-1.25,-0.42,-0.83,-0.41,4.59,1.8,6.1,1.39,7.5,0.01,52848,26537,26311
708,Kevin Garnett,2003,2.78,2.63,0.15,0.38,0.18,0.18,0.79,2.71,2.19,0.52,0.55,0.45,0.1,0.01,3.16,3.26,3.95,3.27,7.22,0.0,51001,25621,25380
304,John Stockton,2003,3.16,2.5,0.66,0.27,-0.04,0.3,0.16,0.87,0.94,-0.07,1.63,0.49,1.14,0.97,3.43,2.5,3.59,3.47,7.06,0.0,38779,19361,19418
1717,Dirk Nowitzki,2003,3.5,2.6,0.9,0.92,0.14,0.79,-0.79,1.56,0.91,0.65,0.24,0.2,0.04,0.0,4.42,1.8,3.63,1.8,5.42,-0.01,51953,26051,25902
739,Rasheed Wallace,2003,2.65,2.64,0.01,-0.4,-0.44,0.05,-0.57,2.92,2.62,0.3,0.39,-0.12,0.51,0.2,2.25,3.31,1.68,3.51,5.18,-0.01,45575,22801,22774
1713,Vince Carter,2003,1.89,2.02,-0.13,1.12,0.58,0.55,1.55,0.76,0.9,-0.14,-0.27,0.01,-0.28,-0.07,3.01,0.49,4.56,0.42,4.98,0.0,39700,19874,19826
448,Bo Outlaw,2003,0.7,1.1,-0.4,-0.93,-0.62,-0.31,1.73,3.53,2.82,0.71,1.08,0.51,0.57,-1.14,-0.23,4.61,1.5,3.47,4.97,0.0,33053,16520,16533
124,Vlade Divac,2003,0.49,0.9,-0.41,-0.29,-0.07,-0.22,-0.14,3.37,1.76,1.61,0.3,-0.06,0.36,0.93,0.2,3.67,0.06,4.6,4.66,0.0,43004,21602,21402
345,Terry Porter,2003,2.05,1.71,0.34,0.24,-0.16,0.4,-0.65,2.39,2.34,0.05,0.21,0.0,0.21,0.29,2.29,2.6,1.64,2.89,4.52,-0.01,18870,9456,9414
224,Eddie Jones,2003,0.52,0.36,0.16,0.39,0.01,0.38,0.2,1.64,1.95,-0.31,1.09,0.88,0.21,0.66,0.91,2.73,1.11,3.39,4.51,0.01,37563,18788,18775
1112,Ben Wallace,2003,-1.6,-0.97,-0.63,0.16,0.04,0.13,1.32,3.2,2.37,0.83,0.46,0.22,0.23,0.91,-1.44,3.66,-0.12,4.57,4.45,0.0,43971,21943,22028
764,David Robinson,2003,0.6,0.5,0.1,-0.27,-0.29,0.04,-0.27,3.48,2.24,1.24,0.36,0.23,0.13,0.46,0.33,3.84,0.06,4.3,4.36,0.0,36729,18417,18312
717,Arvydas Sabonis,2003,0.43,0.89,-0.46,-0.44,-0.39,-0.05,-0.45,4.4,3.75,0.65,0.24,0.42,-0.18,0.07,-0.01,4.64,-0.46,4.71,4.24,-0.01,17766,8935,8831
1718,Paul Pierce,2003,2.8,1.88,0.92,0.28,0.17,0.1,-0.61,0.11,-0.36,0.47,0.68,0.72,-0.04,0.92,3.08,0.79,2.47,1.71,4.18,-0.0,50321,25223,25098
951,Ray Allen,2003,3.42,3.05,0.37,0.33,0.18,0.14,0.28,-0.07,0.04,-0.11,-0.15,0.33,-0.48,0.25,3.75,-0.22,4.03,0.03,4.06,-0.0,46035,23073,22962
369,Charlie Ward,2003,1.04,1.05,-0.01,0.12,-0.24,0.36,0.29,1.14,1.51,-0.37,0.98,0.23,0.75,0.15,1.16,2.12,1.45,2.27,3.72,0.0,23866,11953,11913
1513,Scot Pollard,2003,-1.92,-1.52,-0.4,-0.19,-0.04,-0.15,2.19,2.29,1.61,0.68,0.36,-0.19,0.54,0.77,-2.11,2.65,0.08,3.42,3.5,0.0,21658,10838,10820
1905,Andrei Kirilenko,2003,1.01,0.19,0.82,-0.56,-0.51,-0.05,0.89,0.38,1.37,-0.99,1.25,0.33,0.92,0.5,0.45,1.63,1.34,2.13,3.47,0.0,17072,8524,8548
1884,Baron Davis,2003,1.12,0.67,0.45,0.27,-0.01,0.27,0.65,1.38,1.97,-0.59,1.04,0.56,0.48,-0.99,1.39,2.42,2.04,1.43,3.47,0.0,39809,19808,20001
467,Jason Kidd,2003,0.5,-0.2,0.7,0.31,-0.24,0.55,0.87,1.23,1.46,-0.23,0.71,0.45,0.27,-0.18,0.81,1.94,1.68,1.76,3.44,0.0,52523,26369,26154
1763,Ryan Bowen,2003,-0.75,-0.96,0.21,-0.21,-0.15,-0.07,0.98,1.11,1.4,-0.29,2.0,1.1,0.9,0.25,-0.96,3.11,0.02,3.36,3.38,0.0,14664,7295,7369
87,Dikembe Mutombo,2003,-0.5,-0.31,-0.19,-0.47,0.09,-0.55,0.35,4.92,3.08,1.84,-1.58,-0.72,-0.86,0.64,-0.97,3.34,-0.62,3.98,3.36,0.0,37233,18624,18609
965,Derek Fisher,2003,0.55,-0.3,0.85,0.71,0.43,0.27,0.14,0.68,1.03,-0.35,0.4,-0.25,0.66,0.79,1.26,1.08,1.4,1.87,3.26,-0.01,35207,17645,17562
1938,Manu Ginobili,2003,0.17,-0.22,0.39,-0.06,0.3,-0.37,1.04,0.41,0.44,-0.03,1.1,0.33,0.77,0.56,0.11,1.51,1.15,2.07,3.22,0.0,7821,3902,3919
136,P.J. Brown,2003,1.8,1.85,-0.05,0.01,-0.07,0.08,1.05,0.25,-0.2,0.45,-0.25,-0.17,-0.08,0.12,1.81,0.0,2.86,0.12,2.98,-0.0,41319,20565,20754
1883,Steve Francis,2003,1.41,0.71,0.7,-0.14,0.18,-0.33,1.34,0.82,0.65,0.17,-0.48,0.14,-0.6,-0.1,1.27,0.34,2.61,0.24,2.86,0.01,43228,21568,21660
1503,Tracy McGrady,2003,1.81,1.29,0.52,1.13,0.16,0.98,0.11,0.07,0.53,-0.46,0.47,0.24,0.22,-0.73,2.94,0.54,3.05,-0.19,2.86,0.0,46358,23254,23104
977,Kobe Bryant,2003,1.87,1.36,0.51,0.75,0.49,0.26,1.11,-0.35,-0.19,-0.16,-0.1,0.33,-0.42,-0.48,2.62,-0.45,3.73,-0.93,2.8,-0.0,54983,27563,27420
2032,Darius Miles,2003,0.82,1.12,-0.3,-0.7,-0.41,-0.28,0.57,2.71,2.34,0.37,-0.04,0.1,-0.13,-0.67,0.12,2.67,0.69,2.0,2.68,-0.01,23906,11923,11983
389,Toni Kukoc,2003,3.25,2.83,0.42,0.01,-0.29,0.29,-0.08,-0.02,-0.21,0.19,0.7,0.39,0.31,-1.19,3.26,0.68,3.18,-0.51,2.67,0.0,25939,13045,12894
966,Jerome Williams,2003,-0.52,-0.71,0.19,-0.24,-0.13,-0.1,1.8,0.53,0.24,0.29,0.7,0.22,0.48,0.27,-0.76,1.23,1.04,1.5,2.54,0.0,27152,13537,13615
731,Greg Ostertag,2003,-0.2,0.42,-0.62,-1.72,-1.11,-0.6,1.53,4.34,3.65,0.69,-0.8,-0.39,-0.4,-0.62,-1.92,3.54,-0.39,2.92,2.53,-0.0,23645,11766,11879
64,Sam Perkins,2003,0.1,0.23,-0.13,0.03,-0.14,0.16,0.18,1.25,0.46,0.79,-0.1,0.17,-0.28,0.86,0.13,1.15,0.31,2.01,2.31,-0.01,11243,5635,5608
2203,Shane Battier,2003,-1.27,-1.06,-0.21,0.05,0.22,-0.18,1.39,2.11,2.13,-0.02,0.46,0.2,0.27,-0.45,-1.22,2.57,0.17,2.12,2.29,0.0,20617,10338,10279
2215,Jason Collins,2003,-1.67,-2.1,0.43,0.03,0.17,-0.14,0.96,0.68,0.15,0.53,1.2,-0.1,1.29,1.07,-1.64,1.88,-0.68,2.95,2.27,-0.0,15032,7545,7487
2200,Pau Gasol,2003,1.89,1.87,0.02,-0.08,-0.17,0.1,0.81,-0.02,-0.38,0.36,-0.61,-0.3,-0.32,0.22,1.81,-0.63,2.62,-0.41,2.21,-0.0,22526,11279,11247
905,Dale Davis,2003,-0.72,-0.13,-0.59,-0.28,-0.03,-0.26,1.79,3.01,1.76,1.25,-0.68,-0.11,-0.57,-0.92,-1.0,2.33,0.79,1.41,2.2,0.0,36292,18108,18184
1885,Lamar Odom,2003,0.66,0.52,0.14,-0.39,-0.03,-0.36,0.56,2.34,2.13,0.21,-0.64,-0.47,-0.17,-0.33,0.27,1.7,0.83,1.37,2.2,0.0,30924,15450,15474
947,Allen Iverson,2003,1.33,0.36,0.97,0.93,0.35,0.58,-0.06,-1.66,-1.53,-0.13,1.25,0.39,0.86,0.35,2.26,-0.41,2.2,-0.06,2.14,0.0,51838,26005,25833
2059,Eduardo Najera,2003,0.98,1.04,-0.06,0.21,-0.27,0.49,1.48,-0.37,0.21,-0.58,0.15,0.23,-0.07,-0.32,1.19,-0.22,2.67,-0.54,2.13,0.0,13071,6532,6539
1744,Jerome James,2003,-0.1,0.73,-0.83,-1.0,-0.12,-0.88,0.37,2.74,2.38,0.36,-0.2,-0.14,-0.06,0.25,-1.1,2.54,-0.73,2.79,2.06,-0.0,6474,3230,3244
270,Horace Grant,2003,-0.23,-0.06,-0.17,0.43,0.12,0.32,0.53,1.64,0.68,0.96,-0.28,-0.28,-0.01,-0.1,0.2,1.36,0.73,1.26,2.0,0.01,30521,15297,15224
185,Chris Webber,2003,1.2,1.36,-0.16,-0.17,-0.58,0.4,0.07,0.63,0.51,0.12,0.81,0.58,0.22,-0.56,1.03,1.44,1.1,0.88,1.99,0.01,46917,23521,23396
