player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_FT_FREQ,oALT_FT_SEVERITY,oALT_TOV_VALUE,oSC,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oALT_TOV_VALUE_split,dALT_EFG_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_FT_FREQ,dALT_FT_SEVERITY,dALT_TOV_VALUE,dSC,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dALT_TOV_VALUE_split,nALT_EFG_VALUE,nALT_FT,nALT_FT_FREQ,nALT_FT_SEVERITY,nALT_TOV_VALUE,nSC,nDISPLAY_SUM,RESID,off,def,net_rapm,possessions,off_poss,def_poss
1642291,Angel Reese,2026,0.732,0.363,0.539,-0.176,0.104,0.269,-0.165,0.265,-0.132,0.397,0.312,0.425,-0.113,-0.106,1.464,0.939,2.403,0.0,-0.384,0.137,-0.521,-0.384,0.315,0.26,-0.083,0.343,0.078,-0.275,0.353,-0.023,0.121,-0.143,-0.226,-0.176,-0.05,-0.489,-0.311,-0.4,-0.711,-0.0,-0.163,-0.086,-0.077,-0.163,1.047,0.087,0.249,-0.163,-0.595,1.153,1.692,0.0,2.403,-0.711,1.692,10649,5260,5389
1630142,Leonie Fiebich,2026,0.881,0.072,0.119,-0.046,0.072,0.389,-0.316,0.737,-0.182,0.918,0.49,0.254,0.236,-0.204,-0.606,1.167,0.562,0.0,-0.256,-0.261,0.005,-0.256,1.182,0.217,-0.063,0.28,-0.082,-0.108,0.026,1.047,0.082,0.965,0.072,-0.014,0.086,-0.192,0.068,1.062,1.13,-0.0,-0.204,0.014,-0.218,-0.204,2.063,0.562,0.24,0.322,-0.396,-0.538,1.692,0.0,0.562,1.13,1.692,10229,5154,5075
1631044,Naz Hillmon,2026,0.654,0.748,0.42,0.328,0.207,0.4,-0.193,-0.301,-0.163,-0.138,-0.233,-0.183,-0.049,0.402,0.534,0.823,1.358,-0.0,0.017,0.085,-0.069,0.017,0.432,0.151,-0.052,0.203,-0.207,-0.012,-0.194,0.488,0.074,0.414,0.009,0.023,-0.014,-0.4,0.272,0.041,0.313,0.0,-0.189,-0.082,-0.107,-0.189,1.086,-0.224,-0.16,-0.064,0.002,0.806,1.671,-0.0,1.358,0.313,1.671,9585,4808,4777
1631086,Lexie Hull,2026,1.612,0.495,0.112,0.383,0.798,-0.047,0.845,0.319,-0.012,0.332,0.311,0.199,0.112,-0.412,-0.456,1.511,1.055,-0.0,-0.555,-0.04,-0.515,-0.555,0.414,0.039,-0.186,0.225,0.025,-0.042,0.068,0.35,-0.01,0.36,-0.212,-0.222,0.01,0.273,0.06,0.475,0.535,0.0,0.075,-0.03,0.105,0.075,2.026,0.099,-0.023,0.122,-0.139,-0.396,1.59,-0.0,1.055,0.535,1.59,12804,6354,6450
1643425,Azzi Fudd,2026,-0.117,-0.146,-0.034,-0.111,0.178,-0.079,0.257,-0.149,-0.102,-0.047,-0.015,-0.022,0.007,0.638,0.405,0.507,0.911,0.0,0.364,-0.008,0.372,0.364,0.432,0.113,-0.007,0.12,0.292,0.077,0.214,0.027,0.043,-0.016,0.116,0.108,0.008,-0.23,0.35,0.318,0.668,0.0,-0.079,0.044,-0.123,-0.079,0.315,0.101,0.086,0.016,0.409,0.755,1.58,0.0,0.911,0.668,1.58,1004,506,498
201496,Candace Parker,2026,1.233,0.956,0.268,0.688,0.406,-0.03,0.436,-0.129,0.175,-0.304,0.07,-0.129,0.199,-0.046,-0.392,1.257,0.865,0.0,-0.039,0.032,-0.071,-0.039,0.511,0.01,-0.114,0.124,0.568,0.178,0.39,-0.067,-0.088,0.022,0.156,0.151,0.005,0.063,-0.064,0.73,0.666,-0.0,0.037,-0.012,0.05,0.037,1.745,0.226,0.022,0.204,0.016,-0.456,1.531,0.0,0.865,0.666,1.531,12959,6531,6428
1628878,Ariel Atkins,2026,1.432,-0.578,-0.252,-0.326,0.878,0.105,0.773,1.132,-0.054,1.186,0.023,-0.012,0.034,-0.171,0.227,1.284,1.511,0.0,-0.332,-0.074,-0.257,-0.332,-0.469,-0.17,0.102,-0.272,-0.094,0.048,-0.141,-0.204,0.01,-0.214,0.057,-0.142,0.199,0.112,0.31,-0.299,0.011,-0.0,0.244,-0.009,0.253,0.244,0.963,0.08,-0.154,0.234,-0.058,0.538,1.522,0.0,1.511,0.011,1.522,25698,12750,12948
1631007,Veronica Burton,2026,-0.507,-0.954,-0.147,-0.807,0.225,0.496,-0.271,0.223,-0.181,0.404,0.202,0.029,0.173,0.581,0.285,0.277,0.562,0.0,0.24,0.105,0.135,0.24,1.24,0.896,0.366,0.53,0.108,-0.003,0.111,0.236,0.105,0.131,0.123,0.009,0.114,-0.195,-0.333,1.167,0.835,0.0,0.07,-0.05,0.12,0.07,0.733,0.325,0.038,0.287,0.386,-0.048,1.397,0.0,0.562,0.835,1.397,11394,5674,5720
203833,Chelsea Gray,2026,0.574,0.026,-0.232,0.258,0.025,-0.319,0.344,0.524,0.014,0.51,-0.043,-0.14,0.097,0.367,-0.032,0.897,0.865,-0.0,0.199,-0.052,0.251,0.199,0.227,-0.318,0.052,-0.37,0.169,0.118,0.051,0.376,-0.015,0.39,0.324,0.252,0.072,-0.151,0.131,0.4,0.531,-0.0,-0.252,0.021,-0.273,-0.252,0.801,0.28,0.111,0.169,0.215,0.1,1.396,-0.0,0.865,0.531,1.396,33093,16757,16336
201886,DeWanna Bonner,2026,0.216,0.558,0.367,0.19,-0.71,-0.133,-0.577,0.368,0.208,0.161,0.373,0.614,-0.242,-0.68,0.176,-0.091,0.085,-0.0,-0.544,-0.193,-0.351,-0.544,0.199,0.211,-0.057,0.268,0.22,-0.025,0.245,-0.231,-0.09,-0.142,-0.038,-0.068,0.03,0.527,0.583,0.688,1.271,-0.0,0.583,0.127,0.456,0.583,0.416,0.334,0.546,-0.212,-0.153,0.759,1.356,-0.0,0.085,1.271,1.356,25662,12911,12751
203400,Skylar Diggins-Smith,2026,0.437,0.132,0.159,-0.028,0.877,0.11,0.767,-0.572,-0.067,-0.505,0.192,0.062,0.13,0.594,-0.661,1.223,0.562,0.0,0.352,0.203,0.148,0.352,0.789,0.189,-0.107,0.296,0.17,-0.031,0.201,0.431,0.028,0.403,-0.185,-0.068,-0.117,0.256,-0.216,0.86,0.645,0.0,0.205,0.056,0.149,0.205,1.227,0.007,-0.007,0.013,0.85,-0.877,1.206,0.0,0.562,0.645,1.206,24360,12292,12068
203026,Tiffany Hayes,2026,0.729,-0.223,0.16,-0.384,0.137,0.398,-0.261,0.815,0.075,0.741,-0.148,0.052,-0.2,0.178,-0.264,0.759,0.495,-0.0,0.397,0.08,0.317,0.397,0.793,0.503,0.208,0.295,0.028,-0.002,0.03,0.262,-0.056,0.318,-0.231,-0.214,-0.017,0.205,-0.152,0.766,0.614,0.0,0.037,-0.026,0.063,0.037,1.521,-0.379,-0.162,-0.216,0.383,-0.416,1.109,-0.0,0.495,0.614,1.109,14855,7421,7434
203399,Elena Delle Donne,2026,0.518,0.102,-0.163,0.265,-0.072,-0.318,0.246,0.488,0.175,0.313,0.143,-0.01,0.153,-0.012,-0.508,0.649,0.141,0.0,0.291,0.184,0.107,0.291,0.756,0.117,0.077,0.04,0.322,0.12,0.202,0.317,-0.076,0.393,-0.022,-0.051,0.029,0.054,0.174,0.787,0.961,-0.0,-0.006,-0.098,0.092,-0.006,1.273,0.121,-0.061,0.182,0.042,-0.334,1.102,0.0,0.141,0.961,1.102,7704,3862,3842
1643447,Gabriela Jaquez,2026,-0.286,-0.666,0.158,-0.824,0.151,0.046,0.106,0.228,-0.034,0.262,0.602,0.547,0.054,0.487,-0.157,0.803,0.646,0.0,0.071,0.276,-0.205,0.071,0.551,0.054,0.078,-0.023,0.211,0.095,0.116,0.286,0.024,0.261,-0.194,-0.134,-0.06,0.147,-0.069,0.504,0.435,0.0,0.136,-0.014,0.15,0.136,0.265,0.408,0.414,-0.006,0.634,-0.226,1.081,0.0,0.646,0.435,1.081,1180,587,593
1628269,Nia Coffey,2026,0.655,0.039,0.26,-0.221,0.134,-0.165,0.299,0.482,0.034,0.448,-0.013,0.124,-0.138,-0.405,0.025,0.238,0.263,-0.0,-0.457,-0.008,-0.45,-0.457,1.038,0.704,0.075,0.63,0.071,-0.128,0.199,0.262,0.028,0.235,-0.282,-0.248,-0.034,0.035,-0.001,0.791,0.79,0.0,0.124,-0.0,0.125,0.124,1.693,-0.295,-0.123,-0.172,-0.37,0.024,1.053,-0.0,0.263,0.79,1.053,12929,6453,6476
1642286,Caitlin Clark,2026,1.73,0.822,0.182,0.64,0.61,0.672,-0.062,0.298,-0.185,0.484,-0.139,-0.432,0.293,-0.029,-0.286,1.562,1.276,-0.0,-0.046,-0.175,0.129,-0.046,0.28,0.065,0.059,0.006,-0.204,-0.154,-0.049,0.418,0.081,0.338,-0.199,-0.189,-0.01,-0.392,0.082,-0.311,-0.229,0.0,-0.28,-0.121,-0.158,-0.28,2.01,-0.338,-0.621,0.283,-0.421,-0.204,1.047,-0.0,1.276,-0.229,1.047,9756,4827,4929
1629501,Alanna Smith,2026,1.638,0.152,-0.238,0.389,-0.06,0.04,-0.1,1.547,-0.077,1.624,-0.262,-0.205,-0.057,-0.179,-0.732,1.197,0.465,0.0,-0.242,-0.112,-0.129,-0.242,0.068,-0.169,-0.141,-0.028,-0.066,0.029,-0.095,0.302,0.015,0.287,0.208,0.229,-0.021,0.321,-0.042,0.596,0.554,-0.0,0.199,0.125,0.073,0.199,1.706,-0.055,0.024,-0.079,0.142,-0.774,1.019,0.0,0.465,0.554,1.019,20102,10133,9969
1629498,Jackie Young,2026,0.083,-0.227,-0.262,0.034,0.347,-0.201,0.548,-0.037,-0.029,-0.008,0.121,-0.055,0.176,0.198,0.009,0.402,0.411,-0.0,0.25,0.026,0.224,0.25,0.182,-0.222,-0.012,-0.21,0.281,0.089,0.192,0.123,-0.004,0.126,0.216,0.156,0.06,-0.08,0.27,0.318,0.588,0.0,-0.222,-0.035,-0.187,-0.222,0.265,0.337,0.101,0.236,0.118,0.279,0.999,0.0,0.411,0.588,0.999,34852,17632,17220
1628277,Allisha Gray,2026,-0.89,-0.263,0.151,-0.413,0.191,0.349,-0.158,-0.818,-0.035,-0.784,0.126,0.507,-0.381,0.267,0.542,-0.497,0.045,-0.0,0.106,0.486,-0.38,0.106,0.725,0.194,-0.086,0.281,0.069,0.06,0.008,0.462,0.006,0.456,0.086,0.112,-0.026,-0.246,0.384,0.565,0.949,-0.0,-0.221,-0.119,-0.101,-0.221,-0.165,0.212,0.618,-0.406,0.021,0.926,0.994,-0.0,0.045,0.949,0.994,27080,13533,13547
1630097,Kaila Charles,2026,0.056,0.175,0.026,0.149,-0.639,-0.028,-0.611,0.52,-0.086,0.605,0.526,0.295,0.231,0.265,-0.501,0.846,0.346,-0.0,0.148,0.121,0.026,0.148,0.732,0.529,0.099,0.43,-0.164,0.014,-0.178,0.368,0.058,0.31,-0.136,-0.077,-0.059,-0.342,0.378,0.254,0.632,0.0,-0.031,0.01,-0.041,-0.031,0.788,0.39,0.218,0.172,-0.077,-0.123,0.978,-0.0,0.346,0.632,0.978,3339,1664,1675
203827,Natasha Howard,2026,0.577,0.535,0.27,0.265,-0.196,0.022,-0.218,0.237,-0.041,0.279,-0.317,-0.044,-0.273,0.076,1.082,0.336,1.418,0.0,-0.186,-0.065,-0.122,-0.186,0.052,0.02,-0.115,0.135,-0.029,-0.113,0.084,0.061,0.045,0.016,-0.035,-0.091,0.056,-0.173,-0.301,-0.156,-0.457,0.0,0.121,0.136,-0.015,0.121,0.629,-0.352,-0.134,-0.217,-0.097,0.781,0.961,0.0,1.418,-0.457,0.961,26940,13511,13429
202664,Courtney Vandersloot,2026,0.33,0.595,0.048,0.546,-0.004,0.045,-0.049,-0.26,0.152,-0.412,-0.582,-0.445,-0.137,-0.196,0.551,-0.448,0.103,0.0,0.001,0.054,-0.053,0.001,0.257,0.31,-0.048,0.358,0.414,0.168,0.246,-0.468,-0.097,-0.371,0.182,0.236,-0.054,0.323,0.081,0.762,0.843,0.0,0.187,0.053,0.133,0.187,0.587,-0.4,-0.208,-0.191,0.127,0.632,0.946,0.0,0.103,0.843,0.946,24094,12101,11993
1631006,Kierstan Bell,2026,0.959,-0.057,-0.237,0.18,0.453,-0.071,0.524,0.562,-0.179,0.741,0.085,-0.209,0.294,0.513,-0.137,1.556,1.419,0.0,0.356,0.001,0.355,0.356,-0.143,-0.276,-0.161,-0.115,-0.378,-0.119,-0.258,0.511,0.066,0.445,-0.222,-0.101,-0.121,-0.059,-0.053,-0.424,-0.477,0.0,-0.053,-0.094,0.04,-0.053,0.816,-0.137,-0.31,0.172,0.453,-0.19,0.942,0.0,1.419,-0.477,0.942,4022,2056,1966
1631136,Pauline Astier,2026,0.373,-0.229,-0.061,-0.168,0.669,0.17,0.499,-0.067,-0.185,0.118,0.765,0.245,0.519,0.009,-0.175,1.147,0.971,0.0,-0.303,-0.001,-0.302,-0.303,0.561,0.065,0.077,-0.012,0.284,0.105,0.178,0.212,0.067,0.145,-0.135,-0.078,-0.057,-0.301,-0.214,0.125,-0.09,0.0,-0.219,-0.02,-0.199,-0.219,0.933,0.629,0.167,0.462,-0.291,-0.39,0.882,0.0,0.971,-0.09,0.882,1874,934,940
1628881,Monique Billings,2026,-0.502,0.162,0.116,0.046,-0.49,-0.03,-0.46,-0.174,-0.097,-0.078,0.363,0.086,0.277,-0.027,0.256,-0.166,0.09,0.0,-0.457,-0.299,-0.158,-0.457,0.894,0.224,-0.124,0.348,0.042,-0.039,0.081,0.628,0.018,0.609,-0.082,-0.072,-0.011,-0.092,0.006,0.72,0.726,0.0,-0.055,-0.082,0.027,-0.055,0.392,0.281,0.015,0.266,-0.119,0.262,0.816,0.0,0.09,0.726,0.816,8800,4351,4449
1642784,Paige Bueckers,2026,0.073,-0.115,-0.159,0.044,0.434,-0.291,0.725,-0.246,-0.186,-0.06,-0.038,-0.29,0.252,1.484,0.039,1.52,1.559,-0.0,0.62,0.209,0.411,0.62,-0.581,-0.161,-0.027,-0.134,0.216,0.023,0.193,-0.636,0.074,-0.71,-0.008,0.002,-0.01,-0.311,0.137,-0.899,-0.762,-0.0,-0.152,-0.015,-0.136,-0.152,-0.507,-0.046,-0.288,0.242,1.174,0.176,0.797,-0.0,1.559,-0.762,0.797,6931,3478,3453
1642781,Georgia Amoore,2026,-0.148,0.349,0.21,0.138,0.091,0.254,-0.163,-0.588,-0.129,-0.459,0.368,0.499,-0.131,0.541,0.626,0.762,1.388,0.0,0.113,-0.032,0.145,0.113,-0.388,0.164,0.022,0.142,0.082,-0.055,0.137,-0.634,0.071,-0.705,-0.236,-0.088,-0.148,0.086,-0.056,-0.537,-0.594,0.0,0.238,0.093,0.145,0.238,-0.536,0.133,0.412,-0.279,0.627,0.57,0.794,0.0,1.388,-0.594,0.794,1705,819,886
203866,Kayla Thornton,2026,0.33,-0.349,-0.043,-0.306,0.076,0.247,-0.171,0.602,-0.096,0.699,-0.218,-0.0,-0.218,0.14,-0.024,0.252,0.228,0.0,0.09,0.212,-0.122,0.09,0.818,0.509,0.084,0.426,0.246,-0.019,0.265,0.062,0.042,0.02,-0.049,-0.172,0.123,-0.019,-0.222,0.75,0.528,0.0,0.154,-0.043,0.196,0.154,1.147,-0.267,-0.172,-0.095,0.121,-0.246,0.756,0.0,0.228,0.528,0.756,15515,7775,7740
203416,Emma Meesseman,2026,1.405,0.8,0.207,0.593,0.065,0.016,0.049,0.54,-0.026,0.566,-0.22,-0.167,-0.052,0.274,-0.578,1.459,0.881,-0.0,0.173,-0.085,0.259,0.173,0.541,0.002,-0.088,0.09,0.118,0.016,0.101,0.421,0.006,0.414,0.056,0.062,-0.006,-0.355,-0.42,0.242,-0.178,-0.0,-0.282,-0.137,-0.145,-0.282,1.946,-0.163,-0.105,-0.058,-0.081,-0.999,0.703,-0.0,0.881,-0.178,0.703,7896,3960,3936
1630112,Tyasha Harris,2026,-0.163,0.051,0.175,-0.124,-0.031,0.088,-0.119,-0.183,-0.02,-0.164,0.121,0.329,-0.207,0.018,-0.224,-0.023,-0.247,0.0,0.139,0.217,-0.078,0.139,0.04,-0.183,-0.028,-0.155,-0.053,-0.034,-0.019,0.276,0.015,0.261,0.072,0.067,0.005,0.562,0.271,0.674,0.945,0.0,0.393,0.108,0.285,0.393,-0.123,0.193,0.396,-0.203,0.58,0.048,0.698,0.0,-0.247,0.945,0.698,6814,3404,3410
1642801,Aaliyah Nye,2026,1.18,-0.02,-0.086,0.066,0.11,0.127,-0.017,1.09,-0.059,1.149,-0.272,-0.206,-0.066,0.023,-0.313,0.932,0.619,0.0,0.118,0.043,0.075,0.118,0.205,-0.077,-0.041,-0.036,-0.054,-0.085,0.031,0.336,0.021,0.315,-0.008,0.021,-0.028,-0.061,-0.074,0.137,0.063,0.0,-0.044,-0.01,-0.034,-0.044,1.385,-0.279,-0.185,-0.094,-0.038,-0.387,0.682,0.0,0.619,0.063,0.682,268,140,128
1641648,Aliyah Boston,2026,0.317,-0.016,0.086,-0.102,0.227,0.4,-0.173,0.106,-0.075,0.181,-0.016,0.077,-0.094,-0.464,0.617,-0.163,0.454,-0.0,-0.326,0.038,-0.365,-0.326,-0.122,0.356,-0.016,0.372,-0.148,0.007,-0.154,-0.331,0.015,-0.346,-0.029,-0.015,-0.014,0.219,0.156,0.068,0.223,-0.0,0.209,0.047,0.163,0.209,0.195,-0.045,0.062,-0.107,-0.245,0.773,0.678,-0.0,0.454,0.223,0.678,20913,10386,10527
1630386,Awak Kuier,2026,0.486,0.081,0.041,0.041,0.295,0.031,0.263,0.11,-0.027,0.137,-0.004,0.039,-0.043,-0.035,0.21,0.447,0.657,0.0,0.007,-0.05,0.057,0.007,0.214,-0.16,0.02,-0.18,0.098,0.026,0.072,0.276,0.013,0.263,0.013,0.013,0.0,-0.136,-0.097,0.091,-0.006,0.0,-0.028,0.021,-0.049,-0.028,0.7,0.009,0.052,-0.043,-0.171,0.113,0.651,0.0,0.657,-0.006,0.651,707,362,345
1642792,Kiki Iriafen,2026,0.116,0.14,0.372,-0.232,-0.001,0.173,-0.174,-0.024,-0.058,0.035,0.369,0.695,-0.327,0.08,0.011,0.564,0.575,0.0,-0.215,-0.029,-0.187,-0.215,0.065,0.279,0.085,0.194,0.04,-0.005,0.045,-0.254,0.074,-0.328,-0.06,-0.053,-0.007,-0.114,0.084,-0.109,-0.026,-0.0,0.055,0.001,0.054,0.055,0.18,0.308,0.643,-0.334,-0.034,0.095,0.55,0.0,0.575,-0.026,0.55,7563,3710,3853
201896,Briann January,2026,-0.095,0.032,0.029,0.003,-0.338,-0.076,-0.262,0.211,0.07,0.141,-0.034,0.017,-0.051,-0.222,0.504,-0.35,0.153,0.0,-0.119,0.02,-0.14,-0.119,0.156,0.041,0.0,0.041,0.017,0.002,0.015,0.098,-0.026,0.124,0.046,0.071,-0.025,0.103,0.081,0.305,0.387,0.0,0.043,0.059,-0.015,0.043,0.061,0.012,0.087,-0.075,-0.119,0.585,0.54,0.0,0.153,0.387,0.54,4939,2488,2451
1643430,Cotie McMahon,2026,0.675,-0.011,0.181,-0.192,0.411,0.068,0.343,0.275,-0.029,0.305,0.007,0.126,-0.119,0.057,0.097,0.74,0.837,0.0,-0.203,-0.026,-0.178,-0.203,-0.293,0.153,0.007,0.145,0.086,0.028,0.058,-0.532,0.028,-0.56,0.099,0.089,0.01,-0.111,-0.013,-0.305,-0.317,0.0,-0.057,0.057,-0.115,-0.057,0.382,0.106,0.215,-0.109,-0.053,0.085,0.52,0.0,0.837,-0.317,0.52,436,208,228
1642296,Nyadiew Puoch,2026,1.272,0.069,0.091,-0.021,0.657,0.093,0.563,0.546,-0.09,0.636,0.159,0.097,0.062,-0.352,-0.155,1.079,0.925,0.0,-0.572,-0.299,-0.274,-0.572,-0.455,-0.278,-0.017,-0.261,-0.151,-0.133,-0.018,-0.027,0.062,-0.089,-0.069,-0.177,0.108,0.13,-0.059,-0.395,-0.453,0.0,0.207,-0.054,0.26,0.207,0.817,0.089,-0.081,0.17,-0.222,-0.213,0.471,0.0,0.925,-0.453,0.471,1520,753,767
