player_id,player_name,Latest_Year,box_prior_source,prior_total_off,factor_off_poss,factor_def_poss,factor_possessions,prior_oTS,prior_dTS,prior_oTOV,prior_dTOV,prior_oSC,prior_dSC,prior_off,prior_def,prior_net,prior_total_def,prior_total_net,pure_oTS,pure_dTS,pure_oTOV,pure_dTOV,pure_oSC,pure_dSC,pure_off,pure_def,pure_net,box_oTS,box_dTS,box_oTOV,box_dTOV,box_oSC,box_dSC,box_off,box_def,box_net,pure_RESID,prior_RESID,shift_oTS,shift_oTOV,shift_oSC,shift_dTS,shift_dTOV,shift_dSC,shift_off,shift_def,shift_net
203999,Nikola Jokić,2023,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",6.109,1564,1545,3109,6.087,-0.157,-0.527,0.368,0.548,1.273,6.108,1.484,7.592,1.483,7.592,1.159,0.296,0.157,-0.217,-0.022,0.386,1.294,0.465,1.759,6.889,-0.39,-0.58,0.666,0.546,1.08,6.855,1.356,8.211,0.0,0.0,4.928,-0.684,0.57,-0.453,0.585,0.887,4.814,1.019,5.833
202710,Jimmy Butler III,2023,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",5.722,1709,1697,3406,2.697,-0.853,2.232,1.741,0.795,0.372,5.724,1.26,6.984,1.26,6.982,-0.465,-0.819,0.013,0.385,-0.35,0.297,-0.802,-0.137,-0.939,3.117,-0.568,2.476,1.751,0.884,0.376,6.477,1.559,8.036,0.0,-0.002,3.162,2.219,1.145,-0.034,1.356,0.075,6.526,1.397,7.923
202695,Kawhi Leonard,2023,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",4.4,163,162,325,3.148,0.146,2.037,0.607,-0.785,0.354,4.4,1.107,5.507,1.105,5.505,-0.066,-0.353,-0.179,-0.062,0.245,0.128,0.0,-0.287,-0.287,3.841,0.742,2.25,0.639,-0.896,0.362,5.195,1.743,6.938,0.0,-0.002,3.214,2.216,-1.03,0.499,0.669,0.226,4.4,1.394,5.794
201939,Stephen Curry,2023,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",5.196,1042,1052,2094,5.073,-0.066,-0.023,-0.063,0.144,0.27,5.194,0.141,5.335,0.141,5.337,1.361,-0.019,-0.307,0.123,-0.175,0.061,0.879,0.165,1.044,5.802,-0.098,0.216,-0.139,0.157,0.477,6.175,0.24,6.415,0.0,0.002,3.712,0.284,0.319,-0.047,-0.186,0.209,4.315,-0.024,4.291
1628973,Jalen Brunson,2023,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",5.135,838,841,1679,3.232,-1.156,2.249,0.99,-0.348,-0.068,5.133,-0.234,4.899,-0.235,4.9,0.916,0.107,-0.063,-0.029,0.342,-0.017,1.195,0.061,1.256,3.814,-1.017,2.503,0.979,-0.295,0.039,6.022,0.001,6.023,-0.0,0.001,2.316,2.312,-0.69,-1.263,1.019,-0.051,3.938,-0.295,3.643
203076,Anthony Davis,2023,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",2.248,1248,1239,2487,0.866,2.154,-0.013,-0.314,1.395,0.792,2.248,2.632,4.88,2.633,4.881,0.277,0.26,0.257,-0.028,0.52,-0.036,1.054,0.196,1.25,1.766,2.514,0.018,-0.402,1.262,0.907,3.046,3.019,6.065,0.0,0.001,0.589,-0.27,0.875,1.894,-0.286,0.828,1.194,2.436,3.63
203507,Giannis Antetokounmpo,2023,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",3.163,201,197,398,2.464,1.689,-0.133,-0.776,0.831,0.584,3.162,1.497,4.659,1.497,4.66,-0.369,-0.327,-0.272,0.053,-0.264,0.053,-0.905,-0.221,-1.126,3.32,2.493,0.06,-0.827,0.912,0.657,4.292,2.323,6.615,0.0,0.001,2.833,0.139,1.095,2.016,-0.829,0.531,4.067,1.718,5.785
203954,Joel Embiid,2023,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",3.431,642,639,1281,4.988,1.166,-0.808,-0.575,-0.75,0.622,3.43,1.213,4.643,1.213,4.644,-0.247,0.033,-0.139,-0.362,-0.097,0.412,-0.483,0.083,-0.4,6.312,1.502,-0.554,-0.466,-1.013,0.55,4.745,1.586,6.331,0.0,0.001,5.235,-0.669,-0.653,1.133,-0.213,0.21,3.913,1.13,5.043
1628369,Jayson Tatum,2023,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",4.197,1569,1563,3132,3.326,0.389,0.812,-0.337,0.061,0.178,4.199,0.23,4.429,0.229,4.426,0.751,0.062,0.147,-0.089,0.245,0.105,1.143,0.078,1.221,4.413,0.752,0.982,-0.332,-0.286,0.458,5.109,0.878,5.987,0.0,-0.003,2.575,0.665,-0.184,0.327,-0.248,0.073,3.056,0.152,3.208
1629630,Ja Morant,2023,"results/rs_posterior_priors/manifest.json (LOSO; inserted at ps1, a7000_7000; box_ cols unscaled)",3.075,394,391,785,1.403,0.94,1.249,0.237,0.422,-0.223,3.074,0.954,4.028,0.954,4.029,-0.965,-0.021,-0.204,0.142,0.24,-0.215,-0.929,-0.094,-1.023,2.4,1.388,1.543,0.206,0.384,-0.032,4.327,1.562,5.889,0.0,0.001,2.368,1.453,0.182,0.961,0.095,-0.008,4.003,1.048,5.051
