player_id,player_name,Latest_Year,oTS,oFT,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
2544,LeBron James,2009,3.96,0.81,0.87,0.15,0.73,0.57,0.55,-0.46,0.48,0.53,-0.06,0.57,6.43,1.19,7.61,0.61,1.16,5.27,0.39,0.8,1.44,1.05,26267,13137,13130
708,Kevin Garnett,2009,2.36,0.34,0.03,-0.51,0.56,-0.35,2.76,0.0,0.93,0.95,-0.02,0.55,1.05,5.24,6.29,0.01,-0.78,1.83,0.47,4.77,-0.32,1.48,18693,9367,9326
1885,Lamar Odom,2009,1.23,0.44,0.76,0.32,0.45,-0.15,2.12,0.65,0.2,0.1,0.09,0.95,2.13,3.53,5.66,0.55,-0.09,2.22,0.44,3.09,0.61,1.15,26039,13056,12983
101108,Chris Paul,2009,2.47,0.88,1.33,0.74,0.59,0.07,0.41,0.31,0.13,0.23,-0.1,0.37,4.8,0.45,5.25,0.47,0.36,4.44,-0.09,0.54,1.4,0.5,24468,12238,12230
959,Steve Nash,2009,5.52,0.41,0.5,-0.41,0.91,-0.63,-0.13,0.14,-0.31,0.02,-0.33,0.0,5.54,-0.3,5.24,0.29,-1.47,7.01,-0.73,0.43,-0.13,-0.31,21605,10810,10795
201149,Joakim Noah,2009,-0.22,-0.69,-0.31,0.01,-0.31,1.4,2.07,0.59,0.47,0.63,-0.16,-0.49,1.21,3.02,4.23,1.31,1.9,-0.69,0.22,2.8,1.09,-0.02,14096,7003,7093
1497,Chauncey Billups,2009,2.39,1.67,1.36,0.53,0.83,-0.19,0.05,-0.35,0.54,0.29,0.25,-0.02,3.82,0.41,4.23,0.1,0.89,2.93,0.11,0.3,1.17,0.52,23562,11853,11709
1717,Dirk Nowitzki,2009,2.04,1.29,1.57,0.4,1.17,-0.73,0.5,0.43,-0.37,-0.14,-0.23,0.74,2.92,1.27,4.19,0.44,-0.78,3.7,0.55,0.72,0.84,0.37,24010,12032,11978
2747,JR Smith,2009,2.48,0.45,-0.48,0.12,-0.6,0.37,0.49,-0.85,0.76,0.61,0.15,-0.23,3.0,1.09,4.09,0.7,0.23,2.77,-0.11,1.2,-0.11,0.53,16312,8194,8118
2203,Shane Battier,2009,0.57,-0.47,0.1,-0.26,0.35,0.62,2.28,0.5,-0.38,-0.01,-0.37,-0.21,1.38,2.31,3.69,0.71,0.48,0.9,-0.22,2.53,0.72,-0.59,20636,10286,10350
1740,Rashard Lewis,2009,2.48,-0.07,0.08,0.32,-0.24,-1.08,1.09,0.45,0.44,0.55,-0.12,0.56,1.29,2.37,3.67,0.1,-0.3,1.59,0.21,2.16,-1.0,1.0,27637,13867,13770
2548,Dwyane Wade,2009,3.19,0.77,0.26,0.06,0.2,-0.13,-0.14,-0.68,0.6,0.31,0.29,-0.89,3.57,0.06,3.63,0.74,-0.64,4.21,-0.2,0.26,0.13,-0.29,19792,9934,9858
977,Kobe Bryant,2009,1.94,1.11,1.28,0.4,0.89,0.15,0.04,-0.19,-0.21,-0.17,-0.03,0.25,3.74,-0.18,3.56,0.11,0.14,3.6,0.37,-0.55,1.43,0.04,30621,15376,15245
2137,Ime Udoka,2009,0.83,0.29,0.1,-0.18,0.3,-0.25,1.53,-0.53,0.58,0.38,0.2,0.56,0.7,2.86,3.56,0.21,0.11,0.59,0.34,2.52,-0.15,1.14,9707,4866,4841
1897,Metta World Peace,2009,0.46,0.26,0.06,0.4,-0.34,-0.19,1.66,0.45,0.37,0.4,-0.02,0.54,0.56,2.99,3.55,0.65,-0.15,0.71,0.56,2.43,-0.13,0.91,19158,9573,9585
2730,Dwight Howard,2009,3.26,-0.08,-1.02,-0.56,-0.47,-0.06,1.15,0.22,-1.14,-0.37,-0.78,0.48,2.52,1.01,3.53,0.86,0.67,1.85,0.33,0.68,-1.08,-0.66,27094,13596,13498
201152,Thaddeus Young,2009,0.92,-0.24,0.56,0.6,-0.05,0.27,1.0,0.32,1.17,0.75,0.43,-0.09,1.47,2.05,3.52,-0.31,0.48,0.99,0.42,1.63,0.83,1.08,16692,8347,8345
2572,Josh Howard,2009,0.69,0.4,0.14,0.09,0.05,0.18,1.89,-0.22,-0.54,-0.08,-0.46,0.33,0.83,2.61,3.44,0.75,0.68,0.15,-0.15,2.76,0.32,-0.21,18627,9316,9311
