player_id,player_name,Latest_Year,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
406,Shaquille O'Neal,2002,3.521,3.529,3.521,0.008,-0.0,3.234,1.191,2.043,0.307,-0.02,-0.186,0.166,-0.572,0.731,-1.301,0.039,0.045,0.045,2.988,3.033,0.0,0.039,-0.134,0.173,0.039,-0.134,0.173,3.203,2.347,1.568,1.58,1.579,0.001,-0.011,0.552,0.82,-0.268,0.709,0.318,0.012,0.306,0.441,0.554,-0.113,-0.407,0.343,0.343,1.602,1.945,0.0,-0.407,-0.132,-0.275,-0.407,-0.132,-0.275,1.123,0.815,5.089,5.109,5.1,0.009,-0.011,3.786,2.011,1.775,1.016,0.298,-0.174,0.472,-0.131,1.285,-1.414,-0.368,0.388,0.388,4.978,0.0,-0.368,-0.266,-0.102,-0.368,-0.266,-0.102,4.326,3.162,3.033,1.945,4.978,12199,6132,6067
1495,Tim Duncan,2002,1.46,1.445,1.454,-0.009,0.006,1.177,0.022,1.155,-0.147,0.424,0.203,0.221,0.72,0.511,0.208,0.194,-0.25,-0.25,2.374,2.124,0.0,0.194,-0.036,0.23,0.194,-0.036,0.23,0.079,0.344,2.168,2.154,2.155,-0.001,0.013,1.136,0.072,1.064,0.412,0.607,0.183,0.424,0.375,0.425,-0.05,-0.341,0.302,0.302,2.202,2.504,0.0,-0.341,-0.191,-0.15,-0.341,-0.191,-0.15,3.059,0.783,3.628,3.6,3.609,-0.009,0.019,2.313,0.094,2.219,0.265,1.031,0.386,0.645,1.095,0.936,0.158,-0.147,0.052,0.052,4.628,-0.001,-0.147,-0.227,0.08,-0.147,-0.227,0.08,3.138,1.127,2.124,2.504,4.627,13741,6894,6847
1717,Dirk Nowitzki,2002,3.645,3.643,3.639,0.004,0.006,0.392,0.276,0.116,1.936,1.311,0.35,0.961,0.792,0.245,0.548,0.514,-0.119,-0.119,4.951,4.832,-0.0,0.514,-0.167,0.681,0.514,-0.167,0.681,1.443,-0.097,-0.441,-0.446,-0.444,-0.002,0.003,-0.464,-0.484,0.02,0.099,-0.079,0.005,-0.084,0.102,0.161,-0.06,-0.187,0.171,0.171,-0.526,-0.355,0.0,-0.187,0.038,-0.225,-0.187,0.038,-0.225,-0.283,-0.554,3.204,3.197,3.195,0.002,0.009,-0.072,-0.208,0.136,2.035,1.232,0.355,0.877,0.894,0.406,0.488,0.327,0.052,0.052,4.477,-0.001,0.327,-0.129,0.456,0.327,-0.129,0.456,1.16,-0.651,4.832,-0.355,4.476,12616,6323,6293
1905,Andrei Kirilenko,2002,0.818,0.82,0.818,0.002,0.0,1.275,0.942,0.333,-0.252,-0.205,0.047,-0.252,0.834,0.892,-0.057,0.17,0.0,0.0,1.822,1.822,0.0,0.17,-0.224,0.394,0.17,-0.224,0.394,-0.458,1.127,1.535,1.542,1.537,0.005,-0.002,0.649,-0.131,0.78,0.605,0.283,0.139,0.144,-0.575,-0.607,0.033,1.219,0.472,0.472,2.179,2.651,-0.0,1.219,0.261,0.958,1.219,0.261,0.958,3.035,0.399,2.353,2.362,2.355,0.007,-0.002,1.924,0.811,1.113,0.353,0.078,0.186,-0.108,0.259,0.285,-0.024,1.389,0.472,0.472,4.473,0.0,1.389,0.037,1.352,1.389,0.037,1.352,2.577,1.526,1.822,2.651,4.473,8569,4295,4274
2059,Eduardo Najera,2002,0.557,0.557,0.558,-0.001,-0.001,-0.566,0.082,-0.648,0.847,0.277,0.067,0.21,0.384,0.247,0.137,0.642,1.427,1.427,1.583,3.01,-0.0,0.642,-0.293,0.935,0.642,-0.293,0.935,0.591,0.115,0.898,0.901,0.896,0.005,0.002,0.802,-0.402,1.204,0.005,0.089,0.032,0.057,-0.057,-0.114,0.056,0.426,-0.109,-0.109,1.267,1.158,0.0,0.426,0.493,-0.067,0.426,0.493,-0.067,1.608,0.039,1.455,1.457,1.454,0.003,0.001,0.236,-0.32,0.556,0.852,0.366,0.099,0.267,0.327,0.133,0.193,1.068,1.318,1.318,4.168,0.001,1.068,0.2,0.868,1.068,0.2,0.868,2.199,0.154,3.01,1.158,4.169,5676,2845,2831
136,P.J. Brown,2002,1.817,1.833,1.823,0.01,-0.006,0.558,-0.171,0.729,0.641,0.624,-0.382,1.006,0.518,0.127,0.39,-0.107,0.881,0.881,2.228,3.109,0.0,-0.107,-0.203,0.096,-0.107,-0.203,0.096,1.831,0.261,1.223,1.214,1.221,-0.007,0.002,1.031,-0.283,1.314,0.33,-0.14,0.143,-0.283,0.331,0.383,-0.053,-0.013,-0.562,-0.562,1.541,0.979,-0.0,-0.013,-0.033,0.02,-0.013,-0.033,0.02,-0.179,0.052,3.04,3.047,3.044,0.003,-0.004,1.589,-0.454,2.043,0.971,0.484,-0.239,0.723,0.849,0.51,0.337,-0.12,0.319,0.319,4.088,0.0,-0.12,-0.236,0.116,-0.12,-0.236,0.116,1.652,0.313,3.109,0.979,4.088,10542,5128,5414
345,Terry Porter,2002,1.288,1.286,1.275,0.011,0.013,-0.201,0.225,-0.426,0.006,1.47,0.187,1.283,0.244,0.342,-0.099,0.32,-0.195,-0.195,1.852,1.657,0.0,0.32,0.012,0.308,0.32,0.012,0.308,-0.348,-0.134,1.792,1.786,1.779,0.007,0.013,0.991,0.143,0.848,0.433,0.355,-0.045,0.4,0.203,0.298,-0.096,0.122,0.126,0.126,2.117,2.243,0.0,0.122,0.028,0.094,0.122,0.028,0.094,1.825,0.396,3.08,3.072,3.054,0.018,0.026,0.79,0.368,0.422,0.439,1.825,0.142,1.683,0.447,0.64,-0.195,0.442,-0.069,-0.069,3.9,-0.001,0.442,0.04,0.402,0.442,0.04,0.402,1.477,0.262,1.657,2.243,3.899,5297,2666,2631
1763,Ryan Bowen,2002,1.547,1.577,1.558,0.019,-0.011,1.046,0.194,0.852,-0.643,1.155,-0.304,1.459,0.258,0.277,-0.017,0.157,-0.456,-0.456,1.962,1.506,0.0,0.157,0.159,-0.002,0.157,0.159,-0.002,0.895,0.829,1.42,1.433,1.419,0.014,0.001,0.754,0.434,0.32,0.832,-0.167,-0.086,-0.081,-0.09,-0.189,0.099,0.795,0.099,0.099,2.125,2.224,0.0,0.795,0.283,0.512,0.795,0.283,0.512,1.126,0.751,2.967,3.01,2.977,0.033,-0.01,1.8,0.628,1.172,0.189,0.988,-0.39,1.378,0.168,0.088,0.082,0.952,-0.357,-0.357,3.73,-0.0,0.952,0.442,0.51,0.952,0.442,0.51,2.021,1.58,1.506,2.224,3.73,6317,3160,3157
1884,Baron Davis,2002,2.609,2.609,2.607,0.002,0.002,2.039,1.011,1.028,0.071,0.497,0.292,0.205,0.37,0.448,-0.078,0.319,0.017,0.017,3.298,3.315,0.0,0.319,0.09,0.229,0.319,0.09,0.229,1.407,1.274,1.738,1.735,1.736,-0.001,0.002,0.64,-0.582,1.222,0.359,0.737,0.143,0.594,-0.356,-0.254,-0.103,0.089,-1.251,-1.251,1.471,0.22,-0.0,0.089,-0.056,0.145,0.089,-0.056,0.145,1.33,-0.028,4.347,4.344,4.343,0.001,0.004,2.679,0.429,2.25,0.43,1.234,0.435,0.799,0.014,0.194,-0.181,0.408,-1.234,-1.234,3.535,0.0,0.408,0.034,0.374,0.408,0.034,0.374,2.737,1.246,3.315,0.22,3.535,13632,6654,6978
739,Rasheed Wallace,2002,2.451,2.459,2.453,0.006,-0.002,0.859,0.198,0.661,1.566,0.028,0.24,-0.212,0.138,0.09,0.049,-0.083,-0.28,-0.28,2.506,2.226,0.0,-0.083,-0.346,0.263,-0.083,-0.346,0.263,2.949,0.671,0.53,0.531,0.532,-0.001,-0.002,0.258,0.289,-0.031,0.768,-0.494,-0.151,-0.343,-0.207,-0.18,-0.027,0.404,0.487,0.487,0.727,1.214,0.0,0.404,0.212,0.192,0.404,0.212,0.192,-0.521,0.154,2.981,2.991,2.985,0.006,-0.004,1.117,0.487,0.63,2.334,-0.466,0.089,-0.555,-0.069,-0.09,0.022,0.321,0.207,0.207,3.44,0.0,0.321,-0.134,0.455,0.321,-0.134,0.455,2.428,0.825,2.226,1.214,3.44,11362,5681,5681
304,John Stockton,2002,1.873,1.873,1.875,-0.002,-0.002,2.032,1.477,0.555,0.699,-0.856,-0.553,-0.303,0.696,0.174,0.522,-0.067,-0.361,-0.361,2.502,2.141,0.0,-0.067,-0.226,0.159,-0.067,-0.226,0.159,2.713,1.834,-0.635,-0.636,-0.637,0.001,0.002,0.087,0.138,-0.051,-0.175,-0.549,-0.146,-0.403,-0.219,-0.089,-0.129,1.149,0.825,0.825,0.295,1.12,0.0,1.149,0.112,1.037,1.149,0.112,1.037,0.967,0.395,1.238,1.237,1.238,-0.001,-0.0,2.119,1.615,0.504,0.524,-1.405,-0.699,-0.706,0.477,0.085,0.393,1.082,0.464,0.464,3.261,0.0,1.082,-0.114,1.196,1.082,-0.114,1.196,3.68,2.229,2.141,1.12,3.261,10171,5075,5096
