player_id,player_name,Latest_Year,box_prior_source,prior_total_off,factor_off_poss,factor_def_poss,factor_possessions,prior_oTS,prior_dTS,prior_oTOV,prior_dTOV,prior_oSC,prior_dSC,prior_off,prior_def,prior_net,prior_total_def,prior_total_net,pure_off,pure_def,pure_net,pure_oTS,pure_dTS,pure_oTOV,pure_dTOV,pure_oSC,pure_dSC,box_oTS,box_dTS,box_oTOV,box_dTOV,box_oSC,box_dSC,box_off,box_def,box_net,pure_RESID,prior_RESID,shift_oTS,shift_oTOV,shift_oSC,shift_dTS,shift_dTOV,shift_dSC,shift_off,shift_def,shift_net
101108,Chris Paul,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",10.007,6500,6447,12947,7.488,0.17,3.028,0.69,-0.517,0.376,9.999,1.236,11.235,1.228,11.235,4.691,0.625,5.316,3.42,0.455,1.444,0.007,-0.173,0.163,3.69,0.206,0.769,0.203,-0.196,0.171,4.263,0.58,4.844,0.0,-0.0,4.068,1.584,-0.344,-0.285,0.683,0.213,5.308,0.611,5.919
201939,Stephen Curry,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",7.997,7043,7016,14059,7.693,0.814,0.411,1.148,-0.12,0.322,7.984,2.284,10.268,2.267,10.264,4.999,1.608,6.607,4.229,0.807,-0.184,0.448,0.954,0.353,3.651,0.566,0.042,0.312,-0.254,0.104,3.439,0.982,4.421,-0.0,-0.004,3.464,0.595,-1.074,0.007,0.7,-0.031,2.985,0.676,3.661
201935,James Harden,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",8.549,7240,7247,14487,7.897,0.417,0.434,0.882,0.228,0.08,8.559,1.379,9.938,1.365,9.914,7.002,-0.943,6.059,7.057,-1.166,0.261,0.39,-0.316,-0.167,3.381,0.349,0.018,0.245,0.312,0.009,3.711,0.603,4.313,0.0,-0.024,0.84,0.173,0.544,1.583,0.492,0.247,1.557,2.322,3.879
203076,Anthony Davis,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.134,4998,4995,9993,2.216,2.473,1.395,0.45,0.493,0.319,4.104,3.242,7.346,3.217,7.351,3.155,1.635,4.789,1.711,1.047,1.059,0.084,0.385,0.504,0.675,1.217,0.327,0.135,0.233,0.066,1.235,1.417,2.653,0.0,0.005,0.505,0.336,0.108,1.426,0.366,-0.185,0.949,1.607,2.557
2544,LeBron James,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.621,6333,6335,12668,5.456,0.59,0.328,0.675,-0.169,0.354,5.615,1.619,7.234,1.612,7.233,4.14,1.32,5.459,3.81,0.513,0.156,0.21,0.174,0.597,2.434,0.232,0.034,0.175,-0.034,0.102,2.434,0.51,2.944,-0.0,-0.001,1.646,0.172,-0.343,0.077,0.465,-0.243,1.475,0.299,1.775
201588,George Hill,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.745,2425,2410,4835,3.194,1.23,2.232,0.208,-0.66,0.249,4.766,1.687,6.453,1.716,6.461,3.535,0.216,3.751,3.091,0.487,1.245,-0.163,-0.801,-0.108,1.171,0.681,0.508,0.07,-0.282,0.135,1.397,0.886,2.284,0.0,0.008,0.103,0.987,0.141,0.743,0.371,0.357,1.231,1.471,2.702
201566,Russell Westbrook,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.174,4643,4625,9268,3.958,-0.64,0.816,1.063,0.37,0.272,5.144,0.695,5.839,0.675,5.849,5.474,-0.959,4.515,4.604,-0.794,0.193,0.205,0.677,-0.37,1.18,-0.136,0.133,0.29,0.233,0.132,1.547,0.286,1.833,0.0,0.01,-0.646,0.623,-0.307,0.154,0.858,0.642,-0.33,1.654,1.324
202695,Kawhi Leonard,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",2.467,4416,4436,8852,1.372,1.195,1.038,1.76,0.065,0.364,2.475,3.319,5.794,3.312,5.779,1.802,2.21,4.012,0.911,1.506,0.873,0.201,0.018,0.503,0.457,0.522,0.198,0.473,-0.03,0.072,0.625,1.067,1.693,0.0,-0.015,0.461,0.165,0.047,-0.311,1.559,-0.139,0.673,1.109,1.782
200768,Kyle Lowry,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",3.745,4956,4944,9900,2.052,0.155,1.151,1.237,0.553,0.142,3.756,1.534,5.29,1.533,5.278,1.216,0.733,1.949,0.052,0.095,0.328,0.644,0.836,-0.006,0.894,0.067,0.28,0.315,0.225,0.059,1.4,0.441,1.842,-0.0,-0.012,2.0,0.823,-0.283,0.06,0.593,0.148,2.54,0.801,3.341
202681,Kyrie Irving,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",6.129,6125,6129,12254,4.519,-0.83,1.479,-0.029,0.129,0.02,6.127,-0.839,5.288,-0.854,5.275,3.082,-0.42,2.662,2.941,-0.554,0.63,-0.254,-0.489,0.388,1.995,-0.356,0.323,0.015,0.229,-0.066,2.547,-0.408,2.139,0.0,-0.013,1.578,0.849,0.618,-0.276,0.225,-0.368,3.045,-0.419,2.626
