player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
406,Shaquille O'Neal,2002,3.53,4.33,-0.8,0.04,-0.15,0.19,1.82,2.6,1.84,0.76,-0.84,-0.27,-0.57,-0.11,3.57,1.76,5.39,1.65,7.04,0.0,25618,12867,12751
1495,Tim Duncan,2002,1.58,1.52,0.06,0.16,-0.07,0.22,0.08,4.12,3.55,0.57,-0.51,-0.17,-0.34,0.79,1.74,3.61,1.82,4.4,6.22,-0.0,27112,13600,13512
304,John Stockton,2002,2.86,2.31,0.55,0.14,-0.21,0.34,-0.15,0.16,0.23,-0.07,1.49,0.49,1.0,1.24,3.0,1.65,2.85,2.89,5.73,-0.01,19561,9764,9797
1717,Dirk Nowitzki,2002,3.68,2.86,0.82,0.62,-0.1,0.72,-0.68,1.21,0.7,0.51,0.19,0.27,-0.08,0.14,4.3,1.4,3.62,1.54,5.16,0.0,25889,12970,12919
1884,Baron Davis,2002,1.57,1.29,0.28,0.43,0.23,0.2,1.66,0.79,1.16,-0.37,0.6,0.39,0.21,-0.59,2.0,1.39,3.66,0.8,4.46,0.0,25791,12809,12982
1503,Tracy McGrady,2002,1.89,1.76,0.13,1.18,0.22,0.97,0.2,0.94,1.38,-0.44,0.67,0.27,0.4,-0.71,3.07,1.61,3.27,0.9,4.18,0.01,24121,12127,11994
977,Kobe Bryant,2002,1.53,1.08,0.45,0.53,0.38,0.15,0.92,1.06,1.12,-0.06,0.0,0.2,-0.2,-0.06,2.06,1.06,2.98,1.0,3.98,0.0,27454,13778,13676
965,Derek Fisher,2002,0.43,-0.16,0.59,0.7,0.33,0.37,1.13,0.36,0.81,-0.45,0.4,0.06,0.34,0.79,1.13,0.76,2.26,1.55,3.81,0.0,14699,7372,7327
136,P.J. Brown,2002,1.71,1.5,0.21,-0.0,-0.14,0.14,0.8,0.17,-0.18,0.35,0.52,0.1,0.42,0.56,1.71,0.69,2.51,1.25,3.76,0.0,21466,10636,10830
345,Terry Porter,2002,1.37,1.23,0.14,0.15,-0.1,0.24,-0.03,1.74,1.59,0.15,0.1,-0.08,0.18,0.32,1.52,1.84,1.49,2.16,3.65,0.0,12513,6267,6246
951,Ray Allen,2002,3.65,3.3,0.35,0.13,0.01,0.11,-0.25,0.24,0.41,-0.17,-0.02,0.23,-0.25,-0.19,3.78,0.22,3.53,0.03,3.56,0.0,23366,11714,11652
739,Rasheed Wallace,2002,1.84,1.71,0.13,-0.54,-0.6,0.06,-0.12,1.59,1.7,-0.11,0.46,0.32,0.14,0.32,1.3,2.05,1.18,2.37,3.55,-0.0,22351,11170,11181
1740,Rashard Lewis,2002,3.0,2.79,0.21,0.43,0.38,0.04,0.14,-0.41,-0.76,0.35,0.05,0.18,-0.13,0.31,3.43,-0.36,3.57,-0.05,3.51,-0.01,20077,10081,9996
947,Allen Iverson,2002,1.08,0.14,0.94,0.96,0.4,0.56,-0.09,0.74,0.31,0.43,0.64,0.21,0.43,0.15,2.04,1.38,1.95,1.53,3.48,0.0,24829,12448,12381
1713,Vince Carter,2002,0.84,1.1,-0.26,0.81,0.36,0.45,1.6,0.33,0.37,-0.04,-0.21,0.06,-0.28,0.03,1.65,0.12,3.25,0.15,3.4,0.0,21818,10933,10885
1112,Ben Wallace,2002,-1.39,-0.61,-0.78,0.17,0.1,0.08,1.58,1.64,1.1,0.54,0.31,-0.13,0.44,1.05,-1.22,1.95,0.36,3.0,3.37,0.01,23414,11688,11726
708,Kevin Garnett,2002,1.86,1.73,0.13,0.25,0.23,0.02,-0.14,0.92,0.53,0.39,0.19,0.32,-0.13,0.2,2.11,1.11,1.97,1.31,3.28,-0.0,24748,12440,12308
1905,Andrei Kirilenko,2002,0.35,0.01,0.34,-0.31,-0.32,-0.0,0.35,0.67,1.23,-0.56,1.36,0.28,1.08,0.83,0.04,2.03,0.39,2.86,3.25,0.0,8427,4214,4213
124,Vlade Divac,2002,0.12,0.57,-0.45,-0.3,0.02,-0.32,-0.03,2.79,1.38,1.41,-0.25,-0.25,-0.0,0.9,-0.18,2.54,-0.21,3.44,3.23,0.0,21925,11017,10908
448,Bo Outlaw,2002,0.27,0.96,-0.69,-1.02,-0.75,-0.28,1.74,2.36,2.09,0.27,0.83,0.34,0.49,-0.96,-0.75,3.19,0.99,2.23,3.22,0.0,17132,8540,8592
1883,Steve Francis,2002,1.7,1.0,0.7,0.16,0.2,-0.04,0.83,0.52,0.45,0.07,-0.08,0.12,-0.2,-0.16,1.86,0.44,2.69,0.28,2.97,0.0,20342,10136,10206
1889,Andre Miller,2002,2.97,2.18,0.79,0.51,0.33,0.19,-0.37,0.17,0.13,0.04,-0.26,0.16,-0.41,-0.08,3.48,-0.09,3.11,-0.17,2.94,-0.0,21852,10929,10923
