player_id,player_name,Latest_Year,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
1938,Manu Ginobili,2007,2.564,2.558,2.555,0.003,0.009,1.021,0.967,0.054,0.676,0.858,0.576,0.282,1.596,1.166,0.429,0.365,0.57,0.57,4.525,5.095,-0.0,0.365,-0.074,0.439,0.365,-0.074,0.439,1.841,0.854,0.627,0.633,0.625,0.008,0.002,0.096,-0.186,0.282,0.031,0.498,0.002,0.496,0.095,0.045,0.048,1.269,0.283,0.283,1.991,2.274,0.0,1.269,0.493,0.776,1.269,0.493,0.776,2.381,0.364,3.191,3.19,3.18,0.01,0.011,1.117,0.781,0.336,0.707,1.356,0.578,0.778,1.691,1.211,0.477,1.634,0.853,0.853,7.369,-0.001,1.634,0.419,1.215,1.634,0.419,1.215,4.222,1.218,5.095,2.274,7.368,38861,19491,19370
1495,Tim Duncan,2007,1.658,1.649,1.658,-0.009,0.0,1.205,0.195,1.01,1.326,-0.873,-0.518,-0.355,-0.161,0.53,-0.693,0.033,1.349,1.349,1.53,2.879,0.0,0.033,-0.016,0.049,0.033,-0.016,0.049,2.499,1.164,3.106,3.102,3.092,0.01,0.014,1.851,0.266,1.585,0.883,0.358,0.305,0.053,0.631,0.724,-0.094,-0.257,0.8,0.8,3.48,4.28,0.0,-0.257,-0.177,-0.08,-0.257,-0.177,-0.08,1.394,0.572,4.764,4.751,4.75,0.001,0.014,3.056,0.461,2.595,2.209,-0.515,-0.213,-0.302,0.47,1.254,-0.787,-0.224,2.149,2.149,7.159,0.0,-0.224,-0.193,-0.031,-0.224,-0.193,-0.031,3.893,1.736,2.879,4.28,7.159,46451,23350,23101
708,Kevin Garnett,2007,2.849,2.817,2.817,0.0,0.032,0.919,0.068,0.851,2.648,-0.75,-0.628,-0.122,0.734,0.323,0.409,0.911,-0.599,-0.599,4.494,3.895,0.0,0.911,0.138,0.773,0.911,0.138,0.773,4.779,0.884,1.76,1.751,1.737,0.014,0.023,1.556,0.229,1.327,0.546,-0.365,-0.003,-0.362,0.413,0.423,-0.01,-0.319,0.767,0.767,1.854,2.621,0.0,-0.319,0.024,-0.343,-0.319,0.024,-0.343,2.074,0.887,4.609,4.568,4.554,0.014,0.055,2.475,0.297,2.178,3.194,-1.115,-0.631,-0.484,1.147,0.746,0.399,0.592,0.168,0.168,6.516,0.001,0.592,0.162,0.43,0.592,0.162,0.43,6.853,1.771,3.895,2.621,6.517,48478,24314,24164
1884,Baron Davis,2007,2.956,2.956,2.921,0.035,0.035,1.752,0.753,0.999,0.08,1.089,1.44,-0.351,0.192,0.47,-0.274,2.005,-0.097,-0.097,5.153,5.056,0.0,2.005,0.542,1.463,2.005,0.542,1.463,1.995,1.129,1.144,1.142,1.153,-0.011,-0.009,0.697,0.03,0.667,0.318,0.138,-0.247,0.385,-0.232,-0.138,-0.095,0.884,-0.513,-0.513,1.796,1.283,0.0,0.884,0.134,0.75,0.884,0.134,0.75,0.595,0.154,4.1,4.098,4.074,0.024,0.026,2.449,0.783,1.666,0.398,1.227,1.193,0.034,-0.04,0.332,-0.369,2.889,-0.61,-0.61,6.339,0.0,2.889,0.676,2.213,2.889,0.676,2.213,2.59,1.283,5.056,1.283,6.339,35407,17719,17688
959,Steve Nash,2007,6.852,6.872,6.871,0.001,-0.019,1.73,0.225,1.505,2.168,2.973,0.767,2.206,-0.083,-0.6,0.52,1.393,-0.885,-0.885,8.162,7.277,-0.0,1.393,-0.202,1.595,1.393,-0.202,1.595,9.586,2.134,-1.513,-1.503,-1.516,0.013,0.003,-0.783,0.016,-0.799,-0.0,-0.733,-0.035,-0.698,0.772,0.884,-0.112,-0.024,-0.548,-0.548,-0.765,-1.313,0.0,-0.024,0.306,-0.33,-0.024,0.306,-0.33,-0.926,-0.555,5.339,5.369,5.355,0.014,-0.016,0.947,0.241,0.706,2.168,2.24,0.732,1.508,0.689,0.284,0.408,1.369,-1.433,-1.433,5.964,-0.0,1.369,0.104,1.265,1.369,0.104,1.265,8.66,1.579,7.277,-1.313,5.964,49855,24969,24886
1717,Dirk Nowitzki,2007,2.348,2.335,2.332,0.003,0.016,0.272,-0.065,0.337,1.763,0.297,-0.223,0.52,1.676,0.584,1.093,1.33,-0.004,-0.004,5.354,5.35,-0.0,1.33,0.132,1.198,1.33,0.132,1.198,0.864,0.002,-0.332,-0.345,-0.352,0.007,0.02,0.292,0.112,0.18,-0.151,-0.493,-0.066,-0.427,0.154,0.156,-0.003,-0.291,0.968,0.968,-0.469,0.499,0.0,-0.291,0.062,-0.353,-0.291,0.062,-0.353,-0.728,-0.11,2.016,1.99,1.98,0.01,0.036,0.564,0.047,0.517,1.612,-0.196,-0.289,0.093,1.83,0.74,1.09,1.039,0.964,0.964,5.849,0.0,1.039,0.194,0.845,1.039,0.194,0.845,0.136,-0.108,5.35,0.499,5.849,52237,26151,26086
977,Kobe Bryant,2007,3.264,3.247,3.246,0.001,0.018,1.125,0.079,1.046,0.609,1.512,0.563,0.949,1.35,0.7,0.649,1.468,0.5,0.5,6.082,6.582,0.0,1.468,0.578,0.89,1.468,0.578,0.89,2.14,0.566,-0.061,-0.069,-0.059,-0.01,-0.002,-0.723,-0.502,-0.221,0.278,0.386,0.017,0.369,-0.212,-0.079,-0.132,-0.219,-0.287,-0.287,-0.492,-0.779,-0.0,-0.219,-0.028,-0.191,-0.219,-0.028,-0.191,0.191,-0.599,3.203,3.178,3.187,-0.009,0.016,0.402,-0.423,0.825,0.887,1.898,0.58,1.318,1.138,0.621,0.517,1.249,0.213,0.213,5.803,0.0,1.249,0.55,0.699,1.249,0.55,0.699,2.331,-0.033,6.582,-0.779,5.803,49627,24841,24786
467,Jason Kidd,2007,2.44,2.441,2.442,-0.001,-0.002,0.168,0.467,-0.299,1.004,1.27,0.483,0.787,0.797,0.862,-0.067,1.091,-0.082,-0.082,4.328,4.246,0.0,1.091,0.128,0.963,1.091,0.128,0.963,5.459,0.994,-0.759,-0.765,-0.767,0.002,0.008,0.102,0.07,0.032,-0.113,-0.756,-0.188,-0.568,-0.219,-0.383,0.166,0.894,1.537,1.537,-0.084,1.453,0.0,0.894,0.698,0.196,0.894,0.698,0.196,0.925,0.123,1.681,1.676,1.675,0.001,0.006,0.27,0.537,-0.267,0.891,0.514,0.295,0.219,0.578,0.479,0.099,1.985,1.455,1.455,5.699,0.0,1.985,0.826,1.159,1.985,0.826,1.159,6.384,1.117,4.246,1.453,5.699,46776,23433,23343
1718,Paul Pierce,2007,4.21,4.201,4.215,-0.014,-0.005,1.194,0.649,0.545,1.768,1.253,0.583,0.67,1.316,0.959,0.357,0.354,-1.348,-1.348,5.88,4.532,0.0,0.354,0.032,0.322,0.354,0.032,0.322,2.389,0.796,0.196,0.187,0.19,-0.003,0.006,0.529,-0.016,0.545,0.041,-0.38,-0.124,-0.256,-0.482,-0.415,-0.067,0.571,0.613,0.613,0.285,0.898,0.0,0.571,0.256,0.315,0.571,0.256,0.315,0.309,0.402,4.406,4.388,4.405,-0.017,0.001,1.723,0.633,1.09,1.809,0.873,0.459,0.414,0.834,0.544,0.29,0.925,-0.735,-0.735,5.43,0.0,0.925,0.288,0.637,0.925,0.288,0.637,2.698,1.198,4.532,0.898,5.43,43883,21944,21939
2548,Dwyane Wade,2007,2.513,2.494,2.497,-0.003,0.016,1.885,0.811,1.074,0.273,0.339,-0.393,0.732,1.285,0.822,0.461,0.568,0.462,0.462,4.366,4.828,0.0,0.568,0.427,0.141,0.568,0.427,0.141,-1.912,0.489,0.166,0.157,0.149,0.008,0.017,0.401,-0.102,0.503,-0.363,0.111,0.132,-0.021,-0.099,-0.013,-0.086,0.53,-0.035,-0.035,0.597,0.562,0.0,0.53,0.205,0.325,0.53,0.205,0.325,0.78,0.308,2.679,2.651,2.646,0.005,0.033,2.286,0.709,1.577,-0.09,0.45,-0.261,0.711,1.186,0.809,0.375,1.098,0.427,0.427,5.39,0.0,1.098,0.632,0.466,1.098,0.632,0.466,-1.132,0.797,4.828,0.562,5.39,45766,22913,22853
