player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_TOV_VALUE,oSC,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oALT_TOV_VALUE_split,dALT_EFG_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_TOV_VALUE,dSC,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dALT_TOV_VALUE_split,nALT_EFG_VALUE,nALT_FT,nALT_TOV_VALUE,nSC,nDISPLAY_SUM,RESID,off,def,net_rapm,possessions,off_poss,def_poss
1630385,Shyla Heal,2025,-0.471,-0.238,-0.012,-0.226,-0.141,-0.018,-0.122,-0.093,0.004,-0.097,-0.043,-0.503,-0.176,-1.017,-1.193,0.0,-0.494,-0.137,-0.357,-0.494,-0.161,0.033,-0.004,0.037,0.074,-0.031,0.104,-0.267,-0.013,-0.254,-0.058,-0.085,-0.002,-0.304,-0.306,0.0,0.0,0.002,-0.001,0.0,-0.632,-0.101,-0.588,-0.178,-1.499,0.0,-1.193,-0.306,-1.499,111,54,57
203866,Kayla Thornton,2025,-1.59,-1.003,-0.125,-0.878,-0.812,0.153,-0.964,0.225,0.107,0.117,0.085,-0.869,1.259,-2.374,-1.114,0.0,-0.734,0.157,-0.891,-0.734,0.364,0.544,-0.019,0.563,-0.151,-0.055,-0.095,-0.029,-0.039,0.01,-0.21,-0.501,-0.046,-0.347,-0.392,-0.0,-0.214,0.161,-0.375,-0.214,-1.225,-0.126,-1.37,1.214,-1.507,0.0,-1.114,-0.392,-1.507,14310,7131,7179
1628287,Jennie Simms,2025,-0.742,-0.594,-0.075,-0.518,0.767,0.023,0.744,-0.915,0.041,-0.957,-0.296,-0.366,0.01,-1.404,-1.394,-0.0,-0.357,0.26,-0.617,-0.357,0.282,0.185,0.012,0.174,0.435,-0.07,0.505,-0.338,-0.029,-0.309,-0.071,-0.339,0.009,-0.128,-0.12,0.0,-0.024,-0.145,0.121,-0.024,-0.46,-0.367,-0.705,0.019,-1.513,0.0,-1.394,-0.12,-1.513,1411,706,705
204332,Cierra Burdick,2025,-0.841,-0.071,-0.008,-0.063,-0.335,-0.123,-0.212,-0.435,-0.005,-0.43,-0.097,-0.179,-0.007,-1.117,-1.124,0.0,-0.132,0.001,-0.133,-0.132,0.055,0.058,-0.004,0.061,-0.01,-0.017,0.007,0.007,-0.009,0.016,-0.091,-0.212,-0.158,-0.248,-0.406,0.0,-0.087,0.067,-0.154,-0.087,-0.786,-0.187,-0.391,-0.165,-1.529,0.0,-1.124,-0.406,-1.529,217,107,110
202633,Liz Cambage,2025,-0.537,-0.135,-0.014,-0.12,0.112,-0.879,0.991,-0.514,-0.092,-0.422,0.518,-1.227,-0.684,-1.246,-1.93,0.0,-1.262,-1.055,-0.207,-1.262,0.921,0.633,0.235,0.398,-0.305,0.287,-0.592,0.593,-0.079,0.672,-0.033,-0.333,-0.17,0.555,0.385,-0.0,-0.36,0.101,-0.461,-0.36,0.384,0.485,-1.56,-0.854,-1.546,0.0,-1.93,0.385,-1.546,5139,2583,2556
1642782,Sarah Ashlee Barker,2025,-1.227,-0.006,0.132,-0.137,-0.069,0.376,-0.445,-1.152,-0.109,-1.043,0.033,-0.243,0.368,-1.437,-1.07,0.0,-0.313,-0.615,0.303,-0.313,-0.313,0.189,0.134,0.055,-0.589,-0.128,-0.461,0.087,0.039,0.048,-0.027,-0.37,0.215,-0.71,-0.494,0.0,-0.16,-0.349,0.19,-0.16,-1.54,0.006,-0.613,0.583,-1.564,0.0,-1.07,-0.494,-1.564,1825,900,925
1642290,Aaliyah Edwards,2025,-0.069,0.002,-0.076,0.077,-0.83,0.017,-0.847,0.759,-0.09,0.849,-0.095,-1.042,0.074,-1.206,-1.131,-0.0,-0.685,-0.17,-0.515,-0.685,-0.523,-0.298,-0.074,-0.224,0.091,-0.159,0.25,-0.315,0.048,-0.363,0.016,0.209,-0.148,-0.298,-0.446,0.0,0.397,0.353,0.044,0.397,-0.592,-0.079,-0.833,-0.074,-1.577,-0.0,-1.131,-0.446,-1.577,4299,2149,2150
1642240,Jaelyn Brown,2025,-1.131,-0.687,-0.055,-0.632,-0.305,-0.236,-0.068,-0.14,-0.037,-0.103,-0.501,0.365,0.786,-1.267,-0.482,0.0,0.195,0.402,-0.207,0.195,-0.655,-0.161,0.019,-0.179,-0.203,-0.096,-0.107,-0.291,0.011,-0.302,-0.175,-0.196,-0.104,-1.025,-1.13,0.0,-0.094,-0.088,-0.006,-0.094,-1.786,-0.677,0.169,0.681,-1.611,0.0,-0.482,-1.13,-1.611,615,306,309
1642799,Megan McConnell,2025,-0.402,-0.17,-0.015,-0.155,-0.0,-0.008,0.008,-0.232,-0.001,-0.231,-0.126,-0.203,-0.211,-0.732,-0.943,0.0,-0.107,0.016,-0.123,-0.107,-0.525,-0.17,-0.007,-0.163,-0.138,-0.008,-0.13,-0.217,0.001,-0.218,-0.035,-0.057,-0.052,-0.617,-0.669,0.0,0.023,-0.053,0.076,0.023,-0.928,-0.161,-0.26,-0.263,-1.612,0.0,-0.943,-0.669,-1.612,46,22,24
1629481,Arike Ogunbowale,2025,-1.496,-0.443,-0.033,-0.41,0.055,-0.17,0.226,-1.108,0.085,-1.192,0.243,0.426,1.029,-0.827,0.202,0.0,0.278,0.215,0.063,0.278,-1.282,-0.807,-0.099,-0.707,-0.333,-0.07,-0.262,-0.143,-0.046,-0.097,-0.394,0.06,-0.204,-1.616,-1.82,-0.0,0.114,0.051,0.063,0.114,-2.778,-0.151,0.486,0.825,-1.617,0.0,0.202,-1.82,-1.617,22606,11274,11332
1631032,Lorela Cubaj,2025,-0.662,-0.91,-0.072,-0.838,-0.373,-0.136,-0.236,0.621,0.008,0.612,-0.122,0.075,-0.394,-0.71,-1.104,0.0,-0.246,-0.032,-0.214,-0.246,-0.169,0.049,-0.034,0.083,0.018,-0.019,0.037,-0.236,0.007,-0.243,-0.146,-0.424,0.188,-0.739,-0.55,0.0,-0.29,-0.131,-0.159,-0.29,-0.831,-0.268,-0.349,-0.206,-1.654,0.0,-1.104,-0.55,-1.654,547,270,277
204365,Erica Wheeler,2025,0.333,0.123,-0.0,0.123,0.169,-0.216,0.384,0.042,0.06,-0.018,-0.762,-0.035,-0.408,-0.463,-0.871,-0.0,0.108,0.839,-0.731,0.108,-0.345,0.799,0.056,0.744,-0.214,0.079,-0.293,-0.93,-0.027,-0.903,-0.301,0.42,-0.567,-0.226,-0.793,0.0,0.436,-0.042,0.478,0.436,-0.012,-1.063,0.385,-0.974,-1.664,0.0,-0.871,-0.793,-1.664,14824,7426,7398
1629478,Katie Lou Samuelson,2025,2.166,1.374,0.115,1.26,0.434,0.011,0.423,0.358,0.029,0.329,-0.344,-1.691,-0.891,0.131,-0.76,-0.0,-0.729,-0.494,-0.235,-0.729,-0.411,0.087,0.045,0.042,-0.335,0.102,-0.436,-0.163,-0.03,-0.133,0.052,0.106,-0.675,-0.253,-0.928,0.0,0.146,0.303,-0.157,0.146,1.755,-0.292,-1.585,-1.566,-1.688,-0.0,-0.76,-0.928,-1.688,8036,3988,4048
1628268,Alaina Coates,2025,-0.5,-0.228,-0.051,-0.177,-0.119,-0.057,-0.062,-0.153,0.021,-0.174,-0.081,-0.194,0.341,-0.775,-0.434,0.0,0.014,-0.064,0.078,0.014,-0.805,-0.209,0.017,-0.227,-0.002,0.016,-0.018,-0.595,0.002,-0.596,-0.222,-0.286,0.054,-1.314,-1.26,0.0,-0.226,-0.204,-0.022,-0.226,-1.306,-0.303,-0.48,0.395,-1.694,0.0,-0.434,-1.26,-1.694,419,208,211
1642809,Saniya Rivers,2025,-0.466,-0.243,-0.238,-0.005,-0.923,-0.31,-0.612,0.7,-0.143,0.843,0.143,0.177,-0.494,-0.146,-0.641,0.0,-0.083,-0.346,0.263,-0.083,-0.871,-0.592,0.002,-0.594,0.099,-0.217,0.316,-0.378,0.064,-0.442,0.173,-0.006,-0.352,-0.704,-1.057,0.0,0.109,-0.216,0.325,0.109,-1.337,0.316,0.171,-0.846,-1.697,0.0,-0.641,-1.057,-1.697,3853,1922,1931
1631083,Emily Engstler,2025,-1.724,-0.894,0.194,-1.087,-0.689,0.11,-0.799,-0.142,-0.05,-0.092,0.536,0.595,0.869,-0.593,0.276,-0.0,0.09,-0.075,0.165,0.09,-1.243,-0.354,0.127,-0.482,-0.459,-0.076,-0.383,-0.43,0.022,-0.452,-0.504,0.19,-0.423,-1.557,-1.98,-0.0,0.058,-0.082,0.14,0.058,-2.967,0.032,0.785,0.446,-1.705,-0.0,0.276,-1.98,-1.705,4753,2378,2375
203855,Stephanie Talbot,2025,-0.427,-0.708,-0.0,-0.708,-0.241,0.06,-0.301,0.522,-0.03,0.552,-0.317,0.634,-1.073,-0.109,-1.183,-0.0,0.614,0.371,0.243,0.614,0.39,-0.638,0.201,-0.839,0.54,0.097,0.444,0.488,0.005,0.483,-0.07,-0.376,-0.47,-0.055,-0.526,-0.0,-0.359,-0.01,-0.349,-0.359,-0.036,-0.387,0.259,-1.544,-1.708,-0.0,-1.183,-0.526,-1.708,7914,3969,3945
1629506,Kiara Leslie,2025,-0.59,-0.27,-0.08,-0.191,-0.061,-0.055,-0.006,-0.259,0.015,-0.274,0.102,-0.303,-0.284,-0.791,-1.075,0.0,-0.292,-0.025,-0.267,-0.292,0.032,-0.284,-0.033,-0.25,0.353,-0.0,0.353,-0.038,-0.004,-0.034,-0.185,-0.364,-0.134,-0.517,-0.651,0.0,-0.156,-0.128,-0.028,-0.156,-0.558,-0.083,-0.667,-0.418,-1.726,0.0,-1.075,-0.651,-1.726,323,159,164
1641642,Li Meng,2025,-0.125,-0.078,-0.179,0.101,-0.034,0.208,-0.242,-0.013,0.142,-0.155,0.306,-0.597,-0.945,-0.416,-1.36,-0.0,-0.408,-0.312,-0.097,-0.408,-0.02,0.273,-0.007,0.28,0.217,-0.078,0.295,-0.51,-0.041,-0.469,-0.005,-0.107,-0.261,-0.132,-0.393,0.0,-0.29,0.084,-0.374,-0.29,-0.145,0.3,-0.703,-1.206,-1.754,-0.0,-1.36,-0.393,-1.754,2081,1047,1034
1628917,JiSu Park,2025,0.064,0.066,-0.04,0.106,-0.15,-0.276,0.126,0.147,-0.002,0.149,-0.059,-0.334,-0.574,-0.33,-0.904,0.0,-0.351,0.05,-0.401,-0.351,-0.17,-0.201,-0.021,-0.18,0.003,-0.012,0.014,0.028,-0.017,0.045,-0.078,-0.642,0.032,-0.891,-0.859,0.0,-0.746,-0.445,-0.301,-0.746,-0.107,-0.137,-0.977,-0.541,-1.762,0.0,-0.904,-0.859,-1.762,816,409,407
1641672,Kayana Traylor,2025,-0.309,-0.026,-0.024,-0.002,-0.233,-0.1,-0.133,-0.05,-0.001,-0.049,-0.063,-0.328,-0.178,-0.701,-0.879,0.0,-0.226,-0.171,-0.055,-0.226,-0.147,0.04,-0.014,0.054,0.005,-0.046,0.051,-0.192,-0.012,-0.18,-0.073,-0.225,-0.443,-0.445,-0.888,0.0,-0.098,-0.027,-0.071,-0.098,-0.456,-0.137,-0.553,-0.621,-1.767,0.0,-0.879,-0.888,-1.767,129,64,65
1630143,Luisa Geiselsöder,2025,-1.089,-0.321,-0.075,-0.246,-0.558,0.004,-0.562,-0.21,-0.061,-0.149,-0.456,0.644,-0.38,-0.902,-1.282,-0.0,0.443,-0.004,0.448,0.443,-0.455,-0.197,0.029,-0.225,0.216,-0.124,0.34,-0.475,0.04,-0.515,0.058,-0.127,0.024,-0.525,-0.5,0.0,-0.179,-0.186,0.007,-0.179,-1.545,-0.398,0.517,-0.355,-1.782,0.0,-1.282,-0.5,-1.782,2359,1174,1185
1631089,Destanni Henderson,2025,-0.933,-0.361,-0.018,-0.343,-0.849,-0.144,-0.706,0.277,0.057,0.22,0.511,0.067,-0.047,-0.354,-0.401,-0.0,-0.078,-0.358,0.28,-0.078,-1.241,-0.883,-0.124,-0.759,-0.524,0.029,-0.553,0.167,0.005,0.161,-0.319,0.006,0.146,-1.554,-1.407,0.0,0.18,-0.123,0.303,0.18,-2.173,0.193,0.072,0.099,-1.809,-0.0,-0.401,-1.407,-1.809,2787,1392,1395
1641700,Liz Dixon,2025,-1.162,-0.082,-0.035,-0.047,-0.385,-0.064,-0.321,-0.696,0.005,-0.701,-0.036,-0.083,0.194,-1.282,-1.087,0.0,-0.069,-0.09,0.02,-0.069,-0.119,-0.104,-0.029,-0.075,-0.154,-0.027,-0.127,0.139,-0.003,0.143,-0.08,-0.296,-0.24,-0.495,-0.735,0.0,-0.172,-0.16,-0.013,-0.172,-1.281,-0.116,-0.379,-0.046,-1.822,0.0,-1.087,-0.735,-1.822,233,120,113
201480,Sylvia Fowles,2025,-0.229,0.224,0.203,0.021,0.365,-0.27,0.635,-0.818,0.045,-0.863,0.111,-1.371,-0.715,-1.489,-2.204,0.0,-1.404,-0.773,-0.631,-1.404,-0.659,0.065,-0.012,0.078,-0.827,0.102,-0.929,0.103,-0.069,0.173,0.105,-0.17,1.101,-0.724,0.378,-0.0,-0.359,-0.234,-0.124,-0.359,-0.887,0.217,-1.541,0.386,-1.826,0.0,-2.204,0.378,-1.826,6556,3280,3276
1642293,Alissa Pili,2025,-1.254,-0.252,0.038,-0.291,-0.077,0.113,-0.19,-0.924,-0.03,-0.894,-0.001,-0.261,0.127,-1.516,-1.389,0.0,-0.486,-0.095,-0.391,-0.486,-0.105,-0.321,0.016,-0.337,-0.052,-0.038,-0.014,0.268,0.013,0.255,-0.122,-0.23,0.013,-0.457,-0.444,0.0,-0.133,-0.017,-0.117,-0.133,-1.358,-0.123,-0.491,0.139,-1.834,0.0,-1.389,-0.444,-1.834,385,193,192
1631029,Jasmine Dickey,2025,-1.549,-0.729,-0.055,-0.674,-0.072,-0.175,0.103,-0.748,-0.005,-0.743,-0.061,-0.002,0.277,-1.612,-1.335,0.0,0.022,0.192,-0.17,0.022,0.217,0.076,-0.014,0.09,0.173,-0.013,0.186,-0.032,-0.005,-0.027,-0.14,-0.257,-0.325,-0.18,-0.505,0.0,-0.04,-0.249,0.21,-0.04,-1.333,-0.201,-0.259,-0.047,-1.84,0.0,-1.335,-0.505,-1.84,695,346,349
1630446,Michaela Onyenwere,2025,-1.555,-0.963,0.016,-0.979,-0.785,-0.111,-0.674,0.193,0.029,0.164,-0.075,-0.082,0.172,-1.712,-1.54,0.0,-0.404,-0.169,-0.235,-0.404,0.305,0.217,-0.049,0.266,0.096,0.04,0.056,-0.008,-0.012,0.004,-0.041,-0.636,0.055,-0.372,-0.317,0.0,-0.487,-0.447,-0.04,-0.487,-1.25,-0.116,-0.717,0.226,-1.857,0.0,-1.54,-0.317,-1.857,13081,6519,6562
1630127,Leaonna Odom,2025,0.855,-0.144,-0.014,-0.13,0.197,0.075,0.122,0.802,0.058,0.744,0.009,-1.266,-0.941,-0.402,-1.342,-0.0,-1.115,-0.337,-0.777,-1.115,-0.149,0.146,0.014,0.131,0.338,0.004,0.334,-0.633,-0.02,-0.613,-0.132,-0.11,-0.154,-0.391,-0.545,0.0,-0.141,-0.143,0.003,-0.141,0.706,-0.122,-1.376,-1.095,-1.887,-0.0,-1.342,-0.545,-1.887,775,387,388
1629485,Kristine Anigwe,2025,-0.277,-0.19,0.054,-0.245,-0.222,-0.026,-0.196,0.135,-0.003,0.137,0.175,-0.408,-0.178,-0.51,-0.688,-0.0,-0.096,0.389,-0.486,-0.096,-1.026,-0.049,-0.021,-0.028,-0.108,-0.053,-0.055,-0.869,-0.032,-0.837,-0.132,0.185,-0.262,-0.974,-1.236,0.0,0.332,0.086,0.246,0.332,-1.303,0.043,-0.223,-0.44,-1.924,0.0,-0.688,-1.236,-1.924,1053,521,532
1642798,Dominique Malonga,2025,0.571,0.272,0.043,0.229,0.607,-0.053,0.66,-0.307,-0.156,-0.151,-0.538,-0.463,-0.077,-0.43,-0.507,-0.0,-0.642,-0.488,-0.153,-0.642,-0.979,0.081,-0.031,0.113,0.11,-0.082,0.192,-1.17,0.086,-1.256,-0.251,-0.565,0.361,-1.794,-1.433,0.0,-0.335,-0.037,-0.298,-0.335,-0.408,-0.789,-1.028,0.284,-1.94,-0.0,-0.507,-1.433,-1.94,2408,1213,1195
1630134,Sug Sutton,2025,0.096,0.255,-0.027,0.282,0.153,-0.262,0.415,-0.312,-0.072,-0.241,0.328,-0.661,-0.783,-0.238,-1.021,0.0,-0.644,-0.123,-0.52,-0.644,-0.248,0.14,0.044,0.097,-0.001,0.17,-0.171,-0.387,0.033,-0.42,-0.17,-0.493,-0.024,-0.91,-0.934,-0.0,-0.271,0.172,-0.443,-0.271,-0.152,0.158,-1.154,-0.807,-1.955,-0.0,-1.021,-0.934,-1.955,7674,3822,3852
204323,Cheyenne Parker-Tyus,2025,-1.141,-0.769,0.046,-0.815,-0.412,-0.357,-0.055,0.04,0.062,-0.023,0.016,-0.374,0.437,-1.5,-1.063,0.0,-0.252,-0.224,-0.028,-0.252,-0.291,-0.421,-0.014,-0.407,0.146,0.058,0.088,-0.015,-0.082,0.067,-0.199,-0.231,-0.171,-0.721,-0.891,0.0,-0.015,0.081,-0.096,-0.015,-1.432,-0.184,-0.605,0.266,-1.955,0.0,-1.063,-0.891,-1.955,10634,5285,5349
201881,Angel McCoughtry,2025,-0.649,-0.24,0.024,-0.264,-0.137,-0.033,-0.104,-0.272,-0.012,-0.261,-0.046,-0.567,-0.035,-1.262,-1.296,0.0,-0.44,-0.45,0.011,-0.44,-0.364,-0.147,-0.011,-0.137,-0.082,-0.02,-0.062,-0.134,-0.002,-0.132,-0.04,-0.088,-0.169,-0.491,-0.66,0.0,-0.087,-0.129,0.042,-0.087,-1.013,-0.086,-0.654,-0.204,-1.957,0.0,-1.296,-0.66,-1.957,92,49,43
204330,Isabelle Harrison,2025,0.815,0.5,0.045,0.455,-0.18,-0.178,-0.002,0.496,-0.087,0.583,0.115,-0.607,-1.575,0.324,-1.251,-0.0,-0.223,0.355,-0.578,-0.223,-0.36,-0.704,-0.149,-0.556,-0.071,-0.236,0.166,0.415,-0.003,0.418,-0.035,-0.055,-0.264,-0.45,-0.713,0.0,0.095,0.41,-0.316,0.095,0.456,0.08,-0.661,-1.839,-1.965,0.0,-1.251,-0.713,-1.965,6957,3452,3505
1631141,Jade Melbourne,2025,-1.371,0.209,0.085,0.125,-0.992,0.107,-1.099,-0.589,-0.057,-0.532,0.302,0.143,-0.476,-0.926,-1.402,0.0,-0.278,0.073,-0.351,-0.278,-0.05,0.085,0.037,0.048,-0.028,-0.076,0.047,-0.107,0.04,-0.147,-0.218,0.01,-0.31,-0.259,-0.569,0.0,0.179,0.414,-0.235,0.179,-1.422,0.084,0.153,-0.786,-1.971,0.0,-1.402,-0.569,-1.971,4607,2311,2296
203863,Haley Peters,2025,-0.604,-0.589,-0.195,-0.394,0.234,-0.077,0.311,-0.249,-0.049,-0.2,-0.174,-0.652,-0.002,-1.43,-1.431,0.0,-0.423,-0.573,0.15,-0.423,-0.216,-0.228,-0.004,-0.224,0.04,-0.125,0.164,-0.028,0.034,-0.062,-0.341,0.302,-0.291,-0.255,-0.546,0.0,0.321,0.074,0.248,0.321,-0.82,-0.515,-0.35,-0.293,-1.977,0.0,-1.431,-0.546,-1.977,1364,675,689
1629488,Brianna Turner,2025,0.027,0.061,0.05,0.011,0.007,-0.126,0.133,-0.041,0.124,-0.165,-0.231,-0.273,-0.749,-0.477,-1.226,0.0,-0.259,-0.267,0.008,-0.259,-0.191,0.426,-0.039,0.465,-0.049,0.172,-0.221,-0.568,-0.054,-0.514,0.199,0.052,-0.831,0.059,-0.772,-0.0,-0.381,-0.567,0.186,-0.381,-0.164,-0.032,-0.221,-1.58,-1.997,0.0,-1.226,-0.772,-1.997,14283,7158,7125
1642320,Jaylyn Sherrod,2025,-0.994,-0.669,-0.011,-0.658,0.076,0.097,-0.021,-0.401,-0.028,-0.373,-0.125,-0.605,0.423,-1.724,-1.301,0.0,-0.502,-0.323,-0.179,-0.502,-0.277,-0.074,0.033,-0.107,-0.057,-0.046,-0.012,-0.146,0.007,-0.153,-0.032,-0.051,-0.344,-0.359,-0.703,0.0,0.098,0.07,0.027,0.098,-1.271,-0.157,-0.656,0.079,-2.004,0.0,-1.301,-0.703,-2.004,519,254,265
1642813,Serena Sundell,2025,-0.719,-0.252,-0.0,-0.252,-0.023,0.02,-0.043,-0.444,-0.003,-0.441,-0.072,-0.354,-0.16,-1.144,-1.304,0.0,-0.333,-0.16,-0.173,-0.333,-0.489,-0.223,-0.016,-0.207,-0.041,-0.049,0.008,-0.225,0.002,-0.227,-0.04,-0.196,0.012,-0.725,-0.713,0.0,-0.126,-0.057,-0.07,-0.126,-1.208,-0.112,-0.55,-0.147,-2.017,0.0,-1.304,-0.713,-2.017,76,37,39
1641658,Grace Berger,2025,-0.031,0.922,-0.041,0.963,-0.102,-0.198,0.096,-0.851,-0.022,-0.83,0.143,-0.616,-0.441,-0.504,-0.945,-0.0,-0.606,-0.175,-0.431,-0.606,-0.676,-0.137,0.043,-0.18,0.01,-0.088,0.098,-0.549,-0.031,-0.518,-0.265,-0.723,0.547,-1.664,-1.117,0.0,-0.524,-0.32,-0.204,-0.524,-0.707,-0.121,-1.339,0.106,-2.062,0.0,-0.945,-1.117,-2.062,3419,1705,1714
1628890,Diamond DeShields,2025,-0.561,-0.068,0.037,-0.104,-0.513,-0.051,-0.463,0.02,0.038,-0.017,0.093,-1.244,-1.129,-1.712,-2.841,-0.0,-0.775,-0.51,-0.265,-0.775,1.228,1.203,-0.069,1.272,0.094,0.036,0.058,-0.069,-0.035,-0.034,-0.358,0.756,-0.851,1.626,0.776,-0.0,1.015,0.602,0.412,1.015,0.668,-0.265,-0.488,-1.979,-2.065,-0.0,-2.841,0.776,-2.065,8277,4105,4172
1630458,Aaliyah Wilson,2025,-0.47,0.409,-0.041,0.451,-0.467,0.012,-0.479,-0.413,0.027,-0.44,-0.233,-0.379,-0.308,-1.083,-1.39,-0.0,-0.086,-0.042,-0.044,-0.086,-0.56,-0.039,0.033,-0.072,-0.153,0.011,-0.164,-0.368,-0.003,-0.365,-0.057,0.101,-0.182,-0.515,-0.697,0.0,-0.039,-0.045,0.006,-0.039,-1.03,-0.29,-0.278,-0.489,-2.088,0.0,-1.39,-0.697,-2.088,440,217,223
1641602,Ivana Dojkić,2025,-0.505,-0.352,-0.105,-0.248,-0.936,-0.058,-0.878,0.783,0.096,0.687,-0.11,-0.039,-0.666,-0.655,-1.32,-0.0,0.108,0.496,-0.388,0.108,-1.372,-0.673,-0.05,-0.623,0.02,0.025,-0.005,-0.718,-0.039,-0.679,-0.037,0.148,0.455,-1.261,-0.806,0.0,0.281,0.028,0.253,0.281,-1.877,-0.147,0.109,-0.21,-2.126,0.0,-1.32,-0.806,-2.126,1750,870,880
202259,Epiphanny Prince,2025,0.301,-0.396,-0.186,-0.21,-0.214,-0.395,0.181,0.91,0.075,0.835,-0.554,-0.578,-0.663,-0.831,-1.494,0.0,-0.592,-0.644,0.053,-0.592,0.58,-0.114,-0.064,-0.049,0.343,0.021,0.322,0.351,-0.051,0.402,0.233,-0.792,-0.681,0.021,-0.66,0.0,-0.589,-0.102,-0.487,-0.589,0.881,-0.321,-1.371,-1.344,-2.154,0.0,-1.494,-0.66,-2.154,3433,1722,1711
1631090,Christyn Williams,2025,-0.815,-0.081,0.0,-0.081,-0.294,-0.022,-0.272,-0.44,-0.014,-0.426,-0.158,-0.06,-0.173,-1.033,-1.206,0.0,-0.033,0.012,-0.045,-0.033,-0.601,-0.006,-0.017,0.011,-0.123,-0.056,-0.067,-0.471,0.002,-0.474,-0.007,-0.301,-0.066,-0.909,-0.974,0.0,-0.177,-0.062,-0.116,-0.177,-1.415,-0.165,-0.361,-0.238,-2.18,0.0,-1.206,-0.974,-2.18,169,81,88
1630459,DiDi Richards,2025,-0.241,-1.898,-0.008,-1.89,0.299,-0.008,0.307,1.358,0.048,1.31,-0.055,-1.201,-0.309,-1.497,-1.806,-0.0,-1.245,-0.435,-0.811,-1.245,-0.33,0.127,-0.101,0.228,0.095,-0.102,0.198,-0.553,-0.026,-0.527,-0.065,0.113,-0.12,-0.282,-0.402,-0.0,0.23,0.003,0.227,0.23,-0.571,-0.12,-1.088,-0.429,-2.208,-0.0,-1.806,-0.402,-2.208,2998,1490,1508
1628282,Sydney Wiese,2025,0.035,-0.076,-0.202,0.127,-0.409,0.03,-0.439,0.52,0.183,0.337,-0.249,-0.095,-0.341,-0.309,-0.65,-0.0,0.385,-0.006,0.391,0.385,-1.595,-0.624,-0.089,-0.535,-0.181,0.134,-0.314,-0.79,-0.006,-0.784,-0.009,-0.17,0.21,-1.774,-1.564,0.0,-0.053,-0.212,0.159,-0.053,-1.56,-0.259,-0.265,-0.13,-2.214,-0.0,-0.65,-1.564,-2.214,2098,1038,1060
1642802,Lucy Olsen,2025,-0.479,-0.555,-0.085,-0.471,0.024,-0.074,0.098,0.052,-0.07,0.121,0.008,0.014,0.401,-0.457,-0.056,-0.0,0.12,0.468,-0.347,0.12,-1.479,-0.396,0.041,-0.437,-0.689,-0.043,-0.645,-0.395,0.024,-0.419,-0.073,-0.362,-0.248,-1.914,-2.162,0.0,-0.289,-0.09,-0.198,-0.289,-1.958,-0.065,-0.348,0.153,-2.218,-0.0,-0.056,-2.162,-2.218,1727,871,856
1631147,Kianna Smith,2025,-0.598,0.29,0.026,0.264,-0.539,0.063,-0.602,-0.349,0.008,-0.357,0.17,-0.413,-0.319,-0.841,-1.16,0.0,-0.21,-0.065,-0.145,-0.21,-0.306,-0.154,-0.062,-0.092,-0.098,-0.066,-0.032,-0.054,-0.007,-0.047,-0.137,-0.5,-0.152,-0.943,-1.094,0.0,-0.345,-0.158,-0.187,-0.345,-0.904,0.033,-0.914,-0.47,-2.254,0.0,-1.16,-1.094,-2.254,395,193,202
1631118,Lexi Held,2025,-1.496,-0.108,-0.067,-0.041,-0.128,0.12,-0.248,-1.26,-0.051,-1.209,0.181,0.244,-0.275,-1.072,-1.347,-0.0,-0.225,-0.144,-0.081,-0.225,-1.039,-0.51,-0.003,-0.506,-0.129,-0.084,-0.044,-0.401,0.033,-0.434,-0.059,-0.021,0.17,-1.12,-0.95,0.0,0.228,0.036,0.192,0.228,-2.536,0.122,0.222,-0.105,-2.297,0.0,-1.347,-0.95,-2.297,1623,815,808
1630438,Kysre Gondrezick,2025,-0.81,-0.353,-0.097,-0.256,-0.39,-0.218,-0.171,-0.067,0.011,-0.078,-0.062,-0.235,-0.085,-1.106,-1.191,0.0,-0.419,-0.157,-0.262,-0.419,-0.721,-0.249,0.017,-0.266,-0.142,-0.009,-0.132,-0.33,-0.019,-0.311,-0.036,-0.193,-0.166,-0.95,-1.117,0.0,-0.21,-0.256,0.047,-0.21,-1.531,-0.098,-0.428,-0.252,-2.308,0.0,-1.191,-1.117,-2.308,646,328,318
