player_id,player_name,Latest_Year,box_prior_source,prior_total_off,factor_off_poss,factor_def_poss,factor_possessions,prior_oTS,prior_dTS,prior_oTOV,prior_dTOV,prior_oSC,prior_dSC,prior_off,prior_def,prior_net,prior_total_def,prior_total_net,pure_oTS,pure_dTS,pure_oTOV,pure_dTOV,pure_oSC,pure_dSC,pure_off,pure_def,pure_net,box_oTS,box_dTS,box_oTOV,box_dTOV,box_oSC,box_dSC,box_off,box_def,box_net,pure_RESID,prior_RESID,shift_oTS,shift_oTOV,shift_oSC,shift_dTS,shift_dTOV,shift_dSC,shift_off,shift_def,shift_net
101108,Chris Paul,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",10.184,5616,5568,11184,7.647,0.143,3.037,0.69,-0.51,0.419,10.174,1.252,11.426,1.243,11.427,3.884,0.176,1.159,-0.026,-0.22,0.338,4.823,0.488,5.311,3.69,0.206,0.769,0.203,-0.196,0.171,4.263,0.58,4.844,-0.0,0.001,3.763,1.878,-0.29,-0.033,0.716,0.081,5.351,0.764,6.115
201939,Stephen Curry,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",8.264,5415,5404,10819,7.982,0.832,0.525,1.182,-0.252,0.274,8.255,2.288,10.543,2.269,10.533,4.583,0.501,0.142,0.495,0.496,0.323,5.221,1.319,6.54,3.651,0.566,0.042,0.312,-0.254,0.104,3.439,0.982,4.421,-0.0,-0.01,3.399,0.383,-0.748,0.331,0.687,-0.049,3.034,0.969,4.003
201935,James Harden,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",8.415,5897,5910,11807,7.713,0.517,0.344,0.856,0.366,0.097,8.423,1.47,9.893,1.458,9.873,6.234,-0.884,0.035,0.34,0.101,-0.08,6.37,-0.624,5.746,3.381,0.349,0.018,0.245,0.312,0.009,3.711,0.603,4.313,0.0,-0.02,1.479,0.309,0.265,1.401,0.516,0.177,2.053,2.094,4.147
203076,Anthony Davis,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.152,4669,4665,9334,2.173,2.449,1.421,0.442,0.527,0.344,4.121,3.235,7.356,3.209,7.361,1.639,0.852,1.086,0.044,0.447,0.54,3.172,1.436,4.608,0.675,1.217,0.327,0.135,0.233,0.066,1.235,1.417,2.653,0.0,0.005,0.534,0.335,0.08,1.597,0.398,-0.196,0.949,1.799,2.748
2544,LeBron James,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.668,4750,4755,9505,5.628,0.382,0.232,0.689,-0.197,0.349,5.663,1.42,7.083,1.413,7.081,4.142,0.047,-0.022,0.191,0.129,0.493,4.249,0.731,4.98,2.434,0.232,0.034,0.175,-0.034,0.102,2.434,0.51,2.944,0.0,-0.002,1.486,0.254,-0.326,0.335,0.498,-0.144,1.414,0.689,2.103
201588,George Hill,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.79,2425,2410,4835,3.245,1.251,2.232,0.212,-0.665,0.247,4.812,1.71,6.522,1.739,6.529,3.134,0.51,1.234,-0.173,-0.808,-0.124,3.56,0.213,3.773,1.171,0.681,0.508,0.07,-0.282,0.135,1.397,0.886,2.284,0.0,0.007,0.111,0.998,0.143,0.741,0.385,0.371,1.252,1.497,2.749
202695,Kawhi Leonard,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",2.615,3925,3949,7874,1.563,1.277,1.051,1.749,0.008,0.345,2.622,3.371,5.993,3.362,5.977,1.553,1.868,0.937,0.143,-0.09,0.476,2.4,2.487,4.887,0.457,0.522,0.198,0.473,-0.03,0.072,0.625,1.067,1.693,0.0,-0.016,0.01,0.114,0.098,-0.591,1.606,-0.131,0.222,0.884,1.106
201566,Russell Westbrook,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.23,4643,4625,9268,4.015,-0.618,0.821,1.068,0.362,0.272,5.198,0.722,5.92,0.701,5.931,4.693,-0.783,0.202,0.205,0.667,-0.374,5.562,-0.952,4.61,1.18,-0.136,0.133,0.29,0.233,0.132,1.547,0.286,1.833,0.0,0.011,-0.678,0.619,-0.305,0.165,0.863,0.646,-0.364,1.674,1.31
202681,Kyrie Irving,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",6.231,5254,5253,10507,4.663,-0.813,1.437,-0.001,0.132,0.034,6.232,-0.78,5.452,-0.794,5.437,2.988,-0.284,0.548,-0.203,-0.426,0.485,3.11,-0.002,3.108,1.995,-0.356,0.323,0.015,0.229,-0.066,2.547,-0.408,2.139,-0.0,-0.015,1.675,0.889,0.558,-0.529,0.202,-0.451,3.122,-0.778,2.344
200768,Kyle Lowry,2015,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",3.862,4702,4686,9388,2.168,0.207,1.165,1.222,0.541,0.14,3.874,1.569,5.443,1.571,5.433,0.312,0.077,0.363,0.533,0.811,0.004,1.486,0.614,2.1,0.894,0.067,0.28,0.315,0.225,0.059,1.4,0.441,1.842,0.0,-0.01,1.856,0.802,-0.27,0.13,0.689,0.136,2.388,0.955,3.343
