player_id,player_name,Latest_Year,oTS,oFT,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
1495,Tim Duncan,2007,2.74,-0.05,0.06,-0.12,0.19,0.7,4.85,0.87,-0.67,-0.42,-0.26,0.47,3.17,4.91,8.08,-0.07,1.14,2.03,0.49,4.42,0.76,-0.2,61407,30872,30535
708,Kevin Garnett,2007,3.66,0.89,1.23,0.43,0.8,-0.33,3.04,0.5,-0.25,0.01,-0.26,0.73,4.13,3.79,7.92,-0.16,-0.34,4.47,0.41,3.38,0.9,0.48,61274,30761,30513
406,Shaquille O'Neal,2007,7.04,-1.77,-1.25,-1.02,-0.25,0.04,1.7,0.85,-2.15,-1.1,-1.06,1.06,5.49,1.44,6.93,0.49,0.17,5.32,0.81,0.63,-1.21,-1.09,48572,24415,24157
1938,Manu Ginobili,2007,2.71,1.39,0.28,0.1,0.18,0.35,0.62,0.09,1.87,0.74,1.12,0.54,3.72,2.54,6.26,-0.11,0.68,3.04,0.02,2.52,0.63,2.41,46115,23124,22991
1884,Baron Davis,2007,2.49,0.09,1.96,0.41,1.53,-0.26,0.99,-0.23,1.49,0.32,1.17,-1.0,4.34,1.66,6.0,0.33,-0.25,4.59,-0.62,2.28,1.7,0.49,42504,21299,21205
1718,Paul Pierce,2007,4.2,1.62,0.83,0.4,0.42,-0.39,0.15,-0.32,0.77,0.33,0.43,-0.09,3.77,1.68,5.45,-0.02,-0.84,4.61,0.37,1.31,0.44,0.68,56629,28361,28268
2544,LeBron James,2007,2.05,0.54,1.76,0.82,0.94,0.06,1.01,-0.37,0.09,0.19,-0.08,0.5,4.46,0.92,5.38,-0.09,0.87,3.59,0.14,0.78,1.82,0.59,53405,26707,26698
1897,Metta World Peace,2007,1.49,0.1,0.45,0.62,-0.17,-0.08,1.39,0.45,1.25,0.68,0.56,0.18,2.01,3.24,5.24,0.56,0.13,1.88,0.45,2.79,0.37,1.43,41627,20840,20787
1717,Dirk Nowitzki,2007,2.77,1.75,1.86,0.44,1.44,-0.02,0.78,0.22,-0.18,0.08,-0.27,0.22,3.93,1.15,5.09,-0.34,-0.0,3.93,0.8,0.35,1.84,0.04,66221,33203,33018
1905,Andrei Kirilenko,2007,2.35,1.36,-0.5,-0.6,0.09,1.3,1.59,-0.55,0.54,0.02,0.51,-0.36,2.87,1.77,4.65,-0.27,0.63,2.24,-0.28,2.05,0.8,0.18,42843,21368,21475
739,Rasheed Wallace,2007,2.04,-0.75,0.27,-0.62,0.88,-0.14,1.58,0.85,0.09,-0.39,0.47,0.37,1.99,2.43,4.43,0.22,-0.1,2.09,0.43,2.0,0.13,0.46,56362,28271,28091
959,Steve Nash,2007,4.95,0.25,1.72,-0.04,1.76,-0.63,-0.86,0.63,-0.04,0.43,-0.48,-0.31,6.07,-1.7,4.36,-0.47,-0.75,6.82,-0.48,-1.22,1.09,-0.35,62102,31110,30992
2760,Anderson Varejao,2007,-0.84,-0.79,0.35,0.44,-0.09,0.96,0.7,-0.66,1.86,0.18,1.69,0.61,1.1,3.17,4.27,0.63,1.06,0.04,0.81,2.36,1.31,2.47,15678,7785,7893
977,Kobe Bryant,2007,2.94,1.57,1.4,0.77,0.63,0.59,0.25,-0.1,-0.21,0.2,-0.39,-0.54,5.23,-1.04,4.19,-0.24,0.49,4.74,-0.34,-0.7,1.99,-0.75,63449,31798,31651
2548,Dwyane Wade,2007,2.75,1.14,0.68,0.49,0.19,0.54,0.04,-0.1,0.75,0.28,0.48,-0.58,3.66,0.51,4.18,0.0,0.72,2.94,-0.06,0.57,1.22,0.17,45096,22598,22498
467,Jason Kidd,2007,2.09,0.88,1.01,0.09,0.92,0.48,0.47,-0.21,0.75,0.74,0.01,-0.04,3.14,1.02,4.16,-0.6,0.38,2.76,1.06,-0.04,1.49,0.71,60650,30412,30238
1503,Tracy McGrady,2007,2.96,0.79,2.14,0.62,1.52,-0.47,-0.16,0.07,-0.26,0.02,-0.27,-0.1,4.75,-0.59,4.16,0.05,-0.19,4.94,-0.35,-0.24,1.67,-0.36,52134,26098,26036
1890,Shawn Marion,2007,0.85,-0.32,0.77,-0.02,0.79,-0.42,1.24,0.69,0.56,0.68,-0.11,0.13,2.14,1.89,4.03,0.9,-0.08,2.22,-0.11,2.0,0.35,0.69,70224,35163,35061
1902,Jeff Foster,2007,-1.35,-0.79,-0.44,-0.04,-0.38,2.97,0.56,0.44,0.08,-0.0,0.08,1.83,1.29,2.72,4.02,0.37,1.98,-0.69,1.88,0.84,2.53,1.91,30428,15142,15286
224,Eddie Jones,2007,0.72,-0.22,0.57,0.26,0.31,-0.57,0.88,-0.23,1.24,0.69,0.52,0.05,1.09,2.79,3.88,0.99,0.14,0.95,1.08,1.71,0.0,1.29,48208,24085,24123
2203,Shane Battier,2007,-0.32,0.0,-0.1,-0.04,-0.06,-0.07,3.34,-0.09,0.61,0.26,0.37,0.16,0.12,3.72,3.84,0.22,0.58,-0.46,-0.15,3.87,-0.17,0.77,48616,24357,24259
951,Ray Allen,2007,3.55,0.69,0.72,0.37,0.35,0.83,-0.72,-0.2,-0.59,-0.04,-0.55,-0.32,4.7,-1.31,3.39,-0.08,0.84,3.86,-0.45,-0.86,1.55,-0.91,50401,25210,25191
1112,Ben Wallace,2007,-1.08,-1.38,-0.36,-0.21,-0.16,1.35,2.69,1.41,0.65,0.07,0.59,0.25,-0.64,3.83,3.19,-0.31,-0.04,-0.6,1.2,2.63,0.99,0.9,64261,32108,32153
2572,Josh Howard,2007,1.14,-0.01,0.22,0.02,0.21,1.43,-0.45,-0.1,0.71,0.44,0.28,-0.02,2.73,0.44,3.17,0.14,1.54,1.19,-0.27,0.71,1.65,0.69,37117,18540,18577
