player_id,player_name,Latest_Year,oTS,oFT,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
203507,Giannis Antetokounmpo,2020,1.31,-0.33,0.14,0.65,-0.53,-0.08,3.49,0.27,-0.06,0.04,-0.11,0.82,1.66,3.99,5.65,0.03,0.4,1.26,0.84,3.15,0.06,0.76,9527,4785,4742
2544,LeBron James,2020,1.86,-0.37,-0.33,-0.63,0.3,0.41,1.96,-0.17,0.96,0.14,0.82,0.37,1.97,3.38,5.34,0.11,-0.15,2.12,0.95,2.43,0.08,1.33,12566,6279,6287
1628369,Jayson Tatum,2020,0.52,0.33,1.08,0.47,0.62,0.39,2.31,-0.04,0.19,0.14,0.05,0.45,2.1,2.7,4.8,-0.14,0.38,1.72,0.3,2.4,1.47,0.64,12122,6084,6038
202695,Kawhi Leonard,2020,1.09,0.5,1.07,0.77,0.3,0.57,0.74,0.2,0.19,0.31,-0.12,1.1,2.36,1.97,4.33,-0.43,0.34,2.02,1.23,0.74,1.64,1.29,9500,4759,4741
201935,James Harden,2020,1.56,1.11,0.0,0.14,-0.14,0.11,1.97,0.19,0.83,0.69,0.15,-0.75,1.66,2.43,4.09,0.37,-0.23,1.89,-0.53,2.96,0.11,0.08,12280,6138,6142
1627936,Alex Caruso,2020,1.21,0.57,-0.31,0.04,-0.36,0.09,1.69,-0.3,1.21,1.07,0.12,0.22,0.81,3.1,3.91,-0.2,-0.03,0.84,0.44,2.66,-0.22,1.43,6912,3459,3453
1629130,Duncan Robinson,2020,3.23,-0.38,0.21,0.19,0.03,-0.85,0.4,0.27,-0.01,-0.12,0.11,0.68,2.68,1.17,3.85,0.19,-0.37,3.05,1.06,0.11,-0.64,0.67,11073,5549,5524
203471,Dennis Schroder,2020,0.99,0.94,-0.25,-0.24,-0.01,-0.45,3.45,0.2,0.45,-0.25,0.7,-0.07,0.27,3.46,3.73,-0.39,-1.02,1.29,-0.15,3.61,-0.7,0.38,8971,4484,4487
1629056,Terence Davis,2020,1.7,0.25,-0.29,-0.11,-0.18,1.09,1.51,-0.47,0.25,0.14,0.11,-0.49,2.6,0.83,3.43,-0.34,1.71,0.89,-0.62,1.45,0.8,-0.24,5310,2654,2656
1627783,Pascal Siakam,2020,0.72,0.06,0.62,0.58,0.03,-0.73,1.27,-0.32,0.77,0.15,0.62,0.2,0.91,2.47,3.38,0.53,-0.08,0.99,0.84,1.63,-0.11,0.97,10469,5238,5231
202710,Jimmy Butler,2020,0.81,1.56,1.06,0.31,0.74,0.46,0.24,0.11,0.11,0.51,-0.4,0.33,2.25,0.93,3.18,0.17,0.65,1.6,0.33,0.6,1.52,0.44,11042,5536,5506
1628978,Donte DiVincenzo,2020,0.46,-0.17,-0.1,-0.14,0.03,0.39,1.46,-0.18,0.42,0.49,-0.06,0.43,0.65,2.41,3.06,0.0,0.33,0.32,0.56,1.85,0.29,0.85,7260,3623,3637
1627750,Jamal Murray,2020,1.5,0.24,0.3,0.04,0.26,0.52,0.7,0.05,-0.44,-0.29,-0.16,0.41,2.19,0.86,3.05,0.06,0.18,2.01,0.9,-0.04,0.82,-0.03,10443,5237,5206
1627826,Ivica Zubac,2020,-0.52,0.19,0.39,-0.13,0.5,1.07,1.4,0.22,0.2,0.29,-0.09,0.45,0.81,2.22,3.04,0.05,0.88,-0.07,0.67,1.55,1.46,0.65,6624,3306,3318
201976,Patrick Beverley,2020,0.19,-0.1,-0.3,-0.06,-0.23,0.95,1.27,-0.3,1.07,0.3,0.77,-0.08,0.75,2.11,2.87,-0.23,0.59,0.16,0.06,2.05,0.65,0.99,6078,3030,3048
203114,Khris Middleton,2020,1.39,0.23,0.78,0.57,0.21,-0.62,0.53,-0.07,0.37,0.24,0.14,1.02,1.22,1.65,2.87,-0.6,-0.37,1.59,0.35,1.3,0.16,1.39,9505,4772,4733
101108,Chris Paul,2020,1.93,0.37,1.08,0.54,0.53,-0.4,-0.7,0.33,0.45,0.01,0.44,0.35,2.88,-0.07,2.81,0.1,-0.08,2.96,0.33,-0.4,0.68,0.8,9854,4947,4907
1628389,Bam Adebayo,2020,1.92,0.3,0.16,0.09,0.06,-0.27,0.82,0.17,-0.31,-0.12,-0.19,0.65,1.63,1.17,2.8,-0.17,-0.44,2.07,0.27,0.9,-0.11,0.34,12364,6176,6188
202083,Wesley Matthews,2020,-0.21,-0.36,0.5,0.28,0.23,-1.31,2.75,0.37,0.07,0.02,0.05,1.04,-0.89,3.66,2.77,-0.07,-0.92,0.03,0.83,2.83,-0.81,1.11,8141,4056,4085
204060,Joe Ingles,2020,0.62,-0.08,-0.63,-0.39,-0.24,0.07,2.05,0.03,0.4,0.22,0.17,-0.04,0.65,2.1,2.75,0.28,-0.42,1.07,-0.07,2.17,-0.56,0.36,9523,4770,4753
1629001,De'Anthony Melton,2020,0.67,0.02,0.26,-0.05,0.3,0.42,0.41,-0.11,0.86,0.39,0.49,0.09,1.43,1.14,2.57,-0.14,0.68,0.75,0.3,0.84,0.68,0.95,4948,2474,2474
1627751,Jakob Poeltl,2020,0.94,-0.38,0.79,0.26,0.53,0.25,0.08,0.38,0.02,0.25,-0.24,0.11,2.2,0.37,2.57,0.38,0.22,1.98,0.1,0.27,1.04,0.13,4750,2372,2378
203118,Mike Scott,2020,0.14,-0.27,0.18,-0.29,0.46,0.99,0.43,-0.25,-0.01,0.12,-0.14,0.5,1.61,0.95,2.57,0.34,0.25,1.36,0.6,0.35,1.17,0.49,4947,2461,2486
204001,Kristaps Porzingis,2020,0.84,0.34,0.44,0.1,0.35,-0.07,1.08,0.25,-0.51,0.06,-0.58,0.25,1.4,1.14,2.54,0.51,-0.15,1.55,0.75,0.39,0.37,-0.26,7890,3957,3933
202694,Marcus Morris Sr.,2020,0.97,0.24,0.64,0.69,-0.06,0.37,-0.08,-0.11,-0.02,0.19,-0.21,0.68,1.8,0.71,2.51,-0.05,0.43,1.37,0.6,0.11,1.01,0.66,9367,4686,4681
1628973,Jalen Brunson,2020,0.37,-0.14,0.3,0.05,0.25,0.03,1.72,0.17,0.16,-0.1,0.26,-0.32,0.96,1.55,2.51,0.25,0.3,0.66,0.27,1.28,0.33,-0.16,4128,2061,2067
201609,Goran Dragic,2020,1.01,0.23,-0.43,0.05,-0.49,0.29,1.2,-0.27,0.29,0.02,0.26,-0.26,1.38,1.11,2.49,0.39,0.33,1.05,-0.61,1.72,-0.14,0.03,8916,4474,4442
1627827,Dorian Finney-Smith,2020,1.08,0.13,0.09,0.05,0.04,0.34,1.72,0.26,-0.63,-0.12,-0.51,-0.18,1.37,1.08,2.45,0.03,0.04,1.33,-0.56,1.64,0.43,-0.81,9418,4694,4724
1626174,Christian Wood,2020,1.47,0.6,-0.1,0.03,-0.13,0.41,1.11,0.1,-0.2,0.36,-0.56,-0.2,1.67,0.76,2.43,-0.06,0.52,1.15,-0.37,1.13,0.31,-0.4,5144,2572,2572
201980,Danny Green,2020,1.28,-0.06,-0.39,-0.36,-0.03,1.12,-0.21,0.02,0.85,0.59,0.26,-0.12,1.74,0.59,2.33,-0.2,0.61,1.13,0.06,0.53,0.73,0.73,9129,4579,4550
203497,Rudy Gobert,2020,1.95,0.22,-0.38,-0.35,-0.03,-0.31,1.47,0.5,-0.47,0.11,-0.58,0.34,0.82,1.49,2.3,-0.3,-0.52,1.34,-0.08,1.57,-0.69,-0.13,10501,5255,5246
202324,Derrick Favors,2020,0.25,-0.31,-0.53,-0.59,0.08,1.34,0.77,0.41,-0.2,-0.06,-0.15,0.27,1.1,1.16,2.26,0.36,1.0,0.1,0.46,0.7,0.81,0.07,5173,2578,2595
200794,Paul Millsap,2020,0.19,-0.16,0.15,0.38,-0.23,0.55,0.65,0.19,0.37,-0.01,0.39,0.13,0.89,1.37,2.26,0.22,0.18,0.71,0.29,1.08,0.7,0.5,6699,3354,3345
1626166,Cameron Payne,2020,1.02,0.19,-0.09,0.01,-0.1,0.02,0.75,0.05,0.05,-0.06,0.11,0.29,1.09,1.17,2.26,0.22,0.15,0.94,0.13,1.04,-0.07,0.34,764,385,379
201188,Marc Gasol,2020,0.42,-0.2,0.08,-0.13,0.2,-1.13,2.05,0.66,0.98,0.29,0.7,-0.19,-0.7,2.87,2.18,-0.03,-1.22,0.52,0.39,2.48,-1.05,0.79,5748,2880,2868
