player_id,player_name,Latest_Year,TOV_SC_ALLOCATION_POLICY,TOV_SC_TRANSFER_MULTIPLIER,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
2544,LeBron James,2015,full_possession_v1,1.1667076429086616,5.776,5.789,5.786,0.003,-0.01,3.415,0.757,2.658,0.831,1.54,0.609,0.931,1.002,1.09,-0.089,1.273,-1.016,-1.016,8.051,7.035,0.0,1.273,0.414,0.859,1.273,0.414,0.859,1.422,1.185,0.475,0.469,0.444,0.025,0.031,0.242,-0.061,0.303,0.261,-0.059,-0.033,-0.026,0.081,-0.063,0.146,0.726,0.696,0.696,1.282,1.978,0.0,0.726,0.666,0.06,0.726,0.666,0.06,1.996,0.292,6.251,6.258,6.23,0.028,0.021,3.657,0.696,2.961,1.092,1.481,0.576,0.905,1.083,1.027,0.057,1.999,-0.32,-0.32,9.013,0.0,1.999,1.08,0.919,1.999,1.08,0.919,3.418,1.477,7.035,1.978,9.013,68127,34146,33981
101108,Chris Paul,2015,full_possession_v1,1.1667076429086616,3.501,3.52,3.519,0.001,-0.018,0.516,-0.37,0.886,1.905,1.098,0.421,0.677,0.92,0.737,0.184,2.2,-0.515,-0.515,6.621,6.106,-0.0,2.2,1.394,0.806,2.2,1.394,0.806,1.882,0.265,-0.311,-0.307,-0.302,-0.005,-0.009,0.017,0.266,-0.249,0.231,-0.55,-0.144,-0.406,-0.631,-0.623,-0.009,1.625,1.215,1.215,0.683,1.898,-0.0,1.625,0.594,1.031,1.625,0.594,1.031,0.543,0.232,3.19,3.213,3.217,-0.004,-0.027,0.533,-0.104,0.637,2.136,0.548,0.277,0.271,0.289,0.114,0.175,3.825,0.7,0.7,8.004,-0.0,3.825,1.988,1.837,3.825,1.988,1.837,2.425,0.497,6.106,1.898,8.004,54113,27119,26994
201939,Stephen Curry,2015,full_possession_v1,1.1667076429086616,4.427,4.429,4.432,-0.003,-0.005,0.835,0.071,0.764,0.744,2.853,0.812,2.041,0.36,-0.243,0.607,0.436,0.811,0.811,5.223,6.034,0.0,0.436,-0.131,0.567,0.436,-0.131,0.567,4.287,0.732,0.502,0.503,0.498,0.005,0.004,-0.236,0.156,-0.392,0.724,0.01,0.014,-0.004,-0.324,-0.283,-0.039,0.881,0.154,0.154,1.059,1.213,0.0,0.881,0.341,0.54,0.881,0.341,0.54,0.938,0.121,4.929,4.932,4.93,0.002,-0.001,0.599,0.227,0.372,1.468,2.863,0.826,2.037,0.036,-0.526,0.568,1.317,0.965,0.965,7.247,0.001,1.317,0.21,1.107,1.317,0.21,1.107,5.225,0.853,6.034,1.213,7.248,52962,26496,26466
1938,Manu Ginobili,2015,full_possession_v1,1.1667076429086616,4.284,4.302,4.3,0.002,-0.016,2.059,1.515,0.544,-0.146,2.387,1.01,1.377,1.124,0.921,0.203,-0.337,0.211,0.211,5.071,5.282,0.0,-0.337,-0.959,0.622,-0.337,-0.959,0.622,4.876,1.544,0.69,0.689,0.681,0.008,0.009,0.305,0.161,0.144,0.056,0.32,0.042,0.278,-0.018,-0.159,0.141,1.121,-0.603,-0.603,1.793,1.19,0.0,1.121,0.216,0.905,1.121,0.216,0.905,1.746,0.273,4.974,4.991,4.981,0.01,-0.007,2.364,1.676,0.688,-0.09,2.707,1.052,1.655,1.106,0.762,0.344,0.784,-0.392,-0.392,6.472,-0.001,0.784,-0.743,1.527,0.784,-0.743,1.527,6.622,1.817,5.282,1.19,6.471,37563,18849,18714
1717,Dirk Nowitzki,2015,full_possession_v1,1.1667076429086616,4.009,4.006,4.0,0.006,0.009,-0.129,-0.724,0.595,3.031,1.098,-0.278,1.376,0.969,-0.229,1.198,1.451,-1.068,-1.068,6.429,5.361,-0.0,1.451,0.46,0.992,1.451,0.46,0.992,2.428,-0.546,0.099,0.095,0.099,-0.004,0.0,0.219,0.432,-0.213,0.019,-0.139,-0.167,0.028,0.401,0.569,-0.167,-0.508,1.087,1.087,-0.008,1.079,0.0,-0.508,-0.347,-0.161,-0.508,-0.347,-0.161,-0.229,0.296,4.108,4.102,4.099,0.003,0.009,0.09,-0.292,0.382,3.05,0.959,-0.445,1.404,1.37,0.34,1.031,0.943,0.019,0.019,6.44,0.0,0.943,0.113,0.831,0.943,0.113,0.831,2.199,-0.25,5.361,1.079,6.44,47832,24015,23817
200768,Kyle Lowry,2015,full_possession_v1,1.1667076429086616,0.897,0.906,0.918,-0.012,-0.021,0.115,0.326,-0.211,-0.536,1.339,0.671,0.668,0.737,0.578,0.164,0.533,0.963,0.963,2.167,3.13,0.0,0.533,0.407,0.126,0.533,0.407,0.126,0.939,0.085,1.245,1.235,1.241,-0.006,0.004,0.797,0.243,0.554,0.303,0.141,-0.075,0.216,-0.598,-0.718,0.12,1.082,0.103,0.103,1.729,1.832,0.0,1.082,-0.056,1.138,1.082,-0.056,1.138,2.191,0.831,2.142,2.141,2.159,-0.018,-0.017,0.912,0.569,0.343,-0.233,1.48,0.596,0.884,0.139,-0.14,0.284,1.615,1.066,1.066,4.962,0.0,1.615,0.351,1.264,1.615,0.351,1.264,3.13,0.916,3.13,1.832,4.962,45523,22776,22747
201144,Mike Conley,2015,full_possession_v1,1.1667076429086616,1.021,1.017,1.019,-0.002,0.002,0.58,0.915,-0.335,0.163,0.276,-0.182,0.458,0.276,0.276,0.0,2.247,0.189,0.189,3.544,3.733,0.0,2.247,1.215,1.033,2.247,1.215,1.033,1.053,0.381,0.48,0.486,0.48,0.006,0.0,0.127,-0.034,0.161,-0.064,0.417,0.096,0.321,-0.069,-0.231,0.162,0.824,-0.027,-0.027,1.235,1.208,0.0,0.824,0.481,0.343,0.824,0.481,0.343,0.73,-0.006,1.501,1.503,1.499,0.004,0.002,0.707,0.881,-0.174,0.099,0.693,-0.086,0.779,0.207,0.045,0.162,3.071,0.162,0.162,4.941,0.0,3.071,1.696,1.376,3.071,1.696,1.376,1.783,0.375,3.733,1.208,4.941,53335,26693,26642
200746,LaMarcus Aldridge,2015,full_possession_v1,1.1667076429086616,1.214,1.209,1.201,0.008,0.013,-0.154,-0.62,0.466,1.525,-0.17,-0.671,0.501,0.448,-0.044,0.494,0.324,0.804,0.804,1.986,2.79,0.0,0.324,0.279,0.046,0.324,0.279,0.046,1.84,-0.101,1.496,1.499,1.507,-0.008,-0.011,0.632,0.145,0.487,0.185,0.69,0.423,0.267,0.168,0.245,-0.079,0.309,0.097,0.097,1.973,2.07,0.0,0.309,-0.173,0.482,0.309,-0.173,0.482,1.774,0.345,2.71,2.708,2.708,0.0,0.002,0.478,-0.475,0.953,1.71,0.52,-0.248,0.768,0.616,0.201,0.415,0.633,0.901,0.901,4.86,0.0,0.633,0.106,0.528,0.633,0.106,0.528,3.614,0.244,2.79,2.07,4.86,52315,26143,26172
203081,Damian Lillard,2015,full_possession_v1,1.1667076429086616,2.489,2.473,2.458,0.015,0.031,0.754,0.651,0.103,0.11,1.594,0.841,0.753,0.637,0.217,0.419,1.555,0.402,0.402,4.681,5.083,0.0,1.555,0.952,0.603,1.555,0.952,0.603,-0.253,0.07,0.904,0.901,0.912,-0.011,-0.008,-0.008,-0.05,0.042,0.35,0.57,0.345,0.225,-0.12,0.038,-0.155,-1.542,0.278,0.278,-0.758,-0.48,0.0,-1.542,-0.599,-0.944,-1.542,-0.599,-0.944,1.03,0.002,3.393,3.374,3.37,0.004,0.023,0.746,0.601,0.145,0.46,2.164,1.186,0.978,0.517,0.255,0.264,0.013,0.68,0.68,4.603,0.0,0.013,0.353,-0.341,0.013,0.353,-0.341,0.777,0.072,5.083,-0.48,4.603,37381,18705,18676
203110,Draymond Green,2015,full_possession_v1,1.1667076429086616,1.456,1.448,1.448,0.0,0.008,0.227,-0.212,0.439,-0.086,1.307,0.861,0.446,0.28,0.396,-0.118,0.007,0.005,0.005,1.743,1.748,0.0,0.007,0.028,-0.021,0.007,0.028,-0.021,1.221,0.075,2.336,2.332,2.324,0.008,0.012,1.046,0.329,0.717,0.223,1.055,-0.058,1.113,-0.254,-0.263,0.011,1.11,-0.359,-0.359,3.192,2.833,0.0,1.11,0.644,0.466,1.11,0.644,0.466,2.551,0.438,3.792,3.779,3.772,0.007,0.02,1.273,0.117,1.156,0.137,2.362,0.803,1.559,0.026,0.133,-0.107,1.117,-0.354,-0.354,4.581,0.0,1.117,0.672,0.445,1.117,0.672,0.445,3.772,0.513,1.748,2.833,4.581,26237,13067,13170
