player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_FT_FREQ,oALT_FT_SEVERITY,oALT_TOV_VALUE,oSC,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oALT_TOV_VALUE_split,dALT_EFG_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_FT_FREQ,dALT_FT_SEVERITY,dALT_TOV_VALUE,dSC,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dALT_TOV_VALUE_split,nALT_EFG_VALUE,nALT_FT,nALT_FT_FREQ,nALT_FT_SEVERITY,nALT_TOV_VALUE,nSC,nDISPLAY_SUM,RESID,off,def,net_rapm,possessions,off_poss,def_poss
1642767,Janelle Salaün,2025,0.344,-0.151,-0.16,0.009,-0.082,0.156,-0.238,0.576,-0.137,0.713,-0.097,-0.305,0.208,0.345,-0.488,0.591,0.103,-0.0,0.323,0.041,0.281,0.323,0.836,0.444,0.155,0.289,-0.657,-0.071,-0.586,1.05,0.059,0.99,-0.125,-0.03,-0.095,-0.533,-0.395,0.178,-0.217,0.0,-0.448,-0.273,-0.175,-0.448,1.18,-0.222,-0.335,0.112,-0.188,-0.883,-0.114,-0.0,0.103,-0.217,-0.114,3846,1919,1927
202658,Danielle Robinson,2025,-0.124,-0.092,0.183,-0.275,0.056,-0.468,0.524,-0.088,0.01,-0.099,0.03,0.154,-0.124,0.334,-1.294,0.241,-1.053,0.0,0.168,0.112,0.056,0.168,0.229,-0.097,-0.159,0.061,-0.1,0.091,-0.191,0.426,-0.033,0.459,-0.208,-0.243,0.035,0.525,0.355,0.546,0.901,0.0,0.534,-0.088,0.621,0.534,0.105,-0.177,-0.089,-0.088,0.859,-0.939,-0.152,0.0,-1.053,0.901,-0.152,8552,4269,4283
1642298,Celeste Taylor,2025,0.031,0.519,-0.095,0.615,0.258,-0.07,0.328,-0.747,-0.017,-0.73,-0.091,-0.014,-0.077,0.793,-0.252,0.733,0.481,0.0,0.663,0.319,0.343,0.663,-0.242,-0.079,0.053,-0.132,0.214,-0.032,0.246,-0.376,-0.004,-0.372,0.126,0.055,0.071,-0.321,-0.257,-0.437,-0.693,0.0,-0.317,-0.118,-0.199,-0.317,-0.211,0.035,0.041,-0.006,0.472,-0.508,-0.212,0.0,0.481,-0.693,-0.212,725,361,364
1642797,Anastasiia Olairi Kosu,2025,-0.401,0.163,0.063,0.101,-0.093,0.011,-0.104,-0.472,-0.029,-0.443,-0.132,-0.086,-0.047,0.082,0.398,-0.452,-0.054,0.0,-0.038,0.021,-0.059,-0.038,-0.138,-0.109,0.024,-0.134,-0.093,-0.051,-0.042,0.064,0.009,0.055,-0.123,-0.154,0.031,-0.023,0.126,-0.284,-0.158,0.0,0.061,0.056,0.005,0.061,-0.539,-0.255,-0.239,-0.016,0.058,0.524,-0.212,0.0,-0.054,-0.158,-0.212,287,139,148
1641675,Dulcy Fankam Mendjiadeu,2025,-1.141,-1.394,0.059,-1.453,-0.088,-0.099,0.011,0.341,0.1,0.24,0.017,-0.001,0.018,0.151,1.138,-0.973,0.165,-0.0,-0.208,-0.125,-0.083,-0.208,-0.173,0.517,-0.033,0.55,-0.401,0.061,-0.461,-0.289,-0.041,-0.248,0.134,0.17,-0.035,-0.16,-0.264,-0.199,-0.463,0.0,-0.198,-0.048,-0.15,-0.198,-1.315,0.151,0.169,-0.018,-0.009,0.874,-0.298,-0.0,0.165,-0.463,-0.298,1863,928,935
1630114,Mikiah Herbert Harrigan,2025,0.319,0.017,0.027,-0.009,0.199,0.09,0.11,0.102,-0.011,0.113,0.206,0.268,-0.063,-0.021,-0.366,0.504,0.137,-0.0,-0.026,0.042,-0.068,-0.026,-0.478,-0.388,0.008,-0.396,-0.27,-0.025,-0.246,0.18,0.0,0.179,-0.078,-0.055,-0.024,-0.071,0.19,-0.628,-0.438,0.0,-0.122,-0.038,-0.083,-0.122,-0.159,0.127,0.214,-0.087,-0.092,-0.176,-0.301,-0.0,0.137,-0.438,-0.301,495,248,247
202662,Jasmine Thomas,2025,-1.193,-0.54,0.002,-0.542,-1.024,-0.141,-0.883,0.371,0.182,0.189,-0.019,0.04,-0.059,-0.423,0.249,-1.636,-1.387,0.0,-0.448,-0.376,-0.072,-0.448,0.006,-0.163,-0.027,-0.136,0.022,0.035,-0.013,0.147,-0.089,0.236,0.152,0.129,0.023,0.666,0.25,0.824,1.074,-0.0,0.378,0.389,-0.01,0.378,-1.187,0.132,0.169,-0.036,0.243,0.5,-0.312,0.0,-1.387,1.074,-0.312,5767,2885,2882
201507,Leilani Mitchell,2025,1.389,0.144,-0.172,0.316,-0.201,0.144,-0.344,1.446,0.217,1.229,0.304,0.116,0.188,-0.332,-0.582,1.361,0.778,-0.0,0.116,0.172,-0.056,0.116,-0.732,-0.611,-0.095,-0.516,0.303,0.045,0.258,-0.423,-0.031,-0.392,-0.15,-0.056,-0.094,0.143,-0.374,-0.738,-1.113,0.0,-0.013,-0.21,0.197,-0.013,0.658,0.154,0.06,0.094,-0.189,-0.956,-0.334,-0.0,0.778,-1.113,-0.334,2922,1466,1456
1628881,Monique Billings,2025,-2.086,-0.245,-0.008,-0.237,-0.963,-0.273,-0.69,-0.878,-0.018,-0.86,-0.022,0.159,-0.181,0.242,0.936,-1.866,-0.929,0.0,0.297,0.095,0.203,0.297,0.415,0.62,0.069,0.552,-0.13,-0.021,-0.109,-0.075,-0.019,-0.057,0.015,-0.084,0.099,0.821,-0.661,1.251,0.59,0.0,0.531,-0.033,0.565,0.531,-1.67,-0.007,0.075,-0.082,1.063,0.275,-0.339,0.0,-0.929,0.59,-0.339,11424,5700,5724
1641671,Abby Meyers,2025,-0.137,0.115,0.032,0.083,-0.068,-0.046,-0.022,-0.184,-0.001,-0.183,-0.131,-0.156,0.024,0.197,0.342,-0.072,0.27,0.0,0.162,0.157,0.005,0.162,-0.382,-0.195,-0.036,-0.159,0.001,-0.018,0.019,-0.188,0.01,-0.198,-0.085,-0.067,-0.018,-0.075,-0.07,-0.543,-0.612,0.0,-0.103,-0.021,-0.083,-0.103,-0.519,-0.216,-0.222,0.006,0.121,0.272,-0.343,0.0,0.27,-0.612,-0.343,157,79,78
