player_id,player_name,possessions,off_poss,def_poss,oTS,dTS,net_ts,oSQ,oFT,oCONTEST,dSQ,dFT,dCONTEST,oRESID,dRESID
201567,Kevin Love,7482,3764,3718,0.64,0.67,-0.03,0.85,0.55,-0.79,0.38,-0.18,0.6,0.03,-0.13
1629661,Cameron Johnson,20423,10262,10161,1.16,1.19,-0.03,0.84,0.04,0.06,0.52,0.15,0.58,0.22,-0.06
1628973,Jalen Brunson,35115,17931,17184,2.07,2.11,-0.04,0.1,0.5,1.57,0.62,0.42,1.16,-0.1,-0.09
1641774,Tristan Vukcevic,5549,2665,2884,-0.57,-0.53,-0.05,-0.47,0.21,-0.23,0.29,-0.18,-0.85,-0.08,0.21
1631246,Vince Williams Jr.,11440,5727,5713,-0.65,-0.59,-0.06,-0.41,-0.09,-0.21,0.39,-0.1,-0.85,0.06,-0.03
1631217,Moussa Diabate,12898,6599,6299,-0.9,-0.82,-0.08,-0.17,-0.1,-0.77,0.08,0.18,-0.95,0.14,-0.13
1627751,Jakob Poeltl,16928,8496,8432,0.65,0.73,-0.08,0.12,-0.52,1.27,0.49,-0.33,0.56,-0.22,0.01
1629637,Jaxson Hayes,12915,6334,6581,-0.69,-0.61,-0.09,1.01,-0.07,-1.68,-0.23,0.07,-0.69,0.05,0.24
1641989,Elijah Harkless,2828,1438,1390,-0.04,0.06,-0.09,-0.31,0.18,0.04,-0.0,0.33,-0.47,0.05,0.2
1627747,Caris LeVert,20589,10305,10284,-1.13,-1.03,-0.1,-0.53,0.24,-0.8,-0.29,0.29,-1.18,-0.04,0.15
1630200,Tre Jones,20062,9936,10126,-0.22,-0.13,-0.1,-0.04,0.08,-0.3,0.05,-0.24,-0.13,0.04,0.19
1629013,Landry Shamet,11106,5620,5486,-0.65,-0.55,-0.1,-0.43,-0.07,-0.42,-0.57,0.31,-0.19,0.27,-0.1
1629618,Jalen Pickett,6583,3243,3340,-1.61,-1.5,-0.11,-0.06,-0.21,-1.33,-0.3,-0.18,-1.04,-0.01,0.02
1630193,Immanuel Quickley,21013,10592,10421,-0.39,-0.27,-0.12,-0.85,0.23,0.12,-0.18,-0.28,0.25,0.11,-0.06
1631101,Shaedon Sharpe,19809,9937,9872,-0.24,-0.12,-0.12,-0.54,0.13,0.16,0.68,0.01,-0.82,0.01,0.01
1628976,Wendell Carter Jr.,23083,11675,11408,-0.77,-0.63,-0.14,-0.7,-0.02,-0.38,-0.52,0.21,-0.4,0.33,0.08
1642914,Javon Small,3379,1689,1690,0.83,0.97,-0.14,-0.2,0.25,0.64,-0.03,-0.03,0.28,0.14,0.75
203471,Dennis Schroder,26150,13006,13144,0.05,0.2,-0.15,-0.86,0.36,0.38,-0.12,0.25,0.07,0.17,0.0
1642368,N'Faly Dante,282,138,144,-0.04,0.11,-0.15,-0.17,-0.12,0.32,0.04,0.09,-0.03,-0.07,0.01
1631245,Quenton Jackson,5270,2619,2651,-0.16,0.01,-0.17,-0.01,0.14,-0.53,0.14,0.03,-0.2,0.24,0.04
1642352,Keshad Johnson,1675,856,819,0.57,0.76,-0.19,-0.01,0.07,0.3,0.12,0.15,0.47,0.21,0.02
1627742,Brandon Ingram,21812,10976,10836,0.93,1.12,-0.19,-0.39,0.15,1.27,0.94,0.07,-0.29,-0.1,0.4
1629659,Talen Horton-Tucker,7323,3612,3711,-0.04,0.16,-0.19,-0.33,0.19,0.18,0.02,-0.15,0.33,-0.08,-0.04
1628418,Thomas Bryant,9246,4602,4644,-0.76,-0.56,-0.2,0.43,0.19,-1.53,0.07,-0.21,-0.35,0.15,-0.07
1629677,Luka Samanic,1689,822,867,-0.68,-0.47,-0.21,-0.18,0.14,-0.64,0.12,-0.06,-0.54,-0.0,0.01
1630346,Matt Ryan,1905,930,975,-0.79,-0.58,-0.21,0.16,-0.07,-0.91,0.14,0.0,-0.75,0.03,0.03
1642400,Enaruna,323,167,156,0.21,0.43,-0.22,-0.09,-0.12,0.38,-0.03,0.06,0.28,0.04,0.12
1630619,Moussa Cisse,2269,1139,1130,-1.04,-0.8,-0.23,0.0,-0.35,-0.64,-0.05,0.41,-1.23,-0.05,0.07
202691,Klay Thompson,24078,11921,12157,-0.42,-0.19,-0.23,1.16,-0.6,-1.17,0.5,-0.24,-0.49,0.19,0.04
1626166,Cameron Payne,11913,5976,5937,-0.84,-0.6,-0.24,-0.19,-0.23,-0.5,-0.24,0.2,-0.52,0.08,-0.04
1630240,Saben Lee,748,361,387,-0.57,-0.33,-0.24,0.03,0.09,-0.71,0.07,-0.08,-0.34,0.02,0.02
101108,Chris Paul,16561,8213,8348,0.16,0.4,-0.24,0.4,-0.42,0.24,0.51,-0.17,0.04,-0.06,0.02
202685,Jonas Valanciunas,17842,8879,8963,0.53,0.78,-0.25,0.01,-0.03,0.6,-0.32,-0.44,1.64,-0.05,-0.1
1630678,Terry Taylor,775,390,385,-0.4,-0.15,-0.26,-0.15,-0.18,-0.03,0.0,-0.02,-0.12,-0.04,-0.01
1630695,Micah Potter,7190,3530,3660,-0.19,0.08,-0.26,-0.46,-0.3,0.4,0.06,-0.24,0.29,0.17,-0.03
1641771,Jalen Slawson,1419,692,727,-0.97,-0.7,-0.27,-0.01,-0.1,-1.18,0.11,0.08,-0.89,0.32,0.0
1631094,Paolo Banchero,29272,14794,14478,-0.16,0.15,-0.3,-1.72,0.35,0.88,-0.07,0.4,-0.14,0.33,-0.04
1630578,Alperen Sengun,28896,14761,14135,0.15,0.46,-0.3,0.2,-0.34,0.13,0.03,-0.5,0.94,0.16,-0.01
203992,Bogdan Bogdanovic,17632,8956,8676,-0.46,-0.15,-0.31,0.15,-0.11,-0.39,-0.24,-0.1,0.3,-0.11,-0.11
1628984,Devonte' Graham,1262,629,633,-0.39,-0.06,-0.33,-0.11,-0.06,-0.19,0.14,0.1,-0.34,-0.03,0.04
1642259,Alexandre Sarr,13054,6354,6700,-1.86,-1.53,-0.33,-0.27,-0.55,-1.09,0.41,-0.43,-1.34,0.05,-0.17
1631114,Jalen Williams,27040,13640,13400,-0.32,0.0,-0.33,-0.68,-0.25,0.61,-0.18,-0.01,0.25,0.0,-0.06
1641813,Mark Sears,93,48,45,0.12,0.46,-0.34,-0.09,0.03,0.16,0.07,0.13,0.23,0.02,0.03
1642353,Cam Christie,2115,1034,1081,-0.51,-0.17,-0.34,0.02,-0.09,-0.27,0.06,-0.2,-0.0,-0.17,-0.03
1630227,Daishen Nix,256,137,119,0.05,0.39,-0.34,-0.0,0.01,0.04,0.03,0.06,0.3,0.0,0.0
1628370,Malik Monk,22102,11143,10959,0.12,0.46,-0.34,0.06,0.45,-0.42,-0.31,0.67,0.11,0.03,-0.01
1631250,Pete Nance,3496,1712,1784,0.75,1.09,-0.34,-0.11,-0.28,1.11,-0.07,-0.07,0.97,0.03,0.26
1631248,Baylor Scheierman,7294,3671,3623,-1.2,-0.84,-0.36,0.38,-0.41,-1.08,-0.24,-0.19,-0.58,-0.09,0.17
1631306,Cole Swider,1057,543,514,-0.46,-0.1,-0.36,0.01,-0.33,-0.11,0.07,0.09,-0.3,-0.03,0.04
1631127,Harrison Ingram,237,122,115,0.16,0.53,-0.36,-0.01,-0.12,0.37,0.14,0.13,0.22,-0.08,0.04
1628426,Sasha Vezenkov,2085,1039,1046,0.22,0.59,-0.37,0.14,-0.26,0.37,0.15,0.11,0.31,-0.03,0.02
1642856,Egor Dëmin,5208,2609,2599,0.42,0.8,-0.37,0.47,0.11,-0.27,0.61,-0.03,0.16,0.11,0.06
1627814,Damion Lee,583,291,292,-0.42,-0.04,-0.38,-0.25,-0.01,-0.13,0.23,-0.02,-0.3,-0.03,0.05
204456,T.J. McConnell,17970,8924,9046,1.52,1.9,-0.38,-0.94,-0.55,3.18,-0.21,0.45,1.6,-0.17,0.06
1629716,Marques Bolden,480,228,252,-0.17,0.21,-0.38,-0.12,-0.08,0.04,0.12,-0.02,0.11,-0.01,0.0
1641796,Pelle Larsson,11214,5610,5604,0.49,0.88,-0.38,-0.44,-0.17,0.85,-0.28,0.22,0.84,0.25,0.1
1642357,David Jones Garcia,276,147,129,0.34,0.72,-0.38,-0.08,-0.06,0.46,0.07,0.19,0.46,0.02,0.0
1641824,Matas Buzelis,15817,7732,8085,-0.64,-0.27,-0.38,-0.26,-0.13,-0.25,0.02,-0.28,-0.14,0.0,0.13
1641789,Jazian Gortman,237,120,117,-0.36,0.02,-0.38,-0.12,-0.07,-0.15,0.01,0.08,-0.08,-0.02,0.01
1630163,LaMelo Ball,17608,8968,8640,1.88,2.27,-0.39,1.21,-0.14,0.6,-0.28,0.35,2.19,0.21,0.01
1628420,Monte Morris,4754,2385,2369,-1.92,-1.52,-0.39,-0.7,-0.07,-1.08,0.07,-0.18,-1.42,-0.07,0.01
1641772,Nae'Qwan Tomlin,4465,2239,2226,-1.13,-0.73,-0.39,0.01,-0.29,-0.78,0.01,0.02,-0.96,-0.07,0.2
1631200,Kris Murray,15280,7726,7554,-1.92,-1.52,-0.39,-0.05,-0.11,-1.72,-0.08,0.59,-2.0,-0.04,-0.03
203501,Tim Hardaway Jr.,27966,13917,14049,0.26,0.68,-0.42,0.83,0.6,-1.02,-0.17,-0.09,0.96,-0.15,-0.02
1630186,Jahmi'us Ramsey,505,238,267,-0.49,-0.06,-0.43,-0.09,-0.04,-0.35,0.2,0.0,-0.31,-0.01,0.05
1641735,Amari Bailey,256,125,131,-0.22,0.21,-0.43,-0.1,-0.04,-0.09,0.07,-0.01,0.13,0.01,0.02
1629717,Armoni Brooks,450,233,217,-0.17,0.25,-0.43,0.01,-0.06,-0.14,0.12,0.01,0.1,0.02,0.02
1630530,Trey Murphy III,24900,12539,12361,0.07,0.49,-0.43,0.44,0.22,-0.76,0.43,-0.21,0.45,0.17,-0.18
1641783,Tristan da Silva,14039,7115,6924,-0.7,-0.27,-0.43,-0.27,0.07,-0.95,-0.59,-0.17,0.72,0.45,-0.23
1630554,Jason Preston,307,154,153,-0.33,0.12,-0.44,-0.22,-0.08,-0.0,0.04,0.03,0.03,-0.03,0.02
1631132,Christian Koloko,2868,1425,1443,-1.51,-1.07,-0.44,-0.02,-0.33,-1.19,-0.24,0.09,-0.95,0.03,0.03
1629008,Michael Porter Jr.,31498,15800,15698,0.59,1.03,-0.45,1.44,-0.47,-0.3,1.21,-0.04,0.03,-0.08,-0.17
1626153,Delon Wright,6014,3009,3005,-1.06,-0.6,-0.46,-0.65,-0.28,0.02,-0.16,-0.14,-0.23,-0.15,-0.07
1630543,Isaiah Jackson,7903,3941,3962,-0.54,-0.07,-0.47,-0.24,-0.08,-0.32,0.46,0.07,-0.47,0.1,-0.13
1630811,Keaton Wallace,4167,2051,2116,-1.4,-0.94,-0.47,-0.13,-0.55,-0.78,-0.07,0.08,-0.92,0.06,-0.03
1627853,Ryan Arcidiacono,174,80,94,-0.55,-0.08,-0.47,-0.05,-0.09,-0.4,0.04,0.02,-0.17,-0.01,0.03
1642363,Nique Clifford,7633,3828,3805,0.08,0.56,-0.47,-0.83,-0.09,0.93,0.06,0.11,0.42,0.07,-0.03
1629678,Admiral Schofield,318,146,172,-0.44,0.04,-0.49,-0.03,-0.15,-0.25,0.05,0.0,-0.02,-0.01,0.01
1631205,Buddy Boeheim,403,206,197,-0.64,-0.15,-0.49,-0.13,0.02,-0.54,0.08,0.03,-0.32,0.01,0.06
1630168,Onyeka Okongwu,24068,12167,11901,0.79,1.29,-0.5,0.19,0.36,0.23,0.6,0.01,0.67,0.01,0.01
1628372,Dennis Smith Jr.,4210,2113,2097,-0.57,-0.08,-0.5,0.04,-0.23,-0.36,-0.29,0.2,0.04,-0.02,-0.03
1641757,Jordan Miller,7058,3458,3600,1.1,1.61,-0.5,-0.51,0.57,1.16,0.33,0.13,1.15,-0.12,0.0
1627788,Furkan Korkmaz,1232,623,609,0.38,0.88,-0.5,-0.03,0.26,0.1,0.23,0.32,0.27,0.05,0.06
1630181,R.J. Hampton,318,159,159,-0.32,0.17,-0.5,-0.12,-0.07,-0.11,0.15,0.07,-0.07,-0.02,0.02
1629631,De'Andre Hunter,20029,10114,9915,0.83,1.33,-0.5,0.13,0.76,0.0,0.52,0.33,0.56,-0.06,-0.08
1630182,Josh Green,19049,9503,9546,-0.77,-0.27,-0.5,-0.44,-0.07,-0.17,-0.4,0.08,0.18,-0.09,-0.13
1630564,RaiQuan Gray,164,80,84,-0.15,0.35,-0.51,-0.09,-0.08,0.02,0.07,0.09,0.17,0.0,0.02
1630699,MarJon Beauchamp,4003,1975,2028,-0.5,0.01,-0.51,-0.27,-0.12,-0.13,-0.29,0.61,-0.22,0.02,-0.09
1630231,Kenyon Martin Jr.,6759,3373,3386,-0.56,-0.05,-0.51,0.04,-0.11,-0.48,0.17,0.22,-0.41,-0.01,-0.03
1628970,Miles Bridges,28400,14150,14250,-0.5,0.02,-0.51,-0.32,-0.09,-0.03,0.21,-0.26,0.1,-0.06,-0.03
1631097,Bennedict Mathurin,23288,11493,11795,-0.43,0.09,-0.52,-0.24,1.32,-1.62,0.25,0.2,-0.3,0.11,-0.06
1626220,Royce O'Neale,25100,12472,12628,-0.8,-0.28,-0.52,0.22,-0.03,-1.03,-0.2,0.1,-0.24,0.04,0.06
1642530,Yuki Kawamura,1274,636,638,0.18,0.7,-0.52,0.03,-0.04,0.22,0.43,-0.02,0.36,-0.03,-0.07
202692,Alec Burks,8939,4431,4508,-0.4,0.12,-0.52,-0.57,0.44,-0.21,-0.21,0.03,0.38,-0.06,-0.08
1626171,Bobby Portis,21236,10471,10765,-0.15,0.38,-0.53,-0.76,-0.67,1.32,-0.42,-0.06,0.74,-0.04,0.12
1642272,Jared McCain,7155,3597,3558,-0.54,-0.01,-0.53,-0.08,-0.32,-0.22,0.18,0.12,-0.25,0.08,-0.06
1629599,Amir Coffey,15258,7500,7758,-0.46,0.07,-0.53,-0.24,0.35,-0.5,0.74,0.1,-0.84,-0.07,0.07
1642884,Goldin,108,53,55,-0.31,0.22,-0.53,-0.08,-0.08,-0.12,-0.01,0.08,0.16,-0.03,-0.01
1628408,PJ Dozier,130,61,69,-0.02,0.5,-0.53,0.04,-0.02,-0.06,0.08,0.07,0.34,0.02,0.01
1630202,Payton Pritchard,29323,14846,14477,-0.18,0.36,-0.54,0.05,-0.38,0.15,-0.47,-0.03,0.85,0.0,0.01
1630618,D.J. Carton,302,139,163,-0.58,-0.05,-0.54,-0.02,0.01,-0.59,-0.07,0.01,0.02,0.02,-0.01
1627780,Gary Payton II,12038,5984,6054,0.33,0.88,-0.55,0.45,-0.17,0.08,-0.17,0.4,0.49,-0.03,0.16
203933,T.J. Warren,565,298,267,-0.58,-0.01,-0.56,-0.17,-0.08,-0.29,0.03,0.09,-0.15,-0.04,0.02
1642911,Zikarsky,69,31,38,-0.35,0.21,-0.56,-0.09,-0.04,-0.15,0.04,0.04,0.1,-0.07,0.03
1641790,PJ Hall,1132,555,577,-0.89,-0.34,-0.56,0.13,-0.02,-0.91,-0.01,0.26,-0.59,-0.09,-0.0
1629685,Dylan Windler,432,204,228,-0.22,0.34,-0.56,-0.02,-0.08,-0.11,0.12,-0.0,0.21,-0.01,0.01
1629023,P.J. Washington,27139,13458,13681,-0.96,-0.4,-0.56,-0.6,0.04,-0.28,-0.18,0.22,-0.45,-0.12,0.01
1630539,Kai Jones,1861,913,948,-0.42,0.13,-0.56,0.15,-0.19,-0.4,0.38,-0.01,-0.25,0.02,0.01
1631106,Tari Eason,14725,7502,7223,-1.0,-0.43,-0.57,-0.56,-0.29,-0.23,-0.1,0.52,-0.74,0.08,-0.11
203114,Khris Middleton,16899,8335,8564,0.63,1.21,-0.57,0.23,0.33,0.22,0.0,0.09,0.98,-0.15,0.14
1642461,Spencer Jones,6462,3172,3290,-0.27,0.3,-0.57,0.47,-0.06,-0.76,0.07,0.44,-0.32,0.08,0.11
1627746,Skal Labissiere,204,103,101,-0.44,0.13,-0.57,-0.06,-0.13,-0.24,-0.07,0.12,0.1,-0.01,-0.02
1631123,Jamaree Bouyea,3123,1583,1540,-1.72,-1.14,-0.58,-0.17,-0.75,-0.83,0.18,-0.06,-1.15,0.03,-0.11
1642910,Tonje,170,79,91,-0.25,0.33,-0.58,-0.09,-0.07,-0.13,0.05,0.08,0.15,0.04,0.05
1629726,Garrison Mathews,8255,4121,4134,-0.09,0.5,-0.59,0.01,0.03,-0.13,-0.01,0.36,0.17,0.0,-0.02
1630196,Filip Petrusev,35,16,19,-0.31,0.28,-0.59,-0.09,-0.07,-0.15,0.1,0.04,0.11,0.0,0.03
1629216,Gabe Vincent,11204,5559,5645,-0.23,0.35,-0.59,-0.72,0.1,0.61,-0.1,0.24,0.2,-0.22,0.01
1641779,Jalen Bridges,114,57,57,-0.5,0.09,-0.59,-0.17,0.04,-0.35,0.1,0.02,-0.05,-0.02,0.02
1631230,Dominick Barlow,10255,5170,5085,-0.65,-0.06,-0.59,-0.4,-0.22,-0.22,0.14,-0.01,-0.37,0.19,0.18
1630259,Jordan Ford,82,43,39,-0.27,0.34,-0.6,-0.04,-0.08,-0.13,0.05,0.04,0.22,-0.02,0.03
1630583,Santi Aldama,19234,9615,9619,0.07,0.67,-0.6,0.44,-0.21,-0.07,0.17,0.22,0.44,-0.09,-0.16
1629010,Jerome Robinson,333,175,158,-0.45,0.16,-0.61,-0.01,-0.14,-0.29,-0.01,0.06,0.11,-0.01,0.0
1642347,Jamal Shead,13482,6836,6646,-0.66,-0.04,-0.62,-0.26,-0.09,-0.3,-0.29,0.47,-0.07,-0.01,-0.15
1629098,Jack McVeigh,178,85,93,-0.65,-0.03,-0.62,-0.1,-0.09,-0.42,-0.06,0.02,0.02,-0.04,-0.01
1631254,Kenneth Lofton Jr.,835,412,423,-0.48,0.14,-0.62,-0.23,-0.1,-0.11,0.12,0.15,-0.17,-0.04,0.04
1641764,Brandin Podziemski,25864,13136,12728,-1.44,-0.82,-0.63,-1.03,-0.32,-0.13,-0.21,0.03,-0.66,0.04,0.02
1631211,Trevor Keels,72,34,38,-0.58,0.06,-0.63,-0.06,-0.09,-0.39,0.05,0.1,-0.07,-0.04,-0.02
1630563,Joshua Primo,44,19,25,-0.35,0.29,-0.64,-0.05,-0.08,-0.21,0.06,0.06,0.14,-0.01,0.03
1629603,Mamadi Diakite,143,74,69,-0.58,0.07,-0.65,-0.06,-0.02,-0.47,0.05,0.1,-0.11,-0.03,0.03
1642389,Zyon Pullin,53,21,32,-0.21,0.43,-0.65,-0.08,-0.08,0.0,0.08,0.06,0.16,-0.05,0.13
1629614,Andrew Nembhard,27163,13430,13733,-0.4,0.24,-0.65,-0.17,-0.43,0.29,-0.66,0.23,0.65,-0.09,0.02
1641725,Trey Alexander,805,394,411,-0.68,-0.02,-0.66,-0.3,-0.22,0.01,-0.3,0.15,0.03,-0.17,0.1
1643024,Chris Mañon,156,77,79,-0.6,0.07,-0.67,-0.12,-0.02,-0.43,0.05,0.02,-0.1,-0.03,0.1
1642867,Collin Murray-Boyles,5008,2540,2468,-1.35,-0.68,-0.67,-0.15,-0.22,-1.09,0.24,-0.0,-0.94,0.11,0.02
1631262,Jules Bernard,642,338,304,-0.51,0.17,-0.68,-0.14,-0.12,-0.23,0.16,0.09,-0.11,-0.02,0.03
202709,Cory Joseph,4099,2076,2023,0.12,0.79,-0.68,-0.57,-0.13,0.93,0.1,0.23,0.47,-0.11,-0.01
1627732,Ben Simmons,5968,2986,2982,0.49,1.17,-0.68,-0.5,-0.28,1.38,0.06,-0.03,1.21,-0.11,-0.07
1630535,Greg Brown III,182,86,96,-0.42,0.26,-0.68,-0.02,-0.06,-0.33,0.06,0.03,0.15,-0.01,0.02
1628366,Lonzo Ball,6375,3204,3171,-1.32,-0.64,-0.68,0.24,-0.51,-1.01,-0.04,0.25,-0.81,-0.04,-0.04
1629656,Quentin Grimes,21653,10788,10865,-1.54,-0.84,-0.7,0.32,0.31,-2.27,0.17,0.19,-1.22,0.1,0.02
1642050,Jackson Rowe,226,125,101,-0.43,0.26,-0.7,-0.15,-0.02,-0.25,0.11,0.12,0.01,-0.01,0.02
1628415,Dillon Brooks,26970,13683,13287,-0.54,0.17,-0.7,-0.57,0.43,-0.34,-0.07,0.44,0.04,-0.06,-0.24
1642263,Reed Sheppard,11470,5771,5699,-0.05,0.65,-0.7,-0.26,-0.41,0.25,0.35,0.15,0.02,0.37,0.13
1630570,Trendon Watford,10636,5288,5348,-1.54,-0.85,-0.7,-0.51,0.19,-1.22,-0.37,0.18,-0.53,0.0,-0.13
1631120,JD Davison,1231,601,630,-0.86,-0.16,-0.7,-0.22,-0.35,-0.33,-0.11,0.01,-0.11,0.04,0.05
1627739,Kris Dunn,21572,10779,10793,0.43,1.14,-0.71,0.09,0.07,0.3,0.0,0.34,0.99,-0.03,-0.19
1631108,Max Christie,21922,10748,11174,-0.36,0.35,-0.71,-0.29,0.32,-0.26,0.23,-0.29,0.35,-0.13,0.06
1628391,D.J. Wilson,58,29,29,-0.34,0.38,-0.72,-0.03,-0.07,-0.22,0.06,0.06,0.24,-0.02,0.02
1630207,Nate Hinton,333,167,166,-0.45,0.27,-0.72,-0.03,-0.12,-0.28,0.12,0.13,-0.01,-0.02,0.03
1630622,Jalen Crutcher,9,4,5,-0.37,0.36,-0.73,-0.08,-0.07,-0.21,0.07,0.07,0.19,-0.01,0.03
1628382,Justin Jackson,2,0,2,-0.4,0.33,-0.73,-0.08,-0.07,-0.24,0.05,0.06,0.21,-0.01,0.01
1629056,Terence Davis,31,14,17,-0.47,0.26,-0.73,-0.06,-0.09,-0.3,0.02,0.06,0.17,-0.02,0.01
1630284,Kevon Harris,29,12,17,-0.3,0.43,-0.73,-0.09,-0.07,-0.14,0.06,0.07,0.29,0.0,0.01
1641713,GG Jackson,11856,5885,5971,-0.08,0.66,-0.74,-0.59,0.01,0.46,0.56,-0.34,0.28,0.04,0.16
1630608,Malcolm Cazalon,10,6,4,-0.34,0.4,-0.74,-0.08,-0.06,-0.19,0.06,0.06,0.27,-0.01,0.01
1631204,Marcus Sasser,10588,5304,5284,0.27,1.02,-0.75,-0.09,-0.13,0.64,-0.15,0.42,0.73,-0.15,0.02
1631105,Jalen Duren,24545,12362,12183,0.31,1.07,-0.75,1.06,-0.12,-0.77,0.71,0.13,0.29,0.14,-0.06
1629012,Collin Sexton,22592,11176,11416,0.42,1.17,-0.75,0.01,0.25,0.3,0.29,0.03,0.79,-0.14,0.06
1642955,Richmond,271,137,134,-0.25,0.5,-0.75,-0.05,-0.03,-0.16,0.22,0.02,0.3,-0.01,-0.04
1631169,Josh Minott,4973,2478,2495,-0.49,0.26,-0.75,-0.25,-0.23,0.09,-0.08,0.36,-0.1,-0.1,0.08
1642385,Cui Yongxi,40,20,20,-0.42,0.33,-0.75,-0.09,-0.08,-0.24,0.1,0.1,0.11,-0.01,0.02
1642271,Kyle Filipowski,13771,6815,6956,0.99,1.74,-0.75,0.08,0.03,0.74,0.42,-0.04,1.23,0.14,0.13
201568,Danilo Gallinari,2652,1297,1355,0.42,1.17,-0.76,-0.28,0.21,0.5,0.26,-0.03,0.96,-0.01,-0.02
1630194,Paul Reed,12085,6167,5918,-0.67,0.09,-0.76,-0.47,-0.66,0.54,0.2,0.01,-0.21,-0.08,0.09
1626143,Jahlil Okafor,16,10,6,-0.44,0.32,-0.76,-0.05,-0.07,-0.31,0.06,0.06,0.19,-0.01,0.01
1630180,Saddiq Bey,18249,9231,9018,-0.34,0.42,-0.76,0.66,0.44,-1.18,0.69,0.03,-0.47,-0.26,0.17
1629007,Jontay Porter,1476,723,753,-0.29,0.47,-0.76,-0.15,-0.11,0.01,0.2,-0.07,0.34,-0.04,-0.0
1641761,Nelson,136,68,68,-0.18,0.59,-0.77,-0.13,-0.07,0.05,-0.01,0.17,0.48,-0.03,-0.05
1641806,Markquis Nowell,13,8,5,-0.41,0.36,-0.77,-0.08,-0.06,-0.27,0.05,0.06,0.23,0.0,0.02
1630606,Javonte Smart,3,0,3,-0.4,0.37,-0.77,-0.08,-0.07,-0.24,0.07,0.06,0.22,-0.01,0.02
1641737,Adem Bona,8821,4409,4412,-0.84,-0.07,-0.77,-0.31,-0.11,-0.61,-0.05,0.24,-0.18,0.19,-0.08
1628373,Frank Ntilikina,177,90,87,-0.24,0.53,-0.77,-0.15,-0.03,-0.05,0.07,0.11,0.33,-0.01,0.02
1631095,Jabari Smith Jr.,28554,14516,14038,-1.6,-0.83,-0.78,-0.34,0.15,-1.5,-0.11,0.35,-0.99,0.09,-0.08
1629232,Kaiser Gates,33,16,17,-0.47,0.3,-0.78,-0.06,-0.06,-0.33,0.05,0.04,0.19,-0.02,0.02
201980,Danny Green,77,39,38,-0.35,0.43,-0.78,-0.1,-0.06,-0.19,0.04,0.08,0.31,0.0,0.0
1631166,Drew Timme,1908,935,973,-0.5,0.29,-0.79,0.04,-0.29,-0.27,0.25,0.01,0.12,0.02,-0.09
1630197,Aleksej Pokusevski,1590,777,813,-0.74,0.05,-0.79,-0.1,-0.08,-0.54,0.02,-0.09,0.15,-0.02,-0.03
203482,Kelly Olynyk,12404,6129,6275,0.02,0.82,-0.79,0.17,-0.17,-0.04,0.28,-0.02,0.58,0.06,-0.02
1631167,Izaiah Brockington,23,13,10,-0.46,0.33,-0.79,-0.05,-0.07,-0.32,0.07,0.07,0.16,-0.02,0.03
1628998,Cody Martin,8070,4011,4059,-2.23,-1.44,-0.79,-0.71,-0.08,-1.39,-0.19,0.28,-1.48,-0.05,-0.05
1629020,Jarred Vanderbilt,9314,4658,4656,0.49,1.28,-0.79,-0.52,0.31,0.88,0.48,0.8,0.1,-0.18,-0.1
1631197,Jared Rhoden,1962,992,970,-0.57,0.22,-0.79,-0.12,-0.08,-0.38,0.08,-0.08,0.22,0.01,0.0
1630574,Ariel Hukporti,2890,1423,1467,-1.99,-1.19,-0.8,-0.61,-0.23,-1.23,-0.55,-0.02,-0.75,0.08,0.13
1631376,Dmytro Skapintsev,7,4,3,-0.43,0.37,-0.8,-0.1,-0.07,-0.25,0.05,0.08,0.22,-0.01,0.02
1630585,Marcus Garrett,314,145,169,-0.71,0.1,-0.81,-0.13,-0.14,-0.4,-0.16,0.1,0.17,-0.04,-0.01
201565,Derrick Rose,1616,804,812,-0.71,0.1,-0.81,-0.3,-0.22,-0.12,0.03,0.03,0.03,-0.07,0.01
1630547,James Bouknight,308,156,152,-0.26,0.55,-0.81,-0.06,-0.13,-0.05,0.11,0.04,0.39,-0.02,0.01
1629623,Lindell Wigginton,31,12,19,-0.46,0.36,-0.82,-0.08,-0.08,-0.3,0.08,0.06,0.19,-0.0,0.03
1641926,Dexter Dennis,138,67,71,-0.59,0.23,-0.82,-0.02,-0.03,-0.55,0.05,0.03,0.14,0.01,0.01
1643141,Telfort,123,60,63,-0.58,0.25,-0.83,-0.08,-0.09,-0.4,0.01,0.04,0.17,-0.01,0.03
1641847,Andrew Funk,55,29,26,-0.42,0.41,-0.83,-0.06,-0.09,-0.25,0.07,0.08,0.23,-0.02,0.03
203490,Otto Porter Jr.,722,373,349,-0.52,0.32,-0.84,-0.22,-0.04,-0.23,0.13,0.06,0.1,-0.03,0.03
1641754,Seth Lundy,199,94,105,-0.36,0.48,-0.85,-0.04,-0.04,-0.28,0.03,0.03,0.41,0.0,0.01
203991,Clint Capela,16718,8534,8184,-3.72,-2.87,-0.85,-0.33,-1.15,-2.2,0.1,-0.77,-2.09,-0.04,-0.11
203488,Mike Muscala,2471,1220,1251,-0.65,0.2,-0.85,-0.34,-0.32,0.09,0.33,-0.11,-0.03,-0.08,0.01
1629718,Charles Brown Jr.,141,71,70,-0.48,0.37,-0.85,-0.1,-0.08,-0.28,0.08,0.07,0.2,-0.02,0.02
201942,DeMar DeRozan,33145,16666,16479,1.09,1.94,-0.86,-1.74,0.68,2.13,0.37,-0.25,1.84,0.02,-0.02
