player_id,player_name,possessions,off_poss,def_poss,oTS,dTS,net_ts,oSQ,oFT,oCONTEST,dSQ,dFT,dCONTEST,oRESID,dRESID
1631165,Keon Ellis,17659,8911,8748,-0.09,0.78,-0.87,0.02,-0.07,-0.48,0.06,0.14,0.52,0.44,0.06
1642848,Tre Johnson,6299,3090,3209,-0.52,0.35,-0.87,0.42,-0.07,-0.9,0.48,0.37,-0.64,0.03,0.14
1626246,Boban Marjanovic,300,142,158,-0.43,0.43,-0.87,-0.05,-0.1,-0.26,-0.02,0.02,0.45,-0.02,-0.02
1628977,Hamidou Diallo,21,14,7,-0.52,0.36,-0.88,-0.09,-0.07,-0.34,0.06,0.07,0.21,-0.02,0.02
1630762,Phillip Wheeler,183,98,85,-0.81,0.08,-0.89,-0.04,-0.07,-0.69,0.05,-0.02,0.04,-0.01,0.01
1629308,Juan Toscano-Anderson,214,104,110,-0.59,0.3,-0.89,-0.04,-0.09,-0.45,0.04,0.09,0.14,-0.01,0.03
1641717,Cason Wallace,25820,13033,12787,-1.44,-0.54,-0.89,0.04,-0.3,-1.29,-0.19,-0.2,-0.19,0.11,0.04
1630528,Josh Christopher,289,140,149,-0.31,0.59,-0.9,0.06,-0.12,-0.25,-0.04,0.02,0.63,0.0,-0.02
1630562,Matt Hurt,446,226,220,-0.75,0.15,-0.9,-0.22,0.03,-0.55,0.12,0.0,0.01,-0.01,0.02
1642880,Kam Jones,2405,1155,1250,0.39,1.3,-0.91,-0.08,-0.15,0.57,-0.36,-0.13,1.89,0.05,-0.1
1631301,Jaylen Sims,456,221,235,-0.3,0.61,-0.91,-0.19,0.1,-0.21,-0.06,0.08,0.61,0.0,-0.02
202738,Isaiah Thomas,93,41,52,-0.49,0.43,-0.91,-0.1,-0.12,-0.24,0.1,0.04,0.28,-0.03,0.01
203469,Cody Zeller,1361,701,660,-0.47,0.44,-0.91,-0.01,-0.07,-0.37,-0.04,0.08,0.43,-0.02,-0.03
1642468,Brown,10,5,5,-0.43,0.48,-0.91,-0.06,-0.06,-0.29,0.06,0.06,0.36,-0.02,0.0
1630625,Dalano Banton,9152,4561,4591,-1.56,-0.64,-0.92,-0.06,-0.55,-0.95,0.17,-0.04,-0.76,0.0,-0.01
1642443,Jahmir Young,390,192,198,-0.15,0.76,-0.92,-0.11,-0.19,0.16,-0.04,0.14,0.66,-0.01,0.0
1630245,Ayo Dosunmu,22562,11145,11417,-0.75,0.16,-0.92,0.24,0.09,-1.03,0.15,0.23,-0.13,-0.05,-0.09
1631323,Simone Fontecchio,17027,8571,8456,-0.61,0.31,-0.93,-0.29,0.06,-0.51,-0.13,0.29,0.1,0.13,0.05
1630222,Mason Jones,289,148,141,-0.57,0.36,-0.93,-0.1,-0.13,-0.32,0.01,0.04,0.3,-0.02,0.01
1642384,Isaiah Crawford,482,251,231,-1.01,-0.07,-0.94,0.06,-0.23,-0.77,0.08,-0.11,-0.15,-0.07,0.11
1630929,Henri Drell,129,70,59,-0.33,0.61,-0.94,-0.02,-0.07,-0.23,0.12,0.08,0.39,-0.01,0.02
1627885,Shaquille Harrison,22,10,12,-0.49,0.45,-0.94,-0.1,-0.08,-0.3,0.07,0.08,0.29,-0.01,0.01
1629027,Trae Young,21672,10968,10704,2.2,3.15,-0.95,1.09,0.97,0.13,0.78,0.2,2.36,0.01,-0.19
1641817,Anton Watson,92,45,47,-0.33,0.62,-0.95,-0.06,-0.08,-0.17,0.1,0.1,0.41,-0.02,0.01
201976,Patrick Beverley,6702,3338,3364,-1.18,-0.22,-0.95,-0.39,0.42,-1.24,-0.23,0.06,0.01,0.03,-0.06
1641766,Adama Sanogo,352,191,161,-0.5,0.46,-0.96,-0.1,-0.1,-0.27,0.04,0.03,0.39,-0.03,0.0
201580,JaVale McGee,1421,720,701,-0.58,0.38,-0.96,0.16,-0.22,-0.5,0.11,0.1,0.15,-0.02,0.02
1642399,Jesse Edwards,19,9,10,-0.43,0.54,-0.97,-0.08,-0.08,-0.26,0.04,0.08,0.42,-0.01,0.0
1641809,Drew Peterson,1073,543,530,-0.53,0.44,-0.97,0.26,-0.04,-0.77,-0.02,0.24,0.19,0.02,0.03
203925,Joe Harris,717,348,369,-0.45,0.51,-0.97,-0.1,-0.02,-0.31,0.07,0.23,0.17,-0.02,0.04
1642886,Brea,314,157,157,-0.59,0.38,-0.98,-0.06,-0.08,-0.35,0.06,0.03,0.31,-0.1,-0.02
1626158,Richaun Holmes,4423,2216,2207,-0.48,0.5,-0.98,-0.2,-0.03,-0.2,-0.08,0.12,0.54,-0.05,-0.08
1629312,Haywood Highsmith,13564,6756,6808,-0.93,0.06,-0.99,0.15,-0.22,-0.89,-0.29,-0.28,0.74,0.03,-0.11
1631257,Jermaine Samuels Jr.,256,127,129,-0.42,0.57,-0.99,-0.03,-0.11,-0.25,0.14,0.08,0.33,-0.03,0.02
203084,Harrison Barnes,27196,13671,13525,0.18,1.18,-0.99,0.19,0.1,-0.08,0.41,-0.63,1.25,-0.03,0.15
1643133,Lovering,213,110,103,-0.52,0.47,-0.99,0.06,-0.19,-0.37,0.01,0.07,0.41,-0.02,-0.02
1642285,Cam Spencer,8158,4111,4047,0.07,1.06,-0.99,0.53,0.21,-0.78,0.49,0.39,-0.16,0.11,0.34
203200,Justin Holiday,4049,2027,2022,-1.14,-0.13,-1.01,0.11,-0.33,-0.89,-0.15,0.2,-0.18,-0.03,-0.0
1642282,Sallis,109,52,57,-0.66,0.36,-1.02,-0.09,-0.11,-0.44,0.11,0.09,0.15,-0.02,0.01
201988,Patty Mills,3177,1609,1568,-1.27,-0.25,-1.02,0.17,0.14,-1.65,-0.02,0.19,-0.42,0.07,-0.0
1641842,Ronald Holland II,11471,5744,5727,-1.98,-0.96,-1.02,-0.44,0.4,-1.9,-0.12,0.59,-1.58,-0.04,0.15
1641749,Keyontae Johnson,248,124,124,-0.5,0.53,-1.03,-0.05,-0.07,-0.37,0.05,0.03,0.45,-0.01,0.0
1628404,Josh Hart,34735,17643,17092,0.13,1.16,-1.03,-0.15,0.21,0.1,0.06,-0.04,1.06,-0.03,0.08
1630586,Usman Garuba,77,39,38,-0.6,0.44,-1.03,-0.1,-0.03,-0.45,0.06,0.08,0.28,-0.02,0.02
1641775,Jordan Walsh,6854,3444,3410,-0.41,0.62,-1.03,0.46,-0.22,-0.63,-0.11,0.3,0.32,-0.02,0.11
1631173,Terquavion Smith,366,188,178,-0.14,0.88,-1.03,0.08,-0.07,-0.17,0.14,0.03,0.69,0.02,0.02
1630204,Ashton Hagans,1243,639,604,-0.94,0.1,-1.04,-0.11,-0.15,-0.64,-0.0,0.3,-0.22,-0.04,0.02
1629002,Chimezie Metu,3385,1656,1729,-0.72,0.34,-1.06,-0.24,-0.01,-0.44,0.18,-0.2,0.4,-0.03,-0.04
1629052,Oshae Brissett,3390,1714,1676,-0.35,0.7,-1.06,0.04,-0.23,-0.13,0.19,-0.02,0.5,-0.03,0.03
1630557,Corey Kispert,19800,9720,10080,-0.4,0.66,-1.07,-0.44,0.01,-0.19,0.05,0.1,0.58,0.22,-0.07
1631321,Sidy Cissoko,6916,3461,3455,-1.14,-0.07,-1.07,-0.2,0.03,-0.87,-0.04,0.06,-0.29,-0.1,0.2
201577,Robin Lopez,259,125,134,-0.54,0.52,-1.07,-0.13,-0.14,-0.23,-0.0,0.15,0.37,-0.04,0.0
1642404,Chaz Lanier,1059,534,525,-0.54,0.54,-1.08,0.2,-0.13,-0.42,-0.05,0.06,0.36,-0.19,0.17
1641857,Liam Robbins,216,111,105,-0.95,0.12,-1.08,-0.2,-0.12,-0.59,0.02,0.1,-0.01,-0.04,0.01
1630296,Braxton Key,393,204,189,-0.55,0.53,-1.08,-0.01,-0.03,-0.5,0.01,0.14,0.37,-0.01,0.01
1630688,Ish Wainright,247,131,116,-0.92,0.16,-1.08,-0.13,-0.09,-0.68,0.06,0.11,-0.04,-0.02,0.03
1642917,Shulga,145,73,72,-0.79,0.3,-1.09,-0.1,-0.06,-0.59,0.05,0.07,0.05,-0.04,0.13
1642280,Trentyn Flowers,126,62,64,-0.67,0.42,-1.09,-0.05,-0.07,-0.56,0.13,0.13,0.13,0.01,0.03
1642863,Khaman Maluach,1625,835,790,-1.65,-0.55,-1.09,-0.13,-0.25,-1.18,0.16,-0.04,-0.8,-0.09,0.13
201949,James Johnson,397,203,194,-0.58,0.51,-1.09,0.02,-0.18,-0.4,0.14,0.08,0.27,-0.02,0.02
1630590,Scotty Pippen Jr.,10699,5328,5371,-1.24,-0.14,-1.1,-0.28,-0.41,-0.57,-0.17,0.17,-0.06,0.02,-0.08
203648,Thanasis Antetokounmpo,1163,578,585,-1.02,0.08,-1.1,-0.12,-0.12,-0.83,0.26,0.21,-0.44,0.05,0.05
1642905,Yang Hansen,1229,590,639,-1.32,-0.22,-1.11,-0.31,-0.09,-1.0,-0.02,0.02,-0.29,0.08,0.07
1630679,Ethan Thompson,2538,1276,1262,-0.58,0.53,-1.11,-0.52,-0.21,-0.28,-0.23,0.32,0.66,0.43,-0.22
1630256,Jae'Sean Tate,8193,4150,4043,-1.97,-0.85,-1.12,-0.4,-0.07,-1.48,-0.39,0.54,-0.85,-0.02,-0.15
1630215,Jared Butler,6713,3355,3358,-1.24,-0.11,-1.13,-0.41,-0.22,-0.56,-0.1,0.2,-0.13,-0.05,-0.08
202083,Wesley Matthews,1705,857,848,-0.84,0.28,-1.13,-0.09,0.06,-0.82,0.07,0.19,-0.0,0.01,0.02
1628966,Keita Bates-Diop,2624,1285,1339,-0.74,0.4,-1.14,0.16,0.12,-1.05,0.02,0.14,0.24,0.03,0.0
1631209,Isaiah Wong,1029,530,499,-1.24,-0.09,-1.14,-0.46,-0.07,-0.66,-0.01,0.09,-0.19,-0.05,0.02
1629117,Wenyen Gabriel,311,159,152,-1.03,0.11,-1.14,-0.08,-0.11,-0.82,0.06,-0.0,0.06,-0.02,-0.01
1627752,Taurean Prince,20697,10149,10548,0.55,1.69,-1.14,0.13,-0.25,0.85,0.13,-0.14,1.57,-0.18,0.13
1642377,Jaylen Wells,16318,8208,8110,0.86,2.01,-1.15,0.59,-0.23,0.53,0.37,-0.23,1.86,-0.03,0.01
1628424,Kobi Simmons,262,128,134,-0.63,0.53,-1.15,-0.11,-0.08,-0.42,0.14,0.0,0.38,-0.02,0.01
1629006,Josh Okogie,11793,5891,5902,-1.18,-0.02,-1.15,0.18,0.18,-1.38,0.11,0.18,-0.53,-0.16,0.22
1642935,Hepburn,56,27,29,-0.77,0.38,-1.15,-0.08,-0.08,-0.6,0.05,0.04,0.27,-0.01,0.02
1641970,Maozinha Pereira,483,254,229,-1.02,0.14,-1.16,-0.17,-0.13,-0.68,-0.02,0.04,0.13,-0.04,-0.01
203901,Elfrid Payton,2104,1030,1074,-1.78,-0.62,-1.16,-0.57,-0.4,-0.74,0.08,-0.08,-0.65,-0.07,0.03
1631112,Kendall Brown,318,153,165,-0.86,0.31,-1.17,-0.04,-0.1,-0.71,0.0,0.11,0.18,-0.01,0.02
1641803,Tristen Newton,80,44,36,-0.79,0.38,-1.17,-0.03,-0.07,-0.68,0.08,0.07,0.22,-0.01,0.01
1642939,Miles Kelly,572,285,287,-1.17,0.0,-1.18,0.03,-0.24,-0.92,-0.07,-0.02,0.05,-0.04,0.04
1630224,Jalen Green,26298,13416,12882,-1.02,0.16,-1.18,-0.52,-0.4,-0.01,0.02,-0.4,0.33,-0.09,0.21
1641753,Chris Livingston,870,421,449,-0.81,0.39,-1.19,-0.19,-0.18,-0.39,0.11,0.3,-0.05,-0.05,0.03
1631221,Collin Gillespie,12314,6258,6056,0.5,1.69,-1.19,-0.27,-0.73,1.4,-0.17,-0.09,1.68,0.1,0.27
1641936,Miles Norris,140,68,72,-1.0,0.2,-1.19,-0.1,-0.12,-0.76,0.07,0.07,0.04,-0.02,0.02
203939,Dwight Powell,9611,4828,4783,-0.65,0.54,-1.2,-0.64,0.03,0.01,-0.13,-0.1,0.61,-0.05,0.16
1629021,Moritz Wagner,9946,5041,4905,-0.0,1.21,-1.21,0.22,0.31,-0.6,-0.21,-0.14,1.51,0.07,0.05
1629139,Yuta Watanabe,1882,925,957,-0.61,0.61,-1.21,0.11,-0.07,-0.67,0.05,0.19,0.36,0.02,0.01
1631126,Caleb Love,4213,2090,2123,-0.36,0.86,-1.22,-0.13,-0.33,0.07,0.28,0.04,0.49,0.03,0.05
201152,Thaddeus Young,1802,903,899,-0.4,0.82,-1.22,-0.28,-0.12,0.09,0.54,0.08,0.14,-0.09,0.06
1642270,Donovan Clingan,14395,7315,7080,-2.24,-1.02,-1.22,-0.41,-0.67,-1.3,-0.91,-0.83,0.63,0.14,0.09
1641879,Yuri Collins,70,39,31,-0.75,0.47,-1.22,-0.06,-0.09,-0.58,0.11,0.09,0.24,-0.02,0.03
1642862,Liam McNeeley,1451,742,709,-0.61,0.62,-1.23,-0.01,0.1,-0.7,-0.02,-0.03,0.71,0.0,-0.04
1628962,Udoka Azubuike,475,227,248,-0.59,0.65,-1.24,-0.02,-0.07,-0.48,0.01,0.08,0.57,-0.02,-0.01
203078,Bradley Beal,14930,7285,7645,0.81,2.05,-1.24,0.2,-0.25,0.96,0.33,0.04,1.76,-0.1,-0.08
1627734,Domantas Sabonis,24064,12180,11884,0.31,1.56,-1.25,1.25,-0.39,-0.45,-0.28,0.0,1.94,-0.1,-0.1
1631121,Bryce McGowens,7381,3669,3712,-0.18,1.07,-1.25,-0.99,0.18,0.58,-0.07,0.02,1.09,0.05,0.03
1641780,Broome,214,108,106,-0.99,0.26,-1.25,-0.11,-0.08,-0.72,-0.05,0.19,0.17,-0.08,-0.05
1642359,Pacôme Dadiet,989,486,503,-0.93,0.32,-1.25,-0.25,-0.14,-0.57,-0.06,-0.07,0.47,0.03,-0.02
203493,Reggie Bullock,1714,854,860,-0.56,0.69,-1.25,0.16,-0.17,-0.59,0.13,-0.13,0.7,0.04,-0.01
1630621,Hunter Dickinson,107,48,59,-0.54,0.72,-1.26,-0.1,-0.08,-0.38,0.13,0.13,0.65,0.02,-0.19
1642439,Quincy Olivari,44,22,22,-0.68,0.59,-1.26,-0.08,-0.09,-0.5,0.04,0.07,0.47,-0.01,0.01
1641793,D'Moi Hodge,162,78,84,-0.62,0.63,-1.26,-0.12,-0.09,-0.4,0.15,0.03,0.43,-0.01,0.02
1642855,Essengue,27,14,13,-0.64,0.63,-1.26,-0.1,-0.1,-0.42,0.1,0.08,0.44,-0.02,0.01
1629647,Darius Bazley,631,313,318,-0.48,0.79,-1.27,-0.28,-0.04,-0.1,0.12,0.03,0.62,-0.06,0.02
1631210,Jacob Toppin,481,239,242,-0.82,0.45,-1.27,-0.05,-0.18,-0.54,0.15,0.09,0.2,-0.05,0.01
1630184,Kira Lewis Jr.,1109,541,568,-1.27,-0.0,-1.27,-0.22,0.03,-1.06,0.18,0.06,-0.27,-0.02,0.03
1642277,Johnny Furphy,4164,2088,2076,-0.58,0.69,-1.27,0.01,-0.43,-0.08,-0.31,0.01,1.0,-0.08,-0.01
1641730,Noah Clowney,12696,6301,6395,-0.85,0.42,-1.27,-0.29,0.64,-1.11,0.02,0.04,0.43,-0.09,-0.07
1642449,Tolu Smith,611,317,294,-0.58,0.7,-1.29,0.08,-0.11,-0.33,-0.03,0.21,0.44,-0.22,0.08
1642868,Carter Bryant,3358,1660,1698,-1.69,-0.4,-1.3,0.27,0.14,-2.17,-0.4,-0.11,-0.17,0.07,0.28
1641745,Adam Flagler,874,436,438,-2.09,-0.79,-1.3,-0.24,-0.46,-1.31,-0.08,0.04,-0.75,-0.08,0.0
203484,Kentavious Caldwell-Pope,25275,12776,12499,-1.71,-0.4,-1.31,-0.44,-0.14,-0.82,-0.44,0.25,-0.12,-0.31,-0.09
1642013,Malik Williams,428,206,222,-0.92,0.39,-1.31,-0.2,-0.12,-0.56,0.08,0.04,0.25,-0.04,0.02
1629642,Nassir Little,1934,929,1005,-1.38,-0.06,-1.32,0.06,0.01,-1.45,-0.08,0.21,-0.19,0.0,0.0
1629611,Terance Mann,20040,9940,10100,-0.08,1.24,-1.32,0.14,-0.02,-0.22,0.49,0.44,0.54,0.02,-0.23
1628365,Markelle Fultz,4828,2443,2385,-0.99,0.32,-1.32,-0.61,-0.55,0.57,0.2,-0.32,0.42,-0.4,0.02
1631386,Taze Moore,266,138,128,-1.2,0.12,-1.32,-0.15,-0.12,-0.89,0.14,0.01,-0.05,-0.04,0.02
1627863,Danuel House Jr.,2094,1068,1026,-1.21,0.11,-1.32,-0.34,0.24,-1.09,0.02,0.18,-0.11,-0.02,0.02
1642346,Ryan Dunn,11133,5535,5598,-2.9,-1.56,-1.34,0.42,-0.83,-2.31,-0.36,0.36,-1.49,-0.18,-0.07
1630537,Chris Duarte,3214,1620,1594,-0.86,0.48,-1.35,0.06,-0.26,-0.63,0.18,0.18,0.1,-0.03,0.02
1630541,Moses Moody,18413,9332,9081,-1.88,-0.53,-1.36,-0.36,-0.13,-1.48,0.03,0.01,-0.49,0.09,-0.08
1626172,Kevon Looney,11479,5827,5652,-3.15,-1.78,-1.37,-0.96,-0.19,-1.86,-0.85,0.1,-0.97,-0.14,-0.06
1642261,Dalton Knecht,8027,3929,4098,-1.02,0.38,-1.4,0.2,-0.44,-0.74,0.23,0.28,-0.15,-0.04,0.02
1641788,Alex Fudge,162,80,82,-0.81,0.59,-1.4,-0.09,-0.11,-0.59,0.1,0.09,0.4,-0.02,-0.0
1641931,Onuralp Bitim,1090,545,545,-0.86,0.55,-1.41,-0.09,-0.13,-0.63,0.16,0.09,0.27,-0.01,0.03
1631216,Caleb Houstan,6810,3412,3398,-2.0,-0.57,-1.42,-0.47,-0.69,-0.68,0.37,-0.21,-0.73,-0.16,0.0
1641778,Leaky Black,2961,1467,1494,-1.13,0.3,-1.42,-0.27,-0.22,-0.39,0.41,-0.06,-0.25,-0.25,0.2
1629022,Lonnie Walker IV,6086,3022,3064,-1.11,0.32,-1.43,-0.15,-0.41,-0.48,0.0,0.15,0.17,-0.07,0.0
1630649,Stanley Umude,1615,773,842,-0.85,0.57,-1.43,-0.08,-0.04,-0.73,-0.01,0.41,0.15,0.0,0.02
202693,Markieff Morris,1629,799,830,-1.16,0.27,-1.43,-0.33,-0.28,-0.46,-0.04,-0.08,0.45,-0.09,-0.06
1642877,Micah Peavy,3644,1838,1806,-0.52,0.9,-1.43,0.22,-0.15,-0.63,-0.08,0.29,0.63,0.04,0.06
1642419,Jamison Battle,6381,3205,3176,-0.88,0.55,-1.44,0.06,-0.44,-0.38,0.08,0.34,-0.08,-0.12,0.21
203967,Dario Saric,5481,2747,2734,-1.14,0.3,-1.44,-0.02,-0.15,-0.97,0.31,-0.03,0.02,0.0,-0.0
1642450,Daniss Jenkins,5941,3044,2897,-0.89,0.56,-1.45,-0.57,0.41,-0.71,0.1,0.64,-0.24,-0.02,0.06
1642279,Ulrich Chomche,120,61,59,-0.54,0.9,-1.45,-0.12,0.0,-0.41,0.07,0.1,0.72,-0.01,0.01
1641854,Craig Porter,9538,4759,4779,-0.31,1.14,-1.45,-0.19,-0.39,0.45,0.1,-0.11,1.16,-0.18,-0.01
1642843,Cooper Flagg,10079,4986,5093,-1.49,-0.03,-1.45,-0.46,-0.17,-1.08,-0.3,0.15,-0.08,0.22,0.2
1641998,Trey Jemison,4116,2054,2062,-1.65,-0.2,-1.45,-0.57,-0.38,-0.69,0.04,-0.2,0.04,-0.01,-0.08
1630600,Isaiah Mobley,341,172,169,-0.9,0.56,-1.46,-0.14,-0.17,-0.56,0.14,-0.0,0.42,-0.03,0.0
1629680,Matisse Thybulle,9180,4637,4543,-1.7,-0.24,-1.46,-0.27,-0.23,-0.89,0.44,0.25,-0.93,-0.31,0.0
1642852,Derik Queen,8365,4142,4223,0.93,2.4,-1.47,0.22,0.86,-0.08,0.15,-0.23,2.55,-0.07,-0.07
1631298,Jack White,266,140,126,-1.06,0.42,-1.48,-0.2,-0.07,-0.75,0.1,0.1,0.2,-0.04,0.02
1630249,Vit Krejci,12561,6324,6237,-0.71,0.78,-1.49,-0.13,-0.47,-0.24,0.24,0.12,0.45,0.13,-0.03
1642874,Danny Wolf,4625,2307,2318,-2.22,-0.73,-1.49,-0.5,-0.24,-1.5,-0.18,0.22,-0.68,0.02,-0.09
200768,Kyle Lowry,10303,5173,5130,-1.84,-0.34,-1.5,-0.51,-0.04,-1.33,-0.35,0.1,-0.01,0.04,-0.08
202704,Reggie Jackson,9305,4640,4665,-1.63,-0.14,-1.5,-0.26,-0.49,-0.87,-0.35,0.22,-0.02,-0.01,0.01
203903,Jordan Clarkson,15913,7921,7992,-0.63,0.87,-1.5,-0.54,0.34,-0.37,0.43,-0.01,0.51,-0.06,-0.06
1641729,Brice Sensabaugh,15683,7697,7986,0.71,2.21,-1.5,0.31,0.13,0.1,1.0,0.32,0.84,0.17,0.05
1626168,Trey Lyles,10225,5196,5029,-1.04,0.46,-1.5,-0.56,-0.19,-0.13,-0.35,0.17,0.68,-0.16,-0.04
1630243,Trevelin Queen,2304,1142,1162,-0.5,1.0,-1.51,-0.26,-0.08,-0.11,0.01,0.32,0.68,-0.05,-0.01
1642876,Adou Thiero,525,260,265,0.01,1.52,-1.51,-0.01,0.04,0.03,0.16,0.01,1.36,-0.05,-0.01
201599,DeAndre Jordan,5454,2673,2781,-2.57,-1.05,-1.52,-0.31,-0.76,-1.39,-0.06,0.01,-0.82,-0.11,-0.18
1627824,Guerschon Yabusele,11540,5776,5764,0.48,2.01,-1.53,-0.48,-0.34,1.17,0.93,-0.12,1.22,0.13,-0.02
1629643,Chuma Okeke,2551,1276,1275,-1.1,0.43,-1.53,-0.22,-0.29,-0.54,-0.02,-0.2,0.74,-0.05,-0.09
203952,Andrew Wiggins,24731,12346,12385,-0.92,0.61,-1.53,-0.37,-0.09,-0.37,-0.13,-0.25,0.97,-0.09,0.02
1628380,Zach Collins,11184,5529,5655,-1.99,-0.46,-1.53,-0.46,-0.21,-1.26,-0.62,-0.0,0.32,-0.06,-0.16
1629610,DaQuan Jeffries,4830,2367,2463,-0.93,0.59,-1.53,-0.69,-0.11,-0.07,-0.36,0.19,0.84,-0.06,-0.08
1628972,Troy Brown Jr.,3339,1641,1698,-0.74,0.79,-1.53,0.05,0.1,-0.92,0.24,0.02,0.54,0.03,-0.01
1628963,Marvin Bagley III,10932,5450,5482,-0.92,0.61,-1.54,0.46,-0.21,-1.34,0.31,0.12,0.35,0.17,-0.17
1642484,RayJ Dennis,1187,607,580,-2.4,-0.84,-1.55,0.24,-0.01,-2.56,0.03,0.03,-0.96,-0.07,0.06
1629650,Moses Brown,1340,673,667,-1.17,0.38,-1.55,0.13,-0.18,-1.14,-0.16,0.09,0.49,0.02,-0.04
1641801,Emanuel Miller,208,107,101,-0.67,0.9,-1.57,-0.11,-0.12,-0.43,0.1,0.08,0.72,-0.01,0.0
1642928,Dylan Cardwell,3591,1832,1759,-2.09,-0.52,-1.57,-0.6,-0.06,-1.19,-0.53,0.03,-0.23,-0.24,0.21
1628981,Bruno Fernando,3273,1625,1648,-0.92,0.64,-1.57,0.13,-0.31,-0.72,0.31,0.12,0.16,-0.02,0.05
1630550,JT Thor,4153,2077,2076,-2.31,-0.73,-1.58,-0.74,-0.24,-1.27,0.19,0.17,-1.08,-0.06,-0.01
1631243,Mouhamed Gueye,7274,3692,3582,-1.49,0.09,-1.58,-0.17,-0.57,-0.84,-0.42,-0.01,0.49,0.09,0.03
1628427,Vlatko Cancar,597,300,297,-1.54,0.03,-1.58,-0.13,-0.22,-1.15,0.22,0.09,-0.32,-0.04,0.04
1642281,Jaylon Tyson,9236,4634,4602,-0.94,0.65,-1.59,0.03,-0.56,-0.43,-0.05,0.11,0.52,0.02,0.07
203937,Kyle Anderson,15563,7784,7779,-2.78,-1.19,-1.59,-1.01,0.11,-1.64,-0.26,0.25,-1.33,-0.24,0.15
1630165,Killian Hayes,6469,3211,3258,-1.5,0.08,-1.59,-0.3,-0.45,-0.87,-0.14,0.08,0.45,0.12,-0.31
1630536,Sharife Cooper,2894,1413,1481,0.05,1.65,-1.6,-0.43,-0.08,0.6,0.17,0.28,1.27,-0.04,-0.07
1631311,Lester Quinones,2423,1238,1185,-1.66,-0.06,-1.6,-0.17,-0.19,-1.25,0.35,0.17,-0.67,-0.05,0.09
1631466,Jeenathan Williams,2195,1093,1102,-0.01,1.59,-1.61,-0.14,-0.35,0.78,0.19,0.15,1.03,-0.3,0.22
1641807,Omier,98,51,47,-0.77,0.85,-1.62,-0.06,-0.08,-0.6,0.1,0.02,0.69,-0.03,0.04
1642260,Nikola Topić,652,319,333,-0.68,0.94,-1.62,-0.03,-0.19,-0.2,0.02,0.01,0.9,-0.26,0.01
1642933,Gilbert,300,140,160,-0.33,1.3,-1.63,-0.31,-0.06,0.02,-0.23,-0.01,1.55,0.02,-0.01
1631116,Patrick Baldwin Jr.,2933,1492,1441,-1.04,0.6,-1.64,-0.08,-0.21,-0.58,0.23,0.15,0.19,-0.17,0.03
1641710,Anthony Black,19981,10109,9872,-1.33,0.3,-1.64,-0.37,0.34,-0.97,-0.28,-0.03,0.73,-0.33,-0.12
1641741,Ricky Council IV,6240,3135,3105,-0.77,0.88,-1.65,-0.52,0.31,-0.57,0.76,-0.25,0.38,0.01,-0.01
1641794,Dillon Jones,2582,1300,1282,-1.75,-0.1,-1.65,-0.16,-0.39,-1.18,-0.26,0.42,-0.28,-0.02,0.02
1641755,Kevin McCullar Jr.,739,354,385,-1.3,0.35,-1.65,-0.22,-0.12,-0.97,-0.3,0.23,0.38,0.01,0.04
1628385,Harry Giles III,436,220,216,-0.78,0.88,-1.66,0.02,-0.17,-0.63,0.11,0.12,0.63,0.0,0.02
1630703,Scoot Henderson,17581,8850,8731,-0.63,1.03,-1.66,-0.7,-0.09,0.39,0.31,0.3,0.56,-0.23,-0.14
1629875,Xavier Moon,496,252,244,-1.37,0.3,-1.67,-0.08,-0.24,-1.01,0.14,0.04,0.09,-0.04,0.03
1630314,Brandon Williams,8737,4357,4380,-0.24,1.45,-1.69,-0.58,0.08,-0.07,0.47,0.09,0.94,0.33,-0.05
1642265,Rob Dillingham,6309,3118,3191,-1.91,-0.22,-1.69,-0.52,-0.44,-0.58,0.24,-0.01,-0.61,-0.37,0.16
1631247,Luke Travers,834,411,423,-1.72,-0.03,-1.69,0.25,-0.25,-1.7,0.08,0.14,-0.29,-0.02,0.04
1642066,Myron Gardner,1790,935,855,-1.5,0.19,-1.7,-0.3,-0.2,-1.12,-0.23,0.25,0.16,0.12,0.01
1630641,Ibou Badji,909,448,461,-1.14,0.56,-1.7,-0.29,-0.07,-0.75,0.18,0.08,0.28,-0.03,0.02
1630538,Nah'Shon Hyland,7981,3994,3987,-1.48,0.21,-1.7,0.08,-0.58,-0.89,0.17,0.29,-0.64,-0.09,0.39
1630604,E.J. Liddell,1703,851,852,-0.03,1.67,-1.7,-0.17,-0.04,0.07,0.04,0.04,1.23,0.11,0.36
1631100,AJ Griffin,696,356,340,-0.5,1.2,-1.7,-0.0,-0.06,-0.43,0.08,0.09,1.03,-0.01,0.0
1641752,Bobi Klintman,457,239,218,-0.94,0.77,-1.71,0.05,-0.1,-0.84,0.12,0.21,0.47,-0.05,-0.03
1641815,Isaiah Stevens,186,100,86,-0.92,0.8,-1.71,-0.01,-0.04,-0.81,0.08,-0.01,0.7,-0.06,0.03
1630175,Cole Anthony,14692,7430,7262,-1.86,-0.15,-1.71,-0.48,-0.17,-1.16,-0.28,0.81,-0.63,-0.05,-0.05
1631338,Mouhamadou Gueye,688,328,360,-1.41,0.3,-1.72,-0.16,-0.09,-1.09,0.32,-0.03,-0.06,-0.07,0.07
