player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
201939,Stephen Curry,2015,3.76,3.42,0.34,-0.15,-0.21,0.06,0.65,0.89,1.17,-0.28,0.48,0.25,0.24,0.34,3.61,1.37,4.26,1.71,5.97,0.0,13995,7012,6983
203110,Draymond Green,2015,1.97,1.85,0.12,0.08,-0.03,0.12,0.19,2.25,2.11,0.14,0.8,0.44,0.36,0.13,2.05,3.05,2.24,3.18,5.42,0.0,13086,6550,6536
2544,LeBron James,2015,3.21,2.9,0.31,0.21,-0.11,0.32,0.17,0.77,0.46,0.31,0.19,0.26,-0.05,0.76,3.42,0.96,3.59,1.72,5.31,0.0,12615,6310,6305
2594,Kyle Korver,2015,3.85,4.09,-0.24,0.23,-0.21,0.44,-0.59,0.8,0.57,0.23,0.41,0.11,0.3,0.33,4.08,1.21,3.49,1.54,5.03,0.0,11382,5761,5621
101108,Chris Paul,2015,2.84,2.47,0.37,1.08,0.39,0.68,0.19,0.7,0.74,-0.04,0.03,-0.06,0.1,0.05,3.92,0.73,4.11,0.78,4.89,-0.0,12901,6474,6427
203076,Anthony Davis,2015,1.45,1.13,0.32,0.86,0.29,0.58,0.31,1.45,1.37,0.08,0.11,0.13,-0.02,0.55,2.31,1.56,2.62,2.11,4.73,0.0,9930,4972,4958
201935,James Harden,2015,5.32,3.77,1.55,0.24,0.08,0.16,-0.28,-1.02,-0.73,-0.29,0.3,0.35,-0.06,-0.17,5.56,-0.72,5.28,-0.89,4.38,-0.01,14446,7230,7216
201980,Danny Green,2015,2.63,2.41,0.22,0.39,0.24,0.15,-0.52,1.34,1.2,0.14,-0.26,-0.0,-0.26,0.63,3.02,1.08,2.5,1.71,4.21,0.0,9668,4836,4832
202695,Kawhi Leonard,2015,0.7,0.64,0.06,0.71,0.53,0.18,0.07,1.75,1.62,0.13,0.2,0.26,-0.04,0.73,1.41,1.95,1.48,2.68,4.15,-0.01,8834,4403,4431
2754,Tony Allen,2015,-0.03,-0.51,0.48,-0.39,-0.06,-0.34,0.79,1.4,1.32,0.08,1.35,1.31,0.04,0.72,-0.42,2.75,0.37,3.47,3.84,0.0,7325,3626,3699
