player_id,player_name,Latest_Year,oTS,oFT,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
1495,Tim Duncan,2003,3.6,0.32,0.49,-0.07,0.56,-0.36,4.34,0.64,-0.81,-0.35,-0.47,0.75,3.69,4.61,8.3,0.29,0.48,3.21,0.54,4.07,0.13,-0.06,42603,21380,21223
406,Shaquille O'Neal,2003,7.92,-0.95,-0.54,-0.42,-0.11,0.03,1.04,0.83,-1.34,-0.54,-0.79,0.5,6.68,0.76,7.44,-0.17,-0.84,7.52,0.16,0.6,-0.51,-0.84,37139,18654,18485
708,Kevin Garnett,2003,3.14,0.23,0.67,0.36,0.31,0.74,2.04,0.53,0.11,0.23,-0.11,0.38,4.41,2.52,6.93,-0.15,0.68,3.73,0.06,2.46,1.41,0.49,38216,19216,19000
1717,Dirk Nowitzki,2003,3.97,1.4,0.99,-0.06,1.05,-0.28,1.0,0.44,0.3,0.33,-0.04,-0.08,4.2,1.87,6.07,0.17,-0.23,4.43,0.35,1.52,0.71,0.22,40522,20320,20202
304,John Stockton,2003,2.88,0.52,0.57,0.03,0.55,0.25,-0.16,-0.1,1.77,0.6,1.17,0.21,3.29,2.5,5.79,0.27,-0.16,3.45,0.92,1.58,0.82,1.98,28500,14226,14274
1884,Baron Davis,2003,1.16,0.32,0.41,0.09,0.32,0.65,0.88,-0.38,0.91,0.33,0.57,-0.07,3.6,1.68,5.28,1.34,0.13,3.47,-0.44,2.12,1.06,0.84,33372,16593,16779
1503,Tracy McGrady,2003,3.55,0.62,1.98,0.29,1.71,-0.51,0.02,-0.38,0.8,0.52,0.27,-0.66,5.03,0.25,5.27,0.09,0.22,4.81,-0.37,0.62,1.47,0.14,36634,18390,18244
951,Ray Allen,2003,3.16,0.59,0.31,0.01,0.3,0.6,0.46,-0.12,-0.07,0.5,-0.57,-0.18,4.16,0.43,4.59,0.31,0.23,3.93,0.27,0.16,0.91,-0.25,33782,16936,16846
1713,Vince Carter,2003,1.37,-0.37,1.41,0.72,0.69,1.18,0.69,0.23,-0.38,0.05,-0.43,-0.15,3.85,0.47,4.32,0.2,1.58,2.27,0.2,0.27,2.59,-0.53,27290,13667,13623
739,Rasheed Wallace,2003,2.46,-0.13,-0.93,-0.98,0.05,-0.09,1.47,0.19,0.75,0.24,0.51,0.29,1.4,2.66,4.06,0.11,-0.45,1.85,0.08,2.58,-1.02,1.04,33009,16507,16502
977,Kobe Bryant,2003,1.53,0.94,1.0,0.69,0.31,0.55,0.48,-0.05,-0.06,0.33,-0.37,-0.1,3.55,0.51,4.06,0.66,0.96,2.59,-0.48,0.99,1.55,-0.16,42198,21161,21037
1112,Ben Wallace,2003,-0.45,-1.08,0.21,-0.06,0.26,1.28,2.83,0.57,0.14,-0.21,0.36,0.33,0.41,3.55,3.96,-0.38,1.42,-1.01,1.19,2.36,1.49,0.47,36203,18059,18144
1905,Andrei Kirilenko,2003,1.41,1.13,-0.73,-0.67,-0.07,1.52,0.47,-1.0,1.53,0.43,1.1,0.07,2.1,1.84,3.94,-0.33,0.86,1.24,0.4,1.44,0.79,1.6,17072,8524,8548
1883,Steve Francis,2003,2.35,0.97,0.07,0.28,-0.21,-0.04,1.17,0.26,-0.19,0.12,-0.32,0.1,2.85,0.9,3.75,0.29,1.41,1.44,-0.26,1.16,0.03,-0.09,32493,16203,16290
1718,Paul Pierce,2003,3.09,1.18,0.68,0.39,0.27,-0.36,-0.84,0.05,0.32,0.55,-0.23,0.26,2.91,0.59,3.5,0.35,-0.64,3.55,0.71,-0.12,0.32,0.58,40158,20141,20017
1890,Shawn Marion,2003,0.7,0.31,0.11,-0.07,0.17,0.07,1.25,0.04,0.92,0.79,0.13,0.64,1.08,2.41,3.49,-0.2,0.29,0.79,0.21,2.2,0.18,1.56,36744,18385,18359
1763,Ryan Bowen,2003,-1.06,-0.23,-0.8,-0.62,-0.19,2.07,1.07,-0.17,1.71,1.05,0.67,0.46,0.48,2.97,3.44,-0.01,0.93,-0.45,0.54,2.43,1.27,2.17,12430,6196,6234
345,Terry Porter,2003,0.8,0.06,0.39,-0.1,0.49,0.24,1.54,0.17,-0.24,-0.17,-0.07,0.61,1.55,1.85,3.4,0.06,-0.34,1.89,0.19,1.66,0.63,0.37,12513,6267,6246
224,Eddie Jones,2003,0.97,0.34,0.64,0.26,0.38,-0.48,1.34,-0.43,0.87,0.56,0.3,-0.11,1.08,2.32,3.4,0.17,0.1,0.98,0.19,2.13,0.16,0.76,26225,13103,13122
947,Allen Iverson,2003,0.83,1.19,1.16,0.37,0.78,-0.17,-0.12,0.09,0.92,0.37,0.55,0.4,2.23,1.17,3.4,0.38,-0.1,2.33,0.15,1.02,0.99,1.32,39800,19962,19838
389,Toni Kukoc,2003,3.6,0.32,0.11,-0.39,0.52,-0.39,0.02,0.01,0.57,0.55,0.02,-0.3,3.67,-0.3,3.37,-0.24,0.16,3.51,-0.8,0.5,-0.28,0.27,18450,9278,9172
467,Jason Kidd,2003,-0.24,0.86,0.21,-0.46,0.66,1.04,1.5,-0.15,0.85,0.58,0.26,0.31,1.02,2.29,3.31,-0.36,0.58,0.44,0.04,2.25,1.25,1.16,41591,20893,20698
