player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
893,Michael Jordan,1999,2.2,2.08,0.12,1.58,0.78,0.8,1.79,0.83,0.85,-0.02,0.15,0.0,0.15,0.63,3.78,0.98,5.57,1.61,7.18,-0.0,28673,14347,14326
406,Shaquille O'Neal,1999,5.63,5.04,0.59,-0.76,-0.81,0.05,-0.92,2.64,2.21,0.43,-0.42,-0.08,-0.35,-0.19,4.87,2.22,3.95,2.03,5.98,0.0,26071,13059,13012
297,Alonzo Mourning,1999,1.91,1.61,0.3,-1.07,-0.51,-0.55,0.53,3.69,3.26,0.43,0.09,-0.13,0.22,0.42,0.84,3.78,1.37,4.2,5.57,0.0,24528,12281,12247
252,Karl Malone,1999,5.41,3.56,1.85,0.29,-0.6,0.89,-0.44,-0.06,0.32,-0.38,-0.27,-0.5,0.24,0.46,5.7,-0.33,5.26,0.13,5.39,0.0,36119,18085,18034
302,Mookie Blaylock,1999,0.89,0.78,0.11,1.94,0.94,0.98,0.34,1.23,1.06,0.17,0.72,0.11,0.61,0.19,2.83,1.95,3.17,2.14,5.31,-0.0,29827,14944,14883
204,Jeff Hornacek,1999,3.12,2.56,0.56,1.37,0.9,0.47,0.47,-0.78,-0.64,-0.14,0.16,-0.16,0.34,0.89,4.49,-0.62,4.96,0.27,5.23,0.0,29678,14858,14820
896,Tim Hardaway,1999,1.39,1.44,-0.05,2.74,1.17,1.58,-0.27,1.52,1.4,0.12,-0.11,0.03,-0.14,-0.34,4.13,1.41,3.86,1.07,4.94,0.01,31944,15971,15973
255,Grant Hill,1999,1.59,0.95,0.64,1.37,0.75,0.61,0.57,0.81,0.77,0.04,0.57,0.25,0.34,-0.02,2.96,1.38,3.53,1.36,4.89,-0.0,30585,15325,15260
764,David Robinson,1999,1.0,0.09,0.91,-0.64,-0.6,-0.05,0.45,3.46,2.96,0.5,-0.68,-0.2,-0.49,1.29,0.36,2.78,0.81,4.07,4.88,0.0,18220,9120,9100
739,Rasheed Wallace,1999,1.52,1.61,-0.09,-0.5,-0.59,0.09,-0.05,2.34,2.21,0.13,0.3,-0.22,0.51,1.08,1.02,2.64,0.97,3.72,4.68,-0.01,25339,12715,12624
