player_id,player_name,Latest_Year,oTS,oFT,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
406,Shaquille O'Neal,2000,4.31,-1.44,3.76,2.78,-1.45,1.1,-2.31,1.24,5.54,-0.46,-0.68,0.22,0.81,2.33,0.84,2.68,0.39,0.71,-0.2,-3.38,0.73,0.49,-0.94,-0.38,-0.56,0.11,5.06,2.38,7.44,1.28,1.3,3.77,-0.87,3.25,0.35,-0.83,33423,16774,16649
1713,Vince Carter,2000,3.48,0.55,-0.5,0.46,-0.05,1.02,0.54,1.21,4.29,2.03,0.85,1.18,0.37,0.45,-0.41,0.88,0.28,-0.24,0.15,-0.63,-0.03,1.75,-0.16,0.25,-0.41,-0.01,5.82,0.63,6.45,0.29,0.72,5.1,0.13,0.5,2.4,-0.17,18837,9427,9410
893,Michael Jordan,2000,2.62,0.89,-0.1,0.73,-1.32,-0.29,1.42,0.63,0.29,1.76,0.94,0.83,1.28,0.88,-0.04,-0.48,0.41,-0.04,0.09,0.52,0.53,1.7,0.26,0.16,0.09,0.1,5.11,1.29,6.4,-0.5,0.57,4.54,0.18,1.11,3.04,0.36,14414,7209,7205
56,Gary Payton,2000,2.13,-0.24,0.76,2.53,4.47,0.01,-5.24,-0.45,2.9,2.57,1.16,1.42,-0.01,-0.22,0.38,1.48,-1.03,-1.42,0.27,-0.06,-0.16,-0.74,0.93,0.72,0.21,0.1,5.41,0.64,6.05,0.55,1.15,4.27,0.18,0.46,2.56,1.03,34236,17162,17074
304,John Stockton,2000,2.47,0.42,1.21,1.12,-1.64,0.36,0.43,1.04,3.99,0.79,0.0,0.8,0.3,0.81,0.05,1.17,0.55,-0.72,0.05,-0.45,-0.24,1.08,0.74,-0.1,0.84,0.67,3.14,2.47,5.61,-0.17,0.2,2.94,0.77,1.7,1.09,1.41,25380,12687,12693
87,Dikembe Mutombo,2000,0.73,-0.58,-0.78,0.97,-1.19,-0.59,1.96,0.94,-1.27,-0.16,0.66,-0.82,1.24,4.51,1.6,4.0,2.09,0.3,0.55,-4.29,-0.82,1.02,-1.39,-0.64,-0.74,0.68,1.16,3.82,4.99,-0.62,1.19,-0.02,0.27,3.56,1.08,-0.71,29402,14712,14690
252,Karl Malone,2000,6.45,2.9,2.5,0.72,-1.82,1.2,-0.68,2.33,4.7,-0.02,-0.38,0.37,-0.75,0.04,-0.5,0.0,0.44,0.18,-0.0,-0.19,-0.13,1.62,-0.14,-0.59,0.45,0.42,4.94,0.03,4.97,-1.03,-2.47,7.4,0.45,-0.42,-0.77,0.28,34407,17209,17198
764,David Robinson,2000,0.94,0.57,1.8,1.1,-1.43,0.3,-0.36,-0.77,1.75,0.17,-0.3,0.47,-0.28,3.33,0.97,2.36,1.28,0.68,0.19,-3.04,0.05,0.84,-0.14,-0.06,-0.08,0.25,0.88,3.93,4.8,0.53,0.18,0.69,-0.18,4.1,-0.11,0.11,27689,13865,13824
739,Rasheed Wallace,2000,2.31,0.19,-0.37,0.49,-0.28,0.01,0.66,1.91,1.58,-0.26,-0.35,0.1,-0.96,1.82,-0.21,0.91,1.88,-0.88,0.52,-0.04,0.39,3.34,0.65,-0.09,0.74,1.25,0.88,3.71,4.6,-0.21,-0.52,1.4,1.07,2.64,-1.22,1.9,30494,15284,15210
397,Reggie Miller,2000,3.72,2.08,-1.92,1.82,3.36,1.07,-1.44,0.39,2.26,2.29,1.33,0.96,-1.12,0.79,-0.03,-0.17,-0.12,0.48,0.48,-0.32,0.08,1.23,-0.4,-0.35,-0.06,-0.31,5.24,-0.64,4.59,-0.38,-0.35,5.58,-0.46,-0.18,1.17,-0.71,35255,17657,17598
166,Ron Harper,2000,-0.6,-0.05,0.58,-0.02,-0.97,-1.02,0.39,0.33,0.67,0.95,0.31,0.64,1.08,1.72,0.77,-0.05,0.47,0.33,0.03,-0.28,0.57,1.78,0.27,0.28,-0.01,0.65,1.78,2.8,4.58,0.51,0.84,0.94,0.56,2.23,2.03,0.92,24034,12001,12033
467,Jason Kidd,2000,1.1,0.56,0.46,0.14,0.81,0.51,-1.26,0.3,3.52,0.39,-0.08,0.47,0.52,-0.33,-0.2,-0.04,0.12,0.28,-0.43,-0.24,0.3,0.64,1.23,0.4,0.83,0.61,2.81,1.74,4.54,1.02,0.49,2.31,0.69,1.05,0.91,1.84,31293,15669,15624
1495,Tim Duncan,2000,1.8,-0.55,0.8,0.43,-1.74,0.57,0.94,1.62,2.42,-0.1,-0.2,0.11,-0.28,3.06,0.52,0.71,2.28,0.66,0.27,-1.37,0.6,3.0,-0.72,-0.35,-0.38,0.56,1.61,2.82,4.43,0.11,0.54,1.07,0.19,2.63,-0.38,-0.16,33221,16591,16630
255,Grant Hill,2000,3.34,0.9,2.5,1.19,-1.52,0.93,-0.99,-0.18,-0.5,1.34,0.49,0.85,-0.2,-0.43,-0.36,1.03,0.08,-0.79,-0.12,-0.24,-0.44,1.39,0.61,-0.04,0.65,-0.36,4.07,0.23,4.3,0.0,0.15,3.92,-0.31,0.54,1.14,0.25,30196,15137,15059
224,Eddie Jones,2000,2.72,0.91,1.94,1.19,2.82,0.35,-4.76,-0.21,2.97,1.14,0.31,0.83,-0.92,0.88,0.06,-0.64,0.92,0.78,0.18,-0.13,-0.04,1.0,0.39,0.76,-0.37,0.06,3.18,1.12,4.29,0.02,-0.41,3.59,0.41,0.71,0.22,0.45,31078,15602,15476
109,Robert Horry,2000,1.6,0.3,0.15,0.52,0.8,0.5,-0.95,-0.32,1.06,-0.17,-0.43,0.26,0.29,1.8,0.23,0.22,0.41,-0.46,0.4,0.24,1.0,1.93,0.94,0.42,0.53,-0.09,1.8,2.45,4.25,-0.12,-0.32,2.12,-0.19,2.64,0.12,0.85,22132,11095,11037
708,Kevin Garnett,2000,1.57,-0.3,-1.14,0.21,-2.48,-0.18,3.62,2.5,5.89,0.8,0.01,0.79,0.27,0.75,0.14,-0.7,0.57,-0.07,0.25,0.78,0.09,0.72,0.32,0.39,-0.07,0.35,2.49,1.63,4.12,0.06,0.59,1.9,-0.02,1.65,1.07,0.67,32921,16499,16422
1718,Paul Pierce,2000,3.05,0.53,1.69,0.36,1.92,0.53,-3.63,0.55,1.38,0.17,0.04,0.12,0.08,0.32,0.32,-0.0,-0.04,0.28,0.05,-0.27,-0.31,0.9,0.18,0.11,0.08,-0.08,3.04,1.02,4.06,0.34,-0.03,3.07,-0.21,1.23,0.25,0.1,16185,8099,8086
389,Toni Kukoc,2000,1.22,0.34,2.13,-0.3,1.43,-0.78,-3.57,0.07,3.69,0.74,0.13,0.61,0.53,1.67,0.46,-0.37,-0.08,-0.4,0.54,0.77,0.99,-0.84,0.51,0.22,0.28,-0.72,2.43,1.34,3.78,-0.17,-0.55,2.98,-0.44,1.79,1.27,-0.21,23579,11823,11756
65,Greg Minor,2000,0.14,-0.36,0.7,-0.34,-0.75,-0.05,0.06,0.49,0.32,0.75,0.26,0.49,0.99,0.32,-0.06,-0.0,-0.41,-0.55,0.25,0.55,0.51,0.85,0.88,0.6,0.28,0.12,2.16,1.51,3.68,0.48,1.17,1.0,0.2,1.32,1.74,1.0,7101,3554,3547
787,Charles Barkley,2000,3.49,0.26,0.17,1.04,2.91,0.56,-3.08,1.25,2.22,1.12,0.1,1.02,0.66,-1.73,0.19,0.64,-0.63,-0.05,-0.85,-0.6,-0.56,-1.37,-0.57,-0.45,-0.12,0.59,5.4,-1.78,3.62,0.06,1.16,4.24,-0.17,-1.61,1.78,0.02,17076,8523,8553
1802,Brad Miller,2000,1.01,0.91,2.33,-0.14,-1.53,-0.07,-0.8,0.02,-0.05,-0.75,-0.28,-0.47,1.32,0.81,0.22,-0.35,0.12,-0.36,-0.15,0.71,0.65,-0.58,0.23,0.12,0.11,0.41,2.35,1.25,3.6,0.57,1.45,0.89,0.68,0.57,0.57,0.64,5750,2866,2884
717,Arvydas Sabonis,2000,1.34,0.13,2.16,0.42,-1.24,-0.01,-0.92,0.41,3.29,-0.47,-0.71,0.25,-0.95,2.11,0.67,1.58,1.34,0.42,0.31,-2.0,-0.62,0.14,-0.62,-0.3,-0.31,1.24,0.29,3.21,3.5,0.85,-0.72,1.01,1.16,2.05,-1.42,0.62,23045,11620,11425
369,Charlie Ward,2000,1.67,-0.54,1.1,-0.03,1.27,0.71,-2.37,0.79,1.98,0.19,-0.03,0.21,-0.81,1.26,0.15,0.98,0.8,-0.84,0.15,-0.15,0.56,1.11,0.17,-0.34,0.51,0.65,1.88,1.6,3.48,0.35,-1.27,3.15,0.53,1.07,-0.62,0.82,25549,12793,12756
299,Glenn Robinson,2000,3.92,0.4,-1.02,-0.22,-0.76,1.93,1.78,2.5,0.66,0.24,0.31,-0.07,0.36,-0.28,-0.47,-0.62,-0.02,-0.11,-0.21,0.73,0.36,0.06,0.13,0.44,-0.31,-0.87,4.23,-0.84,3.39,-0.11,-0.01,4.24,0.09,-0.92,0.6,-0.74,26357,13177,13180
905,Dale Davis,2000,0.86,-0.8,-0.2,1.22,-0.24,0.92,0.46,0.74,1.92,0.2,0.16,0.05,0.9,1.71,0.8,1.26,0.41,0.27,0.24,-1.53,-0.38,-0.49,-0.93,-0.4,-0.53,-0.61,2.72,0.56,3.28,1.15,0.69,2.02,-0.91,1.47,1.1,-1.54,26558,13282,13276
1630,Mikki Moore,2000,3.18,0.29,-0.24,0.24,0.04,0.48,0.2,1.35,1.15,-0.08,0.05,-0.13,0.35,0.62,-0.43,0.25,0.21,-0.72,0.18,0.47,0.22,0.52,-0.05,-0.17,0.12,-0.52,3.28,-0.06,3.22,-0.28,0.47,2.81,-0.36,0.3,0.27,-0.57,1984,995,989
103,Todd Day,2000,1.71,0.12,0.31,0.76,3.06,0.3,-3.35,-0.41,1.7,0.07,0.33,-0.26,-0.27,-0.26,-0.63,-0.46,0.53,-0.29,-0.23,0.75,0.02,0.07,1.13,0.35,0.78,0.11,2.46,0.75,3.22,0.73,-0.32,2.78,0.26,0.49,-0.2,1.24,4327,2165,2162
896,Tim Hardaway,2000,0.58,0.18,-1.32,-0.14,3.87,0.28,-2.55,0.76,-0.87,2.17,0.74,1.43,-0.09,0.23,-0.04,0.96,0.66,-0.12,-0.19,-0.85,0.13,0.66,-0.43,-0.19,-0.25,-0.07,3.16,0.02,3.17,0.78,0.3,2.86,-0.63,0.65,2.08,-0.5,25118,12580,12538
297,Alonzo Mourning,2000,1.89,-0.12,-0.29,1.51,-0.41,0.89,0.69,0.45,4.07,-0.85,-0.44,-0.41,0.23,3.1,0.72,1.77,2.71,0.28,-0.06,-2.06,-0.17,1.68,-0.52,-0.16,-0.36,-0.3,0.48,2.69,3.17,-0.38,0.6,-0.12,-0.32,3.0,-0.62,-0.82,25503,12784,12719
124,Vlade Divac,2000,-0.22,-0.16,2.81,0.35,-0.57,-0.3,-2.24,-0.64,1.38,-0.23,-0.36,0.13,0.15,1.43,0.63,2.37,-0.0,0.78,-0.04,-3.14,-0.25,1.11,0.42,0.22,0.2,0.73,0.12,2.97,3.08,0.8,0.33,-0.22,0.42,2.54,-0.08,1.15,25910,12960,12950
120,Steven Smith,2000,2.24,1.27,0.51,-0.17,1.73,0.05,-2.24,1.04,-0.17,0.36,0.49,-0.13,-0.06,1.58,-0.01,-0.33,1.01,0.16,0.61,0.16,0.61,1.27,-1.04,-0.69,-0.35,-0.28,3.46,-0.4,3.06,0.26,0.14,3.32,-0.54,0.14,0.3,-1.32,28511,14283,14228
345,Terry Porter,2000,3.06,1.57,0.06,0.46,2.94,0.46,-3.0,0.66,-1.21,0.31,0.19,0.12,-0.84,0.27,-0.2,-0.22,0.65,-0.62,0.03,0.85,0.57,0.99,-0.05,-0.07,0.02,0.44,2.86,0.11,2.98,-0.21,-0.82,3.69,-0.05,0.16,-0.53,0.39,18929,9470,9459
1510,Brevin Knight,2000,0.25,0.77,0.72,-0.59,-1.92,0.26,1.19,0.21,0.85,1.23,0.17,1.06,-0.16,0.9,-0.35,0.62,0.34,-0.47,-0.37,-0.15,0.84,0.46,0.76,0.07,0.69,0.01,1.08,1.84,2.92,-0.07,0.57,0.51,-0.3,2.14,1.07,0.77,21146,10595,10551
