player_id,player_name,Latest_Year,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
203507,Giannis Antetokounmpo,2020,2.011,2.014,2.025,-0.011,-0.014,3.027,0.914,2.113,-0.294,-0.708,0.508,-1.216,-0.035,1.079,-1.112,0.564,0.294,0.294,2.54,2.834,0.0,0.564,0.832,-0.268,0.564,0.832,-0.268,2.059,0.929,2.661,2.666,2.661,0.005,0.0,1.924,0.455,1.469,0.931,-0.194,-0.131,-0.063,0.225,0.252,-0.027,0.2,0.884,0.884,3.086,3.97,0.0,0.2,0.135,0.065,0.2,0.135,0.065,1.844,1.007,4.672,4.68,4.686,-0.006,-0.014,4.951,1.369,3.582,0.637,-0.902,0.377,-1.279,0.19,1.331,-1.139,0.764,1.178,1.178,6.804,0.0,0.764,0.967,-0.203,0.764,0.967,-0.203,3.903,1.936,2.834,3.97,6.804,21820,10993,10827
201939,Stephen Curry,2020,4.532,4.534,4.533,0.001,-0.001,1.169,0.488,0.681,1.547,1.817,0.634,1.183,0.35,-0.061,0.412,0.041,0.555,0.555,4.923,5.478,0.0,0.041,-0.472,0.513,0.041,-0.472,0.513,4.625,1.286,0.476,0.475,0.468,0.007,0.008,-0.051,0.373,-0.424,0.135,0.384,-0.102,0.486,0.073,0.018,0.055,0.266,0.361,0.361,0.815,1.176,0.0,0.266,-0.112,0.378,0.266,-0.112,0.378,0.234,0.254,5.008,5.009,5.001,0.008,0.007,1.118,0.861,0.257,1.682,2.201,0.532,1.669,0.423,-0.043,0.467,0.307,0.916,0.916,6.654,0.001,0.307,-0.584,0.891,0.307,-0.584,0.891,4.859,1.54,5.478,1.176,6.655,14018,7024,6994
2544,LeBron James,2020,3.369,3.366,3.362,0.004,0.007,4.059,1.167,2.892,-0.54,-0.157,0.118,-0.275,-0.249,0.264,-0.514,0.214,-0.751,-0.751,3.334,2.583,0.0,0.214,-0.149,0.363,0.214,-0.149,0.363,1.186,1.99,1.431,1.43,1.438,-0.008,-0.007,0.464,0.086,0.378,0.197,0.777,-0.022,0.799,0.041,0.143,-0.101,0.934,1.005,1.005,2.406,3.411,0.0,0.934,0.123,0.811,0.934,0.123,0.811,1.435,0.243,4.8,4.796,4.8,-0.004,0.0,4.523,1.253,3.27,-0.343,0.62,0.096,0.524,-0.208,0.407,-0.615,1.148,0.254,0.254,5.994,0.0,1.148,-0.026,1.174,1.148,-0.026,1.174,2.621,2.233,2.583,3.411,5.994,20985,10509,10476
201142,Kevin Durant,2020,4.442,4.44,4.439,0.001,0.003,1.182,-0.482,1.664,1.713,1.544,-0.025,1.569,1.086,0.657,0.43,0.346,-0.878,-0.878,5.874,4.996,0.0,0.346,-0.02,0.366,0.346,-0.02,0.366,2.046,0.03,1.018,1.017,1.007,0.01,0.011,0.513,0.145,0.368,0.322,0.172,-0.071,0.243,0.139,0.041,0.097,-0.208,-0.208,-0.208,0.949,0.741,-0.0,-0.208,-0.27,0.062,-0.208,-0.27,0.062,0.999,0.466,5.46,5.457,5.446,0.011,0.014,1.695,-0.337,2.032,2.035,1.716,-0.096,1.812,1.225,0.698,0.527,0.138,-1.086,-1.086,5.737,-0.001,0.138,-0.29,0.428,0.138,-0.29,0.428,3.045,0.496,4.996,0.741,5.736,13206,6607,6599
202331,Paul George,2020,2.197,2.195,2.191,0.004,0.006,0.186,-0.133,0.319,0.191,1.814,0.356,1.458,0.322,0.067,0.256,0.718,-0.012,-0.012,3.237,3.225,0.0,0.718,-0.067,0.785,0.718,-0.067,0.785,-0.007,-0.269,0.761,0.755,0.748,0.007,0.013,0.403,-0.076,0.479,0.288,0.057,0.009,0.048,-0.107,-0.105,-0.001,0.663,1.162,1.162,1.317,2.479,0.0,0.663,0.546,0.117,0.663,0.546,0.117,1.87,0.376,2.958,2.95,2.939,0.011,0.019,0.589,-0.209,0.798,0.479,1.871,0.365,1.506,0.215,-0.038,0.255,1.381,1.15,1.15,5.704,0.001,1.381,0.479,0.902,1.381,0.479,0.902,1.863,0.107,3.225,2.479,5.705,20825,10416,10409
201935,James Harden,2020,3.51,3.502,3.48,0.022,0.03,0.755,0.463,0.292,0.867,1.858,0.905,0.953,1.959,1.021,0.937,-0.109,-0.703,-0.703,5.36,4.657,0.0,-0.109,0.058,-0.167,-0.109,0.058,-0.167,-3.057,0.232,0.761,0.76,0.758,0.002,0.003,-0.134,-0.333,0.199,0.38,0.512,-0.054,0.566,0.079,0.042,0.038,0.652,-0.555,-0.555,1.492,0.937,0.0,0.652,0.553,0.099,0.652,0.553,0.099,0.457,-0.23,4.271,4.262,4.238,0.024,0.033,0.621,0.13,0.491,1.247,2.37,0.851,1.519,2.038,1.063,0.975,0.543,-1.258,-1.258,5.594,0.0,0.543,0.611,-0.068,0.543,0.611,-0.068,-2.6,0.002,4.657,0.937,5.594,25500,12754,12746
201980,Danny Green,2020,3.235,3.23,3.22,0.01,0.015,-0.072,-0.419,0.347,1.685,1.607,0.202,1.405,-0.043,-0.104,0.063,-0.316,0.987,0.987,2.876,3.863,0.0,-0.316,-0.208,-0.108,-0.316,-0.208,-0.108,3.152,-0.585,0.703,0.698,0.693,0.005,0.01,0.368,-0.197,0.565,0.395,-0.07,0.153,-0.223,0.011,0.107,-0.095,0.288,0.128,0.128,1.002,1.13,0.0,0.288,0.237,0.051,0.288,0.237,0.051,0.922,0.162,3.938,3.927,3.913,0.014,0.025,0.296,-0.616,0.912,2.08,1.537,0.355,1.182,-0.032,0.003,-0.032,-0.028,1.115,1.115,4.993,-0.001,-0.028,0.029,-0.057,-0.028,0.029,-0.057,4.074,-0.423,3.863,1.13,4.992,21078,10569,10509
202710,Jimmy Butler III,2020,-0.053,-0.046,-0.051,0.005,-0.002,0.984,0.193,0.791,-0.351,-0.684,-0.344,-0.34,1.369,0.853,0.517,1.081,0.686,0.686,2.397,3.083,0.0,1.081,0.229,0.852,1.081,0.229,0.852,0.093,0.495,1.085,1.078,1.09,-0.012,-0.005,0.058,0.03,0.028,0.242,0.79,-0.045,0.835,0.366,0.479,-0.114,0.056,0.215,0.215,1.507,1.722,-0.0,0.056,0.51,-0.454,0.056,0.51,-0.454,0.689,-0.001,1.032,1.032,1.039,-0.007,-0.007,1.042,0.223,0.819,-0.109,0.106,-0.389,0.495,1.735,1.332,0.403,1.137,0.901,0.901,4.805,-0.0,1.137,0.739,0.398,1.137,0.739,0.398,0.782,0.494,3.083,1.722,4.805,21995,11005,10990
200794,Paul Millsap,2020,0.426,0.424,0.427,-0.003,-0.001,-0.134,0.042,-0.176,0.693,-0.132,-0.13,-0.002,0.156,-0.013,0.17,0.549,1.607,1.607,1.131,2.738,0.0,0.549,0.8,-0.251,0.549,0.8,-0.251,2.262,0.14,0.642,0.638,0.645,-0.007,-0.003,-0.095,0.098,-0.193,0.159,0.581,-0.108,0.689,0.044,-0.029,0.072,0.421,0.866,0.866,1.107,1.973,0.0,0.421,0.131,0.29,0.421,0.131,0.29,-0.122,0.143,1.068,1.062,1.072,-0.01,-0.004,-0.229,0.14,-0.369,0.852,0.449,-0.238,0.687,0.2,-0.042,0.242,0.97,2.473,2.473,4.711,0.0,0.97,0.931,0.039,0.97,0.931,0.039,2.14,0.283,2.738,1.973,4.711,16201,8112,8089
1628369,Jayson Tatum,2020,0.527,0.53,0.527,0.003,0.0,-0.281,0.198,-0.479,0.107,0.701,-0.08,0.781,0.103,-0.157,0.26,1.089,0.474,0.474,1.719,2.193,0.0,1.089,0.459,0.63,1.089,0.459,0.63,-0.669,-0.03,1.817,1.818,1.816,0.002,0.001,0.477,0.019,0.458,0.775,0.564,-0.093,0.657,0.157,0.053,0.104,0.155,0.375,0.375,2.129,2.504,0.0,0.155,0.263,-0.108,0.155,0.263,-0.108,1.598,0.253,2.344,2.348,2.343,0.005,0.001,0.196,0.217,-0.021,0.882,1.265,-0.173,1.438,0.26,-0.104,0.364,1.244,0.849,0.849,4.697,0.0,1.244,0.722,0.522,1.244,0.722,0.522,0.929,0.223,2.193,2.504,4.697,23331,11697,11634
