player_id,player_name,Latest_Year,DECOMP_PRICING,off,def,net_rapm,possessions,off_poss,def_poss,oDECOMP_RIM_FREQ,dDECOMP_RIM_FREQ,nDECOMP_RIM_FREQ,oDECOMP_RIM_FG,dDECOMP_RIM_FG,nDECOMP_RIM_FG,oDECOMP_MID_FG,dDECOMP_MID_FG,nDECOMP_MID_FG,oDECOMP_THREE_FREQ,dDECOMP_THREE_FREQ,nDECOMP_THREE_FREQ,oDECOMP_THREE_FG,dDECOMP_THREE_FG,nDECOMP_THREE_FG,oDECOMP_EFG_PARENT,dDECOMP_EFG_PARENT,nDECOMP_EFG_PARENT,oDECOMP_FT,dDECOMP_FT,nDECOMP_FT,oDECOMP_TOV_VALUE,dDECOMP_TOV_VALUE,nDECOMP_TOV_VALUE,oDECOMP_SC,dDECOMP_SC,nDECOMP_SC,oDECOMP_BADPASS_TOV_VALUE,dDECOMP_BADPASS_TOV_VALUE,nDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_RIM,oDECOMP_THREE,oDECOMP_TOV_VALUE_split,oDECOMP_TOV_SPLIT_GAP,oFC,oDISPLAY_SUM,oRESID,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_RIM,dDECOMP_THREE,dDECOMP_TOV_VALUE_split,dDECOMP_TOV_SPLIT_GAP,dFC,dDISPLAY_SUM,dRESID,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_RIM,nDECOMP_THREE,nDECOMP_TOV_VALUE_split,nDECOMP_TOV_SPLIT_GAP,nFC,nDISPLAY_SUM,RESID
1495,Duncan,2003,net_continuation_kappa,4.088,4.328,8.416,63869,32020,31849,-0.164,0.244,0.08,0.896,1.143,2.039,1.221,0.575,1.796,-0.075,0.227,0.152,0.468,0.406,0.874,2.351,2.583,4.934,-0.059,0.692,0.633,0.304,-0.77,-0.466,1.472,1.84,3.312,-0.175,-0.288,-0.463,0.474,-0.476,-0.002,2.346,0.005,0.732,0.393,0.299,0.005,2.591,4.063,0.025,2.595,-0.012,1.387,0.633,-0.764,-0.006,2.517,4.357,-0.029,4.941,-0.007,2.119,1.026,-0.465,-0.001,5.108,8.42,-0.004
304,Stockton,2003,net_continuation_kappa,4.157,3.364,7.521,45658,22833,22825,1.356,0.257,1.613,0.73,0.069,0.799,0.953,0.491,1.444,-0.428,-0.116,-0.544,0.086,0.469,0.555,2.707,1.17,3.877,0.713,0.01,0.723,0.615,1.438,2.053,0.106,0.749,0.855,0.183,0.369,0.552,0.431,1.069,1.5,2.697,0.01,2.086,-0.342,0.614,0.001,4.025,4.131,0.026,1.17,0.0,0.326,0.353,1.438,0.0,2.618,3.367,-0.003,3.867,0.01,2.412,0.011,2.052,0.001,6.643,7.498,0.023
708,Garnett,2003,net_continuation_kappa,4.328,3.168,7.497,59038,29569,29469,-0.376,0.161,-0.215,0.537,0.577,1.114,2.296,0.193,2.489,-0.588,-0.062,-0.65,-0.16,0.677,0.517,1.711,1.531,3.242,0.176,0.28,0.456,0.539,0.648,1.187,1.917,0.704,2.621,0.171,0.412,0.583,0.377,0.243,0.62,1.709,0.002,0.161,-0.748,0.548,-0.009,2.424,4.341,-0.013,1.546,-0.015,0.738,0.615,0.655,-0.007,2.474,3.178,-0.01,3.255,-0.013,0.899,-0.133,1.203,-0.016,4.898,7.519,-0.022
406,O'Neal,2003,net_continuation_kappa,5.849,0.605,6.454,61072,30664,30408,1.636,1.121,2.757,2.211,-0.016,2.195,1.337,-0.145,1.192,-0.569,-0.035,-0.604,1.23,-0.052,1.178,5.855,0.872,6.727,-1.275,1.005,-0.27,-0.462,-1.319,-1.781,1.704,0.049,1.753,-0.661,-0.511,-1.172,0.2,-0.807,-0.607,5.845,0.01,3.847,0.661,-0.461,-0.001,4.108,5.812,0.037,0.873,-0.001,1.105,-0.087,-1.318,-0.001,0.559,0.608,-0.003,6.718,0.009,4.952,0.574,-1.779,-0.002,4.667,6.42,0.034
1713,Carter,2003,net_continuation_kappa,5.625,0.636,6.261,46781,23400,23381,-0.228,0.108,-0.12,0.839,0.275,1.114,0.801,0.012,0.813,0.248,-0.072,0.176,0.645,0.313,0.958,2.301,0.644,2.945,-0.1,-0.14,-0.24,1.71,-0.046,1.664,1.684,0.172,1.856,0.786,0.207,0.993,0.914,-0.252,0.662,2.305,-0.004,0.611,0.893,1.7,0.01,3.915,5.599,0.026,0.636,0.008,0.383,0.241,-0.045,-0.001,0.45,0.622,0.014,2.941,0.004,0.994,1.134,1.655,0.009,4.365,6.221,0.04
1717,Nowitzki,2003,net_continuation_kappa,4.866,1.232,6.098,56207,28145,28062,0.091,-0.329,-0.238,0.739,-0.118,0.621,0.744,0.349,1.093,0.32,-0.099,0.221,0.729,0.427,1.156,2.625,0.221,2.846,1.105,0.471,1.576,1.157,0.253,1.41,-0.039,0.302,0.263,0.326,0.205,0.531,0.827,0.048,0.875,2.623,0.002,0.83,1.049,1.153,0.004,4.885,4.846,0.02,0.23,-0.009,-0.447,0.328,0.253,0.0,0.954,1.256,-0.024,2.853,-0.007,0.383,1.377,1.406,0.004,5.839,6.102,-0.004
739,Wallace,2003,net_continuation_kappa,2.217,3.613,5.83,53203,26619,26584,0.115,0.219,0.334,0.573,0.734,1.307,1.839,0.852,2.691,0.089,-0.25,-0.161,-0.1,0.239,0.139,2.52,1.796,4.316,0.135,0.11,0.245,-0.549,1.027,0.478,0.094,0.676,0.77,-0.775,0.031,-0.744,0.229,0.994,1.223,2.516,0.004,0.688,-0.011,-0.546,-0.003,2.102,2.196,0.021,1.794,0.002,0.953,-0.011,1.025,0.002,2.931,3.607,0.006,4.31,0.006,1.641,-0.022,0.479,-0.001,5.033,5.803,0.027
764,Robinson,2003,net_continuation_kappa,1.18,4.324,5.504,44997,22544,22453,0.535,0.436,0.971,0.28,1.078,1.358,0.579,-0.107,0.472,-0.283,0.143,-0.14,0.419,-0.015,0.404,1.531,1.53,3.061,0.064,1.088,1.152,-0.416,0.483,0.067,0.012,1.231,1.243,-0.583,0.275,-0.308,0.169,0.216,0.385,1.53,0.001,0.815,0.136,-0.414,-0.002,1.178,1.19,-0.01,1.535,-0.005,1.514,0.128,0.491,-0.008,3.106,4.337,-0.013,3.065,-0.004,2.329,0.264,0.077,-0.01,4.284,5.527,-0.023
467,Kidd,2003,net_continuation_kappa,3.278,2.048,5.326,61433,30812,30621,0.482,0.259,0.741,0.268,0.406,0.674,-0.569,0.494,-0.075,0.271,-0.021,0.25,-0.062,0.082,0.02,0.403,1.207,1.61,0.902,-0.277,0.625,0.894,0.938,1.832,1.078,0.178,1.256,-0.358,0.468,0.11,1.255,0.472,1.727,0.39,0.013,0.75,0.209,0.897,-0.003,2.186,3.264,0.014,1.22,-0.013,0.665,0.061,0.94,-0.002,1.881,2.059,-0.011,1.61,-0.0,1.415,0.27,1.837,-0.005,4.067,5.323,0.003
951,Allen,2003,net_continuation_kappa,4.64,0.606,5.247,53636,26847,26789,-0.084,-0.153,-0.237,0.522,0.118,0.64,0.027,-0.284,-0.257,1.129,-0.142,0.987,0.856,0.237,1.093,2.461,-0.232,2.229,0.713,-0.045,0.668,0.622,0.308,0.93,0.838,0.57,1.408,0.322,0.728,1.05,0.304,-0.421,-0.117,2.45,0.011,0.438,1.985,0.626,-0.004,3.785,4.623,0.017,-0.224,-0.008,-0.035,0.095,0.307,0.001,0.039,0.609,-0.003,2.226,0.003,0.403,2.08,0.933,-0.003,3.824,5.232,0.015
