player_id,player_name,Latest_Year,DECOMP_PRICING,off,def,net_rapm,possessions,off_poss,def_poss,oDECOMP_RIM_FREQ,dDECOMP_RIM_FREQ,nDECOMP_RIM_FREQ,oDECOMP_RIM_FG,dDECOMP_RIM_FG,nDECOMP_RIM_FG,oDECOMP_MID_FG,dDECOMP_MID_FG,nDECOMP_MID_FG,oDECOMP_THREE_FREQ,dDECOMP_THREE_FREQ,nDECOMP_THREE_FREQ,oDECOMP_THREE_FG,dDECOMP_THREE_FG,nDECOMP_THREE_FG,oDECOMP_EFG_PARENT,dDECOMP_EFG_PARENT,nDECOMP_EFG_PARENT,oDECOMP_FT,dDECOMP_FT,nDECOMP_FT,oDECOMP_TOV_VALUE,dDECOMP_TOV_VALUE,nDECOMP_TOV_VALUE,oDECOMP_SC,dDECOMP_SC,nDECOMP_SC,oDECOMP_BADPASS_TOV_VALUE,dDECOMP_BADPASS_TOV_VALUE,nDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_RIM,oDECOMP_THREE,oDECOMP_TOV_VALUE_split,oDECOMP_TOV_SPLIT_GAP,oFC,oDISPLAY_SUM,oRESID,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_RIM,dDECOMP_THREE,dDECOMP_TOV_VALUE_split,dDECOMP_TOV_SPLIT_GAP,dFC,dDISPLAY_SUM,dRESID,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_RIM,nDECOMP_THREE,nDECOMP_TOV_VALUE_split,nDECOMP_TOV_SPLIT_GAP,nFC,nDISPLAY_SUM,RESID
2544,James,2011,net_continuation_kappa,7.217,2.71,9.927,69695,34963,34732,0.674,-0.001,0.673,1.591,0.537,2.128,0.282,0.342,0.624,0.553,0.061,0.614,0.393,0.717,1.11,3.492,1.645,5.137,1.134,-0.277,0.857,1.461,0.479,1.94,1.093,0.872,1.965,0.606,0.31,0.916,0.851,0.176,1.027,3.493,-0.001,2.265,0.946,1.457,0.004,6.088,7.181,0.036,1.656,-0.011,0.536,0.778,0.486,-0.007,1.858,2.73,-0.02,5.149,-0.012,2.801,1.724,1.943,-0.003,7.946,9.911,0.016
959,Nash,2011,net_continuation_kappa,8.865,-0.004,8.861,56364,28252,28112,0.321,0.449,0.77,1.728,-0.062,1.666,1.96,0.097,2.057,1.057,0.03,1.087,2.578,-0.115,2.463,7.651,0.379,8.03,0.553,0.307,0.86,1.041,-0.228,0.813,-0.388,-0.455,-0.843,-0.579,-0.004,-0.583,1.618,-0.224,1.394,7.644,0.007,2.049,3.635,1.039,0.002,9.238,8.85,0.015,0.399,-0.02,0.387,-0.085,-0.228,0.0,0.478,0.023,-0.027,8.043,-0.013,2.436,3.55,0.811,0.002,9.716,8.873,-0.012
708,Garnett,2011,net_continuation_kappa,2.634,5.684,8.318,50548,25333,25215,0.233,0.135,0.368,1.033,1.082,2.115,1.341,1.156,2.497,-0.828,-0.04,-0.868,0.36,0.5,0.86,2.147,2.841,4.988,0.58,0.258,0.838,-0.219,1.028,0.809,0.126,1.547,1.673,-0.433,0.843,0.41,0.213,0.19,0.403,2.139,0.008,1.266,-0.468,-0.22,0.001,2.5,2.626,0.008,2.833,0.008,1.217,0.46,1.033,-0.005,4.119,5.666,0.018,4.972,0.016,2.483,-0.008,0.813,-0.004,6.619,8.292,0.026
1717,Nowitzki,2011,net_continuation_kappa,5.737,2.053,7.789,60462,30286,30176,-0.128,0.235,0.107,0.569,0.034,0.603,1.901,0.03,1.931,-0.276,0.043,-0.233,1.038,0.789,1.827,3.095,1.117,4.212,1.711,0.509,2.22,1.422,-0.379,1.043,-0.509,0.801,0.292,0.244,-0.307,-0.063,1.179,-0.076,1.103,3.104,-0.009,0.441,0.762,1.423,-0.001,6.237,5.728,0.009,1.131,-0.014,0.269,0.832,-0.383,0.004,1.261,2.062,-0.009,4.235,-0.023,0.71,1.594,1.04,0.003,7.498,7.79,-0.001
101108,Paul,2011,net_continuation_kappa,6.045,-0.151,5.895,51609,25853,25756,-0.602,0.391,-0.211,0.253,-0.265,-0.012,1.623,0.131,1.754,0.179,-0.23,-0.051,0.341,-0.984,-0.643,1.803,-0.952,0.851,1.285,0.152,1.437,2.814,0.534,3.348,0.137,0.132,0.269,1.833,0.162,1.995,0.98,0.364,1.344,1.794,0.009,-0.349,0.52,2.813,0.001,5.893,6.03,0.015,-0.957,0.005,0.126,-1.214,0.526,0.008,-0.271,-0.139,-0.012,0.837,0.014,-0.223,-0.694,3.339,0.009,5.622,5.891,0.004
977,Bryant,2011,net_continuation_kappa,6.13,-0.378,5.752,70056,35085,34971,-0.405,-0.232,-0.637,0.137,-0.121,0.016,1.859,-0.098,1.761,0.429,0.025,0.454,0.751,0.103,0.854,2.767,-0.331,2.436,1.334,-0.389,0.945,1.722,-0.226,1.496,0.303,0.583,0.886,0.562,0.005,0.567,1.159,-0.237,0.922,2.771,-0.004,-0.268,1.18,1.721,0.001,5.827,6.13,0.0,-0.323,-0.008,-0.353,0.128,-0.232,0.006,-0.938,-0.355,-0.023,2.448,-0.012,-0.621,1.308,1.489,0.007,4.889,5.775,-0.023
2548,Wade,2011,net_continuation_kappa,5.606,0.011,5.618,53099,26583,26516,1.284,-0.236,1.048,1.115,0.206,1.321,0.877,-0.286,0.591,-0.622,0.111,-0.511,0.539,0.165,0.704,3.208,-0.052,3.156,1.297,-0.541,0.756,0.505,0.444,0.949,0.606,0.174,0.78,-0.3,0.884,0.584,0.803,-0.442,0.361,3.193,0.015,2.399,-0.083,0.503,0.002,4.995,5.601,0.005,-0.04,-0.012,-0.03,0.276,0.442,0.002,-0.137,0.037,-0.026,3.153,0.003,2.369,0.193,0.945,0.004,4.858,5.638,-0.02
1938,Ginobili,2011,net_continuation_kappa,4.134,1.396,5.53,45205,22683,22522,0.353,-0.102,0.251,0.394,0.342,0.736,0.002,-0.338,-0.336,1.151,-0.035,1.116,-0.018,0.206,0.188,1.896,0.083,1.979,1.338,-0.187,1.151,0.651,1.037,1.688,0.262,0.474,0.736,-0.074,0.132,0.058,0.723,0.892,1.615,1.882,0.014,0.747,1.133,0.649,0.002,3.871,4.133,0.001,0.073,0.01,0.24,0.171,1.024,0.013,0.923,1.397,-0.001,1.955,0.024,0.987,1.304,1.673,0.015,4.794,5.53,0.0
1495,Duncan,2011,net_continuation_kappa,1.886,3.529,5.415,54434,27348,27086,-0.152,0.469,0.317,0.762,1.185,1.947,1.387,-0.123,1.264,-0.86,0.299,-0.561,0.365,0.109,0.474,1.497,1.952,3.449,0.054,1.125,1.179,0.125,-0.994,-0.869,0.242,1.443,1.685,-0.303,-0.419,-0.722,0.428,-0.58,-0.152,1.502,-0.005,0.61,-0.495,0.125,0.0,1.681,1.923,-0.037,1.939,0.013,1.654,0.408,-0.999,0.005,2.07,3.513,0.016,3.441,0.008,2.264,-0.087,-0.874,0.005,3.751,5.436,-0.021
1497,Billups,2011,net_continuation_kappa,5.072,-0.231,4.841,55148,27637,27511,-0.675,-0.353,-1.028,-0.693,0.419,-0.274,0.872,0.476,1.348,0.924,0.181,1.105,0.592,-0.066,0.526,1.024,0.668,1.692,2.243,-0.512,1.731,1.676,-0.174,1.502,0.14,-0.239,-0.099,0.779,-0.122,0.657,0.901,-0.041,0.86,1.02,0.004,-1.368,1.516,1.68,-0.004,4.939,5.079,-0.007,0.657,0.011,0.066,0.115,-0.163,-0.011,-0.029,-0.268,0.037,1.677,0.015,-1.302,1.631,1.517,-0.015,4.91,4.811,0.03
