player_id,player_name,Latest_Year,DECOMP_PRICING,off,def,net_rapm,possessions,off_poss,def_poss,oDECOMP_RIM_FREQ,dDECOMP_RIM_FREQ,nDECOMP_RIM_FREQ,oDECOMP_RIM_FG,dDECOMP_RIM_FG,nDECOMP_RIM_FG,oDECOMP_MID_FG,dDECOMP_MID_FG,nDECOMP_MID_FG,oDECOMP_THREE_FREQ,dDECOMP_THREE_FREQ,nDECOMP_THREE_FREQ,oDECOMP_THREE_FG,dDECOMP_THREE_FG,nDECOMP_THREE_FG,oDECOMP_EFG_PARENT,dDECOMP_EFG_PARENT,nDECOMP_EFG_PARENT,oDECOMP_FT,dDECOMP_FT,nDECOMP_FT,oDECOMP_TOV_VALUE,dDECOMP_TOV_VALUE,nDECOMP_TOV_VALUE,oDECOMP_SC,dDECOMP_SC,nDECOMP_SC,oDECOMP_BADPASS_TOV_VALUE,dDECOMP_BADPASS_TOV_VALUE,nDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_RIM,oDECOMP_THREE,oDECOMP_TOV_VALUE_split,oDECOMP_TOV_SPLIT_GAP,oFC,oDISPLAY_SUM,oRESID,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_RIM,dDECOMP_THREE,dDECOMP_TOV_VALUE_split,dDECOMP_TOV_SPLIT_GAP,dFC,dDISPLAY_SUM,dRESID,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_RIM,nDECOMP_THREE,nDECOMP_TOV_VALUE_split,nDECOMP_TOV_SPLIT_GAP,nFC,nDISPLAY_SUM,RESID
2544,James,2013,net_continuation_kappa,7.825,2.1,9.924,68173,34215,33958,0.674,-0.08,0.594,1.534,0.621,2.155,0.582,0.255,0.837,0.376,-0.047,0.329,1.18,0.453,1.633,4.338,1.2,5.538,1.416,-0.089,1.327,1.772,0.74,2.512,0.304,0.264,0.568,0.685,0.822,1.507,1.084,-0.076,1.008,4.346,-0.008,2.208,1.556,1.769,0.003,7.534,7.838,-0.013,1.202,-0.002,0.541,0.406,0.746,-0.006,1.853,2.117,-0.017,5.548,-0.01,2.749,1.962,2.515,-0.003,9.387,9.955,-0.031
1717,Nowitzki,2013,net_continuation_kappa,5.114,1.799,6.913,52667,26419,26248,-0.227,0.207,-0.02,0.387,0.104,0.491,2.67,-0.36,2.31,-0.466,-0.025,-0.491,1.117,0.543,1.66,3.491,0.478,3.969,1.298,0.555,1.853,1.133,-0.254,0.879,-0.809,1.025,0.216,0.042,-0.093,-0.051,1.095,-0.163,0.932,3.481,0.01,0.16,0.651,1.137,-0.004,5.912,5.103,0.011,0.469,0.009,0.311,0.518,-0.256,0.002,0.77,1.795,0.004,3.95,0.019,0.471,1.169,0.881,-0.002,6.682,6.898,0.015
2548,Wade,2013,net_continuation_kappa,5.817,0.596,6.414,59117,29606,29511,1.421,-0.126,1.295,1.285,0.468,1.753,0.759,-0.124,0.635,-0.481,-0.072,-0.553,-0.073,0.073,0.0,2.929,0.218,3.147,0.951,-0.228,0.723,1.323,0.435,1.758,0.585,0.176,0.761,0.113,0.868,0.981,1.212,-0.424,0.788,2.911,0.018,2.706,-0.554,1.325,-0.002,5.185,5.77,0.047,0.219,-0.001,0.342,0.001,0.444,-0.009,0.426,0.602,-0.006,3.13,0.017,3.048,-0.553,1.769,-0.011,5.611,6.372,0.042
101108,Paul,2013,net_continuation_kappa,5.225,0.817,6.042,48852,24462,24390,-0.714,0.454,-0.26,0.696,-0.301,0.395,1.543,-0.078,1.465,0.289,-0.186,0.103,0.306,-0.369,-0.063,2.11,-0.481,1.629,0.865,-0.465,0.4,2.323,1.07,3.393,-0.081,0.689,0.608,1.546,0.37,1.916,0.771,0.703,1.474,2.12,-0.01,-0.018,0.595,2.317,0.006,5.308,5.227,-0.002,-0.48,-0.001,0.153,-0.555,1.073,-0.003,0.125,0.814,0.003,1.64,-0.011,0.135,0.04,3.39,0.003,5.433,6.041,0.001
708,Garnett,2013,net_continuation_kappa,-0.57,6.245,5.675,44755,22430,22325,0.409,0.174,0.583,0.641,1.13,1.771,0.849,1.271,2.12,-0.741,-0.099,-0.84,-0.163,0.669,0.506,0.994,3.152,4.146,0.043,0.445,0.488,-0.653,1.329,0.676,-0.954,1.32,0.366,-0.547,0.731,0.184,-0.099,0.597,0.498,0.995,-0.001,1.05,-0.904,-0.646,-0.007,0.385,-0.569,-0.001,3.145,0.007,1.304,0.57,1.328,0.001,4.919,6.239,0.006,4.14,0.006,2.354,-0.334,0.682,-0.006,5.304,5.67,0.005
959,Nash,2013,net_continuation_kappa,5.567,0.059,5.627,46494,23304,23190,0.088,0.66,0.748,0.867,-0.349,0.518,2.154,-0.343,1.811,0.477,-0.06,0.417,1.184,0.278,1.462,4.772,0.187,4.959,0.565,0.384,0.949,0.56,-0.458,0.102,-0.322,-0.064,-0.386,-0.698,-0.361,-1.059,1.273,-0.101,1.172,4.77,0.002,0.955,1.661,0.575,-0.015,5.895,5.573,-0.006,0.186,0.001,0.311,0.218,-0.462,0.004,0.112,0.048,0.011,4.956,0.003,1.266,1.879,0.113,-0.011,6.007,5.621,0.006
101161,Johnson,2013,net_continuation_kappa,1.73,3.354,5.084,30970,15487,15483,0.018,0.38,0.398,0.408,1.258,1.666,0.893,0.357,1.25,-0.463,-0.055,-0.518,-0.648,0.602,-0.046,0.214,2.548,2.762,-0.249,-0.029,-0.278,0.522,0.314,0.836,1.264,0.526,1.79,0.311,-0.153,0.158,0.211,0.463,0.674,0.208,0.006,0.426,-1.111,0.522,0.0,0.481,1.745,-0.015,2.542,0.006,1.638,0.547,0.31,0.004,2.827,3.353,0.001,2.75,0.012,2.064,-0.564,0.832,0.004,3.308,5.098,-0.014
201144,Conley,2013,net_continuation_kappa,3.052,1.489,4.542,53262,26674,26588,0.663,0.108,0.771,-0.253,-0.089,-0.342,0.603,0.36,0.963,-0.263,0.009,-0.254,0.541,0.47,1.011,1.291,0.868,2.159,0.492,0.111,0.603,1.773,0.363,2.136,-0.476,0.147,-0.329,1.18,0.267,1.447,0.594,0.099,0.693,1.291,0.0,0.41,0.278,1.774,-0.001,3.556,3.08,-0.028,0.858,0.01,0.019,0.479,0.366,-0.003,1.332,1.479,0.01,2.149,0.01,0.429,0.757,2.14,-0.004,4.888,4.559,-0.017
201939,Curry,2013,net_continuation_kappa,3.511,0.817,4.328,38518,19273,19245,-0.244,0.373,0.129,0.308,-0.419,-0.111,1.133,0.411,1.544,0.446,-0.044,0.402,1.444,0.045,1.489,3.097,0.367,3.464,-0.087,-0.219,-0.306,0.28,0.894,1.174,0.211,-0.235,-0.024,-0.133,0.244,0.111,0.419,0.65,1.069,3.087,0.01,0.064,1.89,0.286,-0.006,3.28,3.491,0.02,0.366,0.001,-0.046,0.001,0.894,0.0,1.041,0.806,0.011,3.453,0.011,0.018,1.891,1.18,-0.006,4.321,4.297,0.031
2749,Nelson,2013,net_continuation_kappa,3.096,1.171,4.267,37578,18824,18754,0.296,0.1,0.396,0.268,0.031,0.299,0.238,0.244,0.482,0.644,0.027,0.671,0.457,0.257,0.714,1.899,0.651,2.55,-0.077,-0.159,-0.236,0.301,0.059,0.36,0.967,0.618,1.585,0.069,-0.019,0.05,0.225,0.076,0.301,1.903,-0.004,0.564,1.101,0.294,0.007,2.127,3.094,0.002,0.659,-0.008,0.131,0.284,0.057,0.002,0.559,1.177,-0.006,2.562,-0.012,0.695,1.385,0.351,0.009,2.686,4.271,-0.004
