player_id,player_name,Latest_Year,DECOMP_PRICING,off,def,net_rapm,possessions,off_poss,def_poss,oDECOMP_RIM_FREQ,dDECOMP_RIM_FREQ,nDECOMP_RIM_FREQ,oDECOMP_RIM_FG,dDECOMP_RIM_FG,nDECOMP_RIM_FG,oDECOMP_MID_FG,dDECOMP_MID_FG,nDECOMP_MID_FG,oDECOMP_THREE_FREQ,dDECOMP_THREE_FREQ,nDECOMP_THREE_FREQ,oDECOMP_THREE_FG,dDECOMP_THREE_FG,nDECOMP_THREE_FG,oDECOMP_EFG_PARENT,dDECOMP_EFG_PARENT,nDECOMP_EFG_PARENT,oDECOMP_FT,dDECOMP_FT,nDECOMP_FT,oDECOMP_TOV_VALUE,dDECOMP_TOV_VALUE,nDECOMP_TOV_VALUE,oDECOMP_SC,dDECOMP_SC,nDECOMP_SC,oDECOMP_BADPASS_TOV_VALUE,dDECOMP_BADPASS_TOV_VALUE,nDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_RIM,oDECOMP_THREE,oDECOMP_TOV_VALUE_split,oDECOMP_TOV_SPLIT_GAP,oFC,oDISPLAY_SUM,oRESID,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_RIM,dDECOMP_THREE,dDECOMP_TOV_VALUE_split,dDECOMP_TOV_SPLIT_GAP,dFC,dDISPLAY_SUM,dRESID,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_RIM,nDECOMP_THREE,nDECOMP_TOV_VALUE_split,nDECOMP_TOV_SPLIT_GAP,nFC,nDISPLAY_SUM,RESID
708,Garnett,2006,net_continuation_kappa,5.478,3.36,8.838,63261,31748,31513,-0.206,0.372,0.166,0.923,1.03,1.953,3.28,0.457,3.737,-0.738,-0.098,-0.836,0.057,0.032,0.089,3.322,1.792,5.114,0.541,0.396,0.937,0.856,-0.26,0.596,0.743,1.435,2.178,0.328,0.131,0.459,0.532,-0.39,0.142,3.316,0.006,0.717,-0.681,0.86,-0.004,4.713,5.456,0.022,1.793,-0.001,1.402,-0.066,-0.259,-0.001,1.929,3.364,-0.004,5.109,0.005,2.119,-0.747,0.601,-0.005,6.642,8.82,0.018
1495,Duncan,2006,net_continuation_kappa,2.921,4.868,7.789,63100,31688,31412,0.025,0.247,0.272,0.739,1.25,1.989,1.172,0.819,1.991,-0.282,0.244,-0.038,-0.363,0.373,0.01,1.29,2.937,4.227,0.056,0.785,0.841,0.003,-0.696,-0.693,1.568,1.83,3.398,-0.308,-0.385,-0.693,0.302,-0.307,-0.005,1.291,-0.001,0.764,-0.645,-0.006,0.009,1.35,2.918,0.003,2.933,0.004,1.497,0.617,-0.692,-0.004,3.022,4.852,0.016,4.224,0.003,2.261,-0.028,-0.698,0.005,4.372,7.77,0.019
1905,Kirilenko,2006,net_continuation_kappa,4.536,2.4,6.936,42326,21189,21137,0.88,-0.156,0.724,0.554,1.62,2.174,0.006,0.061,0.067,-0.128,0.093,-0.035,-0.023,0.099,0.076,1.285,1.72,3.005,1.502,-0.741,0.761,-0.022,1.217,1.195,1.731,0.213,1.944,-0.389,0.181,-0.208,0.375,1.028,1.403,1.289,-0.004,1.434,-0.151,-0.014,-0.008,2.769,4.5,0.036,1.717,0.003,1.464,0.192,1.209,0.008,2.193,2.406,-0.006,3.006,-0.001,2.898,0.041,1.195,0.0,4.962,6.906,0.03
1717,Nowitzki,2006,net_continuation_kappa,5.796,0.813,6.609,68240,34180,34060,-0.226,-0.169,-0.395,0.118,0.406,0.524,1.93,0.027,1.957,-0.05,-0.097,-0.147,0.373,-0.088,0.285,2.141,0.07,2.211,1.675,0.066,1.741,1.442,-0.092,1.35,0.538,0.772,1.31,0.227,0.074,0.301,1.21,-0.171,1.039,2.145,-0.004,-0.108,0.323,1.437,0.005,5.262,5.8,-0.004,0.079,-0.009,0.237,-0.185,-0.097,0.005,0.053,0.825,-0.012,2.224,-0.013,0.129,0.138,1.34,0.01,5.315,6.625,-0.016
1938,Ginobili,2006,net_continuation_kappa,4.358,2.179,6.536,36713,18404,18309,0.798,-0.218,0.58,-0.053,0.172,0.119,-0.053,0.177,0.124,0.466,0.0,0.466,0.354,0.417,0.771,1.511,0.551,2.062,1.139,0.076,1.215,0.455,1.455,1.91,1.227,0.099,1.326,0.402,0.733,1.135,0.061,0.72,0.781,1.512,-0.001,0.745,0.82,0.463,-0.008,3.106,4.333,0.025,0.548,0.003,-0.046,0.417,1.453,0.002,2.079,2.178,0.001,2.06,0.002,0.699,1.237,1.916,-0.006,5.185,6.511,0.025
1884,Davis,2006,net_continuation_kappa,5.18,1.166,6.346,45910,22794,23116,0.95,-0.203,0.747,0.585,1.09,1.675,-0.077,0.446,0.369,1.416,-0.033,1.383,0.225,0.356,0.581,3.08,1.662,4.742,0.37,-0.527,-0.157,1.913,0.918,2.831,-0.196,-0.889,-1.085,0.447,0.07,0.517,1.45,0.842,2.292,3.099,-0.019,1.535,1.641,1.897,0.016,5.382,5.186,-0.006,1.656,0.006,0.887,0.323,0.912,0.006,2.047,1.158,0.008,4.755,-0.013,2.422,1.964,2.809,0.022,7.429,6.344,0.002
1718,Pierce,2006,net_continuation_kappa,4.742,1.258,6.0,65813,32941,32872,0.396,0.284,0.68,0.287,0.197,0.484,1.028,-0.405,0.623,0.917,-0.33,0.587,0.859,-0.354,0.505,3.476,-0.606,2.87,1.704,-0.192,1.512,0.797,1.013,1.81,-1.232,1.055,-0.177,0.293,0.46,0.753,0.507,0.538,1.045,3.487,-0.011,0.683,1.776,0.8,-0.003,5.988,4.756,-0.014,-0.608,0.002,0.481,-0.684,0.998,0.015,0.213,1.268,-0.01,2.879,-0.009,1.164,1.092,1.798,0.012,6.201,6.024,-0.024
467,Kidd,2006,net_continuation_kappa,4.32,1.64,5.96,63596,31921,31675,0.349,0.102,0.451,-0.097,0.301,0.204,-0.036,0.193,0.157,0.597,-0.186,0.411,0.382,-0.377,0.005,1.175,0.039,1.214,0.983,-0.179,0.804,1.609,1.118,2.727,0.578,0.663,1.241,0.078,0.668,0.746,1.527,0.452,1.979,1.195,-0.02,0.252,0.979,1.605,0.004,3.787,4.365,-0.045,0.033,0.006,0.403,-0.563,1.12,-0.002,0.972,1.635,0.005,1.228,-0.014,0.655,0.416,2.725,0.002,4.759,6.0,-0.04
406,O'Neal,2006,net_continuation_kappa,4.058,1.829,5.886,56884,28569,28315,1.71,1.257,2.967,2.255,0.017,2.272,1.12,0.296,1.416,-0.605,0.085,-0.52,1.072,-0.372,0.7,5.538,1.287,6.825,-1.42,0.646,-0.774,-0.966,-1.738,-2.704,0.919,1.639,2.558,-0.891,-0.805,-1.696,-0.083,-0.936,-1.019,5.552,-0.014,3.965,0.467,-0.974,0.008,3.166,4.085,-0.027,1.283,0.004,1.274,-0.287,-1.741,0.003,0.191,1.83,-0.001,6.835,-0.01,5.239,0.18,-2.715,0.011,3.357,5.915,-0.029
739,Wallace,2006,net_continuation_kappa,2.806,2.872,5.678,58017,29055,28962,-0.022,0.149,0.127,0.684,0.561,1.245,2.16,0.233,2.393,0.393,-0.031,0.362,-0.139,0.276,0.137,3.077,1.195,4.272,-0.787,0.673,-0.114,-0.058,0.177,0.119,0.592,0.817,1.409,-0.964,-0.238,-1.202,0.901,0.425,1.326,3.076,0.001,0.662,0.254,-0.063,0.005,2.231,2.823,-0.017,1.188,0.007,0.71,0.245,0.187,-0.01,2.038,2.855,0.017,4.264,0.008,1.372,0.499,0.124,-0.005,4.269,5.678,-0.0
