player_id,player_name,Latest_Year,DECOMP_PRICING,off,def,net_rapm,possessions,off_poss,def_poss,oDECOMP_RIM_FREQ,dDECOMP_RIM_FREQ,nDECOMP_RIM_FREQ,oDECOMP_RIM_FG,dDECOMP_RIM_FG,nDECOMP_RIM_FG,oDECOMP_MID_FG,dDECOMP_MID_FG,nDECOMP_MID_FG,oDECOMP_THREE_FREQ,dDECOMP_THREE_FREQ,nDECOMP_THREE_FREQ,oDECOMP_THREE_FG,dDECOMP_THREE_FG,nDECOMP_THREE_FG,oDECOMP_EFG_PARENT,dDECOMP_EFG_PARENT,nDECOMP_EFG_PARENT,oDECOMP_FT,dDECOMP_FT,nDECOMP_FT,oDECOMP_TOV_VALUE,dDECOMP_TOV_VALUE,nDECOMP_TOV_VALUE,oDECOMP_SC,dDECOMP_SC,nDECOMP_SC,oDECOMP_BADPASS_TOV_VALUE,dDECOMP_BADPASS_TOV_VALUE,nDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_RIM,oDECOMP_THREE,oDECOMP_TOV_VALUE_split,oDECOMP_TOV_SPLIT_GAP,oFC,oDISPLAY_SUM,oRESID,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_RIM,dDECOMP_THREE,dDECOMP_TOV_VALUE_split,dDECOMP_TOV_SPLIT_GAP,dFC,dDISPLAY_SUM,dRESID,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_RIM,nDECOMP_THREE,nDECOMP_TOV_VALUE_split,nDECOMP_TOV_SPLIT_GAP,nFC,nDISPLAY_SUM,RESID
2544,James,2010,net_continuation_kappa,7.867,2.222,10.089,69449,34832,34617,0.54,0.029,0.569,1.721,0.388,2.109,0.048,0.054,0.102,0.752,0.086,0.838,0.585,0.833,1.418,3.661,1.39,5.051,0.984,-0.328,0.656,1.851,0.372,2.223,1.372,0.787,2.159,0.495,0.291,0.786,1.36,0.085,1.445,3.646,0.015,2.261,1.337,1.855,-0.004,6.481,7.853,0.014,1.39,-0.0,0.417,0.919,0.376,-0.004,1.434,2.221,0.001,5.036,0.015,2.678,2.256,2.231,-0.008,7.915,10.074,0.015
2548,Wade,2010,net_continuation_kappa,7.584,0.919,8.503,54077,27067,27010,0.91,-0.172,0.738,1.589,0.124,1.713,0.794,-0.017,0.777,-0.421,0.22,-0.201,0.975,0.314,1.289,3.859,0.464,4.323,1.408,-0.682,0.726,0.928,0.872,1.8,1.364,0.269,1.633,0.088,0.719,0.807,0.833,0.156,0.989,3.847,0.012,2.499,0.554,0.921,0.007,6.183,7.547,0.037,0.469,-0.005,-0.048,0.534,0.875,-0.003,0.659,0.928,-0.009,4.316,0.007,2.451,1.088,1.796,0.004,6.842,8.475,0.028
708,Garnett,2010,net_continuation_kappa,2.987,5.448,8.435,51738,25929,25809,0.13,0.227,0.357,0.838,1.26,2.098,1.838,1.049,2.887,-0.976,0.019,-0.957,0.377,0.507,0.884,2.21,3.052,5.262,0.727,0.204,0.931,-0.109,0.63,0.521,0.148,1.556,1.704,-0.399,0.548,0.149,0.292,0.093,0.385,2.207,0.003,0.968,-0.599,-0.107,-0.002,2.825,2.973,0.014,3.062,-0.01,1.487,0.526,0.641,-0.011,3.896,5.452,-0.004,5.269,-0.007,2.455,-0.073,0.534,-0.013,6.721,8.425,0.01
959,Nash,2010,net_continuation_kappa,8.694,-0.994,7.701,60804,30452,30352,0.247,0.219,0.466,1.817,-0.121,1.696,1.899,0.21,2.109,1.024,-0.012,1.012,2.733,-0.686,2.047,7.727,-0.392,7.335,0.59,0.28,0.87,1.277,-0.189,1.088,-0.904,-0.703,-1.607,-0.321,0.002,-0.319,1.589,-0.195,1.394,7.72,0.007,2.064,3.757,1.268,0.009,9.587,8.683,0.011,-0.39,-0.002,0.098,-0.698,-0.193,0.004,-0.299,-1.002,0.008,7.33,0.005,2.162,3.059,1.075,0.013,9.288,7.681,0.02
977,Bryant,2010,net_continuation_kappa,7.596,-0.272,7.325,72012,36064,35948,-0.329,-0.246,-0.575,0.155,-0.137,0.018,2.004,0.056,2.06,0.452,0.106,0.558,1.256,0.262,1.518,3.541,0.035,3.576,1.391,-0.494,0.897,2.029,-0.224,1.805,0.629,0.428,1.057,0.655,0.129,0.784,1.381,-0.359,1.022,3.538,0.003,-0.174,1.708,2.036,-0.007,6.958,7.587,0.009,0.041,-0.006,-0.383,0.368,-0.23,0.006,-0.677,-0.249,-0.023,3.579,-0.003,-0.557,2.076,1.806,-0.001,6.281,7.338,-0.013
1497,Billups,2010,net_continuation_kappa,5.741,0.05,5.792,58880,29531,29349,-0.675,-0.355,-1.03,-0.649,0.363,-0.286,0.532,-0.097,0.435,0.874,0.201,1.075,0.613,0.084,0.697,0.684,0.214,0.898,2.234,-0.508,1.726,1.905,-0.026,1.879,0.919,0.376,1.295,0.78,-0.004,0.776,1.129,-0.021,1.108,0.695,-0.011,-1.324,1.487,1.909,-0.004,4.834,5.753,-0.012,0.196,0.018,0.008,0.285,-0.025,-0.001,-0.338,0.038,0.012,0.891,0.007,-1.316,1.772,1.884,-0.005,4.496,5.791,0.001
1717,Nowitzki,2010,net_continuation_kappa,4.752,1.019,5.771,62972,31533,31439,-0.199,0.16,-0.039,0.222,-0.195,0.027,1.223,-0.105,1.118,-0.357,-0.021,-0.378,0.838,0.222,1.06,1.728,0.051,1.779,1.758,0.598,2.356,1.614,-0.397,1.217,-0.368,0.764,0.396,0.25,-0.172,0.078,1.358,-0.222,1.136,1.727,0.001,0.023,0.481,1.608,0.006,5.099,4.731,0.021,0.061,-0.01,-0.035,0.201,-0.394,-0.003,0.262,1.026,-0.007,1.788,-0.009,-0.012,0.682,1.214,0.003,5.361,5.757,0.014
1938,Ginobili,2010,net_continuation_kappa,4.24,1.325,5.565,43423,21796,21627,0.357,-0.107,0.25,0.377,0.271,0.648,-0.071,-0.563,-0.634,1.062,0.001,1.063,-0.112,0.343,0.231,1.627,-0.055,1.572,1.591,-0.205,1.386,0.596,1.144,1.74,0.414,0.452,0.866,0.036,0.176,0.212,0.551,0.958,1.509,1.613,0.014,0.734,0.95,0.587,0.009,3.8,4.214,0.026,-0.055,-0.0,0.164,0.344,1.134,0.01,0.884,1.336,-0.011,1.558,0.014,0.898,1.294,1.721,0.019,4.684,5.55,0.015
1495,Duncan,2010,net_continuation_kappa,2.185,3.366,5.551,57192,28755,28437,-0.066,0.43,0.364,0.744,0.994,1.738,1.207,-0.049,1.158,-0.834,0.249,-0.585,0.146,0.168,0.314,1.18,1.791,2.971,-0.087,1.217,1.13,0.368,-1.024,-0.656,0.716,1.376,2.092,-0.119,-0.54,-0.659,0.487,-0.48,0.007,1.197,-0.017,0.678,-0.688,0.368,0.0,1.478,2.194,-0.009,1.792,-0.001,1.424,0.417,-1.02,-0.004,1.985,3.361,0.005,2.989,-0.018,2.102,-0.271,-0.652,-0.004,3.463,5.555,-0.004
1713,Carter,2010,net_continuation_kappa,3.688,1.312,4.999,59207,29635,29572,0.029,0.051,0.08,0.115,0.548,0.663,0.586,0.264,0.85,0.837,-0.208,0.629,0.555,0.212,0.767,2.145,0.882,3.027,0.489,-0.334,0.155,1.284,-0.45,0.834,-0.238,1.212,0.974,0.512,-0.251,0.261,0.766,-0.202,0.564,2.122,0.023,0.144,1.392,1.278,0.006,3.895,3.657,0.031,0.867,0.015,0.599,0.004,-0.453,0.003,0.083,1.295,0.017,2.989,0.038,0.743,1.396,0.825,0.009,3.978,4.952,0.047
