player_id,player_name,Latest_Year,DECOMP_PRICING,off,def,net_rapm,possessions,off_poss,def_poss,oDECOMP_RIM_FREQ,dDECOMP_RIM_FREQ,nDECOMP_RIM_FREQ,oDECOMP_RIM_FG,dDECOMP_RIM_FG,nDECOMP_RIM_FG,oDECOMP_MID_FG,dDECOMP_MID_FG,nDECOMP_MID_FG,oDECOMP_THREE_FREQ,dDECOMP_THREE_FREQ,nDECOMP_THREE_FREQ,oDECOMP_THREE_FG,dDECOMP_THREE_FG,nDECOMP_THREE_FG,oDECOMP_EFG_PARENT,dDECOMP_EFG_PARENT,nDECOMP_EFG_PARENT,oDECOMP_FT,dDECOMP_FT,nDECOMP_FT,oDECOMP_TOV_VALUE,dDECOMP_TOV_VALUE,nDECOMP_TOV_VALUE,oDECOMP_SC,dDECOMP_SC,nDECOMP_SC,oDECOMP_BADPASS_TOV_VALUE,dDECOMP_BADPASS_TOV_VALUE,nDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_RIM,oDECOMP_THREE,oDECOMP_TOV_VALUE_split,oDECOMP_TOV_SPLIT_GAP,oFC,oDISPLAY_SUM,oRESID,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_RIM,dDECOMP_THREE,dDECOMP_TOV_VALUE_split,dDECOMP_TOV_SPLIT_GAP,dFC,dDISPLAY_SUM,dRESID,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_RIM,nDECOMP_THREE,nDECOMP_TOV_VALUE_split,nDECOMP_TOV_SPLIT_GAP,nFC,nDISPLAY_SUM,RESID
2544,James,2017,net_continuation_kappa,8.218,2.188,10.406,68331,34214,34117,1.096,-0.06,1.036,2.313,0.395,2.708,0.791,0.143,0.934,0.714,-0.048,0.666,1.379,0.206,1.585,6.285,0.642,6.927,0.456,0.226,0.682,0.7,0.703,1.403,0.782,0.633,1.415,-0.005,0.711,0.706,0.704,-0.01,0.694,6.293,-0.008,3.409,2.093,0.699,0.001,7.449,8.231,-0.013,0.636,0.006,0.335,0.158,0.701,0.002,1.565,2.198,-0.01,6.929,-0.002,3.744,2.251,1.4,0.003,9.014,10.429,-0.023
201939,Curry,2017,net_continuation_kappa,9.06,0.08,9.14,67807,33931,33876,0.914,0.067,0.981,0.954,-0.271,0.683,0.402,0.19,0.592,1.096,0.081,1.177,3.188,-0.211,2.977,6.546,-0.149,6.397,0.778,-0.351,0.427,0.477,0.349,0.826,1.251,0.218,1.469,-0.406,0.111,-0.295,0.891,0.238,1.129,6.554,-0.008,1.868,4.284,0.485,-0.008,7.809,9.06,0.0,-0.144,-0.005,-0.204,-0.13,0.349,0.0,-0.146,0.072,0.008,6.41,-0.013,1.664,4.154,0.834,-0.008,7.663,9.132,0.008
101108,Paul,2017,net_continuation_kappa,6.444,2.685,9.129,51791,25954,25837,-0.467,0.224,-0.243,0.785,0.094,0.879,1.896,0.801,2.697,0.477,0.138,0.615,0.686,0.076,0.762,3.386,1.33,4.716,0.933,-0.565,0.368,2.183,1.026,3.209,-0.071,0.872,0.801,1.2,0.359,1.559,0.981,0.671,1.652,3.377,0.009,0.318,1.163,2.181,0.002,6.493,6.422,0.022,1.333,-0.003,0.318,0.214,1.03,-0.004,1.794,2.666,0.019,4.71,0.006,0.636,1.377,3.211,-0.002,8.287,9.088,0.041
201566,Westbrook,2017,net_continuation_kappa,7.29,0.098,7.387,55563,27832,27731,1.452,-0.404,1.048,0.928,0.291,1.219,0.867,-0.069,0.798,-0.136,0.183,0.047,0.17,-0.06,0.11,3.291,-0.059,3.232,1.994,-0.131,1.863,1.131,0.458,1.589,0.863,-0.179,0.684,0.194,0.293,0.487,0.935,0.169,1.104,3.281,0.01,2.38,0.034,1.129,0.002,6.406,7.269,0.021,-0.059,0.0,-0.113,0.123,0.462,-0.004,0.268,0.089,0.009,3.222,0.01,2.267,0.157,1.591,-0.002,6.674,7.358,0.029
203110,Green,2017,net_continuation_kappa,1.993,4.424,6.417,54114,27013,27101,0.112,0.446,0.558,0.557,0.576,1.133,-0.466,0.732,0.266,0.831,-0.141,0.69,0.501,0.876,1.377,1.519,2.485,4.004,0.243,0.032,0.275,0.031,1.319,1.35,0.186,0.584,0.77,-0.355,0.883,0.528,0.394,0.438,0.832,1.535,-0.016,0.669,1.332,0.039,-0.008,1.809,1.995,-0.002,2.489,-0.004,1.022,0.735,1.321,-0.002,3.84,4.424,0.0,4.024,-0.02,1.691,2.067,1.36,-0.01,5.649,6.419,-0.002
200768,Lowry,2017,net_continuation_kappa,3.783,2.468,6.251,53545,26790,26755,0.446,0.314,0.76,0.177,0.076,0.253,-0.123,0.871,0.748,0.529,-0.035,0.494,0.707,-0.069,0.638,1.736,1.164,2.9,0.999,-0.317,0.682,0.372,1.36,1.732,0.662,0.263,0.925,0.575,0.05,0.625,-0.194,1.308,1.114,1.736,0.0,0.623,1.236,0.381,-0.009,3.107,3.769,0.014,1.157,0.007,0.39,-0.104,1.358,0.002,2.2,2.463,0.005,2.893,0.007,1.013,1.132,1.739,-0.007,5.307,6.232,0.019
202695,Leonard,2017,net_continuation_kappa,3.351,2.602,5.953,50722,25418,25304,-0.389,-0.03,-0.419,0.485,-0.028,0.457,0.652,0.419,1.071,-0.428,0.029,-0.399,0.988,-0.189,0.799,1.32,0.197,1.517,0.781,0.165,0.946,1.233,0.839,2.072,0.029,1.396,1.425,0.662,0.41,1.072,0.564,0.423,0.987,1.308,0.012,0.096,0.56,1.226,0.007,3.322,3.351,0.0,0.201,-0.004,-0.058,-0.16,0.833,0.006,1.205,2.601,0.001,1.509,0.008,0.038,0.4,2.059,0.013,4.527,5.952,0.001
203999,Jokić,2017,net_continuation_kappa,3.772,2.025,5.797,15142,7569,7573,0.142,0.327,0.469,0.363,0.21,0.573,1.45,-0.33,1.12,-0.093,0.021,-0.072,0.309,-0.013,0.296,2.163,0.211,2.374,-0.052,0.524,0.472,0.338,-0.42,-0.082,1.312,1.715,3.027,-0.094,-0.094,-0.188,0.439,-0.327,0.112,2.171,-0.008,0.505,0.216,0.345,-0.007,2.457,3.769,0.003,0.215,-0.004,0.537,0.008,-0.421,0.001,0.319,2.034,-0.009,2.386,-0.012,1.042,0.224,-0.076,-0.006,2.776,5.803,-0.006
201935,Harden,2017,net_continuation_kappa,7.125,-1.413,5.713,66589,33344,33245,1.13,-0.024,1.106,0.502,-0.519,-0.017,0.743,-0.311,0.432,0.8,-0.194,0.606,0.567,-0.05,0.517,3.727,-1.099,2.628,2.766,-0.202,2.564,0.217,0.177,0.394,0.429,-0.3,0.129,0.067,0.072,0.139,0.162,0.101,0.263,3.742,-0.015,1.632,1.367,0.229,-0.012,6.725,7.154,-0.029,-1.098,-0.001,-0.543,-0.244,0.173,0.004,-1.123,-1.423,0.01,2.644,-0.016,1.089,1.123,0.402,-0.008,5.602,5.731,-0.018
201142,Durant,2017,net_continuation_kappa,4.974,0.723,5.697,57279,28709,28570,0.164,-0.043,0.121,1.25,0.594,1.844,0.943,0.25,1.193,0.141,-0.189,-0.048,0.271,0.818,1.089,2.771,1.43,4.201,1.94,-0.066,1.874,-0.217,-0.701,-0.918,0.483,0.067,0.55,-0.244,-0.236,-0.48,0.02,-0.467,-0.447,2.769,0.002,1.414,0.412,-0.224,0.007,4.492,4.975,-0.001,1.43,0.0,0.551,0.629,-0.703,0.002,0.663,0.73,-0.007,4.199,0.002,1.965,1.041,-0.927,0.009,5.155,5.705,-0.008
202331,George,2017,net_continuation_kappa,3.277,2.111,5.388,51655,25842,25813,-0.108,0.039,-0.069,0.136,0.403,0.539,0.357,0.315,0.672,0.385,-0.155,0.23,1.223,-0.027,1.196,2.006,0.574,2.58,1.268,0.061,1.329,-0.276,0.975,0.699,0.297,0.517,0.814,-0.483,0.542,0.059,0.209,0.435,0.644,1.993,0.013,0.028,1.608,-0.274,-0.002,2.985,3.282,-0.005,0.575,-0.001,0.442,-0.182,0.977,-0.002,1.611,2.128,-0.017,2.568,0.012,0.47,1.426,0.703,-0.004,4.596,5.41,-0.022
1938,Ginobili,2017,net_continuation_kappa,3.631,1.634,5.265,34327,17216,17111,1.153,0.295,1.448,0.238,0.105,0.343,-0.465,-0.113,-0.578,0.701,0.025,0.726,1.216,0.776,1.992,2.844,1.086,3.93,1.103,-0.237,0.866,-0.61,1.494,0.884,0.301,-0.712,-0.411,-1.02,0.22,-0.8,0.41,1.271,1.681,2.843,0.001,1.391,1.917,-0.61,0.0,3.336,3.637,-0.006,1.088,-0.002,0.4,0.801,1.491,0.003,2.345,1.633,0.001,3.931,-0.001,1.791,2.718,0.881,0.003,5.681,5.27,-0.005
201144,Conley,2017,net_continuation_kappa,3.512,1.542,5.054,47769,23912,23857,0.612,0.096,0.708,-0.3,0.297,-0.003,0.164,0.009,0.173,0.04,-0.143,-0.103,0.587,0.365,0.952,1.079,0.616,1.695,0.518,0.161,0.679,2.052,0.58,2.632,-0.139,0.179,0.04,0.889,0.365,1.254,1.157,0.217,1.374,1.103,-0.024,0.312,0.627,2.046,0.006,3.673,3.534,-0.022,0.624,-0.008,0.393,0.222,0.582,-0.002,1.365,1.544,-0.002,1.727,-0.032,0.705,0.849,2.628,0.004,5.038,5.078,-0.024
201937,Rubio,2017,net_continuation_kappa,2.429,2.213,4.642,38969,19510,19459,0.73,-0.109,0.621,0.084,0.108,0.192,0.167,-0.091,0.076,-0.423,-0.031,-0.454,-0.139,-0.087,-0.226,0.399,-0.218,0.181,1.255,-0.04,1.215,1.065,2.253,3.318,-0.287,0.21,-0.077,0.092,0.851,0.943,0.967,1.41,2.377,0.419,-0.02,0.814,-0.562,1.059,0.006,2.739,2.452,-0.023,-0.21,-0.008,-0.001,-0.118,2.261,-0.008,2.003,2.213,0.0,0.209,-0.028,0.813,-0.68,3.32,-0.002,4.742,4.665,-0.023
202322,Wall,2017,net_continuation_kappa,3.957,0.515,4.472,56609,28325,28284,0.667,0.017,0.684,0.298,0.331,0.629,0.439,-0.521,-0.082,-0.127,-0.016,-0.143,1.171,0.149,1.32,2.441,-0.044,2.397,0.961,-0.147,0.814,1.217,1.169,2.386,-0.672,-0.463,-1.135,0.541,0.025,0.566,0.685,1.152,1.837,2.448,-0.007,0.965,1.044,1.226,-0.009,4.626,3.954,0.003,-0.04,-0.004,0.348,0.133,1.177,-0.008,0.982,0.519,-0.004,2.408,-0.011,1.313,1.177,2.403,-0.017,5.608,4.473,-0.001
202335,Patterson,2017,net_continuation_kappa,4.093,0.196,4.289,38976,19534,19442,-0.407,0.142,-0.265,0.636,0.148,0.784,1.113,-0.709,0.404,0.606,-0.142,0.464,0.208,0.603,0.811,2.142,0.033,2.175,0.055,0.052,0.107,0.988,0.372,1.36,0.915,-0.235,0.68,0.566,0.354,0.92,0.421,0.015,0.436,2.156,-0.014,0.229,0.814,0.987,0.001,3.199,4.114,-0.021,0.042,-0.009,0.29,0.461,0.369,0.003,0.466,0.231,-0.035,2.198,-0.023,0.519,1.275,1.356,0.004,3.665,4.345,-0.056
202710,Butler III,2017,net_continuation_kappa,2.697,1.567,4.263,53049,26500,26549,0.059,-0.286,-0.227,-0.669,0.63,-0.039,0.053,-0.133,-0.08,-0.221,0.206,-0.015,0.094,0.312,0.406,-0.703,0.726,0.023,1.257,-0.005,1.252,1.537,0.621,2.158,0.59,0.213,0.803,0.897,0.676,1.573,0.654,-0.053,0.601,-0.684,-0.019,-0.61,-0.127,1.551,-0.014,2.11,2.7,-0.003,0.729,-0.003,0.344,0.518,0.623,-0.002,1.345,1.558,0.009,0.045,-0.022,-0.266,0.391,2.174,-0.016,3.455,4.258,0.005
203081,Lillard,2017,net_continuation_kappa,5.303,-1.269,4.033,61286,30684,30602,0.856,-0.004,0.852,-0.447,-0.152,-0.599,0.26,-0.53,-0.27,1.052,0.441,1.493,0.691,-0.011,0.68,2.394,-0.253,2.141,1.201,-0.228,0.973,1.475,-0.881,0.594,0.229,0.073,0.302,0.516,-0.553,-0.037,0.961,-0.325,0.636,2.412,-0.018,0.409,1.743,1.477,-0.002,5.088,5.317,-0.014,-0.256,0.003,-0.156,0.43,-0.878,-0.003,-1.365,-1.292,0.023,2.156,-0.015,0.253,2.173,0.599,-0.005,3.723,4.025,0.008
201588,Hill,2017,net_continuation_kappa,2.248,1.669,3.917,46469,23254,23215,-0.169,0.065,-0.104,0.621,0.371,0.992,0.252,0.202,0.454,0.192,0.202,0.394,0.299,0.447,0.746,1.199,1.29,2.489,0.382,0.148,0.53,1.183,-0.271,0.912,-0.5,0.522,0.022,0.604,-0.076,0.528,0.576,-0.19,0.386,1.195,0.004,0.452,0.491,1.18,0.003,2.76,2.26,-0.012,1.287,0.003,0.436,0.649,-0.266,-0.005,1.164,1.686,-0.017,2.482,0.007,0.888,1.14,0.914,-0.002,3.924,3.946,-0.029
203468,McCollum,2017,net_continuation_kappa,2.304,1.412,3.716,30998,15504,15494,-0.542,0.637,0.095,-0.302,1.064,0.762,0.485,-0.296,0.189,0.465,0.205,0.67,0.59,-0.176,0.414,0.698,1.426,2.124,-0.234,-0.246,-0.48,1.279,-0.456,0.823,0.527,0.681,1.208,1.009,-0.657,0.352,0.286,0.195,0.481,0.696,0.002,-0.844,1.055,1.295,-0.016,1.741,2.268,0.036,1.434,-0.008,1.701,0.029,-0.462,0.006,0.732,1.413,-0.001,2.13,-0.006,0.857,1.084,0.833,-0.01,2.473,3.681,0.035
200794,Millsap,2017,net_continuation_kappa,2.057,1.447,3.504,53656,26908,26748,0.784,-0.214,0.57,-0.46,0.738,0.278,0.297,-0.158,0.139,-0.064,-0.164,-0.228,0.855,-0.147,0.708,1.42,0.054,1.474,0.506,0.266,0.772,0.219,1.187,1.406,-0.068,-0.059,-0.127,-0.098,0.188,0.09,0.319,1.001,1.32,1.412,0.008,0.324,0.791,0.221,-0.002,2.137,2.069,-0.012,0.055,-0.001,0.524,-0.311,1.189,-0.002,1.508,1.449,-0.002,1.467,0.007,0.848,0.48,1.41,-0.004,3.645,3.518,-0.014
203114,Middleton,2017,net_continuation_kappa,2.536,0.89,3.425,36686,18353,18333,-0.079,-0.049,-0.128,-0.197,-0.083,-0.28,1.361,-0.015,1.346,-0.098,-0.189,-0.287,0.795,0.246,1.041,1.778,-0.096,1.682,0.069,-0.101,-0.032,0.635,1.091,1.726,0.033,-0.004,0.029,0.238,0.712,0.95,0.409,0.379,0.788,1.782,-0.004,-0.276,0.697,0.647,-0.012,2.486,2.519,0.017,-0.09,-0.006,-0.132,0.057,1.091,0.0,0.9,0.896,-0.006,1.692,-0.01,-0.408,0.754,1.738,-0.012,3.386,3.415,0.01
201568,Gallinari,2017,net_continuation_kappa,2.02,1.337,3.357,30614,15307,15307,0.352,0.042,0.394,-0.217,-0.053,-0.27,-0.616,0.1,-0.516,-0.012,0.051,0.039,0.747,0.225,0.972,0.252,0.367,0.619,1.386,0.185,1.571,0.469,0.276,0.745,-0.07,0.502,0.432,0.376,0.236,0.612,0.083,0.045,0.128,0.254,-0.002,0.135,0.735,0.459,0.01,2.109,2.039,-0.019,0.365,0.002,-0.011,0.276,0.281,-0.005,0.826,1.328,0.009,0.619,0.0,0.124,1.011,0.74,0.005,2.935,3.367,-0.01
201980,Green,2017,net_continuation_kappa,0.842,2.477,3.318,46765,23415,23350,-0.349,0.024,-0.325,-0.662,0.782,0.12,0.238,0.256,0.494,0.449,-0.045,0.404,0.734,0.764,1.498,0.414,1.778,2.192,-0.05,0.653,0.603,0.641,0.019,0.66,-0.163,0.021,-0.142,0.02,-0.035,-0.015,0.62,0.053,0.673,0.41,0.004,-1.011,1.183,0.64,0.001,1.001,0.838,0.004,1.781,-0.003,0.806,0.719,0.018,0.001,2.453,2.474,0.003,2.191,0.001,-0.205,1.902,0.658,0.002,3.454,3.312,0.006
